Strategic,Monitor,On,Thursday,26-April-2018,filename:CCITY_20180426

Thursday,26-April-2018,00:00,SS,85M+,PL,8.3,PV,7.4,CL,100,+0,RL,89,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
Thursday,26-April-2018,06:12,SS,10M+,PL,4.2,PV,2.2,CL,110,+0,RL,82,SA,20,DS,48
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,43,14,9,31,11,7,22,7,5,-,-,-,43
,354,S,31,B,22,0,0,0,32,4,3,0,0,0,-,-,-,45
,182,S,34,A,21,10,2,1,31,2,2,-,-,-,-,-,-,26
,2,L,14,AD,69,7,2,2,9,3,3,-,-,-,-,-,-,660
,2,L,15,AD,69,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,26-April-2018,06:12,SS,58M-,PL,3.3,PV,4.3,CL,110,+0,RL,82,SA,200,DS,85
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,102,9,4,4,5,2,2,7,3,3,0,0,0,26
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,10
A=<76,B=#26
Thursday,26-April-2018,06:12,SS,85M+,PL,1.3,PV,1.3,CL,102,+1,RL,85,SA,108,DS,92
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,101,-,-,-,26,10,7,11,4,3,-,-,-,23
,196,S,310,A,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,196,S,311,ABE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,196,S,312,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,197,L,71,ABF,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,197,L,72,ABF,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<9,B=20,C=#25,D=28,E=18
Thursday,26-April-2018,06:14,SS,85M+,PL,1.3,PV,1.3,CL,108,+1,RL,85,SA,107,DS,99
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,79,-,-,-,26,9,6,14,5,3,-,-,-,24
,196,S,310,A,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,196,S,311,ABE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,196,S,312,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,197,L,71,ABF,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,197,L,72,ABF,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<11,B=20,C=#25,D=28,E=18
Thursday,26-April-2018,06:14,SS,6M+,PL,7.3,PV,7.3,CL,110,+0,RL,88,SA,20,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,86,15,5,4,13,4,4,0,0,0,3,2,1,28
,183,S,21,B,43,30,7,4,78,13,12,18,4,2,-,-,-,74
,184,S,161,A,169,13,9,8,20,12,12,6,4,4,0,0,0,17
,184,S,162,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,43,30,7,4,78,13,12,-,-,-,-,-,-,74
,183,L,7,AC,86,15,5,4,-,-,-,-,-,-,-,-,-,120
A=<32,B=50,C=#20
Thursday,26-April-2018,06:14,SS,10M+,PL,3.2,PV,3.2,CL,110,+0,RL,88,SA,20,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,87,22,8,6,18,8,5,14,6,4,-,-,-,35
,354,S,31,B,24,31,6,3,31,6,3,7,2,1,-,-,-,37
,182,S,34,A,109,15,5,5,33,13,12,-,-,-,-,-,-,31
,2,L,14,AD,54,7,2,1,5,2,1,-,-,-,-,-,-,460
,2,L,15,AD,54,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Thursday,26-April-2018,06:14,SS,58M+,PL,1.3,PV,1.3,CL,110,+0,RL,88,SA,201,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,49,55,10,10,14,3,2,14,3,3,0,0,0,33
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<81,B=#21
Thursday,26-April-2018,06:16,SS,85M+,PL,1.3,PV,1.3,CL,106,+0,RL,86,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,99,-,-,-,54,11,15,13,4,4,-,-,-,39
,196,S,310,A,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,196,S,311,ABE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,196,S,312,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,197,L,71,ABF,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,197,L,72,ABF,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<10,B=20,C=#25,D=28,E=18
Thursday,26-April-2018,06:16,SS,6M+,PL,7.3,PV,7.3,CL,106,+0,RL,92,SA,17,DS,110
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,64,29,6,6,43,9,9,25,8,6,12,4,3,35
,183,S,21,B,34,36,5,4,49,7,6,8,2,1,-,-,-,63
,184,S,161,A,88,16,5,5,32,9,10,17,7,6,11,4,3,24
,184,S,162,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,34,36,5,4,49,7,6,-,-,-,-,-,-,63
,183,L,7,AC,64,29,6,6,-,-,-,-,-,-,-,-,-,140
A=<31,B=50,C=#20
Thursday,26-April-2018,06:16,SS,10M+,PL,3.2,PV,4.3,CL,106,+0,RL,91,SA,17,DS,110
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,86,47,19,13,42,18,12,10,5,3,-,-,-,38
,354,S,31,B,27,27,5,3,51,8,5,31,5,3,-,-,-,40
,182,S,34,A,76,17,5,4,12,3,3,-,-,-,-,-,-,25
,2,L,14,AD,54,7,2,1,5,2,1,-,-,-,-,-,-,200
,2,L,15,AD,54,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Thursday,26-April-2018,06:16,SS,58M-,PL,1.3,PV,1.3,CL,106,+0,RL,91,SA,200,DS,12
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,109,22,10,9,6,2,2,15,7,7,0,0,0,30
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<82,B=#19
Thursday,26-April-2018,06:18,SS,85M+,PL,1.3,PV,1.3,CL,101,-2,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,91,-,-,-,25,9,6,0,0,0,-,-,-,35
,196,S,310,A,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,196,S,311,ABE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,196,S,312,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,197,L,71,ABF,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,197,L,72,ABF,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<9,B=20,C=#25,D=28,E=18
Thursday,26-April-2018,06:18,SS,6M+,PL,7.3,PV,6.3,CL,101,-3,RL,90,SA,20,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,76,10,3,2,14,3,3,17,5,5,0,0,0,25
,183,S,21,B,36,14,3,2,48,6,6,16,3,2,-,-,-,55
,184,S,161,A,109,12,5,5,22,9,8,14,7,6,0,0,0,25
,184,S,162,B,11,0,0,0,26,2,1,-,-,-,-,-,-,12
,183,S,183,B,36,14,3,2,48,6,6,-,-,-,-,-,-,55
,183,L,7,AC,76,10,3,2,-,-,-,-,-,-,-,-,-,120
A=<30,B=50,C=#20
Thursday,26-April-2018,06:18,SS,10M+,PL,4.2,PV,4.3,CL,101,-2,RL,90,SA,20,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,83,34,13,9,28,12,8,14,6,3,-,-,-,36
,354,S,31,B,30,32,4,4,56,8,7,0,0,0,-,-,-,49
,182,S,34,A,88,19,6,5,66,21,19,-,-,-,-,-,-,43
,2,L,14,AD,25,0,0,0,11,2,1,-,-,-,-,-,-,100
,2,L,15,AD,25,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,26-April-2018,06:18,SS,58M+,PL,1.3,PV,1.3,CL,101,-3,RL,90,SA,201,DS,46
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,109,22,10,9,6,2,2,15,7,7,0,0,0,29
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<79,B=#21
Thursday,26-April-2018,06:19,SS,85M+,PL,1.3,PV,1.3,CL,100,+0,RL,86,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,68,-,-,-,81,6,16,6,2,1,-,-,-,57
,196,S,310,A,23,23,3,1,48,4,3,15,2,1,-,-,-,0
,196,S,311,ABE,23,13,2,1,28,3,2,17,2,1,13,2,1,0
,196,S,312,D,22,137,4,9,42,2,3,150,5,13,28,2,2,68
,197,L,71,ABF,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,197,L,72,ABF,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<9,B=20,C=#25,D=28,E=18
Thursday,26-April-2018,06:19,SS,6M+,PL,7.3,PV,5.3,CL,94,-2,RL,87,SA,20,DS,42
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,66,16,4,3,26,5,5,15,4,4,42,2,10,34
,183,S,21,B,27,13,2,1,24,4,2,27,4,2,-,-,-,39
,184,S,161,A,94,13,4,4,19,6,6,14,5,5,11,3,3,23
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,9
,183,S,183,B,27,13,2,1,24,4,2,-,-,-,-,-,-,37
,183,L,7,AC,66,16,4,3,-,-,-,-,-,-,-,-,-,100
A=<29,B=50,C=#20
Thursday,26-April-2018,06:19,SS,10M+,PL,4.2,PV,4.3,CL,94,-2,RL,86,SA,20,DS,42
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,76,32,12,8,28,11,7,13,5,3,-,-,-,36
,354,S,31,B,47,64,11,11,103,11,19,35,5,6,-,-,-,76
,182,S,34,A,86,20,7,5,21,6,6,-,-,-,-,-,-,35
,2,L,14,AD,25,0,0,0,11,2,1,-,-,-,-,-,-,60
,2,L,15,AD,25,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,26-April-2018,06:19,SS,58M+,PL,3.3,PV,3.3,CL,94,+0,RL,86,SA,200,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,75,49,16,14,12,4,3,17,5,5,0,0,0,34
,288,S,270,B,16,28,2,1,49,2,3,-,-,-,-,-,-,22
A=<70,B=#28
Thursday,26-April-2018,06:21,SS,6M+,PL,7.3,PV,4.3,CL,94,+0,RL,86,SA,30,DS,90
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,65,10,3,2,45,9,9,18,3,5,15,3,4,38
,183,S,21,B,29,27,4,3,37,5,4,37,6,3,-,-,-,36
,184,S,161,A,42,27,4,4,56,8,8,32,6,5,0,0,0,36
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,6
,183,S,183,B,29,27,4,3,37,5,4,-,-,-,-,-,-,35
,183,L,7,AC,65,10,3,2,-,-,-,-,-,-,-,-,-,80
A=<29,B=50,C=#20
Thursday,26-April-2018,06:21,SS,10M+,PL,1.3,PV,1.3,CL,94,+0,RL,94,SA,30,DS,90
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,53,90,16,15,72,15,13,33,7,5,-,-,-,59
,354,S,31,B,25,32,6,3,31,5,3,0,0,0,-,-,-,61
,182,S,34,A,68,13,5,3,23,8,5,-,-,-,-,-,-,32
,2,L,14,AD,15,0,0,0,0,0,0,-,-,-,-,-,-,60
,2,L,15,AD,15,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,26-April-2018,06:21,SS,58M-,PL,3.3,PV,4.3,CL,94,+0,RL,81,SA,200,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,26,10,8,5,2,1,17,7,6,0,0,0,33
,288,S,270,B,13,47,2,2,0,0,0,-,-,-,-,-,-,37
A=<72,B=#26
Thursday,26-April-2018,06:21,SS,85M+,PL,2.3,PV,2.3,CL,101,+0,RL,85,SA,116,DS,150
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,86,-,-,-,56,3,14,12,4,3,-,-,-,57
,196,S,310,A,23,32,4,2,23,3,2,36,4,2,-,-,-,16
,196,S,311,ABE,23,0,0,0,38,4,3,15,2,1,0,0,0,17
,196,S,312,D,49,14,3,2,14,3,2,88,13,16,0,0,0,89
,197,L,71,ABF,24,58,7,5,68,8,7,-,-,-,-,-,-,180
,197,L,72,ABF,24,32,2,2,26,2,2,-,-,-,-,-,-,60
A=<10,B=20,C=#25,D=27,E=18
Thursday,26-April-2018,06:23,SS,6M+,PL,6.3,PV,6.3,CL,96,+1,RL,86,SA,20,DS,38
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,61,24,4,5,38,7,7,24,5,6,6,2,1,41
,183,S,21,B,34,15,3,2,65,11,8,0,0,0,-,-,-,47
,184,S,161,A,91,6,3,2,24,9,8,12,6,4,0,0,0,33
,184,S,162,B,11,17,2,1,18,2,1,-,-,-,-,-,-,8
,183,S,183,B,34,15,3,2,65,11,8,-,-,-,-,-,-,47
,183,L,7,AC,61,24,4,5,-,-,-,-,-,-,-,-,-,120
A=<31,B=48,C=#20
Thursday,26-April-2018,06:23,SS,10M+,PL,1.3,PV,3.3,CL,96,+2,RL,87,SA,20,DS,38
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,32,10,7,29,10,7,18,6,4,-,-,-,51
,354,S,31,B,27,39,6,4,47,7,5,15,3,2,-,-,-,54
,182,S,34,A,31,21,7,2,23,7,2,-,-,-,-,-,-,23
,2,L,14,AD,15,0,0,0,0,0,0,-,-,-,-,-,-,0
,2,L,15,AD,15,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,26-April-2018,06:23,SS,58M+,PL,4.3,PV,4.3,CL,96,+0,RL,78,SA,200,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,76,28,10,8,8,3,2,4,2,1,0,0,0,32
,288,S,270,B,11,21,2,1,0,0,0,-,-,-,-,-,-,36
A=<67,B=#32
Thursday,26-April-2018,06:23,SS,85M+,PL,2.3,PV,1.3,CL,100,+0,RL,86,SA,110,DS,97
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,99,-,-,-,26,10,7,0,0,0,-,-,-,48
,196,S,310,A,23,32,4,2,23,3,2,36,4,2,-,-,-,28
,196,S,311,ABE,23,0,0,0,38,4,3,15,2,1,0,0,0,30
,196,S,312,D,49,14,3,2,14,3,2,88,13,16,0,0,0,102
,197,L,71,ABF,26,28,4,3,28,4,3,-,-,-,-,-,-,220
,197,L,72,ABF,26,82,6,7,73,7,7,-,-,-,-,-,-,260
A=<10,B=20,C=#25,D=27,E=18
Thursday,26-April-2018,06:24,SS,6M+,PL,6.3,PV,6.3,CL,103,+2,RL,86,SA,15,DS,150
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,61,9,2,2,35,8,7,20,5,5,6,2,1,38
,183,S,21,B,37,18,4,2,40,5,5,34,5,4,-,-,-,48
,184,S,161,A,85,14,5,4,29,9,9,13,5,4,6,2,2,33
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,6
,183,S,183,B,37,18,4,2,40,5,5,-,-,-,-,-,-,48
,183,L,7,AC,61,9,2,2,-,-,-,-,-,-,-,-,-,100
A=<33,B=48,C=#20
Thursday,26-April-2018,06:24,SS,10M+,PL,4.3,PV,4.3,CL,103,+2,RL,83,SA,15,DS,150
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,67,25,6,5,26,7,6,22,5,4,-,-,-,42
,354,S,31,B,31,70,6,8,84,10,10,55,6,6,-,-,-,60
,182,S,34,A,12,0,0,0,16,2,1,-,-,-,-,-,-,20
,2,L,14,AD,24,0,0,0,0,0,0,-,-,-,-,-,-,0
,2,L,15,AD,24,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,26-April-2018,06:24,SS,58M-,PL,4.3,PV,3.3,CL,103,+3,RL,77,SA,201,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,17,6,6,10,3,3,21,6,8,0,0,0,24
,288,S,270,B,21,16,2,1,16,2,1,-,-,-,-,-,-,24
A=<71,B=#30
Thursday,26-April-2018,06:24,SS,85M+,PL,6.3,PV,6.3,CL,102,+1,RL,88,SA,107,DS,150
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,84,-,-,-,21,8,5,0,0,0,-,-,-,30
,196,S,310,A,43,72,3,9,41,6,5,34,3,4,-,-,-,52
,196,S,311,ABE,43,29,3,5,101,11,13,52,7,8,14,3,2,66
,196,S,312,D,36,62,6,6,16,3,2,47,7,6,21,2,2,76
,197,L,71,ABF,32,0,0,0,0,0,0,-,-,-,-,-,-,160
,197,L,72,ABF,32,27,4,3,31,4,4,-,-,-,-,-,-,300
A=<15,B=20,C=#25,D=23,E=17
Thursday,26-April-2018,06:26,SS,6M+,PL,6.3,PV,6.3,CL,112,+2,RL,86,SA,15,DS,158
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,81,43,4,11,12,3,3,25,8,8,0,0,0,39
,183,S,21,B,41,25,5,3,43,5,6,52,9,7,-,-,-,51
,184,S,161,A,85,14,5,4,29,9,9,13,5,4,6,2,2,28
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,4
,183,S,183,B,41,25,5,3,43,5,6,-,-,-,-,-,-,47
,183,L,7,AC,81,43,4,11,-,-,-,-,-,-,-,-,-,240
A=<34,B=48,C=#20
Thursday,26-April-2018,06:26,SS,10M+,PL,4.3,PV,2.3,CL,112,+3,RL,86,SA,15,DS,158
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,66,80,24,17,70,22,15,39,9,8,-,-,-,52
,354,S,31,B,26,25,3,2,50,5,5,24,3,2,-,-,-,61
,182,S,34,A,12,0,0,0,16,2,1,-,-,-,-,-,-,18
,2,L,14,AD,24,0,0,0,0,0,0,-,-,-,-,-,-,0
,2,L,15,AD,24,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,26-April-2018,06:26,SS,58M-,PL,4.3,PV,4.3,CL,112,+0,RL,81,SA,201,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,77,25,8,7,0,0,0,22,6,7,0,0,0,24
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,10
A=<75,B=#28
Thursday,26-April-2018,06:26,SS,85M+,PL,6.3,PV,4.3,CL,107,+0,RL,90,SA,405,DS,147
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,98,-,-,-,11,4,3,10,4,3,-,-,-,18
,196,S,310,A,82,23,5,5,9,3,2,14,4,3,-,-,-,42
,196,S,311,ABE,82,4,2,1,16,5,4,14,5,4,5,2,2,49
,196,S,312,D,26,33,3,2,43,4,4,37,4,4,22,3,2,59
,197,L,71,ABF,30,21,3,2,23,3,3,-,-,-,-,-,-,120
,197,L,72,ABF,30,0,0,0,13,2,1,-,-,-,-,-,-,200
A=<17,B=20,C=#25,D=23,E=17
Thursday,26-April-2018,06:28,SS,6M+,PL,6.3,PV,6.3,CL,111,+1,RL,88,SA,26,DS,104
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,70,23,5,5,18,5,4,18,6,5,9,3,2,32
,183,S,21,B,39,37,6,5,63,8,9,32,5,4,-,-,-,54
,184,S,161,A,145,17,9,9,24,11,12,19,11,11,0,0,0,27
,184,S,162,B,13,19,2,1,38,3,2,-,-,-,-,-,-,17
,183,S,183,B,39,37,6,5,63,8,9,-,-,-,-,-,-,51
,183,L,7,AC,70,23,5,5,-,-,-,-,-,-,-,-,-,220
A=<34,B=48,C=#20
Thursday,26-April-2018,06:28,SS,10M+,PL,4.3,PV,4.2,CL,111,+0,RL,91,SA,26,DS,104
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,77,57,19,14,38,15,10,30,10,7,-,-,-,58
,354,S,31,B,53,65,13,13,105,11,22,30,4,6,-,-,-,82
,182,S,34,A,37,40,6,5,104,13,13,-,-,-,-,-,-,56
,2,L,14,AD,68,14,3,3,32,8,10,-,-,-,-,-,-,460
,2,L,15,AD,68,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,26-April-2018,06:28,SS,58M-,PL,4.3,PV,4.3,CL,111,+0,RL,87,SA,201,DS,78
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,111,9,4,4,0,0,0,12,6,6,0,0,0,18
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,4
A=<77,B=#26
Thursday,26-April-2018,06:28,SS,85M+,PL,2.3,PV,2.3,CL,114,+2,RL,91,SA,405,DS,126
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,116,-,-,-,48,11,16,13,6,4,-,-,-,30
,196,S,310,A,49,14,2,2,0,0,0,24,3,3,-,-,-,34
,196,S,311,ABE,73,6,2,2,14,3,3,9,2,2,0,0,0,34
,196,S,312,D,36,36,3,4,65,8,7,87,7,12,38,5,4,67
,197,L,71,ABF,34,18,2,2,47,7,7,-,-,-,-,-,-,180
,197,L,72,ABF,34,75,3,8,42,5,5,-,-,-,-,-,-,240
A=<13,B=20,C=#25,D=27,E=18
Thursday,26-April-2018,06:30,SS,6M+,PL,6.3,PV,7.3,CL,115,+1,RL,91,SA,15,DS,157
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,62,16,4,3,19,5,4,8,3,2,6,2,1,26
,183,S,21,B,41,56,10,7,105,15,15,61,8,8,-,-,-,79
,184,S,161,A,115,6,2,2,16,7,7,12,6,5,8,3,3,22
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,13
,183,S,183,B,41,56,10,7,105,15,15,-,-,-,-,-,-,78
,183,L,7,AC,62,16,4,3,-,-,-,-,-,-,-,-,-,180
A=<35,B=48,C=#20
Thursday,26-April-2018,06:30,SS,10M+,PL,3.3,PV,3.2,CL,115,+0,RL,95,SA,15,DS,157
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,61,58,14,11,55,15,11,72,18,13,-,-,-,69
,354,S,31,B,33,37,7,5,57,10,7,39,7,5,-,-,-,71
,182,S,34,A,76,6,2,1,57,18,15,-,-,-,-,-,-,63
,2,L,14,AD,62,12,3,2,23,6,6,-,-,-,-,-,-,600
,2,L,15,AD,62,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Thursday,26-April-2018,06:30,SS,58,-,PL,1.3,PV,1.3,CL,97,+0,RL,91,SA,201,DS,43
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,106,29,11,12,11,4,4,7,3,3,0,0,0,23
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<78,B=#21
Thursday,26-April-2018,06:30,SS,85M+,PL,2.3,PV,2.3,CL,118,+0,RL,95,SA,405,DS,139
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,99,-,-,-,99,8,28,15,6,4,-,-,-,63
,196,S,310,A,76,13,2,3,36,7,8,36,7,8,-,-,-,29
,196,S,311,ABE,76,6,2,2,36,7,8,29,8,8,18,5,5,24
,196,S,312,D,51,67,10,10,71,13,12,113,17,22,12,3,2,89
,197,L,71,ABF,37,70,9,10,67,10,11,-,-,-,-,-,-,440
,197,L,72,ABF,37,88,5,10,46,4,6,-,-,-,-,-,-,360
A=<14,B=20,C=#25,D=27,E=18
Thursday,26-April-2018,06:31,SS,58,-,PL,1.3,PV,1.3,CL,92,+0,RL,86,SA,201,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,106,29,11,12,11,4,4,7,3,3,0,0,0,25
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<77,B=#21
Thursday,26-April-2018,06:32,SS,6M+,PL,7.3,PV,7.3,CL,120,+1,RL,94,SA,15,DS,156
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,69,13,4,3,33,8,7,12,4,3,9,3,2,26
,183,S,21,B,41,27,4,4,68,8,10,17,3,2,-,-,-,79
,184,S,161,A,49,33,5,6,39,7,7,14,3,3,11,2,2,28
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,8
,183,S,183,B,41,27,4,4,68,8,10,-,-,-,-,-,-,79
,183,L,7,AC,69,13,4,3,-,-,-,-,-,-,-,-,-,100
A=<33,B=50,C=#20
Thursday,26-April-2018,06:32,SS,10M+,PL,3.3,PV,4.2,CL,120,+0,RL,96,SA,15,DS,156
