Strategic,Monitor,On,Sunday,10-June-2018,filename:CCITY_20180610

Sunday,10-June-2018,00:00,SS,3M+,PL,1.3,PV,22.3,CL,120,+0,RL,101,SA,206,DS,151
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,133,AB,66,15,6,5,7,2,2,-,-,-,-,-,-,13
,145,S,204,AB,66,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,66,15,6,5,7,2,2,-,-,-,-,-,-,13
,145,S,212,AC,78,0,0,0,-,-,-,-,-,-,-,-,-,1
,145,L,4,AB,66,15,6,5,7,2,2,-,-,-,-,-,-,200
A=<62,B=#23,C=17
Sunday,10-June-2018,05:48,SS,10,-,PL,4.2,PV,1.2,CL,60,+0,RL,60,SA,30,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,67,14,5,3,9,3,2,8,3,2,-,-,-,6
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,14
,182,S,34,A,84,0,0,0,0,0,0,-,-,-,-,-,-,3
A=<47,B=53
Sunday,10-June-2018,05:48,SS,28M+,PL,8.3,PV,8.3,CL,60-11,RL,44,SA,47,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,57,0,0,0,16,4,3,-,-,-,-,-,-,16
,48,S,90,A,57,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,48,S,213,A,57,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,57,0,0,0,16,4,3,-,-,-,-,-,-,160
,48,L,49,A,57,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<35,B=28,C=#22
Sunday,10-June-2018,05:48,SS,23M+,PL,4.3,PV,4.3,CL,60,+0,RL,60,SA,130,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,49,21,5,5,20,5,4,19,4,4,-,-,-,24
,152,S,131,A,49,17,4,3,13,3,2,-,-,-,-,-,-,22
,152,S,132,C,16,37,2,2,0,0,0,0,0,0,-,-,-,20
,193,L,57,ABCE,41,0,0,0,0,0,0,10,2,1,-,-,-,120
,193,L,58,AE,19,0,0,0,0,0,0,35,2,2,-,-,-,180
A=<66,B=1,C=34,D=1
Sunday,10-June-2018,05:48,SS,23M+,PL,4.3,PV,6.3,CL,60,-2,RL,60,SA,130,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,49,21,5,5,20,5,4,19,4,4,-,-,-,22
,152,S,131,A,49,17,4,3,13,3,2,-,-,-,-,-,-,20
,152,S,132,C,16,37,2,2,0,0,0,0,0,0,-,-,-,29
,193,L,57,ABCE,41,0,0,0,0,0,0,10,2,1,-,-,-,60
,193,L,58,AE,19,0,0,0,0,0,0,35,2,2,-,-,-,120
A=<66,B=1,C=34,D=1
Sunday,10-June-2018,05:49,SS,10,-,PL,3.2,PV,3.2,CL,60,+0,RL,60,SA,30,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,28,19,3,2,19,3,2,0,0,0,-,-,-,13
,354,S,31,B,16,25,2,1,0,0,0,0,0,0,-,-,-,18
,182,S,34,A,29,0,0,0,23,4,2,-,-,-,-,-,-,12
A=<53,B=47
Sunday,10-June-2018,05:49,SS,3M+,PL,8.3,PV,0.3,CL,94,-4,RL,82,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,115,0,0,0,-,-,-,-,-,-,-,-,-,0
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,103,6,3,3,7,3,2,-,-,-,-,-,-,10
,145,S,204,AB,103,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,103,6,3,3,7,3,2,-,-,-,-,-,-,10
,145,S,212,AC,115,0,0,0,-,-,-,-,-,-,-,-,-,0
,145,L,4,AB,103,6,3,3,7,3,2,-,-,-,-,-,-,180
A=<59,B=#23,C=17
Sunday,10-June-2018,05:49,SS,28M+,PL,7.3,PV,7.3,CL,60-11,RL,44,SA,47,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,58,0,0,0,6,2,1,-,-,-,-,-,-,12
,48,S,90,A,58,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,18,0,0,0,23,3,1,-,-,-,-,-,-,10
,48,S,213,A,58,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,58,0,0,0,6,2,1,-,-,-,-,-,-,120
,48,L,49,A,58,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<33,B=30,C=#22
Sunday,10-June-2018,05:49,SS,23M+,PL,3.3,PV,3.4,CL,60,+0,RL,60,SA,130,DS,44
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,31,44,3,6,9,2,1,0,0,0,-,-,-,31
,152,S,131,A,31,40,5,4,34,5,4,-,-,-,-,-,-,27
,152,S,132,C,22,21,2,1,15,2,1,0,0,0,-,-,-,30
,193,L,57,ABCE,64,0,0,0,22,4,5,25,6,6,-,-,-,480
,193,L,58,AE,42,25,3,3,54,6,8,33,3,5,-,-,-,720
A=<68,B=1,C=32,D=1
Sunday,10-June-2018,05:50,SS,10,+,PL,3.2,PV,3.2,CL,60,+0,RL,60,SA,30,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,44,17,4,2,12,3,2,0,0,0,-,-,-,17
,354,S,31,B,17,15,2,1,25,2,2,0,0,0,-,-,-,20
,182,S,34,A,29,0,0,0,23,4,2,-,-,-,-,-,-,18
A=<53,B=47
Sunday,10-June-2018,05:50,SS,28M+,PL,7.3,PV,8.3,CL,60,+0,RL,44,SA,47,DS,47
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,36,0,0,0,13,2,2,-,-,-,-,-,-,11
,48,S,90,A,36,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,38,24,4,3,0,0,0,-,-,-,-,-,-,18
,48,S,213,A,36,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,36,0,0,0,13,2,2,-,-,-,-,-,-,120
,48,L,49,A,36,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<33,B=30,C=#22
Sunday,10-June-2018,05:50,SS,23M+,PL,3.3,PV,4.3,CL,60,+0,RL,60,SA,130,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,38,30,6,5,27,6,4,22,5,4,-,-,-,33
,152,S,131,A,38,10,2,1,0,0,0,-,-,-,-,-,-,21
,152,S,132,C,16,0,0,0,0,0,0,27,2,2,-,-,-,27
,193,L,57,ABCE,39,0,0,0,46,7,6,17,3,2,-,-,-,560
,193,L,58,AE,18,0,0,0,38,3,3,0,0,0,-,-,-,580
A=<68,B=1,C=32,D=1
Sunday,10-June-2018,05:51,SS,3M+,PL,8.3,PV,0.3,CL,86,+0,RL,81,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,112,5,2,2,-,-,-,-,-,-,-,-,-,2
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,114,13,7,7,5,2,2,-,-,-,-,-,-,11
,145,S,204,AB,114,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,114,13,7,7,5,2,2,-,-,-,-,-,-,11
,145,S,212,AC,112,5,2,2,-,-,-,-,-,-,-,-,-,2
,145,L,4,AB,114,13,7,7,5,2,2,-,-,-,-,-,-,260
A=<56,B=#23,C=17
Sunday,10-June-2018,05:51,SS,10M+,PL,3.2,PV,3.2,CL,60,+4,RL,60,SA,30,DS,5
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,53,5,2,1,5,2,1,0,0,0,-,-,-,8
,354,S,31,B,15,26,2,1,35,2,2,28,2,2,-,-,-,33
,182,S,34,A,77,5,2,1,14,5,4,-,-,-,-,-,-,16
A=<53,B=47
Sunday,10-June-2018,05:51,SS,28M+,PL,5.3,PV,5.3,CL,60,+0,RL,44,SA,47,DS,45
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,19,0,0,0,23,2,1,-,-,-,-,-,-,16
,48,S,90,A,19,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,17,14,2,1,14,2,1,-,-,-,-,-,-,19
,48,S,213,A,19,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,19,0,0,0,23,2,1,-,-,-,-,-,-,80
,48,L,49,A,19,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<29,B=34,C=#22
Sunday,10-June-2018,05:51,SS,23M+,PL,5.3,PV,5.3,CL,60,+0,RL,60,SA,130,DS,44
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,47,44,10,10,39,9,8,18,5,4,-,-,-,39
,152,S,131,A,47,0,0,0,15,4,3,-,-,-,-,-,-,19
,152,S,132,C,18,0,0,0,21,2,1,46,3,3,-,-,-,34
,193,L,57,ABCE,76,0,0,0,35,8,9,24,6,6,-,-,-,780
,193,L,58,AE,54,29,5,5,25,5,5,28,4,5,-,-,-,780
A=<65,B=1,C=35,D=1
Sunday,10-June-2018,05:52,SS,10,-,PL,4.2,PV,4.2,CL,60,+0,RL,60,SA,30,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,64,10,3,2,10,3,2,6,2,1,-,-,-,7
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,19
,182,S,34,A,68,0,0,0,6,2,1,-,-,-,-,-,-,10
A=<47,B=53
Sunday,10-June-2018,05:52,SS,3M+,PL,1.3,PV,1.3,CL,86,+0,RL,76,SA,201,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,89,12,5,4,-,-,-,-,-,-,-,-,-,7
,145,S,10,C,14,30,2,2,24,2,1,34,2,2,-,-,-,15
,145,S,133,AB,76,10,5,4,5,2,1,-,-,-,-,-,-,10
,145,S,204,AB,76,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,76,10,5,4,5,2,1,-,-,-,-,-,-,10
,145,S,212,AC,89,12,5,4,-,-,-,-,-,-,-,-,-,7
,145,L,4,AB,76,10,5,4,5,2,1,-,-,-,-,-,-,240
A=<33,B=#23,C=40
Sunday,10-June-2018,05:52,SS,28M+,PL,5.3,PV,8.3,CL,60,+0,RL,44,SA,47,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,39,0,0,0,10,2,1,-,-,-,-,-,-,15
,48,S,90,A,39,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,14,10,2,0,10,2,0,-,-,-,-,-,-,14
,48,S,213,A,39,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,39,0,0,0,10,2,1,-,-,-,-,-,-,80
,48,L,49,A,39,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<29,B=34,C=#22
Sunday,10-June-2018,05:53,SS,10,-,PL,4.2,PV,4.2,CL,60,+0,RL,60,SA,30,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,33,23,4,2,22,4,2,9,2,1,-,-,-,15
,354,S,31,B,20,24,3,2,27,3,2,0,0,0,-,-,-,20
,182,S,34,A,74,6,2,1,8,3,2,-,-,-,-,-,-,9
A=<47,B=53
Sunday,10-June-2018,05:53,SS,23M+,PL,4.3,PV,4.3,CL,60,-1,RL,60,SA,130,DS,26
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,41,26,4,5,23,4,4,7,2,1,-,-,-,30
,152,S,131,A,41,10,2,1,18,4,3,-,-,-,-,-,-,17
,152,S,132,C,17,20,2,1,25,2,2,0,0,0,-,-,-,30
,193,L,57,ABCE,38,0,0,0,0,0,0,0,0,0,-,-,-,500
,193,L,58,AE,16,0,0,0,0,0,0,43,3,2,-,-,-,540
A=<66,B=1,C=34,D=1
Sunday,10-June-2018,05:53,SS,28M+,PL,5.3,PV,5.3,CL,60,+0,RL,44,SA,47,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,44,0,0,0,0,0,0,-,-,-,-,-,-,8
,48,S,90,A,44,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,6
,48,S,213,A,44,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,44,0,0,0,0,0,0,-,-,-,-,-,-,40
,48,L,49,A,44,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<29,B=34,C=#22
Sunday,10-June-2018,05:54,SS,3M+,PL,3.3,PV,3.3,CL,86,+0,RL,71,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,82,0,0,0,-,-,-,-,-,-,-,-,-,5
,145,S,10,C,13,10,2,1,9,2,1,0,0,0,-,-,-,16
,145,S,133,AB,68,9,4,3,0,0,0,-,-,-,-,-,-,10
,145,S,204,AB,68,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,68,9,4,3,0,0,0,-,-,-,-,-,-,10
,145,S,212,AC,82,0,0,0,-,-,-,-,-,-,-,-,-,5
,145,L,4,AB,68,9,4,3,0,0,0,-,-,-,-,-,-,200
A=<39,B=#23,C=34
Sunday,10-June-2018,05:54,SS,10,-,PL,4.2,PV,4.2,CL,60,+0,RL,60,SA,30,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,41,22,4,3,19,4,3,0,0,0,-,-,-,20
,354,S,31,B,17,23,2,1,15,2,1,0,0,0,-,-,-,19
,182,S,34,A,74,6,2,1,8,3,2,-,-,-,-,-,-,8
A=<47,B=53
Sunday,10-June-2018,05:54,SS,23M+,PL,4.3,PV,4.3,CL,60,-2,RL,60,SA,130,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,42,24,5,5,17,4,3,12,3,2,-,-,-,25
,152,S,131,A,42,22,4,3,24,5,4,-,-,-,-,-,-,21
,152,S,132,C,18,0,0,0,31,2,2,0,0,0,-,-,-,28
,193,L,57,ABCE,63,0,0,0,0,0,0,7,2,2,-,-,-,260
,193,L,58,AE,41,0,0,0,20,3,3,0,0,0,-,-,-,320
A=<66,B=1,C=34,D=1
Sunday,10-June-2018,05:54,SS,28M+,PL,8.3,PV,8.3,CL,60,+0,RL,44,SA,47,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,47,10,2,2,20,3,3,-,-,-,-,-,-,11
,48,S,90,A,47,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,2
,48,S,213,A,47,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,47,10,2,2,20,3,3,-,-,-,-,-,-,140
,48,L,49,A,47,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<35,B=28,C=#22
Sunday,10-June-2018,05:55,SS,10,-,PL,1.2,PV,1.2,CL,60,+5,RL,60,SA,30,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,76,8,3,2,8,3,2,5,2,1,-,-,-,16
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,14
,182,S,34,A,100,6,2,2,6,2,2,-,-,-,-,-,-,7
A=<64,B=36
Sunday,10-June-2018,05:55,SS,3M+,PL,5.3,PV,5.3,CL,85,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,66,0,0,0,-,-,-,-,-,-,-,-,-,3
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,11
,145,S,133,AB,54,6,2,2,8,2,1,-,-,-,-,-,-,9
,145,S,204,AB,54,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,54,6,2,2,8,2,1,-,-,-,-,-,-,9
,145,S,212,AC,66,0,0,0,-,-,-,-,-,-,-,-,-,3
,145,L,4,AB,54,6,2,2,8,2,1,-,-,-,-,-,-,140
A=<44,B=#23,C=29
Sunday,10-June-2018,05:55,SS,23M+,PL,6.3,PV,6.3,CL,60,+0,RL,60,SA,130,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,41,23,5,4,18,4,3,17,4,3,-,-,-,24
,152,S,131,A,41,9,2,1,12,3,2,-,-,-,-,-,-,17
,152,S,132,C,17,35,2,2,0,0,0,19,2,1,-,-,-,31
,193,L,57,ABCE,46,0,0,0,28,5,4,21,4,3,-,-,-,220
,193,L,58,AE,24,35,3,2,59,5,5,43,3,4,-,-,-,380
A=<63,B=1,C=37,D=1
Sunday,10-June-2018,05:55,SS,28M+,PL,8.3,PV,2.3,CL,60,+0,RL,44,SA,47,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,58,6,2,1,7,2,1,-,-,-,-,-,-,10
,48,S,90,A,58,-,-,-,-,-,-,9,3,2,-,-,-,4
,48,S,91,BC,26,58,6,5,0,0,0,-,-,-,-,-,-,26
,48,S,213,A,58,-,-,-,-,-,-,9,3,2,-,-,-,4
,48,L,23,A,58,6,2,1,7,2,1,-,-,-,-,-,-,160
,48,L,49,A,58,-,-,-,-,-,-,9,3,2,-,-,-,60
A=<35,B=28,C=#22
Sunday,10-June-2018,05:56,SS,10,-,PL,1.2,PV,4.2,CL,60,+0,RL,60,SA,30,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,59,10,3,2,10,3,2,0,0,0,-,-,-,12
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,5
,182,S,34,A,100,6,2,2,6,2,2,-,-,-,-,-,-,6
A=<64,B=36
Sunday,10-June-2018,05:56,SS,23M+,PL,6.3,PV,4.3,CL,60,+0,RL,60,SA,131,DS,26
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,40,22,5,4,12,3,2,16,3,3,-,-,-,23
,152,S,131,A,40,26,4,3,24,5,4,-,-,-,-,-,-,21
,152,S,132,C,19,0,0,0,18,2,1,29,2,2,-,-,-,31
,193,L,57,ABCE,50,0,0,0,24,5,4,23,5,4,-,-,-,380
,193,L,58,AE,28,16,2,1,43,4,5,20,2,2,-,-,-,480
A=<63,B=1,C=37,D=1
Sunday,10-June-2018,05:56,SS,28M+,PL,8.3,PV,8.3,CL,60,+0,RL,44,SA,47,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,37,0,0,0,31,4,4,-,-,-,-,-,-,21
,48,S,90,A,37,-,-,-,-,-,-,18,4,3,-,-,-,11
,48,S,91,BC,23,44,4,3,0,0,0,-,-,-,-,-,-,39
,48,S,213,A,37,-,-,-,-,-,-,18,4,3,-,-,-,11
,48,L,23,A,37,0,0,0,31,4,4,-,-,-,-,-,-,220
,48,L,49,A,37,-,-,-,-,-,-,18,4,3,-,-,-,120
A=<35,B=28,C=#22
Sunday,10-June-2018,05:56,SS,3M+,PL,7.3,PV,7.3,CL,85,-2,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,89,8,3,3,-,-,-,-,-,-,-,-,-,4
,145,S,10,C,12,0,0,0,0,0,0,0,0,0,-,-,-,2
,145,S,133,AB,78,0,0,0,6,2,2,-,-,-,-,-,-,7
,145,S,204,AB,78,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,78,0,0,0,6,2,2,-,-,-,-,-,-,7
,145,S,212,AC,89,8,3,3,-,-,-,-,-,-,-,-,-,4
,145,L,4,AB,78,0,0,0,6,2,2,-,-,-,-,-,-,100
A=<51,B=#23,C=22
Sunday,10-June-2018,05:57,SS,10,-,PL,4.2,PV,4.2,CL,60,-6,RL,60,SA,30,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,31,17,3,2,17,3,2,0,0,0,-,-,-,13
,354,S,31,B,15,22,2,1,19,2,1,0,0,0,-,-,-,10
,182,S,34,A,74,6,2,1,5,2,1,-,-,-,-,-,-,6
A=<47,B=53
Sunday,10-June-2018,05:57,SS,23M+,PL,7.3,PV,7.3,CL,60,-4,RL,60,SA,131,DS,26
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,40,22,5,4,12,3,2,16,3,3,-,-,-,22
,152,S,131,A,40,26,4,3,24,5,4,-,-,-,-,-,-,23
,152,S,132,C,16,0,0,0,16,2,1,16,2,1,-,-,-,24
,193,L,57,ABCE,36,0,0,0,0,0,0,20,3,3,-,-,-,340
,193,L,58,AE,14,0,0,0,0,0,0,0,0,0,-,-,-,300
A=<61,B=1,C=39,D=1
Sunday,10-June-2018,05:57,SS,28M+,PL,3.3,PV,3.3,CL,60,+0,RL,60,SA,47,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,37,12,2,2,25,4,3,-,-,-,-,-,-,23
,48,S,90,A,37,-,-,-,-,-,-,27,4,4,-,-,-,20
,48,S,91,BC,36,64,2,8,16,3,2,-,-,-,-,-,-,56
,48,S,213,A,37,-,-,-,-,-,-,27,4,4,-,-,-,20
,48,L,23,A,37,12,2,2,25,4,3,-,-,-,-,-,-,240
,48,L,49,A,37,-,-,-,-,-,-,27,4,4,-,-,-,200
A=<23,B=40,C=#22
Sunday,10-June-2018,05:58,SS,10,-,PL,4.2,PV,3.2,CL,60,+0,RL,60,SA,30,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,9,3,2,0,0,0,0,0,0,-,-,-,12
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,7
,182,S,34,A,49,0,0,0,14,3,2,-,-,-,-,-,-,10
A=<47,B=53
Sunday,10-June-2018,05:58,SS,3M+,PL,2.3,PV,2.3,CL,85,+0,RL,68,SA,200,DS,6
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,94,0,0,0,-,-,-,-,-,-,-,-,-,3
,145,S,10,C,18,42,3,3,21,2,2,0,0,0,-,-,-,19
,145,S,133,AB,77,6,3,2,9,3,2,-,-,-,-,-,-,8
,145,S,204,AB,77,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,77,6,3,2,9,3,2,-,-,-,-,-,-,8
,145,S,212,AC,94,0,0,0,-,-,-,-,-,-,-,-,-,3
,145,L,4,AB,77,6,3,2,9,3,2,-,-,-,-,-,-,120
A=<36,B=#23,C=37
Sunday,10-June-2018,05:58,SS,23M+,PL,7.3,PV,6.3,CL,60,+0,RL,60,SA,131,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,36,0,0,0,0,0,0,8,2,1,-,-,-,16
,152,S,131,A,36,17,3,2,15,3,2,-,-,-,-,-,-,22
,152,S,132,C,20,24,2,1,0,0,0,0,0,0,-,-,-,22
,193,L,57,ABCE,36,0,0,0,0,0,0,20,3,3,-,-,-,240
,193,L,58,AE,14,0,0,0,0,0,0,0,0,0,-,-,-,100
A=<61,B=1,C=39,D=1
Sunday,10-June-2018,05:58,SS,23M+,PL,1.3,PV,1.4,CL,60,+0,RL,60,SA,131,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,36,0,0,0,0,0,0,8,2,1,-,-,-,11
,152,S,131,A,36,17,3,2,15,3,2,-,-,-,-,-,-,19
,152,S,132,C,16,0,0,0,0,0,0,0,0,0,-,-,-,11
,193,L,57,ABCE,40,0,0,0,19,3,3,11,2,2,-,-,-,300
,193,L,58,AE,18,40,2,2,66,3,4,67,4,4,-,-,-,400
A=<74,B=1,C=26,D=1
Sunday,10-June-2018,05:58,SS,28M+,PL,3.3,PV,8.3,CL,60,+0,RL,44,SA,47,DS,60
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,24,0,0,0,19,2,2,-,-,-,-,-,-,24
,48,S,90,A,24,-,-,-,-,-,-,14,2,1,-,-,-,19
,48,S,91,BC,14,11,2,1,0,0,0,-,-,-,-,-,-,36
,48,S,213,A,24,-,-,-,-,-,-,14,2,1,-,-,-,19
,48,L,23,A,24,0,0,0,19,2,2,-,-,-,-,-,-,200
,48,L,49,A,24,-,-,-,-,-,-,14,2,1,-,-,-,140
A=<23,B=40,C=#22
Sunday,10-June-2018,05:59,SS,10,-,PL,3.2,PV,3.2,CL,60,+0,RL,44,SA,35,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,30,11,2,1,11,2,1,0,0,0,-,-,-,12
,354,S,31,B,14,18,2,1,0,0,0,0,0,0,-,-,-,13
,182,S,34,A,49,0,0,0,14,3,2,-,-,-,-,-,-,12
A=<53,B=47
Sunday,10-June-2018,05:59,SS,3M+,PL,6.3,PV,6.3,CL,85,+0,RL,68,SA,200,DS,3
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,71,0,0,0,-,-,-,-,-,-,-,-,-,2
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,14
,145,S,133,AB,73,5,2,2,11,3,3,-,-,-,-,-,-,9
,145,S,204,AB,73,-,-,-,-,-,-,-,-,-,-,-,-,0
