Strategic,Monitor,On,Monday,09-April-2018,filename:CCITY_20180409

Monday,09-April-2018,00:01,SS,85M+,PL,8.3,PV,8.3,CL,100,+0,RL,89,SA,151,DS,122
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,L,7,AC,50,0,0,0,-,-,-,-,-,-,-,-,-,80
A=<30,B=48,C=#20
Monday,09-April-2018,00:02,SS,10M+,PL,1.2,PV,1.2,CL,89,+0,RL,69,SA,20,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,67,8,3,2,8,3,2,9,3,2,-,-,-,10
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,5
,182,S,34,A,14,0,0,0,0,0,0,-,-,-,-,-,-,4
,2,L,14,AD,41,0,0,0,0,0,0,-,-,-,-,-,-,660
,2,L,15,AD,41,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Monday,09-April-2018,00:02,SS,58M+,PL,4.3,PV,4.3,CL,89,+0,RL,69,SA,201,DS,6
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,14,6,4,0,0,0,9,4,3,0,0,0,13
,288,S,270,B,11,0,0,0,39,2,1,-,-,-,-,-,-,18
A=<64,B=#32
Monday,09-April-2018,00:02,SS,85M+,PL,8.3,PV,8.3,CL,100,+0,RL,90,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,84,-,-,-,0,0,0,4,2,1,-,-,-,42
,196,S,310,A,49,54,2,8,53,7,8,22,3,3,-,-,-,69
,196,S,311,ABE,49,0,0,0,13,3,2,12,2,2,8,2,2,23
,196,S,312,D,29,14,2,1,0,0,0,51,4,6,0,0,0,46
,197,L,71,ABF,31,43,5,5,39,6,5,-,-,-,-,-,-,180
,197,L,72,ABF,31,10,2,1,0,0,0,-,-,-,-,-,-,160
A=<18,B=20,C=#25,D=20,E=17
Monday,09-April-2018,00:04,SS,6M+,PL,6.3,PV,4.3,CL,96,+1,RL,86,SA,20,DS,28
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,60,28,5,5,19,4,4,14,4,3,0,0,0,21
,183,S,21,B,24,0,0,0,17,2,1,0,0,0,-,-,-,25
,184,S,161,A,87,19,7,5,24,9,8,14,6,5,0,0,0,22
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,24,0,0,0,17,2,1,-,-,-,-,-,-,25
,183,L,7,AC,60,28,5,5,-,-,-,-,-,-,-,-,-,120
A=<31,B=48,C=#20
Monday,09-April-2018,00:04,SS,10M+,PL,3.2,PV,3.2,CL,96,+2,RL,71,SA,20,DS,28
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,73,7,3,2,7,3,2,10,4,2,-,-,-,9
,354,S,31,B,19,30,3,2,14,2,1,0,0,0,-,-,-,14
,182,S,34,A,9,0,0,0,0,0,0,-,-,-,-,-,-,2
,2,L,14,AD,31,0,0,0,42,6,6,-,-,-,-,-,-,560
,2,L,15,AD,31,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Monday,09-April-2018,00:04,SS,58M+,PL,4.3,PV,4.3,CL,96,+0,RL,71,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,77,14,5,4,0,0,0,20,7,6,0,0,0,16
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,13
A=<69,B=#30
Monday,09-April-2018,00:04,SS,85M+,PL,7.3,PV,7.3,CL,100,+0,RL,90,SA,108,DS,100
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,102,-,-,-,0,0,0,0,0,0,-,-,-,28
,196,S,310,A,45,24,4,3,33,5,4,30,4,4,-,-,-,57
,196,S,311,ABE,45,0,0,0,36,3,5,17,3,3,0,0,0,27
,196,S,312,D,25,11,2,1,12,2,1,54,5,5,0,0,0,51
,197,L,71,ABF,43,16,3,3,7,2,1,-,-,-,-,-,-,180
,197,L,72,ABF,43,14,3,2,29,5,5,-,-,-,-,-,-,160
A=<16,B=20,C=#25,D=22,E=17
Monday,09-April-2018,00:05,SS,6M+,PL,6.3,PV,8.3,CL,96,+0,RL,86,SA,20,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,65,24,4,5,6,2,1,11,3,3,0,0,0,23
,183,S,21,B,27,27,4,2,13,3,1,12,3,1,-,-,-,21
,184,S,161,A,91,0,0,0,0,0,0,0,0,0,0,0,0,13
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,27,27,4,2,13,3,1,-,-,-,-,-,-,21
,183,L,7,AC,65,24,4,5,-,-,-,-,-,-,-,-,-,140
A=<31,B=48,C=#20
Monday,09-April-2018,00:05,SS,10M+,PL,3.2,PV,4.2,CL,96,+0,RL,74,SA,20,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,77,14,5,3,14,5,4,12,4,3,-,-,-,12
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,10
,182,S,34,A,29,0,0,0,9,3,1,-,-,-,-,-,-,4
,2,L,14,AD,63,13,3,3,26,5,7,-,-,-,-,-,-,600
,2,L,15,AD,63,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Monday,09-April-2018,00:05,SS,58M+,PL,4.3,PV,4.3,CL,96,+0,RL,74,SA,201,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,80,14,5,4,0,0,0,8,3,3,0,0,0,16
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,9
A=<71,B=#28
Monday,09-April-2018,00:06,SS,85M+,PL,7.3,PV,1.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,100,-,-,-,0,0,0,7,3,2,-,-,-,4
,196,S,310,A,76,20,3,5,17,6,4,12,2,3,-,-,-,32
,196,S,311,ABE,76,0,0,0,15,5,4,7,3,2,0,0,0,21
,196,S,312,D,27,34,3,3,35,4,3,46,4,5,39,4,3,50
,197,L,71,ABF,82,10,5,3,10,5,4,-,-,-,-,-,-,240
,197,L,72,ABF,82,9,4,2,4,2,1,-,-,-,-,-,-,120
A=<16,B=20,C=#25,D=22,E=17
Monday,09-April-2018,00:07,SS,6M+,PL,4.3,PV,4.3,CL,94,+0,RL,86,SA,15,DS,153
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,73,12,3,3,10,3,2,0,0,0,0,0,0,19
,183,S,21,B,30,29,5,3,28,4,3,8,2,1,-,-,-,26
,184,S,161,A,101,11,4,4,16,6,6,8,3,3,0,0,0,12
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,30,29,5,3,28,4,3,-,-,-,-,-,-,26
,183,L,7,AC,73,12,3,3,-,-,-,-,-,-,-,-,-,140
A=<35,B=44,C=#20
Monday,09-April-2018,00:07,SS,10M+,PL,2.2,PV,2.2,CL,94,+0,RL,77,SA,15,DS,153
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,77,14,5,3,14,5,4,12,4,3,-,-,-,13
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,7
,182,S,34,A,95,0,0,0,17,6,6,-,-,-,-,-,-,11
,2,L,14,AD,76,8,3,2,17,4,6,-,-,-,-,-,-,760
,2,L,15,AD,76,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Monday,09-April-2018,00:07,SS,58M-,PL,1.3,PV,1.3,CL,94,+0,RL,77,SA,201,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,100,10,4,4,0,0,0,13,5,5,0,0,0,15
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<78,B=#21
Monday,09-April-2018,00:07,SS,85M+,PL,2.3,PV,2.3,CL,100,+0,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,88,-,-,-,0,0,0,0,0,0,-,-,-,2
,196,S,310,A,46,30,3,4,22,4,3,24,3,3,-,-,-,27
,196,S,311,ABE,46,8,2,1,29,5,4,27,4,5,8,2,1,26
,196,S,312,D,30,48,4,4,12,2,1,68,5,8,0,0,0,58
,197,L,71,ABF,37,36,5,5,42,7,7,-,-,-,-,-,-,300
,197,L,72,ABF,37,40,5,5,40,6,6,-,-,-,-,-,-,260
A=<10,B=20,C=#25,D=27,E=18
Monday,09-April-2018,00:08,SS,6M+,PL,4.3,PV,5.3,CL,90,+0,RL,86,SA,20,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,67,15,3,3,10,3,2,10,3,3,0,0,0,16
,183,S,21,B,34,18,3,2,48,6,6,22,4,2,-,-,-,37
,184,S,161,A,94,13,5,4,12,4,4,12,5,4,0,0,0,11
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,34,18,3,2,48,6,6,-,-,-,-,-,-,37
,183,L,7,AC,67,15,3,3,-,-,-,-,-,-,-,-,-,120
A=<34,B=44,C=#20
Monday,09-April-2018,00:08,SS,10M+,PL,2.2,PV,3.2,CL,90,+0,RL,77,SA,20,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,21,7,5,21,7,5,13,4,3,-,-,-,17
,354,S,31,B,14,13,2,1,12,2,1,0,0,0,-,-,-,6
,182,S,34,A,11,0,0,0,0,0,0,-,-,-,-,-,-,8
,2,L,14,AD,100,15,4,5,17,6,7,-,-,-,-,-,-,960
,2,L,15,AD,100,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Monday,09-April-2018,00:08,SS,58M+,PL,1.3,PV,4.3,CL,90,+0,RL,77,SA,201,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,94,10,5,4,0,0,0,3,2,1,0,0,0,12
,288,S,270,B,11,24,2,1,0,0,0,-,-,-,-,-,-,11
A=<79,B=#19
Monday,09-April-2018,00:09,SS,85M+,PL,2.3,PV,1.3,CL,100,+0,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,99,-,-,-,0,0,0,9,4,3,-,-,-,6
,196,S,310,A,45,11,2,1,25,4,3,0,0,0,-,-,-,26
,196,S,311,ABE,45,14,2,2,24,3,4,18,3,3,19,3,3,24
,196,S,312,D,30,48,4,4,12,2,1,68,5,8,0,0,0,63
,197,L,71,ABF,53,24,5,5,24,5,5,-,-,-,-,-,-,360
,197,L,72,ABF,53,7,2,1,10,3,2,-,-,-,-,-,-,200
A=<10,B=20,C=#25,D=27,E=18
Monday,09-April-2018,00:10,SS,6M+,PL,5.3,PV,5.3,CL,86,-2,RL,86,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,63,0,0,0,13,3,3,13,3,3,0,0,0,13
,183,S,21,B,33,24,4,3,35,3,4,9,2,1,-,-,-,38
,184,S,161,A,90,8,3,2,19,7,6,11,5,4,0,0,0,16
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,33,24,4,3,35,3,4,-,-,-,-,-,-,38
,183,L,7,AC,63,0,0,0,-,-,-,-,-,-,-,-,-,60
A=<31,B=46,C=#20
Monday,09-April-2018,00:10,SS,10M+,PL,3.2,PV,3.2,CL,86,-2,RL,75,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,21,7,5,21,7,5,13,4,3,-,-,-,19
,354,S,31,B,14,13,2,1,12,2,1,0,0,0,-,-,-,10
,182,S,34,A,61,0,0,0,7,2,1,-,-,-,-,-,-,7
,2,L,14,AD,35,10,2,1,0,0,0,-,-,-,-,-,-,560
,2,L,15,AD,35,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Monday,09-April-2018,00:10,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,75,SA,201,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,83,16,6,5,0,0,0,16,6,5,0,0,0,13
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,8
A=<63,B=#32
Monday,09-April-2018,00:11,SS,85M+,PL,5.3,PV,5.3,CL,100,+0,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,83,-,-,-,0,0,0,5,2,1,-,-,-,5
,196,S,310,A,30,74,3,7,16,2,1,50,4,4,-,-,-,48
,196,S,311,ABE,30,12,2,1,40,3,4,14,2,2,16,2,2,32
,196,S,312,D,31,23,2,2,0,0,0,44,7,5,0,0,0,57
,197,L,71,ABF,38,8,2,1,13,3,2,-,-,-,-,-,-,260
,197,L,72,ABF,38,24,4,3,0,0,0,-,-,-,-,-,-,160
A=<14,B=20,C=#25,D=24,E=17
Monday,09-April-2018,00:11,SS,6M+,PL,5.3,PV,5.3,CL,86,+1,RL,86,SA,20,DS,28
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,54,28,5,5,22,4,4,12,3,3,0,0,0,20
,183,S,21,B,28,27,3,2,17,2,2,10,2,1,-,-,-,34
,184,S,161,A,88,10,4,3,11,4,4,7,3,2,0,0,0,14
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,28,27,3,2,17,2,2,-,-,-,-,-,-,34
,183,L,7,AC,54,28,5,5,-,-,-,-,-,-,-,-,-,120
A=<31,B=46,C=#20
Monday,09-April-2018,00:11,SS,10M+,PL,3.2,PV,3.2,CL,86,+0,RL,72,SA,20,DS,28
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,78,9,4,2,5,2,1,4,2,1,-,-,-,16
,354,S,31,B,15,0,0,0,17,2,1,0,0,0,-,-,-,15
,182,S,34,A,42,0,0,0,12,4,2,-,-,-,-,-,-,8
,2,L,14,AD,92,18,6,5,28,10,11,-,-,-,-,-,-,1000
,2,L,15,AD,92,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Monday,09-April-2018,00:11,SS,58M+,PL,4.3,PV,3.3,CL,86,+0,RL,72,SA,201,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,85,8,3,3,0,0,0,0,0,0,0,0,0,11
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,5
A=<65,B=#30
Monday,09-April-2018,00:12,SS,85M+,PL,5.3,PV,8.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,96,-,-,-,0,0,0,0,0,0,-,-,-,4
,196,S,310,A,41,53,5,6,12,2,1,15,2,2,-,-,-,54
,196,S,311,ABE,41,0,0,0,36,3,5,24,4,4,11,2,2,35
,196,S,312,D,21,21,2,1,0,0,0,31,3,2,0,0,0,43
,197,L,71,ABF,55,9,3,2,9,3,2,-,-,-,-,-,-,180
,197,L,72,ABF,55,19,3,3,18,4,4,-,-,-,-,-,-,160
A=<14,B=20,C=#25,D=24,E=17
Monday,09-April-2018,00:13,SS,6M+,PL,5.3,PV,5.3,CL,86,+0,RL,86,SA,20,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,53,8,2,1,0,0,0,0,0,0,0,0,0,16
,183,S,21,B,32,27,4,3,44,6,5,0,0,0,-,-,-,36
,184,S,161,A,77,4,2,1,8,3,2,4,2,1,5,2,1,11
,184,S,162,B,11,26,2,1,0,0,0,-,-,-,-,-,-,12
,183,S,183,B,32,27,4,3,44,6,5,-,-,-,-,-,-,36
,183,L,7,AC,53,8,2,1,-,-,-,-,-,-,-,-,-,80
A=<31,B=46,C=#20
Monday,09-April-2018,00:13,SS,10M+,PL,1.2,PV,1.2,CL,86,+0,RL,70,SA,20,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,11,4,2,7,3,2,9,3,2,-,-,-,13
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,8
,182,S,34,A,87,0,0,0,0,0,0,-,-,-,-,-,-,6
,2,L,14,AD,25,0,0,0,0,0,0,-,-,-,-,-,-,560
,2,L,15,AD,25,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Monday,09-April-2018,00:13,SS,58M+,PL,3.3,PV,3.3,CL,86,+0,RL,70,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,81,13,5,4,0,0,0,7,3,2,0,0,0,12
,288,S,270,B,16,37,3,2,36,3,2,-,-,-,-,-,-,17
A=<67,B=#28
Monday,09-April-2018,00:14,SS,85M+,PL,1.3,PV,1.3,CL,100,+0,RL,88,SA,151,DS,153
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,99,-,-,-,153,2,46,5,2,1,-,-,-,70
,196,S,310,A,83,9,3,2,12,4,3,12,3,3,-,-,-,39
,196,S,311,ABE,83,7,3,2,13,5,4,7,3,2,4,2,1,27
,196,S,312,D,32,13,2,1,20,3,2,46,7,6,15,2,1,41
,197,L,71,ABF,55,17,4,4,17,4,4,-,-,-,-,-,-,200
,197,L,72,ABF,55,27,6,5,10,3,2,-,-,-,-,-,-,200
A=<9,B=20,C=#25,D=28,E=18
Monday,09-April-2018,00:14,SS,6M+,PL,5.3,PV,5.3,CL,86,+0,RL,86,SA,20,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,56,26,5,4,30,7,6,15,4,3,0,0,0,22
,183,S,21,B,25,0,0,0,23,3,2,10,2,1,-,-,-,31
,184,S,161,A,79,9,3,2,22,7,6,15,6,5,0,0,0,15
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,9
,183,S,183,B,25,0,0,0,23,3,2,-,-,-,-,-,-,31
,183,L,7,AC,56,26,5,4,-,-,-,-,-,-,-,-,-,120
A=<31,B=46,C=#20
Monday,09-April-2018,00:14,SS,10M+,PL,1.2,PV,1.2,CL,86,+0,RL,69,SA,20,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,11,4,2,7,3,2,9,3,2,-,-,-,11
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,4
,182,S,34,A,40,0,0,0,0,0,0,-,-,-,-,-,-,3
,2,L,14,AD,61,0,0,0,17,4,5,-,-,-,-,-,-,600
,2,L,15,AD,61,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Monday,09-April-2018,00:14,SS,58M+,PL,3.3,PV,4.3,CL,86,+0,RL,69,SA,200,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,72,19,6,5,0,0,0,12,4,4,0,0,0,15
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,12
A=<70,B=#26
Monday,09-April-2018,00:16,SS,6M+,PL,5.3,PV,5.3,CL,86,+0,RL,86,SA,20,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,60,21,5,4,19,4,4,6,2,1,0,0,0,21
,183,S,21,B,29,26,4,2,38,4,4,21,2,2,-,-,-,34
,184,S,161,A,84,18,7,5,30,11,9,7,3,2,0,0,0,23
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,6
,183,S,183,B,29,26,4,2,38,4,4,-,-,-,-,-,-,34
,183,L,7,AC,60,21,5,4,-,-,-,-,-,-,-,-,-,140
A=<31,B=46,C=#20
Monday,09-April-2018,00:16,SS,10M+,PL,2.2,PV,2.3,CL,86,+0,RL,69,SA,20,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,26,4,6,26,4,6,9,3,2,-,-,-,18
,354,S,31,B,18,16,2,1,23,3,2,0,0,0,-,-,-,10
,182,S,34,A,43,0,0,0,20,4,3,-,-,-,-,-,-,9
,2,L,14,AD,58,0,0,0,12,3,3,-,-,-,-,-,-,300
,2,L,15,AD,58,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Monday,09-April-2018,00:16,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,69,SA,200,DS,5
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,85,10,4,3,0,0,0,8,3,3,0,0,0,14
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,8
A=<63,B=#32
Monday,09-April-2018,00:16,SS,85M+,PL,1.3,PV,2.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,82,-,-,-,0,0,0,0,0,0,-,-,-,50
,196,S,310,A,43,9,2,1,24,3,3,49,6,6,-,-,-,38
,196,S,311,ABE,43,0,0,0,32,6,4,31,6,5,7,2,1,27
,196,S,312,D,21,0,0,0,26,3,2,62,4,5,0,0,0,50
,197,L,71,ABF,42,12,3,2,12,3,2,-,-,-,-,-,-,180
,197,L,72,ABF,42,35,6,5,30,5,5,-,-,-,-,-,-,300
A=<9,B=20,C=#25,D=28,E=18
Monday,09-April-2018,00:17,SS,6M+,PL,5.3,PV,5.3,CL,86,+0,RL,86,SA,20,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,57,19,5,3,15,2,3,0,0,0,0,0,0,22
,183,S,21,B,31,13,2,1,41,5,4,0,0,0,-,-,-,36
,184,S,161,A,85,5,2,1,11,4,3,5,2,2,0,0,0,20
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,31,13,2,1,41,5,4,-,-,-,-,-,-,36
,183,L,7,AC,57,19,5,3,-,-,-,-,-,-,-,-,-,140
A=<31,B=46,C=#20
Monday,09-April-2018,00:17,SS,10M+,PL,2.2,PV,1.2,CL,86,+0,RL,69,SA,20,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,70,8,3,2,8,3,2,6,2,1,-,-,-,15
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,8
,182,S,34,A,87,0,0,0,0,0,0,-,-,-,-,-,-,7
,2,L,14,AD,48,21,4,3,15,3,3,-,-,-,-,-,-,500
,2,L,15,AD,48,-,-,-,-,-,-,-,-,-,-,-,-,0
