Strategic,Monitor,On,Wednesday,09-May-2018,filename:CCITY_20180509

Wednesday,09-May-2018,00:00,SS,28M+,PL,8.2,PV,8.3,CL,68,+0,RL,49,SA,50,DS,149
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,54,22,4,4,12,3,2,-,-,-,-,-,-,18
,48,S,90,A,54,-,-,-,-,-,-,31,6,7,-,-,-,23
,48,S,91,BC,20,0,0,0,30,3,2,-,-,-,-,-,-,24
,48,S,213,A,54,-,-,-,-,-,-,31,6,7,-,-,-,23
,48,L,23,A,54,22,4,4,12,3,2,-,-,-,-,-,-,220
,48,L,49,A,54,-,-,-,-,-,-,31,6,7,-,-,-,260
A=<40,B=28,C=#22
Wednesday,09-May-2018,00:00,SS,23M+,PL,6.2,PV,7.3,CL,100,+0,RL,82,SA,131,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,61,13,5,4,20,6,5,16,6,4,-,-,-,21
,152,S,131,A,61,0,0,0,21,5,5,-,-,-,-,-,-,24
,152,S,132,C,16,0,0,0,11,2,1,10,2,1,-,-,-,32
,193,L,57,ABCE,74,4,2,1,15,5,4,0,0,0,-,-,-,280
,193,L,58,AE,52,8,2,1,0,0,0,12,3,2,-,-,-,100
A=<63,B=1,C=37,D=1
Wednesday,09-May-2018,00:01,SS,28M+,PL,8.3,PV,8.3,CL,67-19,RL,50,SA,47,DS,44
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,7,2,1,21,3,3,-,-,-,-,-,-,20
,48,S,90,A,46,-,-,-,-,-,-,11,2,2,-,-,-,21
,48,S,91,BC,22,19,3,1,33,4,2,-,-,-,-,-,-,32
,48,S,213,A,46,-,-,-,-,-,-,11,2,2,-,-,-,21
,48,L,23,A,46,7,2,1,21,3,3,-,-,-,-,-,-,220
,48,L,49,A,46,-,-,-,-,-,-,11,2,2,-,-,-,240
A=<39,B=28,C=#22
Wednesday,09-May-2018,00:01,SS,3M+,PL,1.3,PV,20.3,CL,93,-2,RL,77,SA,201,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,98,6,2,2,-,-,-,-,-,-,-,-,-,7
,145,S,10,C,20,30,4,2,0,0,0,0,0,0,-,-,-,23
,145,S,133,AB,79,16,7,6,11,4,3,-,-,-,-,-,-,11
,145,S,204,AB,79,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,79,16,7,6,11,4,3,-,-,-,-,-,-,11
,145,S,212,AC,98,6,2,2,-,-,-,-,-,-,-,-,-,7
,145,L,4,AB,79,16,7,6,11,4,3,-,-,-,-,-,-,240
A=<33,B=#23,C=42
Wednesday,09-May-2018,00:01,SS,10M+,PL,3.2,PV,4.2,CL,93,+0,RL,77,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,72,12,5,3,11,5,3,8,3,2,-,-,-,13
,354,S,31,B,17,8,2,0,19,3,1,0,0,0,-,-,-,18
,182,S,34,A,13,10,2,0,11,2,0,-,-,-,-,-,-,11
,2,L,14,AD,62,6,2,1,11,4,3,-,-,-,-,-,-,500
,2,L,15,AD,62,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,09-May-2018,00:02,SS,28M+,PL,8.3,PV,8.2,CL,66,+0,RL,60,SA,47,DS,49
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,49,0,0,0,14,2,2,-,-,-,-,-,-,18
,48,S,90,A,49,-,-,-,-,-,-,83,15,17,-,-,-,48
,48,S,91,BC,25,28,3,2,45,4,4,-,-,-,-,-,-,38
,48,S,213,A,49,-,-,-,-,-,-,83,15,17,-,-,-,48
,48,L,23,A,49,0,0,0,14,2,2,-,-,-,-,-,-,180
,48,L,49,A,49,-,-,-,-,-,-,83,15,17,-,-,-,520
A=<39,B=28,C=#22
Wednesday,09-May-2018,00:02,SS,23M+,PL,3.3,PV,3.3,CL,82,-9,RL,82,SA,130,DS,44
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,84,33,16,13,44,16,16,28,11,10,-,-,-,31
