Strategic,Monitor,On,Wednesday,06-June-2018,filename:CCITY_20180606

Wednesday,06-June-2018,00:00,SS,3M+,PL,1.3,PV,20.3,CL,86,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,48,0,0,0,13,3,2,-,-,-,-,-,-,20
,48,S,90,A,48,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,16,0,0,0,12,2,1,-,-,-,-,-,-,17
,48,S,213,A,48,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,48,0,0,0,13,3,2,-,-,-,-,-,-,200
,48,L,49,A,48,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<29,B=34,C=#22
Wednesday,06-June-2018,00:05,SS,10,-,PL,3.2,PV,3.2,CL,85,+8,RL,60,SA,30,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,63,24,5,5,20,4,4,14,3,3,-,-,-,21
,354,S,31,B,32,21,3,2,26,4,3,0,0,0,-,-,-,33
,182,S,34,A,82,9,3,2,22,6,6,-,-,-,-,-,-,19
A=<53,B=47
Wednesday,06-June-2018,00:05,SS,3M+,PL,1.3,PV,0.3,CL,86,+0,RL,69,SA,201,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,88,0,0,0,-,-,-,-,-,-,-,-,-,8
,145,S,10,C,14,11,2,1,0,0,0,17,2,1,-,-,-,21
,145,S,133,AB,75,9,4,3,12,4,3,-,-,-,-,-,-,15
,145,S,204,AB,75,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,75,9,4,3,12,4,3,-,-,-,-,-,-,15
,145,S,212,AC,88,0,0,0,-,-,-,-,-,-,-,-,-,8
,145,L,4,AB,75,9,4,3,12,4,3,-,-,-,-,-,-,280
A=<33,B=#23,C=40
Wednesday,06-June-2018,00:05,SS,28M+,PL,8.3,PV,8.3,CL,60-11,RL,60,SA,51,DS,140
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,9,2,2,40,7,6,-,-,-,-,-,-,30
,48,S,90,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,35,10,2,1,34,3,4,-,-,-,-,-,-,21
,48,S,213,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,46,9,2,2,40,7,6,-,-,-,-,-,-,340
,48,L,49,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<35,B=28,C=#22
Wednesday,06-June-2018,00:06,SS,23M+,PL,7.3,PV,7.3,CL,82,+4,RL,82,SA,130,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,73,31,14,11,29,12,9,19,7,6,-,-,-,47
,152,S,131,A,73,5,2,1,7,3,2,-,-,-,-,-,-,18
,152,S,132,C,28,32,3,3,42,4,5,54,7,6,-,-,-,51
,193,L,57,ABCE,33,0,0,0,31,4,4,0,0,0,-,-,-,400
,193,L,58,AE,12,61,3,2,60,3,3,0,0,0,-,-,-,420
A=<61,B=1,C=39,D=1
Wednesday,06-June-2018,00:06,SS,23M+,PL,7.3,PV,7.3,CL,74,+0,RL,74,SA,130,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,73,31,14,11,29,12,9,19,7,6,-,-,-,39
,152,S,131,A,73,5,2,1,7,3,2,-,-,-,-,-,-,11
,152,S,132,C,28,32,3,3,42,4,5,54,7,6,-,-,-,55
,193,L,57,ABCE,33,0,0,0,31,4,4,0,0,0,-,-,-,240
,193,L,58,AE,12,61,3,2,60,3,3,0,0,0,-,-,-,280
A=<61,B=1,C=39,D=1
Wednesday,06-June-2018,00:06,SS,28M+,PL,8.3,PV,8.3,CL,74,+2,RL,44,SA,51,DS,96
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,23,0,0,0,0,0,0,-,-,-,-,-,-,16
,48,S,90,A,23,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,14
,48,S,213,A,23,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,23,0,0,0,0,0,0,-,-,-,-,-,-,180
,48,L,49,A,23,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<42,B=28,C=#22
Wednesday,06-June-2018,00:07,SS,10,+,PL,3.2,PV,2.2,CL,85,+6,RL,63,SA,30,DS,32
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,44,32,12,5,31,12,5,6,3,1,-,-,-,26
,354,S,31,B,22,13,2,1,13,2,1,0,0,0,-,-,-,23
,182,S,34,A,72,5,2,1,16,5,4,-,-,-,-,-,-,19
A=<53,B=47
Wednesday,06-June-2018,00:07,SS,3M+,PL,2.3,PV,2.3,CL,86,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,80,0,0,0,-,-,-,-,-,-,-,-,-,3
,145,S,10,C,15,17,2,1,14,2,1,0,0,0,-,-,-,19
,145,S,133,AB,66,10,4,3,24,6,5,-,-,-,-,-,-,18
,145,S,204,AB,66,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,66,10,4,3,24,6,5,-,-,-,-,-,-,18
,145,S,212,AC,80,0,0,0,-,-,-,-,-,-,-,-,-,3
,145,L,4,AB,66,10,4,3,24,6,5,-,-,-,-,-,-,280
A=<36,B=#23,C=37
Wednesday,06-June-2018,00:07,SS,23M+,PL,7.3,PV,7.3,CL,66,+0,RL,66,SA,130,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,73,31,14,11,29,12,9,19,7,6,-,-,-,31
,152,S,131,A,73,5,2,1,7,3,2,-,-,-,-,-,-,7
,152,S,132,C,28,32,3,3,42,4,5,54,7,6,-,-,-,54
,193,L,57,ABCE,33,0,0,0,31,4,4,0,0,0,-,-,-,140
,193,L,58,AE,12,61,3,2,60,3,3,0,0,0,-,-,-,180
A=<61,B=1,C=39,D=1
Wednesday,06-June-2018,00:08,SS,28M+,PL,8.3,PV,8.3,CL,72,+0,RL,60,SA,90,DS,97
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,33,38,4,5,13,2,1,-,-,-,-,-,-,26
,48,S,90,A,33,-,-,-,-,-,-,97,2,13,-,-,-,44
,48,S,91,BC,22,44,5,3,12,2,1,-,-,-,-,-,-,27
,48,S,213,A,33,-,-,-,-,-,-,97,2,13,-,-,-,44
,48,L,23,A,33,38,4,5,13,2,1,-,-,-,-,-,-,240
,48,L,49,A,33,-,-,-,-,-,-,97,2,13,-,-,-,280
A=<41,B=28,C=#22
Wednesday,06-June-2018,00:08,SS,23M+,PL,4.3,PV,4.2,CL,60,+0,RL,60,SA,130,DS,61
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,19,48,5,4,61,4,5,27,3,2,-,-,-,45
,152,S,131,A,19,22,2,1,0,0,0,-,-,-,-,-,-,14
,152,S,132,C,24,53,3,4,14,2,1,32,3,3,-,-,-,54
,193,L,57,ABCE,62,11,4,3,47,9,10,53,11,11,-,-,-,460
,193,L,58,AE,40,14,2,2,15,3,2,24,4,3,-,-,-,200
A=<66,B=1,C=34,D=1
Wednesday,06-June-2018,00:08,SS,3M+,PL,1.3,PV,1.3,CL,86,+0,RL,69,SA,201,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,84,0,0,0,-,-,-,-,-,-,-,-,-,0
,145,S,10,C,14,0,0,0,18,3,1,0,0,0,-,-,-,17
,145,S,133,AB,71,4,2,1,7,2,2,-,-,-,-,-,-,14
,145,S,204,AB,71,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,71,4,2,1,7,2,2,-,-,-,-,-,-,14
,145,S,212,AC,84,0,0,0,-,-,-,-,-,-,-,-,-,0
,145,L,4,AB,71,4,2,1,7,2,2,-,-,-,-,-,-,220
A=<33,B=#23,C=40
Wednesday,06-June-2018,00:08,SS,10,+,PL,4.2,PV,4.2,CL,68,-4,RL,64,SA,30,DS,11
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,11,4,2,10,4,2,5,2,1,-,-,-,21
,354,S,31,B,26,35,3,3,25,4,3,18,3,2,-,-,-,26
,182,S,34,A,49,0,0,0,43,7,7,-,-,-,-,-,-,29
A=<47,B=53
Wednesday,06-June-2018,00:09,SS,28M+,PL,3.3,PV,3.2,CL,69,+0,RL,61,SA,47,DS,48
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,66,0,0,0,17,5,4,-,-,-,-,-,-,20
,48,S,90,A,66,-,-,-,-,-,-,35,10,9,-,-,-,48
,48,S,91,BC,39,74,3,10,16,3,2,-,-,-,-,-,-,48
,48,S,213,A,66,-,-,-,-,-,-,35,10,9,-,-,-,48
,48,L,23,A,66,0,0,0,17,5,4,-,-,-,-,-,-,180
,48,L,49,A,66,-,-,-,-,-,-,35,10,9,-,-,-,400
A=<28,B=40,C=#22
Wednesday,06-June-2018,00:09,SS,23M+,PL,4.3,PV,7.2,CL,60,+0,RL,60,SA,131,DS,40
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,42,15,4,3,22,4,4,7,2,1,-,-,-,37
,152,S,131,A,42,40,7,5,8,2,1,-,-,-,-,-,-,27
,152,S,132,C,20,75,5,4,18,2,1,48,2,4,-,-,-,63
,193,L,57,ABCE,66,10,3,3,47,10,11,47,9,11,-,-,-,720
,193,L,58,AE,44,19,3,2,17,3,3,24,4,4,-,-,-,260
A=<66,B=1,C=34,D=1
Wednesday,06-June-2018,00:09,SS,10,-,PL,4.2,PV,3.2,CL,61,+0,RL,61,SA,30,DS,26
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,66,14,4,3,14,4,3,26,8,5,-,-,-,22
,354,S,31,B,22,29,4,2,16,2,1,0,0,0,-,-,-,27
,182,S,34,A,46,0,0,0,25,3,4,-,-,-,-,-,-,29
A=<47,B=53
Wednesday,06-June-2018,00:10,SS,3M+,PL,1.3,PV,0.3,CL,86,+0,RL,69,SA,201,DS,70
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,85,13,4,4,-,-,-,-,-,-,-,-,-,6
,145,S,10,C,13,0,0,0,33,3,2,0,0,0,-,-,-,25
,145,S,133,AB,73,0,0,0,29,9,7,-,-,-,-,-,-,21
,145,S,204,AB,73,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,73,0,0,0,29,9,7,-,-,-,-,-,-,21
,145,S,212,AC,85,13,4,4,-,-,-,-,-,-,-,-,-,6
,145,L,4,AB,73,0,0,0,29,9,7,-,-,-,-,-,-,240
A=<33,B=#23,C=40
Wednesday,06-June-2018,00:10,SS,23M+,PL,4.3,PV,4.2,CL,60,+0,RL,60,SA,130,DS,69
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,40,65,15,12,69,12,12,38,6,7,-,-,-,52
,152,S,131,A,40,33,4,4,17,3,2,-,-,-,-,-,-,33
,152,S,132,C,20,75,5,4,18,2,1,48,2,4,-,-,-,70
,193,L,57,ABCE,66,10,3,3,47,10,11,47,9,11,-,-,-,900
,193,L,58,AE,44,19,3,2,17,3,3,24,4,4,-,-,-,300
A=<66,B=1,C=34,D=1
Wednesday,06-June-2018,00:10,SS,28M+,PL,3.3,PV,8.2,CL,71,+0,RL,75,SA,90,DS,139
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,31,15,2,2,36,3,4,-,-,-,-,-,-,30
,48,S,90,A,31,-,-,-,-,-,-,139,9,17,-,-,-,95
,48,S,91,BC,35,0,0,0,0,0,0,-,-,-,-,-,-,34
,48,S,213,A,31,-,-,-,-,-,-,139,9,17,-,-,-,95
,48,L,23,A,31,15,2,2,36,3,4,-,-,-,-,-,-,260
,48,L,49,A,31,-,-,-,-,-,-,139,9,17,-,-,-,680
A=<29,B=40,C=#22
Wednesday,06-June-2018,00:10,SS,10,-,PL,4.2,PV,4.2,CL,60,+0,RL,60,SA,30,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,52,31,9,5,30,9,5,4,2,1,-,-,-,25
,354,S,31,B,18,24,2,2,41,3,3,0,0,0,-,-,-,36
,182,S,34,A,47,15,3,2,28,4,5,-,-,-,-,-,-,30
A=<47,B=53
Wednesday,06-June-2018,00:11,SS,23M+,PL,2.2,PV,2.2,CL,60,+4,RL,60,SA,116,DS,151
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,38,58,12,10,57,9,10,51,7,8,-,-,-,54
,152,S,131,A,38,30,5,4,23,4,3,-,-,-,-,-,-,33
,152,S,132,C,19,26,2,1,0,0,0,0,0,0,-,-,-,53
,193,L,57,ABCE,64,5,2,1,44,9,10,38,6,8,-,-,-,800
,193,L,58,AE,42,22,3,3,42,6,6,36,4,5,-,-,-,400
A=<71,B=1,C=29,D=1
Wednesday,06-June-2018,00:11,SS,3M+,PL,1.3,PV,20.3,CL,88,+0,RL,69,SA,200,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,86,0,0,0,-,-,-,-,-,-,-,-,-,4
,145,S,10,C,15,17,2,1,17,3,1,36,2,2,-,-,-,31
,145,S,133,AB,72,18,7,6,6,2,1,-,-,-,-,-,-,19
,145,S,204,AB,72,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,72,18,7,6,6,2,1,-,-,-,-,-,-,19
,145,S,212,AC,86,0,0,0,-,-,-,-,-,-,-,-,-,4
,145,L,4,AB,72,18,7,6,6,2,1,-,-,-,-,-,-,240
A=<32,B=#23,C=42
Wednesday,06-June-2018,00:11,SS,28M+,PL,6.3,PV,6.3,CL,69,+0,RL,65,SA,51,DS,144
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,25,0,0,0,46,3,4,-,-,-,-,-,-,36
,48,S,90,A,25,-,-,-,-,-,-,0,0,0,-,-,-,54
,48,S,91,BC,18,10,2,1,16,3,1,-,-,-,-,-,-,23
,48,S,213,A,25,-,-,-,-,-,-,0,0,0,-,-,-,54
,48,L,23,A,25,0,0,0,46,3,4,-,-,-,-,-,-,240
,48,L,49,A,25,-,-,-,-,-,-,0,0,0,-,-,-,380
A=<36,B=32,C=#22
Wednesday,06-June-2018,00:11,SS,10,-,PL,1.2,PV,1.2,CL,60,+5,RL,60,SA,57,DS,82
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,67,13,4,3,14,4,3,0,0,0,-,-,-,22
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,20
,182,S,34,A,50,0,0,0,0,0,0,-,-,-,-,-,-,15
A=<64,B=36
Wednesday,06-June-2018,00:12,SS,23M+,PL,2.2,PV,2.2,CL,100+28,RL,60,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,41,35,9,7,27,6,5,43,7,8,-,-,-,46
,152,S,131,A,41,29,5,4,0,0,0,-,-,-,-,-,-,29
,152,S,132,C,18,28,2,2,0,0,0,36,2,2,-,-,-,34
,193,L,57,ABCE,61,5,2,1,29,6,6,56,10,12,-,-,-,680
,193,L,58,AE,61,12,3,2,28,7,6,11,3,2,-,-,-,440
A=<71,B=1,C=29,D=1
Wednesday,06-June-2018,00:12,SS,28M+,PL,6.3,PV,8.2,CL,67,+0,RL,65,SA,47,DS,40
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,54,0,0,0,23,5,4,-,-,-,-,-,-,33
,48,S,90,A,54,-,-,-,-,-,-,88,8,19,-,-,-,70
,48,S,91,BC,21,0,0,0,0,0,0,-,-,-,-,-,-,5
,48,S,213,A,54,-,-,-,-,-,-,88,8,19,-,-,-,70
,48,L,23,A,54,0,0,0,23,5,4,-,-,-,-,-,-,220
,48,L,49,A,54,-,-,-,-,-,-,88,8,19,-,-,-,640
A=<35,B=32,C=#22
Wednesday,06-June-2018,00:13,SS,10,-,PL,1.2,PV,2.2,CL,60,+0,RL,60,SA,30,DS,36
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,26,36,4,3,33,4,3,19,3,2,-,-,-,28
,354,S,31,B,24,0,0,0,0,0,0,14,2,1,-,-,-,15
,182,S,34,A,50,0,0,0,0,0,0,-,-,-,-,-,-,6
A=<64,B=36
Wednesday,06-June-2018,00:13,SS,3M+,PL,3.3,PV,3.3,CL,87,+0,RL,70,SA,201,DS,50
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,84,16,5,5,-,-,-,-,-,-,-,-,-,10
,145,S,10,C,13,9,2,0,13,2,1,0,0,0,-,-,-,25
