Strategic,Monitor,On,Monday,21-May-2018,filename:CCITY_20180521

Monday,21-May-2018,00:00,SS,85M+,PL,3.4,PV,2.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,16,4,4,14,3,3,0,0,0,-,-,-,15
,354,S,31,B,15,12,2,1,12,2,1,0,0,0,-,-,-,15
,182,S,34,A,24,0,0,0,6,2,0,-,-,-,-,-,-,4
,2,L,14,AD,51,8,2,1,21,4,5,-,-,-,-,-,-,700
,2,L,15,AD,51,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Monday,21-May-2018,00:07,SS,58M+,PL,1.3,PV,1.3,CL,86,+0,RL,74,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,78,16,6,5,5,2,1,22,8,7,0,0,0,13
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<76,B=#21
Monday,21-May-2018,00:08,SS,85M+,PL,4.3,PV,4.3,CL,100,+0,RL,88,SA,405,DS,154
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,82,-,-,-,8,3,2,5,2,1,-,-,-,12
,196,S,310,A,80,10,3,2,10,3,2,23,5,5,-,-,-,33
,196,S,311,ABE,80,6,2,2,13,4,3,12,4,3,7,3,2,19
,196,S,312,D,27,20,2,2,17,3,1,12,3,1,12,2,1,30
,197,L,71,ABF,51,25,4,4,23,4,5,-,-,-,-,-,-,320
,197,L,72,ABF,51,30,5,5,20,3,3,-,-,-,-,-,-,240
A=<12,B=20,C=#25,D=25,E=18
Monday,21-May-2018,00:09,SS,6M+,PL,6.3,PV,6.3,CL,86,+0,RL,86,SA,20,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,51,17,3,3,24,5,4,7,2,1,0,0,0,20
,183,S,21,B,23,17,2,1,47,3,4,0,0,0,-,-,-,50
,184,S,161,A,83,13,4,4,20,6,6,11,5,4,0,0,0,21
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,23,17,2,1,47,3,4,-,-,-,-,-,-,50
,183,L,7,AC,51,17,3,3,-,-,-,-,-,-,-,-,-,120
A=<29,B=48,C=#20
Monday,21-May-2018,00:09,SS,10M+,PL,4.2,PV,4.2,CL,86,+0,RL,70,SA,20,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,78,10,4,3,10,4,3,5,2,1,-,-,-,13
,354,S,31,B,21,14,2,1,19,2,2,0,0,0,-,-,-,15
,182,S,34,A,23,0,0,0,5,2,0,-,-,-,-,-,-,4
,2,L,14,AD,70,17,5,4,17,6,5,-,-,-,-,-,-,760
,2,L,15,AD,70,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Monday,21-May-2018,00:09,SS,58M+,PL,1.3,PV,1.3,CL,86,+0,RL,70,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,73,17,5,5,7,2,2,19,6,5,0,0,0,18
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<78,B=#19
Monday,21-May-2018,00:10,SS,85M+,PL,4.3,PV,4.3,CL,102,+0,RL,87,SA,405,DS,152
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,105,-,-,-,5,2,1,5,2,1,-,-,-,8
,196,S,310,A,48,42,6,6,23,4,3,41,5,5,-,-,-,35
,196,S,311,ABE,48,11,3,2,44,8,7,35,6,6,28,6,5,29
,196,S,312,D,26,18,2,1,20,2,2,26,4,3,0,0,0,25
