Strategic,Monitor,On,Sunday,08-April-2018,filename:CCITY_20180408

Sunday,08-April-2018,00:00,SS,6M+,PL,6.3,PV,5.3,CL,86,+0,RL,86,SA,20,DS,35
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,2,L,15,AD,96,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,08-April-2018,02:02,SS,58M+,PL,4.3,PV,3.3,CL,86,+0,RL,69,SA,201,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,72,21,7,6,0,0,0,26,8,8,0,0,0,19
,288,S,270,B,17,41,3,2,21,2,1,-,-,-,-,-,-,30
A=<65,B=#30
Sunday,08-April-2018,02:02,SS,85M+,PL,8.3,PV,8.3,CL,120,+0,RL,140,SA,310,DS,160
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,102,-,-,-,0,0,0,5,2,2,-,-,-,4
,196,S,310,A,56,91,9,15,51,8,8,163,7,26,-,-,-,160
,196,S,311,ABE,56,7,2,2,38,7,7,32,8,7,22,6,5,37
,196,S,312,D,26,145,4,11,49,6,4,51,6,5,0,0,0,105
,197,L,71,ABF,46,52,7,9,50,9,10,-,-,-,-,-,-,480
,197,L,72,ABF,46,45,7,7,42,8,7,-,-,-,-,-,-,360
A=<22,B=20,C=#25,D=20,E=17
Sunday,08-April-2018,02:03,SS,6M+,PL,7.3,PV,6.3,CL,86,+0,RL,86,SA,20,DS,37
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,52,16,3,3,37,6,6,36,8,7,10,3,2,29
,183,S,21,B,36,9,2,1,24,4,3,0,0,0,-,-,-,46
,184,S,161,A,85,14,5,4,27,9,8,30,12,10,8,3,2,24
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,36,9,2,1,24,4,3,-,-,-,-,-,-,46
,183,L,7,AC,52,16,3,3,-,-,-,-,-,-,-,-,-,120
A=<27,B=50,C=#20
Sunday,08-April-2018,02:03,SS,10M+,PL,4.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,37
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,14,5,3,14,5,3,10,3,2,-,-,-,23
,354,S,31,B,18,0,0,0,32,3,2,0,0,0,-,-,-,31
,182,S,34,A,87,0,0,0,11,4,3,-,-,-,-,-,-,8
,2,L,14,AD,30,54,6,5,25,4,3,-,-,-,-,-,-,1500
,2,L,15,AD,30,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,08-April-2018,02:03,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,70,28,9,7,0,0,0,22,7,6,0,0,0,23
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,21
A=<67,B=#28
Sunday,08-April-2018,02:04,SS,85M+,PL,5.3,PV,5.3,CL,120,+0,RL,138,SA,310,DS,112
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,119,-,-,-,0,0,0,6,3,2,-,-,-,4
,196,S,310,A,69,53,11,11,53,10,11,41,5,8,-,-,-,112
,196,S,311,ABE,69,9,3,2,29,8,7,26,7,7,11,4,3,35
,196,S,312,D,38,78,7,8,46,6,6,38,6,5,23,4,2,100
,197,L,71,ABF,48,40,9,7,47,10,10,-,-,-,-,-,-,500
,197,L,72,ABF,48,34,7,5,34,7,6,-,-,-,-,-,-,360
A=<18,B=20,C=#25,D=24,E=17
Sunday,08-April-2018,02:05,SS,6M+,PL,7.3,PV,5.3,CL,86,+0,RL,86,SA,20,DS,51
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,47,26,4,4,9,2,1,51,9,9,0,0,0,37
,183,S,21,B,36,40,6,5,16,3,2,0,0,0,-,-,-,38
,184,S,161,A,85,16,6,4,33,12,10,31,12,10,6,2,2,29
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,36,40,6,5,16,3,2,-,-,-,-,-,-,38
,183,L,7,AC,47,26,4,4,-,-,-,-,-,-,-,-,-,120
A=<27,B=50,C=#20
Sunday,08-April-2018,02:05,SS,10M+,PL,4.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,51
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,14,5,3,14,5,3,10,3,2,-,-,-,16
,354,S,31,B,15,9,2,0,11,2,1,0,0,0,-,-,-,22
,182,S,34,A,87,0,0,0,15,6,5,-,-,-,-,-,-,10
,2,L,14,AD,61,29,6,6,37,10,10,-,-,-,-,-,-,1660
,2,L,15,AD,61,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,08-April-2018,02:05,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,69,SA,201,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,85,13,5,4,0,0,0,15,6,5,0,0,0,22
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,9
A=<70,B=#26
Sunday,08-April-2018,02:06,SS,85M+,PL,5.3,PV,8.3,CL,120,+0,RL,133,SA,310,DS,102
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,102,-,-,-,0,0,0,6,3,2,-,-,-,6
,196,S,310,A,57,34,5,6,36,7,6,109,9,17,-,-,-,102
,196,S,311,ABE,57,0,0,0,35,7,6,30,5,6,14,3,3,34
,196,S,312,D,37,75,4,8,37,5,4,35,4,5,10,2,1,91
,197,L,71,ABF,46,26,6,5,22,6,4,-,-,-,-,-,-,400
,197,L,72,ABF,46,27,5,4,25,5,4,-,-,-,-,-,-,300
A=<18,B=20,C=#25,D=24,E=17
Sunday,08-April-2018,02:06,SS,6M+,PL,7.3,PV,3.3,CL,86,+0,RL,86,SA,20,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,51,27,5,4,27,5,5,15,3,3,7,2,1,37
,183,S,21,B,36,23,4,3,34,5,4,0,0,0,-,-,-,34
,184,S,161,A,85,7,3,2,11,4,3,10,4,3,5,2,1,22
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,36,23,4,3,34,5,4,-,-,-,-,-,-,34
,183,L,7,AC,51,27,5,4,-,-,-,-,-,-,-,-,-,160
A=<27,B=50,C=#20
Sunday,08-April-2018,02:06,SS,10M+,PL,4.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,70,10,4,2,10,4,2,8,3,2,-,-,-,12
,354,S,31,B,21,0,0,0,19,2,2,36,5,3,-,-,-,27
,182,S,34,A,87,0,0,0,15,6,5,-,-,-,-,-,-,14
,2,L,14,AD,45,34,6,5,50,11,10,-,-,-,-,-,-,1400
,2,L,15,AD,45,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,08-April-2018,02:06,SS,58M+,PL,1.3,PV,1.3,CL,86,+0,RL,69,SA,200,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,85,15,6,5,8,3,2,17,7,6,0,0,0,19
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<76,B=#21
Sunday,08-April-2018,02:08,SS,6M+,PL,7.3,PV,8.3,CL,86,+0,RL,86,SA,20,DS,29
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,50,8,2,1,22,5,4,29,7,6,7,2,1,33
,183,S,21,B,36,15,3,2,10,2,1,0,0,0,-,-,-,27
,184,S,161,A,85,7,3,2,19,7,6,26,10,9,8,3,2,23
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,36,15,3,2,10,2,1,-,-,-,-,-,-,27
,183,L,7,AC,50,8,2,1,-,-,-,-,-,-,-,-,-,100
A=<27,B=50,C=#20
Sunday,08-April-2018,02:08,SS,10M+,PL,4.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,29
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,16,6,3,16,6,3,9,3,2,-,-,-,14
,354,S,31,B,20,9,2,1,25,4,2,0,0,0,-,-,-,26
,182,S,34,A,91,0,0,0,7,3,2,-,-,-,-,-,-,11
,2,L,14,AD,70,15,5,3,26,10,8,-,-,-,-,-,-,1400
,2,L,15,AD,70,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,08-April-2018,02:08,SS,58M+,PL,1.3,PV,4.3,CL,86,+0,RL,69,SA,200,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,14,6,4,4,2,1,14,6,5,0,0,0,15
,288,S,270,B,14,43,3,2,22,2,1,-,-,-,-,-,-,19
A=<78,B=#19
Sunday,08-April-2018,02:08,SS,85M+,PL,8.3,PV,8.3,CL,120,+0,RL,134,SA,310,DS,119
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,104,-,-,-,0,0,0,8,3,2,-,-,-,7
,196,S,310,A,54,23,4,4,31,3,5,159,8,24,-,-,-,119
,196,S,311,ABE,54,7,2,1,16,3,3,21,3,4,0,0,0,27
,196,S,312,D,48,79,3,11,32,4,5,37,5,7,18,3,2,77
,197,L,71,ABF,55,22,5,5,22,6,5,-,-,-,-,-,-,340
,197,L,72,ABF,55,26,5,5,16,4,3,-,-,-,-,-,-,260
A=<22,B=20,C=#25,D=20,E=17
Sunday,08-April-2018,02:09,SS,6M+,PL,7.3,PV,2.3,CL,86,+0,RL,86,SA,20,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,49,30,5,4,9,2,1,10,2,2,0,0,0,29
,183,S,21,B,37,18,3,2,28,4,4,0,0,0,-,-,-,25
,184,S,161,A,85,15,5,4,24,8,8,10,4,3,0,0,0,22
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,37,18,3,2,28,4,4,-,-,-,-,-,-,25
,183,L,7,AC,49,30,5,4,-,-,-,-,-,-,-,-,-,120
A=<27,B=50,C=#20
Sunday,08-April-2018,02:09,SS,10M+,PL,3.2,PV,3.2,CL,86,+0,RL,69,SA,20,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,66,26,9,5,22,8,5,9,3,2,-,-,-,19
,354,S,31,B,20,0,0,0,13,3,1,0,0,0,-,-,-,22
,182,S,34,A,11,0,0,0,0,0,0,-,-,-,-,-,-,6
,2,L,14,AD,82,17,5,4,21,8,8,-,-,-,-,-,-,1300
,2,L,15,AD,82,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Sunday,08-April-2018,02:09,SS,58M+,PL,3.3,PV,3.3,CL,86,+0,RL,69,SA,200,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,73,13,4,4,7,2,2,25,8,7,0,0,0,20
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,14
A=<67,B=#28
Sunday,08-April-2018,02:10,SS,85M+,PL,8.3,PV,8.3,CL,120,+0,RL,135,SA,310,DS,122
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,104,-,-,-,0,0,0,6,2,2,-,-,-,7
,196,S,310,A,46,26,4,4,48,7,6,102,7,13,-,-,-,122
,196,S,311,ABE,46,8,2,1,54,8,8,42,8,7,32,6,6,39
,196,S,312,D,32,46,3,4,18,2,2,32,5,4,0,0,0,63
,197,L,71,ABF,39,57,10,8,64,13,11,-,-,-,-,-,-,400
,197,L,72,ABF,39,57,8,7,53,7,8,-,-,-,-,-,-,340
A=<22,B=20,C=#25,D=20,E=17
Sunday,08-April-2018,02:10,SS,6M+,PL,7.3,PV,5.3,CL,86,+0,RL,86,SA,20,DS,34
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,50,20,3,3,19,4,3,34,7,7,7,2,1,32
,183,S,21,B,36,0,0,0,46,7,6,0,0,0,-,-,-,33
,184,S,161,A,85,9,4,3,22,8,7,23,9,8,6,2,2,24
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,36,0,0,0,46,7,6,-,-,-,-,-,-,33
,183,L,7,AC,50,20,3,3,-,-,-,-,-,-,-,-,-,120
A=<27,B=50,C=#20
Sunday,08-April-2018,02:10,SS,10M+,PL,3.2,PV,3.2,CL,86,+0,RL,69,SA,20,DS,34
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,70,26,10,6,20,8,5,8,3,2,-,-,-,24
,354,S,31,B,13,10,2,0,0,0,0,0,0,0,-,-,-,14
,182,S,34,A,11,0,0,0,0,0,0,-,-,-,-,-,-,2
,2,L,14,AD,67,42,9,9,50,13,15,-,-,-,-,-,-,1800
,2,L,15,AD,67,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Sunday,08-April-2018,02:10,SS,58M+,PL,3.3,PV,3.3,CL,86,+0,RL,69,SA,200,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,85,26,10,8,0,0,0,17,7,6,0,0,0,23
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,9
A=<70,B=#26
Sunday,08-April-2018,02:12,SS,6M+,PL,7.3,PV,6.3,CL,86,+0,RL,86,SA,20,DS,34
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,50,20,3,3,19,4,3,34,7,7,7,2,1,33
,183,S,21,B,36,0,0,0,46,7,6,0,0,0,-,-,-,42
,184,S,161,A,85,16,6,4,44,15,14,30,12,10,0,0,0,33
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,36,0,0,0,46,7,6,-,-,-,-,-,-,42
,183,L,7,AC,50,20,3,3,-,-,-,-,-,-,-,-,-,120
A=<27,B=50,C=#20
Sunday,08-April-2018,02:12,SS,10M+,PL,3.2,PV,3.2,CL,86,+0,RL,69,SA,20,DS,34
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,73,26,10,6,26,10,6,12,4,3,-,-,-,26
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,6
,182,S,34,A,16,0,0,0,10,2,1,-,-,-,-,-,-,5
,2,L,14,AD,42,13,3,2,20,5,4,-,-,-,-,-,-,1360
,2,L,15,AD,42,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Sunday,08-April-2018,02:12,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,69,SA,201,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,14,6,4,0,0,0,9,4,3,0,0,0,20
,288,S,270,B,14,24,2,1,27,2,1,-,-,-,-,-,-,12
A=<63,B=#32
Sunday,08-April-2018,02:12,SS,85M+,PL,8.3,PV,8.3,CL,120,+0,RL,138,SA,310,DS,139
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,108,-,-,-,0,0,0,0,0,0,-,-,-,4
,196,S,310,A,68,31,7,6,37,7,7,157,8,30,-,-,-,139
,196,S,311,ABE,68,14,2,4,33,9,7,46,11,12,23,6,6,43
,196,S,312,D,43,40,5,5,63,11,9,55,10,9,28,5,3,61
,197,L,71,ABF,37,16,3,2,20,4,3,-,-,-,-,-,-,320
,197,L,72,ABF,37,48,6,6,56,8,8,-,-,-,-,-,-,380
A=<22,B=20,C=#25,D=20,E=17
Sunday,08-April-2018,02:13,SS,6M+,PL,6.3,PV,6.3,CL,86,+0,RL,86,SA,15,DS,155
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,38,48,6,6,28,3,4,13,3,2,0,0,0,40
,183,S,21,B,25,50,5,4,54,5,5,0,0,0,-,-,-,50
,184,S,161,A,85,23,8,6,29,9,9,14,6,5,0,0,0,33
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,25,50,5,4,54,5,5,-,-,-,-,-,-,50
,183,L,7,AC,38,48,6,6,-,-,-,-,-,-,-,-,-,180
A=<29,B=48,C=#20
Sunday,08-April-2018,02:13,SS,10M+,PL,3.2,PV,3.2,CL,86,+0,RL,69,SA,15,DS,155
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,73,26,10,6,26,10,6,12,4,3,-,-,-,26
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,2
,182,S,34,A,28,0,0,0,10,3,1,-,-,-,-,-,-,8
,2,L,14,AD,58,31,8,6,33,10,8,-,-,-,-,-,-,1400
,2,L,15,AD,58,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Sunday,08-April-2018,02:13,SS,58M+,PL,4.3,PV,3.3,CL,86,+0,RL,69,SA,200,DS,11
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,72,17,6,5,6,2,1,34,10,10,0,0,0,26
,288,S,270,B,11,0,0,0,14,2,1,-,-,-,-,-,-,15
A=<65,B=#30
Sunday,08-April-2018,02:14,SS,85M+,PL,8.3,PV,8.3,CL,120,+0,RL,137,SA,310,DS,110
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,119,-,-,-,0,0,0,10,5,4,-,-,-,6
,196,S,310,A,53,25,4,4,53,9,8,80,5,12,-,-,-,110
,196,S,311,ABE,53,14,3,3,45,8,8,40,8,8,26,6,5,47
,196,S,312,D,38,66,7,7,14,2,2,42,5,6,30,3,3,61
,197,L,71,ABF,50,64,13,12,50,13,11,-,-,-,-,-,-,480
,197,L,72,ABF,50,50,9,8,49,9,9,-,-,-,-,-,-,460
A=<22,B=20,C=#25,D=20,E=17
Sunday,08-April-2018,02:15,SS,6M+,PL,6.3,PV,7.3,CL,86,+0,RL,86,SA,20,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,51,31,4,5,22,3,4,18,3,4,0,0,0,37
,183,S,21,B,34,63,8,7,73,8,9,0,0,0,-,-,-,61
,184,S,161,A,85,16,6,4,21,7,7,5,2,2,0,0,0,29
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,34,63,8,7,73,8,9,-,-,-,-,-,-,61
,183,L,7,AC,51,31,4,5,-,-,-,-,-,-,-,-,-,200
A=<29,B=48,C=#20
Sunday,08-April-2018,02:15,SS,10M+,PL,4.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,85,26,12,7,21,10,6,11,5,3,-,-,-,26
,354,S,31,B,22,15,2,1,22,3,2,0,0,0,-,-,-,10
,182,S,34,A,48,0,0,0,28,5,5,-,-,-,-,-,-,18
,2,L,14,AD,63,16,4,3,23,7,6,-,-,-,-,-,-,1000
,2,L,15,AD,63,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,08-April-2018,02:15,SS,58M+,PL,3.3,PV,3.3,CL,86,+0,RL,69,SA,201,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,75,0,0,0,0,0,0,24,9,7,0,0,0,25
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,11
A=<67,B=#28
Sunday,08-April-2018,02:16,SS,85M+,PL,8.3,PV,8.3,CL,120,+0,RL,138,SA,310,DS,129
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,120,-,-,-,0,0,0,4,2,1,-,-,-,5
,196,S,310,A,56,40,7,7,45,9,7,151,6,24,-,-,-,129
,196,S,311,ABE,56,18,4,4,37,7,7,42,8,9,29,6,6,44
,196,S,312,D,40,91,7,10,74,9,9,80,8,12,25,3,3,77
,197,L,71,ABF,56,30,7,6,29,8,7,-,-,-,-,-,-,420
,197,L,72,ABF,56,48,9,9,41,9,9,-,-,-,-,-,-,500
A=<22,B=20,C=#25,D=20,E=17
Sunday,08-April-2018,02:16,SS,6M+,PL,7.3,PV,7.3,CL,86,+0,RL,86,SA,20,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,54,19,3,3,8,2,1,9,2,2,0,0,0,29
,183,S,21,B,34,56,9,6,43,4,5,0,0,0,-,-,-,61
,184,S,161,A,85,15,5,4,31,11,10,15,6,5,0,0,0,27
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,34,56,9,6,43,4,5,-,-,-,-,-,-,61
,183,L,7,AC,54,19,3,3,-,-,-,-,-,-,-,-,-,180
A=<27,B=50,C=#20
Sunday,08-April-2018,02:16,SS,10M+,PL,4.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,64,25,8,5,22,7,5,22,5,4,-,-,-,26
,354,S,31,B,25,21,3,2,44,6,4,0,0,0,-,-,-,27
,182,S,34,A,87,0,0,0,13,5,4,-,-,-,-,-,-,17
,2,L,14,AD,46,34,6,5,31,7,6,-,-,-,-,-,-,1160
,2,L,15,AD,46,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,08-April-2018,02:16,SS,58M+,PL,3.3,PV,3.3,CL,86,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,77,21,8,6,13,5,3,23,8,7,0,0,0,26
,288,S,270,B,11,22,2,1,0,0,0,-,-,-,-,-,-,13
A=<70,B=#26
Sunday,08-April-2018,02:18,SS,6M+,PL,7.3,PV,7.3,CL,86,+0,RL,86,SA,20,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,54,19,3,3,8,2,1,9,2,2,0,0,0,22
,183,S,21,B,34,56,9,6,43,4,5,0,0,0,-,-,-,60
,184,S,161,A,85,5,2,1,21,8,7,19,8,6,0,0,0,24
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,34,56,9,6,43,4,5,-,-,-,-,-,-,60
,183,L,7,AC,54,19,3,3,-,-,-,-,-,-,-,-,-,140
A=<27,B=50,C=#20
Sunday,08-April-2018,02:18,SS,10M+,PL,3.2,PV,3.2,CL,86,+0,RL,69,SA,20,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,14,5,3,10,4,2,8,3,2,-,-,-,20
,354,S,31,B,17,8,2,0,19,2,1,0,0,0,-,-,-,28
,182,S,34,A,47,0,0,0,12,4,2,-,-,-,-,-,-,16
,2,L,14,AD,64,13,4,3,12,4,3,-,-,-,-,-,-,860
,2,L,15,AD,64,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Sunday,08-April-2018,02:18,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,69,SA,201,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,73,11,4,3,0,0,0,20,7,6,0,0,0,22
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,7
A=<63,B=#32
Sunday,08-April-2018,02:18,SS,85M+,PL,4.3,PV,4.3,CL,120,+0,RL,129,SA,310,DS,98
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,106,-,-,-,0,0,0,9,4,3,-,-,-,8
,196,S,310,A,55,69,5,11,64,8,10,58,7,9,-,-,-,98
,196,S,311,ABE,55,7,2,1,20,5,4,24,6,5,0,0,0,35
,196,S,312,D,43,119,11,15,36,5,5,48,9,8,31,5,4,98
,197,L,71,ABF,45,40,7,7,41,9,8,-,-,-,-,-,-,480
,197,L,72,ABF,45,24,5,4,28,5,5,-,-,-,-,-,-,400
A=<16,B=20,C=#25,D=25,E=18
Sunday,08-April-2018,02:19,SS,6M+,PL,7.3,PV,7.3,CL,86,+0,RL,86,SA,20,DS,25
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,38,11,2,1,25,4,3,9,2,1,0,0,0,22
,183,S,21,B,24,65,6,5,71,6,6,0,0,0,-,-,-,63
,184,S,161,A,85,5,2,1,22,8,7,14,6,5,0,0,0,24
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,24,65,6,5,71,6,6,-,-,-,-,-,-,63
,183,L,7,AC,38,11,2,1,-,-,-,-,-,-,-,-,-,80
A=<27,B=50,C=#20
Sunday,08-April-2018,02:19,SS,10M+,PL,3.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,25
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,14,5,3,10,4,2,8,3,2,-,-,-,16
,354,S,31,B,15,13,2,1,13,2,1,0,0,0,-,-,-,22
,182,S,34,A,63,0,0,0,8,2,2,-,-,-,-,-,-,10
,2,L,14,AD,54,25,6,4,18,5,4,-,-,-,-,-,-,800
,2,L,15,AD,54,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Sunday,08-April-2018,02:19,SS,58M+,PL,4.3,PV,3.3,CL,86,+0,RL,69,SA,200,DS,43
