Strategic,Monitor,On,Wednesday,04-April-2018,filename:CCITY_20180404

Wednesday,04-April-2018,00:00,SS,3M+,PL,6.3,PV,0.3,CL,60,+0,RL,60,SA,133,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,L,23,A,31,0,0,0,11,2,1,-,-,-,-,-,-,120
,48,L,49,A,31,-,-,-,-,-,-,59,2,8,-,-,-,680
A=<35,B=28,C=#22
Wednesday,04-April-2018,05:21,SS,3M+,PL,1.3,PV,1.3,CL,107,-5,RL,100,SA,200,DS,7
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,144,9,5,4,-,-,-,-,-,-,-,-,-,9
,145,S,10,C,13,0,0,0,11,2,1,0,0,0,-,-,-,8
,145,S,133,AB,130,4,2,2,8,4,4,-,-,-,-,-,-,7
,145,S,204,AB,130,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,130,4,2,2,8,4,4,-,-,-,-,-,-,7
,145,S,212,AC,144,9,5,4,-,-,-,-,-,-,-,-,-,9
,145,L,4,AB,130,4,2,2,8,4,4,-,-,-,-,-,-,140
A=<39,B=#23,C=40
Wednesday,04-April-2018,05:21,SS,10M+,PL,4.3,PV,4.3,CL,107,-2,RL,100,SA,26,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,102,14,7,4,10,6,3,4,2,1,-,-,-,12
,354,S,31,B,19,8,2,1,23,3,2,11,2,1,-,-,-,19
,182,S,34,A,110,9,3,3,13,5,5,-,-,-,-,-,-,12
,2,L,14,AD,91,0,0,0,5,3,2,-,-,-,-,-,-,160
,2,L,15,AD,91,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Wednesday,04-April-2018,05:21,SS,23M+,PL,1.3,PV,6.3,CL,60,+0,RL,60,SA,130,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,54,6,2,1,21,6,5,8,3,2,-,-,-,19
,152,S,131,A,54,15,4,3,11,3,2,-,-,-,-,-,-,16
,152,S,132,C,16,0,0,0,0,0,0,19,2,1,-,-,-,13
,193,L,57,ABCE,33,0,0,0,0,0,0,0,0,0,-,-,-,160
,193,L,58,AE,14,0,0,0,58,2,3,32,2,2,-,-,-,200
A=<74,B=1,C=26,D=1
Wednesday,04-April-2018,05:21,SS,28M+,PL,8.2,PV,8.2,CL,60-13,RL,60,SA,90,DS,155
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,54,0,0,0,24,5,4,-,-,-,-,-,-,17
,48,S,90,A,54,-,-,-,-,-,-,155,3,37,-,-,-,102
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,6
,48,S,213,A,54,-,-,-,-,-,-,155,3,37,-,-,-,102
,48,L,23,A,54,0,0,0,24,5,4,-,-,-,-,-,-,180
,48,L,49,A,54,-,-,-,-,-,-,155,3,37,-,-,-,1320
A=<35,B=28,C=#22
Wednesday,04-April-2018,05:22,SS,23M+,PL,6.3,PV,6.4,CL,60,+0,RL,60,SA,130,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,54,6,2,1,21,6,5,8,3,2,-,-,-,20
,152,S,131,A,54,15,4,3,11,3,2,-,-,-,-,-,-,17
,152,S,132,C,16,0,0,0,0,0,0,19,2,1,-,-,-,15
,193,L,57,ABCE,33,0,0,0,26,4,3,14,2,2,-,-,-,260
,193,L,58,AE,13,45,2,2,75,3,3,64,3,3,-,-,-,460
A=<63,B=1,C=37,D=1
Wednesday,04-April-2018,05:22,SS,28M+,PL,8.2,PV,8.2,CL,60-13,RL,60,SA,47,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,26,0,0,0,0,0,0,-,-,-,-,-,-,10
,48,S,90,A,26,-,-,-,-,-,-,0,0,0,-,-,-,64
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,4
,48,S,213,A,26,-,-,-,-,-,-,0,0,0,-,-,-,64
,48,L,23,A,26,0,0,0,0,0,0,-,-,-,-,-,-,100
,48,L,49,A,26,-,-,-,-,-,-,0,0,0,-,-,-,840
A=<35,B=28,C=#22
Wednesday,04-April-2018,05:22,SS,3M+,PL,1.3,PV,0.3,CL,109,+0,RL,95,SA,200,DS,12
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,115,10,4,4,-,-,-,-,-,-,-,-,-,9
,145,S,10,C,13,8,2,0,0,0,0,0,0,0,-,-,-,7
,145,S,133,AB,103,4,2,2,13,5,5,-,-,-,-,-,-,10
,145,S,204,AB,103,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,103,4,2,2,13,5,5,-,-,-,-,-,-,10
,145,S,212,AC,115,10,4,4,-,-,-,-,-,-,-,-,-,9
,145,L,4,AB,103,4,2,2,13,5,5,-,-,-,-,-,-,180
A=<39,B=#23,C=40
Wednesday,04-April-2018,05:22,SS,10M+,PL,4.3,PV,4.3,CL,109,+0,RL,95,SA,24,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,100,10,5,3,9,4,3,5,2,1,-,-,-,12
,354,S,31,B,22,34,5,3,0,0,0,20,2,2,-,-,-,27
,182,S,34,A,123,0,0,0,7,3,3,-,-,-,-,-,-,11
,2,L,14,AD,90,0,0,0,3,2,1,-,-,-,-,-,-,100
,2,L,15,AD,90,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Wednesday,04-April-2018,05:23,SS,23M+,PL,6.3,PV,1.3,CL,60,+0,RL,60,SA,131,DS,28
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,35,11,2,2,10,2,2,0,0,0,-,-,-,17
,152,S,131,A,35,11,2,1,28,5,4,-,-,-,-,-,-,21
,152,S,132,C,16,0,0,0,0,0,0,0,0,0,-,-,-,10
,193,L,57,ABCE,38,0,0,0,23,3,3,35,5,5,-,-,-,460
,193,L,58,AE,17,29,2,1,26,2,2,0,0,0,-,-,-,460
A=<63,B=1,C=37,D=1
Wednesday,04-April-2018,05:23,SS,28M+,PL,1.2,PV,1.2,CL,60,+0,RL,60,SA,47,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,44,0,0,0,0,0,0,-,-,-,-,-,-,5
,48,S,90,A,44,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,S,91,BC,16,18,2,1,0,0,0,-,-,-,-,-,-,8
,48,S,213,A,44,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,L,23,A,44,0,0,0,0,0,0,-,-,-,-,-,-,60
,48,L,49,A,44,-,-,-,-,-,-,0,0,0,-,-,-,480
A=<15,B=48,C=#22
Wednesday,04-April-2018,05:24,SS,23M+,PL,8.3,PV,8.3,CL,60,+0,RL,60,SA,130,DS,26
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,44,8,2,2,16,3,3,26,4,5,-,-,-,20
,152,S,131,A,44,8,2,1,23,5,4,-,-,-,-,-,-,23
,152,S,132,C,17,0,0,0,0,0,0,24,2,1,-,-,-,15
,193,L,57,ABCE,33,0,0,0,0,0,0,0,0,0,-,-,-,340
,193,L,58,AE,13,0,0,0,80,3,4,0,0,0,-,-,-,400
A=<58,B=1,C=42,D=1
Wednesday,04-April-2018,05:24,SS,28M+,PL,1.2,PV,1.3,CL,60,+0,RL,44,SA,47,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,31,0,0,0,0,0,0,-,-,-,-,-,-,0
,48,S,90,A,31,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,16,0,0,0,11,2,1,-,-,-,-,-,-,11
,48,S,213,A,31,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,31,0,0,0,0,0,0,-,-,-,-,-,-,0
,48,L,49,A,31,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<15,B=48,C=#22
Wednesday,04-April-2018,05:24,SS,3M+,PL,8.3,PV,8.3,CL,110,+2,RL,92,SA,201,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,85,9,3,3,-,-,-,-,-,-,-,-,-,9
,145,S,10,C,15,0,0,0,0,0,0,0,0,0,-,-,-,5
,145,S,133,AB,71,5,2,1,6,2,1,-,-,-,-,-,-,9
,145,S,204,AB,71,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,71,5,2,1,6,2,1,-,-,-,-,-,-,9
,145,S,212,AC,85,9,3,3,-,-,-,-,-,-,-,-,-,9
,145,L,4,AB,71,5,2,1,6,2,1,-,-,-,-,-,-,140
A=<60,B=#23,C=19
Wednesday,04-April-2018,05:24,SS,10M+,PL,4.3,PV,4.3,CL,110,+2,RL,92,SA,20,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,84,8,4,2,9,4,3,0,0,0,-,-,-,10
,354,S,31,B,17,11,2,1,16,3,1,0,0,0,-,-,-,23
,182,S,34,A,95,0,0,0,6,2,2,-,-,-,-,-,-,8
,2,L,14,AD,51,0,0,0,14,3,3,-,-,-,-,-,-,160
,2,L,15,AD,51,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Wednesday,04-April-2018,05:25,SS,23M+,PL,8.3,PV,1.4,CL,60,+5,RL,60,SA,131,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,45,0,0,0,0,0,0,0,0,0,-,-,-,11
,152,S,131,A,45,18,4,3,15,3,3,-,-,-,-,-,-,22
,152,S,132,C,16,0,0,0,0,0,0,0,0,0,-,-,-,8
,193,L,57,ABCE,34,0,0,0,12,2,2,0,0,0,-,-,-,240
,193,L,58,AE,13,0,0,0,35,2,2,80,3,4,-,-,-,420
A=<58,B=1,C=42,D=1
Wednesday,04-April-2018,05:25,SS,28M+,PL,7.2,PV,7.2,CL,60,+0,RL,60,SA,90,DS,155
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,44,0,0,0,14,2,2,-,-,-,-,-,-,6
,48,S,90,A,44,-,-,-,-,-,-,155,3,30,-,-,-,70
,48,S,91,BC,18,0,0,0,18,3,1,-,-,-,-,-,-,16
,48,S,213,A,44,-,-,-,-,-,-,155,3,30,-,-,-,70
,48,L,23,A,44,0,0,0,14,2,2,-,-,-,-,-,-,60
,48,L,49,A,44,-,-,-,-,-,-,155,3,30,-,-,-,820
A=<33,B=30,C=#22
Wednesday,04-April-2018,05:26,SS,23M+,PL,4.3,PV,4.3,CL,60,+5,RL,60,SA,130,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,38,9,2,2,21,4,3,9,2,1,-,-,-,15
,152,S,131,A,38,11,2,1,14,3,2,-,-,-,-,-,-,17
,152,S,132,C,16,20,2,1,12,2,1,0,0,0,-,-,-,14
,193,L,57,ABCE,34,0,0,0,12,2,2,14,2,2,-,-,-,220
,193,L,58,AE,13,0,0,0,73,2,3,0,0,0,-,-,-,380
A=<66,B=1,C=34,D=1
Wednesday,04-April-2018,05:26,SS,28M+,PL,7.2,PV,8.2,CL,60,+0,RL,60,SA,89,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,42,10,2,1,0,0,0,-,-,-,-,-,-,9
,48,S,90,A,42,-,-,-,-,-,-,0,0,0,-,-,-,51
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,8
,48,S,213,A,42,-,-,-,-,-,-,0,0,0,-,-,-,51
,48,L,23,A,42,10,2,1,0,0,0,-,-,-,-,-,-,60
,48,L,49,A,42,-,-,-,-,-,-,0,0,0,-,-,-,600
A=<33,B=30,C=#22
Wednesday,04-April-2018,05:26,SS,3M+,PL,8.3,PV,0.3,CL,111,+0,RL,90,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,115,0,0,0,-,-,-,-,-,-,-,-,-,5
,145,S,10,C,21,0,0,0,0,0,0,0,0,0,-,-,-,2
,145,S,133,AB,95,7,3,3,0,0,0,-,-,-,-,-,-,8
,145,S,204,AB,95,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,95,7,3,3,0,0,0,-,-,-,-,-,-,8
,145,S,212,AC,115,0,0,0,-,-,-,-,-,-,-,-,-,5
,145,L,4,AB,95,7,3,3,0,0,0,-,-,-,-,-,-,100
A=<60,B=#23,C=19
Wednesday,04-April-2018,05:26,SS,10M+,PL,4.3,PV,4.3,CL,111,+0,RL,90,SA,26,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,91,14,7,4,12,6,4,0,0,0,-,-,-,11
,354,S,31,B,22,10,2,1,27,3,2,0,0,0,-,-,-,25
,182,S,34,A,100,7,2,2,10,3,3,-,-,-,-,-,-,8
,2,L,14,AD,81,5,2,1,6,3,2,-,-,-,-,-,-,160
,2,L,15,AD,81,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Wednesday,04-April-2018,05:27,SS,28M+,PL,5.2,PV,5.2,CL,40,+6,RL,52,SA,47,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,57,7,2,1,16,4,3,-,-,-,-,-,-,14
,48,S,90,A,57,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,S,91,BC,14,12,2,1,0,0,0,-,-,-,-,-,-,9
,48,S,213,A,57,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,L,23,A,57,7,2,1,16,4,3,-,-,-,-,-,-,160
,48,L,49,A,57,-,-,-,-,-,-,0,0,0,-,-,-,400
A=<44,B=34,C=22
Wednesday,04-April-2018,05:27,SS,23M+,PL,4.3,PV,8.4,CL,60,+0,RL,60,SA,131,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,53,14,3,3,14,3,3,0,0,0,-,-,-,13
,152,S,131,A,53,17,4,3,23,6,5,-,-,-,-,-,-,19
,152,S,132,C,23,19,2,1,19,2,2,32,3,3,-,-,-,21
,193,L,57,ABCE,58,0,0,0,25,4,5,18,3,4,-,-,-,520
,193,L,58,AE,38,34,2,4,54,6,7,31,4,4,-,-,-,800
A=<66,B=1,C=34,D=1
Wednesday,04-April-2018,05:27,SS,28M+,PL,5.2,PV,8.3,CL,60,-8,RL,60,SA,90,DS,156
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,47,11,2,2,0,0,0,-,-,-,-,-,-,12
,48,S,90,A,47,-,-,-,-,-,-,156,3,32,-,-,-,70
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,4
,48,S,213,A,47,-,-,-,-,-,-,156,3,32,-,-,-,70
,48,L,23,A,47,11,2,2,0,0,0,-,-,-,-,-,-,180
,48,L,49,A,47,-,-,-,-,-,-,156,3,32,-,-,-,1300
A=<29,B=34,C=#22
Wednesday,04-April-2018,05:28,SS,3M+,PL,2.3,PV,2.3,CL,109,+0,RL,91,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,117,9,4,4,-,-,-,-,-,-,-,-,-,6
,145,S,10,C,14,0,0,0,0,0,0,28,2,1,-,-,-,13
,145,S,133,AB,104,6,3,3,11,4,4,-,-,-,-,-,-,9
,145,S,204,AB,104,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,104,6,3,3,11,4,4,-,-,-,-,-,-,9
,145,S,212,AC,117,9,4,4,-,-,-,-,-,-,-,-,-,6
,145,L,4,AB,104,6,3,3,11,4,4,-,-,-,-,-,-,140
A=<42,B=#23,C=37
Wednesday,04-April-2018,05:28,SS,10M+,PL,3.3,PV,3.3,CL,109,+0,RL,91,SA,24,DS,12
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,91,7,4,2,7,4,2,0,0,0,-,-,-,10
,354,S,31,B,18,15,2,1,22,3,2,18,2,1,-,-,-,22
,182,S,34,A,100,6,2,2,9,2,3,-,-,-,-,-,-,9
,2,L,14,AD,81,0,0,0,6,3,2,-,-,-,-,-,-,200
,2,L,15,AD,81,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,04-April-2018,05:28,SS,23M+,PL,1.3,PV,1.3,CL,60+15,RL,60,SA,130,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,47,0,0,0,17,4,3,6,2,1,-,-,-,16
,152,S,131,A,47,0,0,0,6,2,1,-,-,-,-,-,-,10
,152,S,132,C,16,0,0,0,0,0,0,0,0,0,-,-,-,7
,193,L,57,ABCE,32,0,0,0,0,0,0,0,0,0,-,-,-,180
,193,L,58,AE,12,0,0,0,0,0,0,0,0,0,-,-,-,300
A=<74,B=1,C=26,D=1
Wednesday,04-April-2018,05:28,SS,28M+,PL,8.2,PV,8.2,CL,60,+0,RL,60,SA,89,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,42,0,0,0,10,2,1,-,-,-,-,-,-,12
,48,S,90,A,42,-,-,-,-,-,-,0,0,0,-,-,-,51
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,3
,48,S,213,A,42,-,-,-,-,-,-,0,0,0,-,-,-,51
,48,L,23,A,42,0,0,0,10,2,1,-,-,-,-,-,-,140
,48,L,49,A,42,-,-,-,-,-,-,0,0,0,-,-,-,960
A=<35,B=28,C=#22
Wednesday,04-April-2018,05:29,SS,23M+,PL,4.3,PV,4.3,CL,60+16,RL,44,SA,70,DS,33
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,40,8,2,1,13,3,2,0,0,0,-,-,-,15
,152,S,131,A,40,10,2,1,38,6,6,-,-,-,-,-,-,20
,152,S,132,C,16,0,0,0,0,0,0,49,3,3,-,-,-,22
,193,L,57,ABCE,48,0,0,0,0,0,0,0,0,0,-,-,-,0
,193,L,58,AE,26,0,0,0,54,3,5,31,3,3,-,-,-,220
A=<66,B=1,C=34,D=1
Wednesday,04-April-2018,05:29,SS,28M+,PL,8.2,PV,8.2,CL,60,+0,RL,60,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,44,0,0,0,0,0,0,-,-,-,-,-,-,6
,48,S,90,A,44,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,0
,48,S,213,A,44,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,L,23,A,44,0,0,0,0,0,0,-,-,-,-,-,-,60
,48,L,49,A,44,-,-,-,-,-,-,0,0,0,-,-,-,640
A=<35,B=28,C=#22
Wednesday,04-April-2018,05:30,SS,3M+,PL,1.3,PV,1.3,CL,98,-5,RL,91,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,127,11,5,5,-,-,-,-,-,-,-,-,-,8
,145,S,10,C,19,26,3,2,8,2,1,0,0,0,-,-,-,21
,145,S,133,AB,109,4,2,2,7,3,3,-,-,-,-,-,-,8
,145,S,204,AB,109,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,109,4,2,2,7,3,3,-,-,-,-,-,-,8
,145,S,212,AC,127,11,5,5,-,-,-,-,-,-,-,-,-,8
,145,L,4,AB,109,4,2,2,7,3,3,-,-,-,-,-,-,160
A=<37,B=#23,C=40
Wednesday,04-April-2018,05:30,SS,10M+,PL,3.3,PV,4.3,CL,98,-3,RL,91,SA,26,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,92,15,7,4,14,7,4,8,4,2,-,-,-,12
,354,S,31,B,25,32,5,3,9,2,1,8,2,1,-,-,-,28
,182,S,34,A,103,0,0,0,9,3,3,-,-,-,-,-,-,9
,2,L,14,AD,96,0,0,0,12,4,5,-,-,-,-,-,-,260
,2,L,15,AD,96,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,04-April-2018,05:30,SS,23M+,PL,4.3,PV,6.3,CL,60,+0,RL,60,SA,131,DS,38
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,40,8,2,1,13,3,2,0,0,0,-,-,-,14
,152,S,131,A,40,10,2,1,38,6,6,-,-,-,-,-,-,31
,152,S,132,C,16,0,0,0,0,0,0,49,3,3,-,-,-,38
,193,L,57,ABCE,48,0,0,0,0,0,0,0,0,0,-,-,-,0
,193,L,58,AE,26,0,0,0,54,3,5,31,3,3,-,-,-,380
A=<66,B=1,C=34,D=1
Wednesday,04-April-2018,05:30,SS,28M+,PL,8.2,PV,8.2,CL,60,+0,RL,60,SA,90,DS,155
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,56,0,0,0,0,0,0,-,-,-,-,-,-,2
,48,S,90,A,56,-,-,-,-,-,-,155,3,38,-,-,-,70
,48,S,91,BC,14,10,2,1,0,0,0,-,-,-,-,-,-,5
,48,S,213,A,56,-,-,-,-,-,-,155,3,38,-,-,-,70
,48,L,23,A,56,0,0,0,0,0,0,-,-,-,-,-,-,20
,48,L,49,A,56,-,-,-,-,-,-,155,3,38,-,-,-,1020
A=<35,B=28,C=#22
Wednesday,04-April-2018,05:31,SS,23M+,PL,7.3,PV,7.4,CL,60,+0,RL,60,SA,108,DS,148
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,69,0,0,0,15,5,4,7,3,2,-,-,-,14
,152,S,131,A,69,8,3,2,19,7,5,-,-,-,-,-,-,29
,152,S,132,C,24,0,0,0,53,5,5,14,2,1,-,-,-,51
,193,L,57,ABCE,33,0,0,0,0,0,0,0,0,0,-,-,-,0
,193,L,58,AE,13,0,0,0,110,4,5,148,3,7,-,-,-,580
A=<61,B=1,C=39,D=1
Wednesday,04-April-2018,05:31,SS,3M+,PL,7.3,PV,7.3,CL,100,+0,RL,86,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,82,17,4,5,-,-,-,-,-,-,-,-,-,13
,145,S,10,C,13,0,0,0,10,2,1,0,0,0,-,-,-,19
,145,S,133,AB,70,5,2,1,10,2,2,-,-,-,-,-,-,9
,145,S,204,AB,70,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,70,5,2,1,10,2,2,-,-,-,-,-,-,9
,145,S,212,AC,82,17,4,5,-,-,-,-,-,-,-,-,-,13
,145,L,4,AB,70,5,2,1,10,2,2,-,-,-,-,-,-,140
A=<55,B=#23,C=22
Wednesday,04-April-2018,05:31,SS,10M+,PL,3.3,PV,3.3,CL,100,+0,RL,86,SA,24,DS,6
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,84,18,6,5,10,4,3,7,3,2,-,-,-,15
,354,S,31,B,21,23,2,2,28,3,2,0,0,0,-,-,-,28
,182,S,34,A,66,0,0,0,0,0,0,-,-,-,-,-,-,5
,2,L,14,AD,81,0,0,0,5,2,2,-,-,-,-,-,-,260
,2,L,15,AD,81,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,04-April-2018,05:31,SS,28M+,PL,8.2,PV,8.2,CL,60,+0,RL,60,SA,47,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,0,0,0,18,4,3,-,-,-,-,-,-,8
,48,S,90,A,46,-,-,-,-,-,-,0,0,0,-,-,-,51
,48,S,91,BC,18,23,3,1,0,0,0,-,-,-,-,-,-,14
,48,S,213,A,46,-,-,-,-,-,-,0,0,0,-,-,-,51
,48,L,23,A,46,0,0,0,18,4,3,-,-,-,-,-,-,80
,48,L,49,A,46,-,-,-,-,-,-,0,0,0,-,-,-,760
A=<35,B=28,C=#22
Wednesday,04-April-2018,05:32,SS,23M+,PL,7.3,PV,1.4,CL,60,+0,RL,60,SA,108,DS,122
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,38,13,3,2,20,3,3,9,2,1,-,-,-,17
,152,S,131,A,38,15,2,2,13,3,2,-,-,-,-,-,-,21
,152,S,132,C,16,0,0,0,0,0,0,0,0,0,-,-,-,28
,193,L,57,ABCE,34,0,0,0,19,3,2,24,3,3,-,-,-,140
,193,L,58,AE,13,0,0,0,98,3,5,122,5,6,-,-,-,640
A=<61,B=1,C=39,D=1
Wednesday,04-April-2018,05:32,SS,28M+,PL,8.2,PV,8.2,CL,60,+0,RL,60,SA,47,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,44,12,2,2,16,3,2,-,-,-,-,-,-,13
,48,S,90,A,44,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,10
,48,S,213,A,44,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,L,23,A,44,12,2,2,16,3,2,-,-,-,-,-,-,160
,48,L,49,A,44,-,-,-,-,-,-,0,0,0,-,-,-,500
A=<35,B=28,C=#22
Wednesday,04-April-2018,05:33,SS,3M+,PL,7.3,PV,0.3,CL,99,+0,RL,83,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,75,6,2,2,-,-,-,-,-,-,-,-,-,11
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,9
,145,S,133,AB,77,5,2,2,21,6,6,-,-,-,-,-,-,14
,145,S,204,AB,77,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,77,5,2,2,21,6,6,-,-,-,-,-,-,14
