Strategic,Monitor,On,Wednesday,04-April-2018,filename:CCITY_20180404

Wednesday,04-April-2018,00:00,SS,3M+,PL,6.3,PV,0.3,CL,60,+0,RL,60,SA,133,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
Wednesday,04-April-2018,00:01,SS,28M+,PL,6.3,PV,6.3,CL,60,+0,RL,44,SA,47,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,9,2,1,8,2,1,-,-,-,-,-,-,18
,48,S,90,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,35,15,2,2,25,3,3,-,-,-,-,-,-,11
,48,S,213,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,46,9,2,1,8,2,1,-,-,-,-,-,-,240
,48,L,49,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<31,B=32,C=#22
Wednesday,04-April-2018,00:02,SS,3M+,PL,7.3,PV,19.3,CL,60,+0,RL,60,SA,5,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,47,0,0,0,-,-,-,-,-,-,-,-,-,10
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,11
,145,S,133,AB,49,9,2,2,11,2,2,-,-,-,-,-,-,14
,145,S,204,AB,49,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,49,9,2,2,11,2,2,-,-,-,-,-,-,14
,145,S,212,AC,47,0,0,0,-,-,-,-,-,-,-,-,-,10
,145,L,4,AB,49,9,2,2,11,2,2,-,-,-,-,-,-,260
A=<39,B=#23,C=23
Wednesday,04-April-2018,00:02,SS,28M+,PL,6.3,PV,8.3,CL,60,+0,RL,60,SA,47,DS,44
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,26,38,3,4,50,4,4,-,-,-,-,-,-,31
,48,S,90,A,26,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,8
,48,S,213,A,26,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,26,38,3,4,50,4,4,-,-,-,-,-,-,320
,48,L,49,A,26,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<31,B=32,C=#22
Wednesday,04-April-2018,00:03,SS,3M+,PL,6.3,PV,6.3,CL,60,+0,RL,44,SA,206,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,72,7,2,2,-,-,-,-,-,-,-,-,-,8
,145,S,10,C,13,0,0,0,50,2,3,0,0,0,-,-,-,30
,145,S,133,AB,58,12,4,3,0,0,0,-,-,-,-,-,-,12
,145,S,204,AB,58,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,58,12,4,3,0,0,0,-,-,-,-,-,-,12
,145,S,212,AC,72,7,2,2,-,-,-,-,-,-,-,-,-,8
,145,L,4,AB,58,12,4,3,0,0,0,-,-,-,-,-,-,220
A=<37,B=#23,C=25
Wednesday,04-April-2018,00:03,SS,23M-,PL,7.2,PV,7.3,CL,120,+0,RL,101,SA,130,DS,34
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,94,21,9,9,34,14,14,13,6,5,-,-,-,26
,152,S,131,A,94,6,2,2,14,5,5,-,-,-,-,-,-,12
,152,S,132,C,27,23,3,2,41,4,4,12,2,1,-,-,-,41
,193,L,57,ABCE,82,0,0,0,26,9,8,9,3,3,-,-,-,380
,193,L,58,AE,60,7,2,1,18,5,4,14,4,3,-,-,-,260
A=<61,B=1,C=39,D=1
Wednesday,04-April-2018,00:03,SS,10M+,PL,3.2,PV,3.2,CL,120,+0,RL,101,SA,20,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,107,7,4,2,7,4,3,0,0,0,-,-,-,9
,354,S,31,B,23,19,2,2,34,5,3,0,0,0,-,-,-,24
,182,S,34,A,89,0,0,0,10,4,3,-,-,-,-,-,-,13
,2,L,14,AD,58,6,2,1,18,6,4,-,-,-,-,-,-,400
,2,L,15,AD,58,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,04-April-2018,00:03,SS,28M+,PL,5.3,PV,5.3,CL,60,+0,RL,44,SA,47,DS,34
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,56,0,0,0,20,5,4,-,-,-,-,-,-,27
,48,S,90,A,56,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,17,16,2,1,10,2,1,-,-,-,-,-,-,13
,48,S,213,A,56,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,56,0,0,0,20,5,4,-,-,-,-,-,-,300
,48,L,49,A,56,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<29,B=34,C=#22
Wednesday,04-April-2018,00:04,SS,3M+,PL,7.3,PV,19.3,CL,60,+0,RL,44,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,58,15,3,3,-,-,-,-,-,-,-,-,-,9
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,17
,145,S,133,AB,46,0,0,0,10,2,2,-,-,-,-,-,-,11
,145,S,204,AB,46,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,46,0,0,0,10,2,2,-,-,-,-,-,-,11
,145,S,212,AC,58,15,3,3,-,-,-,-,-,-,-,-,-,9
,145,L,4,AB,46,0,0,0,10,2,2,-,-,-,-,-,-,160
A=<39,B=#23,C=23
Wednesday,04-April-2018,00:04,SS,28M+,PL,5.3,PV,8.2,CL,60,+0,RL,60,SA,90,DS,98
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,43,0,0,0,16,3,2,-,-,-,-,-,-,25
,48,S,90,A,43,-,-,-,-,-,-,98,3,18,-,-,-,44
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,5
,48,S,213,A,43,-,-,-,-,-,-,98,3,18,-,-,-,44
,48,L,23,A,43,0,0,0,16,3,2,-,-,-,-,-,-,240
,48,L,49,A,43,-,-,-,-,-,-,98,3,18,-,-,-,480
A=<29,B=34,C=#22
Wednesday,04-April-2018,00:05,SS,3M+,PL,6.3,PV,6.3,CL,60,+0,RL,44,SA,5,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,58,0,0,0,-,-,-,-,-,-,-,-,-,6
,145,S,10,C,13,0,0,0,24,2,1,33,2,1,-,-,-,26
,145,S,133,AB,46,9,2,2,10,2,2,-,-,-,-,-,-,10
,145,S,204,AB,46,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,46,9,2,2,10,2,2,-,-,-,-,-,-,10
,145,S,212,AC,58,0,0,0,-,-,-,-,-,-,-,-,-,6
,145,L,4,AB,46,9,2,2,10,2,2,-,-,-,-,-,-,180
A=<37,B=#23,C=25
Wednesday,04-April-2018,00:05,SS,23M-,PL,6.2,PV,6.3,CL,120,+0,RL,101,SA,131,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,91,9,3,4,15,4,6,0,0,0,-,-,-,21
,152,S,131,A,91,12,4,4,18,7,6,-,-,-,-,-,-,15
,152,S,132,C,21,0,0,0,18,3,1,23,3,2,-,-,-,34
,193,L,57,ABCE,83,0,0,0,10,4,3,20,7,6,-,-,-,340
,193,L,58,AE,61,7,2,1,29,5,6,18,5,4,-,-,-,300
A=<63,B=1,C=37,D=1
Wednesday,04-April-2018,00:05,SS,10M+,PL,3.2,PV,3.2,CL,120,+0,RL,101,SA,20,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,96,9,4,3,9,4,3,6,2,2,-,-,-,9
,354,S,31,B,18,17,3,1,20,3,1,10,2,1,-,-,-,23
,182,S,34,A,95,0,0,0,17,5,5,-,-,-,-,-,-,16
,2,L,14,AD,97,13,4,4,28,8,12,-,-,-,-,-,-,760
,2,L,15,AD,97,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,04-April-2018,00:05,SS,28M+,PL,8.3,PV,8.2,CL,60,+0,RL,69,SA,90,DS,153
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,45,0,0,0,29,5,5,-,-,-,-,-,-,23
,48,S,90,A,45,-,-,-,-,-,-,153,3,30,-,-,-,101
,48,S,91,BC,19,23,4,2,24,4,2,-,-,-,-,-,-,14
,48,S,213,A,45,-,-,-,-,-,-,153,3,30,-,-,-,101
,48,L,23,A,45,0,0,0,29,5,5,-,-,-,-,-,-,220
,48,L,49,A,45,-,-,-,-,-,-,153,3,30,-,-,-,1160
A=<35,B=28,C=#22
Wednesday,04-April-2018,00:06,SS,3M+,PL,7.3,PV,19.3,CL,60,+0,RL,44,SA,206,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,60,0,0,0,-,-,-,-,-,-,-,-,-,3
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,11
,145,S,133,AB,48,8,2,2,10,2,2,-,-,-,-,-,-,10
,145,S,204,AB,48,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,48,8,2,2,10,2,2,-,-,-,-,-,-,10
,145,S,212,AC,60,0,0,0,-,-,-,-,-,-,-,-,-,3
,145,L,4,AB,48,8,2,2,10,2,2,-,-,-,-,-,-,220
A=<39,B=#23,C=23
Wednesday,04-April-2018,00:06,SS,28M+,PL,8.3,PV,8.2,CL,67,+1,RL,67,SA,47,DS,29
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,41,0,0,0,0,0,0,-,-,-,-,-,-,13
,48,S,90,A,41,-,-,-,-,-,-,89,2,16,-,-,-,112
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,8
,48,S,213,A,41,-,-,-,-,-,-,89,2,16,-,-,-,112
,48,L,23,A,41,0,0,0,0,0,0,-,-,-,-,-,-,120
,48,L,49,A,41,-,-,-,-,-,-,89,2,16,-,-,-,1260
A=<39,B=28,C=#22
Wednesday,04-April-2018,00:07,SS,3M+,PL,6.3,PV,6.3,CL,60,+0,RL,44,SA,206,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,59,13,3,3,-,-,-,-,-,-,-,-,-,6
,145,S,10,C,14,49,2,3,0,0,0,0,0,0,-,-,-,29
,145,S,133,AB,46,0,0,0,9,2,1,-,-,-,-,-,-,10
,145,S,204,AB,46,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,46,0,0,0,9,2,1,-,-,-,-,-,-,10
,145,S,212,AC,59,13,3,3,-,-,-,-,-,-,-,-,-,6
,145,L,4,AB,46,0,0,0,9,2,1,-,-,-,-,-,-,160
A=<37,B=#23,C=25
Wednesday,04-April-2018,00:07,SS,23,-,PL,6.2,PV,2.2,CL,101,+0,RL,101,SA,130,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,101,9,3,4,22,10,10,9,4,4,-,-,-,22
,152,S,131,A,101,11,4,4,12,5,5,-,-,-,-,-,-,14
,152,S,132,C,22,12,2,1,7,2,1,17,2,1,-,-,-,24
,193,L,57,ABCE,98,4,2,2,26,11,10,22,8,7,-,-,-,400
,193,L,58,AE,77,9,3,2,19,6,5,15,4,4,-,-,-,300
A=<63,B=1,C=37,D=1
Wednesday,04-April-2018,00:07,SS,10M+,PL,3.2,PV,3.2,CL,120,+0,RL,101,SA,20,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,102,6,3,2,4,2,1,7,3,2,-,-,-,8
,354,S,31,B,23,33,3,3,28,3,2,0,0,0,-,-,-,29
,182,S,34,A,113,5,2,2,17,8,6,-,-,-,-,-,-,15
,2,L,14,AD,55,0,0,0,36,11,8,-,-,-,-,-,-,760
,2,L,15,AD,55,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,04-April-2018,00:07,SS,28M+,PL,8.2,PV,8.2,CL,74-18,RL,74,SA,90,DS,155
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,48,8,2,1,17,4,3,-,-,-,-,-,-,14
,48,S,90,A,48,-,-,-,-,-,-,155,2,33,-,-,-,133
,48,S,91,BC,18,23,4,1,12,2,1,-,-,-,-,-,-,16
,48,S,213,A,48,-,-,-,-,-,-,155,2,33,-,-,-,133
,48,L,23,A,48,8,2,1,17,4,3,-,-,-,-,-,-,160
,48,L,49,A,48,-,-,-,-,-,-,155,2,33,-,-,-,1500
A=<42,B=28,C=#22
Wednesday,04-April-2018,00:08,SS,3M+,PL,6.3,PV,0.3,CL,85+10,RL,44,SA,201,DS,5
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,59,9,2,2,-,-,-,-,-,-,-,-,-,8
,145,S,10,C,13,23,2,1,24,2,1,0,0,0,-,-,-,27
,145,S,133,AB,47,0,0,0,9,2,1,-,-,-,-,-,-,9
,145,S,204,AB,47,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,47,0,0,0,9,2,1,-,-,-,-,-,-,9
,145,S,212,AC,59,9,2,2,-,-,-,-,-,-,-,-,-,8
,145,L,4,AB,47,0,0,0,9,2,1,-,-,-,-,-,-,100
A=<48,B=#23,C=25
Wednesday,04-April-2018,00:08,SS,23,+,PL,7.2,PV,7.2,CL,93,+0,RL,93,SA,130,DS,28
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,101,16,8,7,28,12,12,23,12,10,-,-,-,23
,152,S,131,A,101,7,2,2,12,5,5,-,-,-,-,-,-,13
,152,S,132,C,27,35,4,3,16,3,2,44,4,4,-,-,-,30
,193,L,57,ABCE,98,4,2,2,26,11,10,22,8,7,-,-,-,500
,193,L,58,AE,77,9,3,2,19,6,5,15,4,4,-,-,-,320
A=<61,B=1,C=39,D=1
Wednesday,04-April-2018,00:08,SS,28M+,PL,8.2,PV,8.2,CL,82-20,RL,82,SA,90,DS,154
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,55,0,0,0,20,5,4,-,-,-,-,-,-,15
,48,S,90,A,55,-,-,-,-,-,-,154,2,37,-,-,-,140
,48,S,91,BC,35,0,0,0,16,3,2,-,-,-,-,-,-,15
,48,S,213,A,55,-,-,-,-,-,-,154,2,37,-,-,-,140
,48,L,23,A,55,0,0,0,20,5,4,-,-,-,-,-,-,140
,48,L,49,A,55,-,-,-,-,-,-,154,2,37,-,-,-,1600
A=<45,B=28,C=#22
Wednesday,04-April-2018,00:09,SS,10M+,PL,4.2,PV,4.2,CL,120,+0,RL,101,SA,20,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,97,18,9,5,14,7,5,7,3,2,-,-,-,12
,354,S,31,B,23,34,5,3,31,4,3,10,2,1,-,-,-,31
,182,S,34,A,107,0,0,0,12,5,4,-,-,-,-,-,-,15
,2,L,14,AD,87,10,4,3,21,9,8,-,-,-,-,-,-,800
,2,L,15,AD,87,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Wednesday,04-April-2018,00:09,SS,3M+,PL,8.3,PV,8.3,CL,85,+0,RL,55,SA,201,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,58,26,5,5,-,-,-,-,-,-,-,-,-,18
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,19
,145,S,133,AB,46,8,2,2,9,2,1,-,-,-,-,-,-,9
,145,S,204,AB,46,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,46,8,2,2,9,2,1,-,-,-,-,-,-,9
,145,S,212,AC,58,26,5,5,-,-,-,-,-,-,-,-,-,18
,145,L,4,AB,46,8,2,2,9,2,1,-,-,-,-,-,-,80
A=<54,B=#23,C=19
Wednesday,04-April-2018,00:10,SS,23,+,PL,7.2,PV,7.2,CL,83,+0,RL,83,SA,130,DS,33
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,63,16,6,5,33,10,9,13,4,4,-,-,-,29
,152,S,131,A,63,0,0,0,5,2,1,-,-,-,-,-,-,9
,152,S,132,C,25,52,4,4,20,3,2,43,2,4,-,-,-,42
,193,L,57,ABCE,53,9,3,2,26,6,5,30,6,5,-,-,-,520
,193,L,58,AE,31,0,0,0,23,3,3,28,4,3,-,-,-,280
A=<61,B=1,C=39,D=1
Wednesday,04-April-2018,00:10,SS,28M+,PL,8.2,PV,8.2,CL,80,+0,RL,78,SA,47,DS,12
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,23,0,0,0,19,2,2,-,-,-,-,-,-,19
,48,S,90,A,23,-,-,-,-,-,-,0,0,0,-,-,-,85
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,10
,48,S,213,A,23,-,-,-,-,-,-,0,0,0,-,-,-,85
,48,L,23,A,23,0,0,0,19,2,2,-,-,-,-,-,-,140
,48,L,49,A,23,-,-,-,-,-,-,0,0,0,-,-,-,980
A=<44,B=28,C=#22
Wednesday,04-April-2018,00:11,SS,3M+,PL,8.3,PV,0.3,CL,85,+0,RL,63,SA,201,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,95,12,4,4,-,-,-,-,-,-,-,-,-,16
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,5
,145,S,133,AB,97,6,2,2,6,2,2,-,-,-,-,-,-,8
,145,S,204,AB,97,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,97,6,2,2,6,2,2,-,-,-,-,-,-,8
,145,S,212,AC,95,12,4,4,-,-,-,-,-,-,-,-,-,16
,145,L,4,AB,97,6,2,2,6,2,2,-,-,-,-,-,-,120
A=<54,B=#23,C=19
Wednesday,04-April-2018,00:11,SS,10M+,PL,4.2,PV,2.2,CL,120,+0,RL,101,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,96,12,5,4,10,4,3,5,2,1,-,-,-,13
,354,S,31,B,15,12,2,1,13,2,1,0,0,0,-,-,-,24
,182,S,34,A,114,0,0,0,11,4,4,-,-,-,-,-,-,13
,2,L,14,AD,89,19,6,6,10,5,4,-,-,-,-,-,-,760
,2,L,15,AD,89,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Wednesday,04-April-2018,00:11,SS,23,+,PL,7.2,PV,7.2,CL,73,+0,RL,73,SA,130,DS,26
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,62,14,4,4,13,3,3,26,6,7,-,-,-,29
,152,S,131,A,62,0,0,0,12,4,3,-,-,-,-,-,-,10
,152,S,132,C,20,44,2,3,11,2,1,29,3,2,-,-,-,47
,193,L,57,ABCE,53,9,3,2,26,6,5,30,6,5,-,-,-,480
,193,L,58,AE,31,0,0,0,23,3,3,28,4,3,-,-,-,240
A=<61,B=1,C=39,D=1
Wednesday,04-April-2018,00:11,SS,28M+,PL,7.2,PV,7.2,CL,77,+0,RL,70,SA,47,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,48,0,0,0,8,2,1,-,-,-,-,-,-,14
,48,S,90,A,48,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,S,91,BC,16,15,2,1,0,0,0,-,-,-,-,-,-,10
,48,S,213,A,48,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,L,23,A,48,0,0,0,8,2,1,-,-,-,-,-,-,80
,48,L,49,A,48,-,-,-,-,-,-,0,0,0,-,-,-,400
A=<41,B=30,C=#22
Wednesday,04-April-2018,00:12,SS,3M+,PL,3.3,PV,3.3,CL,85,+0,RL,68,SA,201,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,100,18,6,6,-,-,-,-,-,-,-,-,-,18
,145,S,10,C,16,33,2,2,0,0,0,0,0,0,-,-,-,15
,145,S,133,AB,83,4,2,1,5,2,1,-,-,-,-,-,-,6
,145,S,204,AB,83,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,83,4,2,1,5,2,1,-,-,-,-,-,-,6
,145,S,212,AC,100,18,6,6,-,-,-,-,-,-,-,-,-,18
,145,L,4,AB,83,4,2,1,5,2,1,-,-,-,-,-,-,120
A=<39,B=#23,C=34
Wednesday,04-April-2018,00:12,SS,23M+,PL,7.2,PV,7.3,CL,64,+4,RL,60,SA,130,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,57,5,2,1,22,7,5,11,3,3,-,-,-,23
,152,S,131,A,57,14,4,3,13,4,3,-,-,-,-,-,-,14
,152,S,132,C,28,25,2,2,33,4,4,43,5,4,-,-,-,44
,193,L,57,ABCE,34,9,2,1,30,4,4,0,0,0,-,-,-,280
,193,L,58,AE,13,0,0,0,0,0,0,0,0,0,-,-,-,40
A=<61,B=1,C=39,D=1
Wednesday,04-April-2018,00:12,SS,28M+,PL,7.2,PV,2.3,CL,63,+4,RL,62,SA,47,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,79,9,3,3,21,7,6,-,-,-,-,-,-,16
,48,S,90,A,79,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,42,74,6,11,26,3,4,-,-,-,-,-,-,38
,48,S,213,A,79,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,79,9,3,3,21,7,6,-,-,-,-,-,-,220
,48,L,49,A,79,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<35,B=30,C=#22
Wednesday,04-April-2018,00:13,SS,10M+,PL,4.2,PV,4.2,CL,120,+0,RL,101,SA,20,DS,11
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,104,14,7,5,10,5,4,6,3,2,-,-,-,14
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,12
,182,S,34,A,105,0,0,0,8,3,3,-,-,-,-,-,-,10
,2,L,14,AD,85,7,3,2,26,10,9,-,-,-,-,-,-,800
,2,L,15,AD,85,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
