Strategic,Monitor,On,Wednesday,18-April-2018,filename:CCITY_20180418

Wednesday,18-April-2018,00:00,SS,28M+,PL,7.3,PV,7.2,CL,60,+0,RL,60,SA,50,DS,138
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
A=<54,B=#23,C=19
Wednesday,18-April-2018,01:30,SS,10M+,PL,2.2,PV,2.3,CL,85,+0,RL,69,SA,24,DS,12
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,73,0,0,0,0,0,0,5,2,1,-,-,-,6
,354,S,31,B,15,18,2,1,13,2,1,0,0,0,-,-,-,14
,182,S,34,A,87,6,2,1,11,4,3,-,-,-,-,-,-,5
,2,L,14,AD,69,0,0,0,4,2,1,-,-,-,-,-,-,200
,2,L,15,AD,69,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Wednesday,18-April-2018,01:30,SS,28M+,PL,8.3,PV,8.2,CL,60,+0,RL,60,SA,47,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,54,10,2,2,8,2,1,-,-,-,-,-,-,14
,48,S,90,A,54,-,-,-,-,-,-,70,5,16,-,-,-,59
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,8
,48,S,213,A,54,-,-,-,-,-,-,70,5,16,-,-,-,59
,48,L,23,A,54,10,2,2,8,2,1,-,-,-,-,-,-,160
,48,L,49,A,54,-,-,-,-,-,-,70,5,16,-,-,-,820
A=<35,B=28,C=#22
Wednesday,18-April-2018,01:31,SS,3M+,PL,1.3,PV,1.3,CL,85,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,114,6,2,2,-,-,-,-,-,-,-,-,-,3
,145,S,10,C,13,19,2,1,20,2,1,35,2,1,-,-,-,16
,145,S,133,AB,100,6,3,3,5,2,2,-,-,-,-,-,-,6
,145,S,204,AB,100,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,100,6,3,3,5,2,2,-,-,-,-,-,-,6
,145,S,212,AC,114,6,2,2,-,-,-,-,-,-,-,-,-,3
,145,L,4,AB,100,6,3,3,5,2,2,-,-,-,-,-,-,180
A=<33,B=#23,C=40
Wednesday,18-April-2018,01:31,SS,10M+,PL,2.2,PV,1.3,CL,85,+0,RL,69,SA,26,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,0,0,0,0,0,0,6,2,1,-,-,-,5
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,10
,182,S,34,A,84,9,2,2,8,3,2,-,-,-,-,-,-,8
,2,L,14,AD,70,0,0,0,5,2,2,-,-,-,-,-,-,100
,2,L,15,AD,70,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Wednesday,18-April-2018,01:31,SS,28M+,PL,7.3,PV,7.2,CL,60,+0,RL,60,SA,47,DS,34
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,59,8,2,2,8,2,2,-,-,-,-,-,-,9
,48,S,90,A,59,-,-,-,-,-,-,0,0,0,-,-,-,41
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,5
,48,S,213,A,59,-,-,-,-,-,-,0,0,0,-,-,-,41
,48,L,23,A,59,8,2,2,8,2,2,-,-,-,-,-,-,200
,48,L,49,A,59,-,-,-,-,-,-,0,0,0,-,-,-,580
A=<33,B=30,C=#22
Wednesday,18-April-2018,01:32,SS,23M+,PL,3.3,PV,3.4,CL,60,+0,RL,44,SA,116,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,27,0,0,0,0,0,0,10,2,1,-,-,-,10
,152,S,131,A,27,0,0,0,0,0,0,-,-,-,-,-,-,9
,152,S,132,C,16,0,0,0,0,0,0,15,2,1,-,-,-,24
,193,L,57,ABCE,63,0,0,0,7,2,1,0,0,0,-,-,-,140
,193,L,58,AE,41,18,2,2,16,2,2,35,4,5,-,-,-,400
A=<68,B=1,C=32,D=1
Wednesday,18-April-2018,01:32,SS,28M+,PL,7.3,PV,4.3,CL,60,+0,RL,44,SA,47,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,58,0,0,0,6,2,1,-,-,-,-,-,-,8
,48,S,90,A,58,-,-,-,-,-,-,0,0,0,-,-,-,15
,48,S,91,BC,16,33,5,2,15,2,1,-,-,-,-,-,-,15
,48,S,213,A,58,-,-,-,-,-,-,0,0,0,-,-,-,15
,48,L,23,A,58,0,0,0,6,2,1,-,-,-,-,-,-,140
,48,L,49,A,58,-,-,-,-,-,-,0,0,0,-,-,-,220
A=<33,B=30,C=#22
Wednesday,18-April-2018,01:33,SS,23M+,PL,3.3,PV,1.4,CL,60,+0,RL,44,SA,144,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,44,6,2,1,6,2,1,10,3,2,-,-,-,10
,152,S,131,A,44,0,0,0,12,3,2,-,-,-,-,-,-,9
,152,S,132,C,16,0,0,0,0,0,0,0,0,0,-,-,-,12
,193,L,57,ABCE,54,6,2,1,13,3,2,13,3,2,-,-,-,200
,193,L,58,AE,32,12,2,1,27,4,3,30,3,3,-,-,-,400
A=<68,B=1,C=32,D=1
Wednesday,18-April-2018,01:33,SS,3M+,PL,1.3,PV,0.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,81,7,2,2,-,-,-,-,-,-,-,-,-,5
,145,S,10,C,13,0,0,0,0,0,0,15,2,1,-,-,-,18
,145,S,133,AB,69,15,6,5,10,3,2,-,-,-,-,-,-,10
,145,S,204,AB,69,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,69,15,6,5,10,3,2,-,-,-,-,-,-,10
,145,S,212,AC,81,7,2,2,-,-,-,-,-,-,-,-,-,5
,145,L,4,AB,69,15,6,5,10,3,2,-,-,-,-,-,-,220
A=<33,B=#23,C=40
Wednesday,18-April-2018,01:33,SS,10M+,PL,2.3,PV,2.3,CL,85,+0,RL,68,SA,24,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,83,8,4,2,8,4,2,0,0,0,-,-,-,7
,354,S,31,B,15,0,0,0,17,2,1,0,0,0,-,-,-,12
,182,S,34,A,33,0,0,0,0,0,0,-,-,-,-,-,-,5
,2,L,14,AD,68,5,2,1,5,2,1,-,-,-,-,-,-,200
,2,L,15,AD,68,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Wednesday,18-April-2018,01:33,SS,28M+,PL,8.3,PV,8.3,CL,60,+0,RL,44,SA,47,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,43,15,3,2,11,2,2,-,-,-,-,-,-,10
,48,S,90,A,43,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,11
,48,S,213,A,43,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,43,15,3,2,11,2,2,-,-,-,-,-,-,180
,48,L,49,A,43,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<35,B=28,C=#22
Wednesday,18-April-2018,01:34,SS,23,-,PL,1.3,PV,1.3,CL,60,+0,RL,60,SA,131,DS,12
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,44,6,2,1,6,2,1,10,3,2,-,-,-,10
,152,S,131,A,44,0,0,0,12,3,2,-,-,-,-,-,-,9
,152,S,132,C,16,0,0,0,0,0,0,0,0,0,-,-,-,3
,193,L,57,ABCE,38,0,0,0,12,2,2,27,4,4,-,-,-,280
,193,L,58,AE,16,0,0,0,0,0,0,46,3,3,-,-,-,340
A=<74,B=1,C=26,D=1
Wednesday,18-April-2018,01:34,SS,23,-,PL,1.3,PV,1.3,CL,40,+0,RL,44,SA,131,DS,11
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,69,0,0,0,0,0,0,8,3,3,-,-,-,9
,152,S,131,A,69,11,3,2,6,2,2,-,-,-,-,-,-,12
,152,S,132,C,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,193,L,57,ABCE,38,0,0,0,12,2,2,27,4,4,-,-,-,340
,193,L,58,AE,16,0,0,0,0,0,0,46,3,3,-,-,-,240
A=<74,B=1,C=26,D=1
Wednesday,18-April-2018,01:34,SS,3M+,PL,1.3,PV,0.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,66,7,2,2,-,-,-,-,-,-,-,-,-,7
,145,S,10,C,14,0,0,0,17,2,1,0,0,0,-,-,-,20
,145,S,133,AB,53,6,2,1,0,0,0,-,-,-,-,-,-,9
,145,S,204,AB,53,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,53,6,2,1,0,0,0,-,-,-,-,-,-,9
,145,S,212,AC,66,7,2,2,-,-,-,-,-,-,-,-,-,7
,145,L,4,AB,53,6,2,1,0,0,0,-,-,-,-,-,-,160
A=<33,B=#23,C=40
Wednesday,18-April-2018,01:34,SS,10M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,24,DS,7
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,71,8,3,2,6,2,1,11,4,2,-,-,-,9
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,6
,182,S,34,A,28,0,0,0,0,0,0,-,-,-,-,-,-,2
,2,L,14,AD,67,0,0,0,8,3,2,-,-,-,-,-,-,200
,2,L,15,AD,67,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Wednesday,18-April-2018,01:34,SS,28M+,PL,8.3,PV,7.3,CL,60,+0,RL,44,SA,47,DS,51
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,7,2,1,8,2,1,-,-,-,-,-,-,10
,48,S,90,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,20,24,4,2,11,2,1,-,-,-,-,-,-,18
,48,S,213,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,46,7,2,1,8,2,1,-,-,-,-,-,-,140
,48,L,49,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<35,B=28,C=#22
Wednesday,18-April-2018,01:35,SS,23,+,PL,1.1,PV,1.3,CL,40,+0,RL,40,SA,131,DS,11
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,69,0,0,0,0,0,0,8,3,3,-,-,-,8
,152,S,131,A,69,11,3,2,6,2,2,-,-,-,-,-,-,11
,152,S,132,C,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,193,L,57,ABCE,38,0,0,0,12,2,2,27,4,4,-,-,-,360
,193,L,58,AE,16,0,0,0,0,0,0,46,3,3,-,-,-,180
A=<74,B=1,C=26,D=1
Wednesday,18-April-2018,01:35,SS,23,+,PL,1.1,PV,1.3,CL,40,+0,RL,40,SA,130,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,41,13,4,3,20,5,4,19,5,4,-,-,-,13
,152,S,131,A,41,0,0,0,16,4,2,-,-,-,-,-,-,13
,152,S,132,C,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,193,L,57,ABCE,41,0,0,0,31,5,4,10,2,1,-,-,-,340
,193,L,58,AE,19,23,2,1,0,0,0,23,2,2,-,-,-,180
A=<74,B=1,C=26,D=1
Wednesday,18-April-2018,01:35,SS,28M+,PL,8.3,PV,8.3,CL,60,+0,RL,44,SA,47,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,43,10,2,1,0,0,0,-,-,-,-,-,-,10
,48,S,90,A,43,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,19,12,2,1,14,2,1,-,-,-,-,-,-,14
,48,S,213,A,43,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,43,10,2,1,0,0,0,-,-,-,-,-,-,120
,48,L,49,A,43,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<35,B=28,C=#22
Wednesday,18-April-2018,01:36,SS,3M+,PL,8.3,PV,8.3,CL,85,+0,RL,68,SA,200,DS,6
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,73,9,2,2,-,-,-,-,-,-,-,-,-,8
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,9
,145,S,133,AB,75,6,2,2,0,0,0,-,-,-,-,-,-,8
,145,S,204,AB,75,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,75,6,2,2,0,0,0,-,-,-,-,-,-,8
,145,S,212,AC,73,9,2,2,-,-,-,-,-,-,-,-,-,8
,145,L,4,AB,75,6,2,2,0,0,0,-,-,-,-,-,-,120
A=<54,B=#23,C=19
Wednesday,18-April-2018,01:36,SS,10M+,PL,1.3,PV,4.2,CL,85,+0,RL,68,SA,26,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,83,0,0,0,0,0,0,0,0,0,-,-,-,10
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,4
,182,S,34,A,86,0,0,0,8,3,2,-,-,-,-,-,-,4
,2,L,14,AD,61,10,3,2,15,2,4,-,-,-,-,-,-,400
,2,L,15,AD,61,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Wednesday,18-April-2018,01:36,SS,23,+,PL,1.1,PV,1.3,CL,40,+0,RL,40,SA,131,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,33,11,2,2,11,2,2,0,0,0,-,-,-,13
,152,S,131,A,33,14,2,2,0,0,0,-,-,-,-,-,-,14
,152,S,132,C,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,193,L,57,ABCE,39,0,0,0,15,2,2,11,2,1,-,-,-,260
,193,L,58,AE,17,0,0,0,61,3,4,0,0,0,-,-,-,200
A=<74,B=1,C=26,D=1
Wednesday,18-April-2018,01:36,SS,28M+,PL,8.3,PV,8.3,CL,60,+0,RL,44,SA,47,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,40,0,0,0,0,0,0,-,-,-,-,-,-,5
,48,S,90,A,40,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,10
,48,S,213,A,40,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,40,0,0,0,0,0,0,-,-,-,-,-,-,40
,48,L,49,A,40,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<35,B=28,C=#22
Wednesday,18-April-2018,01:37,SS,23M+,PL,3.1,PV,3.3,CL,40+10,RL,40,SA,131,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,27,9,2,1,9,2,1,0,0,0,-,-,-,9
,152,S,131,A,27,22,3,2,0,0,0,-,-,-,-,-,-,20
,152,S,132,C,17,0,0,0,0,0,0,30,2,2,-,-,-,14
,193,L,57,ABCE,37,9,2,1,32,4,4,0,0,0,-,-,-,380
,193,L,58,AE,17,0,0,0,25,2,2,0,0,0,-,-,-,200
A=<68,B=1,C=32,D=1
Wednesday,18-April-2018,01:37,SS,3M+,PL,8.3,PV,19.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,97,0,0,0,-,-,-,-,-,-,-,-,-,5
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,4
,145,S,133,AB,83,0,0,0,11,4,3,-,-,-,-,-,-,8
,145,S,204,AB,83,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,83,0,0,0,11,4,3,-,-,-,-,-,-,8
,145,S,212,AC,97,0,0,0,-,-,-,-,-,-,-,-,-,5
,145,L,4,AB,83,0,0,0,11,4,3,-,-,-,-,-,-,80
A=<56,B=#23,C=17
Wednesday,18-April-2018,01:37,SS,10M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,67,8,3,2,6,2,1,6,2,1,-,-,-,10
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,182,S,34,A,41,0,0,0,0,0,0,-,-,-,-,-,-,3
,2,L,14,AD,69,5,2,1,4,2,1,-,-,-,-,-,-,360
,2,L,15,AD,69,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Wednesday,18-April-2018,01:37,SS,28M+,PL,8.3,PV,8.3,CL,60,+0,RL,44,SA,47,DS,33
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,58,10,2,2,9,3,2,-,-,-,-,-,-,7
,48,S,90,A,58,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,20,14,2,1,16,3,1,-,-,-,-,-,-,10
,48,S,213,A,58,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,58,10,2,2,9,3,2,-,-,-,-,-,-,120
,48,L,49,A,58,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<35,B=28,C=#22
Wednesday,18-April-2018,01:38,SS,23M+,PL,6.1,PV,6.3,CL,40+10,RL,40,SA,130,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,29,16,3,2,12,2,2,0,0,0,-,-,-,16
,152,S,131,A,29,14,2,1,0,0,0,-,-,-,-,-,-,16
,152,S,132,C,16,33,2,2,0,0,0,33,2,2,-,-,-,21
,193,L,57,ABCE,39,8,2,1,11,2,1,15,2,2,-,-,-,380
,193,L,58,AE,19,26,2,1,25,2,2,24,2,2,-,-,-,380
A=<63,B=1,C=37,D=1
Wednesday,18-April-2018,01:38,SS,28M+,PL,6.3,PV,6.3,CL,60,+0,RL,44,SA,47,DS,45
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,40,29,4,4,15,2,2,-,-,-,-,-,-,16
,48,S,90,A,40,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,17,16,3,1,10,2,1,-,-,-,-,-,-,12
,48,S,213,A,40,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,40,29,4,4,15,2,2,-,-,-,-,-,-,240
,48,L,49,A,40,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<31,B=32,C=#22
Wednesday,18-April-2018,01:39,SS,3M+,PL,8.3,PV,0.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,89,0,0,0,-,-,-,-,-,-,-,-,-,2
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,89,8,4,3,0,0,0,-,-,-,-,-,-,9
,145,S,204,AB,89,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,89,8,4,3,0,0,0,-,-,-,-,-,-,9
,145,S,212,AC,89,0,0,0,-,-,-,-,-,-,-,-,-,2
,145,L,4,AB,89,8,4,3,0,0,0,-,-,-,-,-,-,120
A=<56,B=#23,C=17
Wednesday,18-April-2018,01:39,SS,10M+,PL,2.3,PV,2.2,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,84,6,3,2,6,3,2,0,0,0,-,-,-,8
,354,S,31,B,14,16,2,1,0,0,0,0,0,0,-,-,-,7
,182,S,34,A,41,0,0,0,0,0,0,-,-,-,-,-,-,2
,2,L,14,AD,67,5,2,1,10,4,3,-,-,-,-,-,-,400
,2,L,15,AD,67,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Wednesday,18-April-2018,01:39,SS,23M+,PL,6.1,PV,7.3,CL,40,+5,RL,40,SA,131,DS,11
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,34,0,0,0,0,0,0,8,2,1,-,-,-,13
,152,S,131,A,34,11,2,1,0,0,0,-,-,-,-,-,-,13
,152,S,132,C,18,35,2,2,18,2,1,45,3,3,-,-,-,31
,193,L,57,ABCE,83,5,2,2,22,6,6,17,5,5,-,-,-,720
,193,L,58,AE,61,0,0,0,0,0,0,8,2,2,-,-,-,320
A=<63,B=1,C=37,D=1
Wednesday,18-April-2018,01:39,SS,23,-,PL,7.1,PV,7.3,CL,60,+9,RL,60,SA,131,DS,11
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,34,0,0,0,0,0,0,8,2,1,-,-,-,10
,152,S,131,A,34,11,2,1,0,0,0,-,-,-,-,-,-,12
,152,S,132,C,18,35,2,2,18,2,1,45,3,3,-,-,-,42
,193,L,57,ABCE,83,5,2,2,22,6,6,17,5,5,-,-,-,980
,193,L,58,AE,61,0,0,0,0,0,0,8,2,2,-,-,-,240
A=<61,B=1,C=39,D=1
Wednesday,18-April-2018,01:39,SS,28M+,PL,6.3,PV,8.3,CL,60,+0,RL,44,SA,47,DS,54
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,43,9,2,1,19,4,3,-,-,-,-,-,-,20
,48,S,90,A,43,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,9
,48,S,213,A,43,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,43,9,2,1,19,4,3,-,-,-,-,-,-,280
,48,L,49,A,43,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<31,B=32,C=#22
Wednesday,18-April-2018,01:40,SS,23,+,PL,7.3,PV,1.2,CL,60,+7,RL,60,SA,144,DS,91
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,29,27,4,4,29,3,4,21,2,3,-,-,-,17
,152,S,131,A,29,0,0,0,0,0,0,-,-,-,-,-,-,6
,152,S,132,C,16,0,0,0,0,0,0,0,0,0,-,-,-,25
,193,L,57,ABCE,42,0,0,0,13,2,2,12,2,2,-,-,-,740
,193,L,58,AE,23,0,0,0,31,2,3,20,2,2,-,-,-,240
A=<61,B=1,C=39,D=1
Wednesday,18-April-2018,01:40,SS,3M+,PL,8.3,PV,0.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,86,0,0,0,-,-,-,-,-,-,-,-,-,0
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,88,7,3,3,6,2,2,-,-,-,-,-,-,8
,145,S,204,AB,88,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,88,7,3,3,6,2,2,-,-,-,-,-,-,8
,145,S,212,AC,86,0,0,0,-,-,-,-,-,-,-,-,-,0
,145,L,4,AB,88,7,3,3,6,2,2,-,-,-,-,-,-,160
A=<56,B=#23,C=17
Wednesday,18-April-2018,01:40,SS,10M+,PL,2.3,PV,1.3,CL,85,+0,RL,68,SA,53,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,72,11,4,3,8,3,2,6,2,1,-,-,-,9
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,5
,182,S,34,A,85,0,0,0,0,0,0,-,-,-,-,-,-,0
,2,L,14,AD,49,8,2,1,15,4,3,-,-,-,-,-,-,360
,2,L,15,AD,49,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Wednesday,18-April-2018,01:40,SS,28M+,PL,8.3,PV,8.2,CL,60,+0,RL,60,SA,90,DS,153
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,45,0,0,0,8,2,1,-,-,-,-,-,-,16
,48,S,90,A,45,-,-,-,-,-,-,153,6,29,-,-,-,69
,48,S,91,BC,15,11,2,1,0,0,0,-,-,-,-,-,-,8
,48,S,213,A,45,-,-,-,-,-,-,153,6,29,-,-,-,69
,48,L,23,A,45,0,0,0,8,2,1,-,-,-,-,-,-,180
,48,L,49,A,45,-,-,-,-,-,-,153,6,29,-,-,-,780
A=<35,B=28,C=#22
Wednesday,18-April-2018,01:41,SS,23,+,PL,6.3,PV,6.2,CL,60,+8,RL,60,SA,130,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,51,6,2,1,9,3,2,0,0,0,-,-,-,15
,152,S,131,A,51,0,0,0,0,0,0,-,-,-,-,-,-,2
,152,S,132,C,17,0,0,0,0,0,0,22,2,1,-,-,-,20
,193,L,57,ABCE,59,0,0,0,20,5,4,0,0,0,-,-,-,440
,193,L,58,AE,39,0,0,0,0,0,0,0,0,0,-,-,-,140
A=<63,B=1,C=37,D=1
Wednesday,18-April-2018,01:41,SS,3M+,PL,8.3,PV,0.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,102,7,2,3,-,-,-,-,-,-,-,-,-,3
,145,S,10,C,12,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,89,0,0,0,5,2,2,-,-,-,-,-,-,6
,145,S,204,AB,89,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,89,0,0,0,5,2,2,-,-,-,-,-,-,6
,145,S,212,AC,102,7,2,3,-,-,-,-,-,-,-,-,-,3
,145,L,4,AB,89,0,0,0,5,2,2,-,-,-,-,-,-,120
A=<56,B=#23,C=17
Wednesday,18-April-2018,01:41,SS,10M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,53,DS,4
