Strategic,Monitor,On,Wednesday,23-May-2018,filename:CCITY_20180523

Wednesday,23-May-2018,00:00,SS,85M+,PL,8.3,PV,8.2,CL,100,+0,RL,91,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,L,7,AC,55,0,0,0,-,-,-,-,-,-,-,-,-,40
A=<36,B=44,C=20
Wednesday,23-May-2018,01:49,SS,10M+,PL,4.3,PV,2.3,CL,85,+0,RL,68,SA,26,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,5,2,1,5,2,1,0,0,0,-,-,-,6
,354,S,31,B,15,13,2,1,0,0,0,0,0,0,-,-,-,12
,182,S,34,A,84,0,0,0,8,3,2,-,-,-,-,-,-,8
,2,L,14,AD,84,0,0,0,5,3,2,-,-,-,-,-,-,300
,2,L,15,AD,84,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Wednesday,23-May-2018,01:49,SS,58M+,PL,3.3,PV,3.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,75,0,0,0,0,0,0,8,2,2,0,0,0,10
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,15
A=<67,B=#28
Wednesday,23-May-2018,01:50,SS,85M+,PL,5.3,PV,5.3,CL,100,+0,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,99,-,-,-,8,3,2,0,0,0,-,-,-,10
,196,S,310,A,46,17,3,2,10,2,1,25,3,3,-,-,-,24
,196,S,311,ABE,46,11,2,2,24,4,3,15,3,2,7,2,1,23
,196,S,312,D,21,0,0,0,0,0,0,0,0,0,0,0,0,17
,197,L,71,ABF,59,6,2,1,6,2,1,-,-,-,-,-,-,280
,197,L,72,ABF,59,21,5,4,10,3,2,-,-,-,-,-,-,200
A=<14,B=20,C=#25,D=24,E=17
Wednesday,23-May-2018,01:50,SS,6M+,PL,4.1,PV,6.3,CL,85,+0,RL,68,SA,26,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,91,0,0,0,0,0,0,6,2,2,0,0,0,11
,183,S,21,B,21,0,0,0,0,0,0,13,2,1,-,-,-,9
,184,S,161,A,84,0,0,0,0,0,0,5,2,2,0,0,0,9
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,21,0,0,0,0,0,0,-,-,-,-,-,-,4
,183,L,7,AC,91,0,0,0,-,-,-,-,-,-,-,-,-,20
A=<36,B=44,C=20
Wednesday,23-May-2018,01:50,SS,10M+,PL,3.3,PV,3.3,CL,85,+0,RL,68,SA,26,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,5,2,1,5,2,1,0,0,0,-,-,-,5
,354,S,31,B,15,13,2,1,0,0,0,0,0,0,-,-,-,13
,182,S,34,A,84,5,2,1,16,6,5,-,-,-,-,-,-,12
,2,L,14,AD,67,0,0,0,4,2,1,-,-,-,-,-,-,200
,2,L,15,AD,67,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,23-May-2018,01:50,SS,58M+,PL,3.3,PV,4.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,88,6,3,2,0,0,0,12,5,4,0,0,0,10
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,4
A=<69,B=#26
Wednesday,23-May-2018,01:52,SS,6M+,PL,4.1,PV,1.3,CL,85,+0,RL,68,SA,24,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,63,0,0,0,0,0,0,5,2,1,0,0,0,8
,183,S,21,B,22,15,2,1,0,0,0,0,0,0,-,-,-,11
,184,S,161,A,84,0,0,0,5,2,1,4,2,1,0,0,0,6
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,22,15,2,1,0,0,0,-,-,-,-,-,-,7
,183,L,7,AC,63,0,0,0,-,-,-,-,-,-,-,-,-,0
A=<36,B=44,C=20
Wednesday,23-May-2018,01:52,SS,10M+,PL,3.3,PV,3.3,CL,85,+0,RL,68,SA,24,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,71,10,3,2,4,2,1,5,2,1,-,-,-,7
,354,S,31,B,23,0,0,0,36,5,3,0,0,0,-,-,-,23
,182,S,34,A,87,0,0,0,4,2,1,-,-,-,-,-,-,9
,2,L,14,AD,72,0,0,0,10,3,3,-,-,-,-,-,-,200
,2,L,15,AD,72,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,23-May-2018,01:52,SS,58M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,201,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,70,7,2,2,0,0,0,10,3,3,0,0,0,10
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<75,B=#21
Wednesday,23-May-2018,01:52,SS,85M+,PL,8.3,PV,8.3,CL,100,+0,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,99,-,-,-,0,0,0,0,0,0,-,-,-,6
,196,S,310,A,79,11,3,2,5,2,1,6,2,1,-,-,-,18
,196,S,311,ABE,79,0,0,0,8,3,2,14,4,4,4,2,1,20
,196,S,312,D,21,0,0,0,0,0,0,0,0,0,0,0,0,6
,197,L,71,ABF,54,6,2,1,6,2,1,-,-,-,-,-,-,100
,197,L,72,ABF,54,13,3,2,20,4,3,-,-,-,-,-,-,200
A=<18,B=20,C=#25,D=20,E=17
Wednesday,23-May-2018,01:53,SS,6M+,PL,6.1,PV,6.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,57,13,3,2,13,3,2,0,0,0,0,0,0,9
,183,S,21,B,0,0,0,0,0,0,0,0,0,0,-,-,-,8
,184,S,161,A,84,9,3,2,15,5,4,9,4,3,0,0,0,10
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,0,0,0,0,0,0,0,-,-,-,-,-,-,5
,183,L,7,AC,57,13,3,2,-,-,-,-,-,-,-,-,-,40
A=<32,B=48,C=20
Wednesday,23-May-2018,01:53,SS,10M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,9,3,2,9,3,2,0,0,0,-,-,-,8
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,15
,182,S,34,A,36,0,0,0,0,0,0,-,-,-,-,-,-,5
,2,L,14,AD,83,8,3,2,7,3,3,-,-,-,-,-,-,360
,2,L,15,AD,83,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Wednesday,23-May-2018,01:53,SS,58M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,201,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,5,2,2,0,0,0,10,4,3,0,0,0,10
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<78,B=#19
Wednesday,23-May-2018,01:54,SS,85M+,PL,8.3,PV,5.3,CL,100,+0,RL,86,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,99,-,-,-,8,3,2,0,0,0,-,-,-,5
,196,S,310,A,79,24,6,5,22,3,5,9,2,2,-,-,-,20
,196,S,311,ABE,79,0,0,0,11,3,3,7,2,2,5,2,2,15
,196,S,312,D,23,0,0,0,0,0,0,28,3,2,0,0,0,13
,197,L,71,ABF,66,13,4,3,10,4,3,-,-,-,-,-,-,120
,197,L,72,ABF,66,8,2,2,0,0,0,-,-,-,-,-,-,140
A=<18,B=20,C=#25,D=20,E=17
Wednesday,23-May-2018,01:55,SS,6M+,PL,6.1,PV,1.3,CL,85,+0,RL,68,SA,26,DS,6
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,91,0,0,0,7,2,2,8,3,3,0,0,0,9
,183,S,21,B,23,0,0,0,17,2,1,0,0,0,-,-,-,11
,184,S,161,A,84,0,0,0,6,2,2,5,2,2,0,0,0,9
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,23,0,0,0,17,2,1,-,-,-,-,-,-,11
,183,L,7,AC,91,0,0,0,-,-,-,-,-,-,-,-,-,20
A=<32,B=48,C=20
Wednesday,23-May-2018,01:55,SS,10M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,26,DS,6
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,83,3,2,1,3,2,1,0,0,0,-,-,-,7
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,8
,182,S,34,A,86,0,0,0,6,2,2,-,-,-,-,-,-,4
,2,L,14,AD,84,4,2,1,0,0,0,-,-,-,-,-,-,300
,2,L,15,AD,84,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Wednesday,23-May-2018,01:55,SS,58M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,200,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,5,2,2,0,0,0,6,2,2,0,0,0,8
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<80,B=#17
Wednesday,23-May-2018,01:55,SS,85M+,PL,8.3,PV,8.3,CL,100,+0,RL,86,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,100,-,-,-,0,0,0,0,0,0,-,-,-,3
,196,S,310,A,56,55,3,9,36,4,6,18,3,3,-,-,-,35
,196,S,311,ABE,56,0,0,0,12,3,2,17,4,3,0,0,0,14
,196,S,312,D,21,0,0,0,0,0,0,0,0,0,0,0,0,9
,197,L,71,ABF,62,16,5,3,12,4,3,-,-,-,-,-,-,160
,197,L,72,ABF,62,15,3,3,14,4,3,-,-,-,-,-,-,140
A=<18,B=20,C=#25,D=20,E=17
Wednesday,23-May-2018,01:56,SS,6M+,PL,1.1,PV,1.3,CL,85,+0,RL,68,SA,52,DS,34
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,59,0,0,0,0,0,0,0,0,0,0,0,0,6
,183,S,21,B,25,15,2,1,16,2,1,0,0,0,-,-,-,13
,184,S,161,A,84,6,2,2,6,2,2,0,0,0,0,0,0,8
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,25,15,2,1,16,2,1,-,-,-,-,-,-,13
,183,L,7,AC,59,0,0,0,-,-,-,-,-,-,-,-,-,20
A=<42,B=38,C=20
Wednesday,23-May-2018,01:56,SS,10M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,52,DS,34
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,10,4,2,7,3,2,8,3,2,-,-,-,7
,354,S,31,B,16,14,2,1,16,2,1,0,0,0,-,-,-,7
,182,S,34,A,60,0,0,0,0,0,0,-,-,-,-,-,-,2
,2,L,14,AD,71,5,2,1,4,2,1,-,-,-,-,-,-,260
,2,L,15,AD,71,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Wednesday,23-May-2018,01:56,SS,58M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,0,0,0,0,0,0,10,3,3,0,0,0,9
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<82,B=#15
Wednesday,23-May-2018,01:57,SS,85M+,PL,6.3,PV,6.4,CL,100,+0,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,86,-,-,-,5,2,1,0,0,0,-,-,-,4
,196,S,310,A,79,12,3,3,23,6,5,7,2,2,-,-,-,34
,196,S,311,ABE,79,5,2,2,18,6,4,9,3,2,4,2,1,16
,196,S,312,D,23,0,0,0,22,2,2,32,3,3,15,2,1,21
,197,L,71,ABF,63,44,9,10,39,13,10,-,-,-,-,-,-,440
,197,L,72,ABF,63,28,6,6,11,3,2,-,-,-,-,-,-,200
A=<15,B=20,C=#25,D=23,E=17
Wednesday,23-May-2018,01:58,SS,6M+,PL,1.1,PV,2.3,CL,85,+0,RL,68,SA,24,DS,7
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,63,12,3,2,0,0,0,9,2,2,0,0,0,7
,183,S,21,B,20,17,2,1,0,0,0,0,0,0,-,-,-,17
,184,S,161,A,84,9,3,2,9,3,3,6,2,2,0,0,0,7
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,20,17,2,1,0,0,0,-,-,-,-,-,-,17
,183,L,7,AC,63,12,3,2,-,-,-,-,-,-,-,-,-,40
A=<42,B=38,C=20
Wednesday,23-May-2018,01:58,SS,10M+,PL,4.3,PV,4.3,CL,85,+0,RL,68,SA,24,DS,7
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,10,4,2,7,3,2,8,3,2,-,-,-,8
,354,S,31,B,15,0,0,0,19,2,1,0,0,0,-,-,-,14
,182,S,34,A,86,0,0,0,6,2,2,-,-,-,-,-,-,4
,2,L,14,AD,46,0,0,0,10,2,2,-,-,-,-,-,-,200
,2,L,15,AD,46,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Wednesday,23-May-2018,01:58,SS,58M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,83,10,4,3,5,2,1,23,9,7,0,0,0,15
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<85,B=#13
Wednesday,23-May-2018,01:59,SS,85M+,PL,6.3,PV,8.3,CL,100,+0,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,80,-,-,-,14,4,3,5,2,1,-,-,-,8
,196,S,310,A,52,34,4,5,37,6,6,46,4,7,-,-,-,40
,196,S,311,ABE,52,0,0,0,22,3,4,0,0,0,0,0,0,20
,196,S,312,D,24,0,0,0,13,2,1,8,2,1,10,2,1,16
,197,L,71,ABF,74,13,5,3,15,6,4,-,-,-,-,-,-,380
,197,L,72,ABF,74,6,2,1,0,0,0,-,-,-,-,-,-,140
A=<15,B=20,C=#25,D=23,E=17
Wednesday,23-May-2018,01:59,SS,6M+,PL,1.1,PV,1.3,CL,85,+0,RL,68,SA,24,DS,7
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,69,13,4,3,14,4,3,5,2,1,0,0,0,10
,183,S,21,B,22,0,0,0,15,2,1,0,0,0,-,-,-,16
,184,S,161,A,84,15,5,4,15,5,4,7,3,2,0,0,0,11
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,22,0,0,0,15,2,1,-,-,-,-,-,-,16
,183,L,7,AC,69,13,4,3,-,-,-,-,-,-,-,-,-,80
A=<42,B=38,C=20
Wednesday,23-May-2018,01:59,SS,10M+,PL,4.3,PV,4.3,CL,85,+0,RL,68,SA,24,DS,7
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,0,0,0,0,0,0,0,0,0,-,-,-,6
,354,S,31,B,15,0,0,0,13,2,1,0,0,0,-,-,-,22
,182,S,34,A,84,0,0,0,0,0,0,-,-,-,-,-,-,2
,2,L,14,AD,81,0,0,0,13,4,5,-,-,-,-,-,-,360
,2,L,15,AD,81,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Wednesday,23-May-2018,01:59,SS,58M+,PL,1.3,PV,1.3,CL,85,+0,RL,82,SA,206,DS,106
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,75,15,5,4,0,0,0,106,25,28,0,0,0,57
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<85,B=#13
Wednesday,23-May-2018,02:00,SS,85M+,PL,7.3,PV,7.3,CL,100,+0,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,99,-,-,-,7,3,2,0,0,0,-,-,-,9
,196,S,310,A,48,31,3,4,25,4,4,18,3,2,-,-,-,34
,196,S,311,ABE,48,0,0,0,18,4,3,16,3,3,0,0,0,19
,196,S,312,D,24,0,0,0,0,0,0,14,2,1,0,0,0,18
,197,L,71,ABF,57,24,5,5,20,5,4,-,-,-,-,-,-,380
,197,L,72,ABF,57,35,6,6,0,0,0,-,-,-,-,-,-,160
A=<16,B=20,C=#25,D=22,E=17
Wednesday,23-May-2018,02:00,SS,6M+,PL,1.1,PV,7.3,CL,87,+0,RL,68,SA,26,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,69,13,4,3,14,4,3,5,2,1,0,0,0,14
,183,S,21,B,22,0,0,0,15,2,1,0,0,0,-,-,-,15
,184,S,161,A,84,6,2,2,12,4,3,12,5,4,0,0,0,12
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,22,0,0,0,15,2,1,-,-,-,-,-,-,15
,183,L,7,AC,69,13,4,3,-,-,-,-,-,-,-,-,-,120
A=<39,B=38,C=#20
Wednesday,23-May-2018,02:00,SS,10M+,PL,4.3,PV,4.2,CL,87,+0,RL,68,SA,26,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,0,0,0,0,0,0,0,0,0,-,-,-,2
,354,S,31,B,15,0,0,0,13,2,1,0,0,0,-,-,-,19
,182,S,34,A,84,6,2,2,14,5,4,-,-,-,-,-,-,8
,2,L,14,AD,66,6,2,1,9,3,3,-,-,-,-,-,-,400
,2,L,15,AD,66,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Wednesday,23-May-2018,02:00,SS,58M+,PL,1.3,PV,1.3,CL,87,+0,RL,93,SA,206,DS,118
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,19,7,6,5,2,1,118,26,36,0,0,0,93
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<85,B=#13
Wednesday,23-May-2018,02:02,SS,6M+,PL,1.3,PV,4.3,CL,96,-7,RL,86,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,61,7,2,1,9,2,2,13,4,3,0,0,0,14
,183,S,21,B,20,51,4,3,29,2,2,17,2,1,-,-,-,31
,184,S,161,A,84,9,3,2,15,5,4,17,7,6,6,2,2,15
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,20,51,4,3,29,2,2,-,-,-,-,-,-,31
,183,L,7,AC,61,7,2,1,-,-,-,-,-,-,-,-,-,80
A=<41,B=38,C=#20
Wednesday,23-May-2018,02:02,SS,10M+,PL,3.3,PV,3.2,CL,96,+2,RL,69,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,70,10,4,2,7,3,2,0,0,0,-,-,-,5
,354,S,31,B,18,17,3,1,0,0,0,0,0,0,-,-,-,18
,182,S,34,A,46,0,0,0,0,0,0,-,-,-,-,-,-,5
,2,L,14,AD,63,8,2,2,7,2,2,-,-,-,-,-,-,400
,2,L,15,AD,63,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,23-May-2018,02:02,SS,58M-,PL,1.3,PV,1.3,CL,96,+0,RL,102,SA,206,DS,125
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,83,12,5,4,0,0,0,125,26,37,0,0,0,119
,288,S,270,B,12,54,2,2,0,0,0,-,-,-,-,-,-,24
A=<82,B=#17
Wednesday,23-May-2018,02:02,SS,85M+,PL,7.3,PV,7.3,CL,100,+0,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,99,-,-,-,8,3,2,5,2,1,-,-,-,9
,196,S,310,A,51,33,4,5,0,0,0,12,2,2,-,-,-,35
,196,S,311,ABE,51,0,0,0,17,3,3,15,2,3,0,0,0,18
,196,S,312,D,21,0,0,0,21,2,1,0,0,0,0,0,0,17
,197,L,71,ABF,63,21,4,5,19,3,5,-,-,-,-,-,-,320
,197,L,72,ABF,63,0,0,0,14,3,3,-,-,-,-,-,-,120
A=<16,B=20,C=#25,D=22,E=17
Wednesday,23-May-2018,02:03,SS,6M+,PL,4.3,PV,4.3,CL,107,+1,RL,86,SA,20,DS,12
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,64,12,3,2,6,2,1,0,0,0,0,0,0,13
,183,S,21,B,20,0,0,0,0,0,0,19,2,1,-,-,-,29
,184,S,161,A,95,9,3,3,11,4,3,0,0,0,0,0,0,13
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,20,0,0,0,0,0,0,-,-,-,-,-,-,20
,183,L,7,AC,64,12,3,2,-,-,-,-,-,-,-,-,-,60
A=<37,B=44,C=#20
Wednesday,23-May-2018,02:03,SS,10M+,PL,3.3,PV,4.3,CL,107,+4,RL,73,SA,20,DS,12
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,79,10,5,3,9,4,2,0,0,0,-,-,-,8
,354,S,31,B,19,13,2,1,22,2,2,0,0,0,-,-,-,18
,182,S,34,A,97,0,0,0,7,2,2,-,-,-,-,-,-,6
,2,L,14,AD,72,6,2,1,4,2,1,-,-,-,-,-,-,300
,2,L,15,AD,72,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,23-May-2018,02:03,SS,58M-,PL,1.3,PV,1.3,CL,107,+5,RL,107,SA,206,DS,136
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,78,6,2,2,0,0,0,136,19,38,0,0,0,128
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,18
A=<86,B=#15
Wednesday,23-May-2018,02:04,SS,85M+,PL,2.3,PV,2.3,CL,100,+0,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,99,-,-,-,8,3,2,5,2,1,-,-,-,8
,196,S,310,A,80,23,3,5,7,3,2,8,2,2,-,-,-,28
,196,S,311,ABE,80,0,0,0,18,6,4,12,4,3,0,0,0,18
,196,S,312,D,22,46,2,3,24,2,2,32,2,3,0,0,0,31
,197,L,71,ABF,90,9,4,3,10,4,4,-,-,-,-,-,-,300
,197,L,72,ABF,90,19,7,5,10,4,3,-,-,-,-,-,-,200
A=<10,B=20,C=#25,D=27,E=18
Wednesday,23-May-2018,02:05,SS,6M+,PL,4.3,PV,5.3,CL,116,+3,RL,86,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,60,13,3,2,7,2,1,13,4,3,5,2,1,13
,183,S,21,B,27,22,4,2,31,4,3,10,2,1,-,-,-,31
,184,S,161,A,106,11,4,4,9,3,3,9,4,4,6,2,2,12
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,27,22,4,2,31,4,3,-,-,-,-,-,-,25
,183,L,7,AC,60,13,3,2,-,-,-,-,-,-,-,-,-,60
A=<39,B=44,C=#20
Wednesday,23-May-2018,02:05,SS,10M+,PL,3.3,PV,3.2,CL,116,+2,RL,81,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,82,10,5,3,6,3,2,8,4,2,-,-,-,10
,354,S,31,B,18,0,0,0,16,3,1,0,0,0,-,-,-,18
,182,S,34,A,46,0,0,0,0,0,0,-,-,-,-,-,-,2
,2,L,14,AD,114,11,4,4,10,5,5,-,-,-,-,-,-,500
,2,L,15,AD,114,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,23-May-2018,02:05,SS,58M-,PL,1.3,PV,1.3,CL,116,+3,RL,116,SA,206,DS,145
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,101,15,6,6,0,0,0,145,17,52,0,0,0,138
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,12
A=<89,B=#13
Wednesday,23-May-2018,02:05,SS,85M+,PL,2.3,PV,3.3,CL,100,+0,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,99,-,-,-,8,3,2,5,2,1,-,-,-,8
,196,S,310,A,78,24,6,5,10,4,2,26,5,6,-,-,-,27
,196,S,311,ABE,78,0,0,0,15,5,4,21,6,5,5,2,2,19
,196,S,312,D,22,0,0,0,25,2,2,29,2,2,17,2,1,33
,197,L,71,ABF,52,7,2,1,11,3,2,-,-,-,-,-,-,200
,197,L,72,ABF,52,13,3,2,15,3,2,-,-,-,-,-,-,180
A=<10,B=20,C=#25,D=27,E=18
