Strategic,Monitor,On,Tuesday,17-April-2018,filename:CCITY_20180417

Tuesday,17-April-2018,00:00,SS,85M+,PL,5.4,PV,6.4,CL,100,+0,RL,90,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,86,153,2,40,61,15,17,70,14,24,34,6,11,150
,183,S,21,B,33,79,2,8,76,5,9,43,4,5,-,-,-,111
,184,S,161,A,78,152,2,40,71,13,20,66,15,20,41,9,9,139
,184,S,162,B,42,16,3,2,18,3,2,-,-,-,-,-,-,18
,183,S,183,B,33,79,2,8,76,5,9,-,-,-,-,-,-,111
,183,L,7,AC,86,153,2,40,-,-,-,-,-,-,-,-,-,1180
A=<43,B=40,C=#20
Tuesday,17-April-2018,12:48,SS,10M+,PL,1.2,PV,1.2,CL,120,+0,RL,117,SA,17,DS,131
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,66,110,7,24,59,6,13,110,7,23,-,-,-,77
,354,S,31,B,41,36,6,5,43,8,7,12,2,2,-,-,-,60
,182,S,34,A,74,36,9,8,49,11,13,-,-,-,-,-,-,52
,2,L,14,AD,68,39,7,9,47,13,14,-,-,-,-,-,-,1500
,2,L,15,AD,68,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Tuesday,17-April-2018,12:49,SS,58,-,PL,2.3,PV,2.3,CL,104,+0,RL,104,SA,206,DS,103
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,73,103,31,29,38,11,8,25,7,7,0,0,0,96
,288,S,270,B,21,0,0,0,37,2,3,-,-,-,-,-,-,44
A=<77,B=#24
Tuesday,17-April-2018,12:49,SS,85M+,PL,1.4#,PV,1.3,CL,120,+0,RL,110,SA,313,DS,122
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,76,-,-,-,141,9,31,142,8,31,-,-,-,143
,196,S,310,A,49,86,8,13,55,5,8,60,6,8,-,-,-,89
,196,S,311,ABE,49,46,6,9,69,9,11,48,7,9,22,5,4,60
,196,S,312,D,47,19,4,3,32,6,5,65,10,12,26,4,3,64
,197,L,71,ABF,35,74,9,10,63,9,10,-,-,-,-,-,-,520
,197,L,72,ABF,35,53,6,6,49,7,7,-,-,-,-,-,-,400
A=<13,B=20,C=#25,D=28,E=18
Tuesday,17-April-2018,12:50,SS,6M+,PL,2.3,PV,2.3,CL,120,+0,RL,124,SA,15,DS,134
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,86,97,17,25,50,13,14,58,18,19,29,10,9,127
,183,S,21,B,33,0,0,0,125,7,15,60,6,6,-,-,-,112
,184,S,161,A,93,150,6,47,72,21,24,81,27,30,36,11,10,151
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,10
,183,S,183,B,33,0,0,0,125,7,15,-,-,-,-,-,-,112
,183,L,7,AC,86,97,17,25,-,-,-,-,-,-,-,-,-,1000
A=<43,B=40,C=#20
Tuesday,17-April-2018,12:50,SS,10M+,PL,1.2,PV,4.2,CL,120,+0,RL,113,SA,15,DS,134
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,79,37,11,10,32,10,8,23,7,6,-,-,-,68
,354,S,31,B,44,53,10,9,72,13,13,13,3,2,-,-,-,67
,182,S,34,A,87,35,9,9,30,10,9,-,-,-,-,-,-,45
,2,L,14,AD,71,35,3,8,32,10,10,-,-,-,-,-,-,1560
,2,L,15,AD,71,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Tuesday,17-April-2018,12:51,SS,58,-,PL,2.3,PV,2.3,CL,107,+0,RL,107,SA,206,DS,91
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,80,91,28,28,48,13,12,37,11,11,0,0,0,94
,288,S,270,B,21,52,4,4,52,4,4,-,-,-,-,-,-,42
A=<78,B=#24
Tuesday,17-April-2018,12:51,SS,85M+,PL,3.4#,PV,3.3,CL,120,+0,RL,121,SA,310,DS,122
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,40,-,-,-,134,8,16,112,10,13,-,-,-,138
,196,S,310,A,18,174,2,9,83,3,4,77,3,4,-,-,-,122
,196,S,311,ABE,42,26,5,4,59,8,8,56,6,9,39,7,6,61
,196,S,312,D,59,17,2,3,18,5,3,122,17,27,50,10,8,91
,197,L,71,ABF,50,49,7,10,74,9,16,-,-,-,-,-,-,580
,197,L,72,ABF,50,37,6,6,41,8,8,-,-,-,-,-,-,420
A=<15,B=20,C=#25,D=26,E=18
Tuesday,17-April-2018,12:52,SS,6M+,PL,2.3,PV,2.3,CL,120,+0,RL,126,SA,15,DS,134
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,86,143,8,37,39,9,11,83,30,28,20,6,6,130
,183,S,21,B,33,0,0,0,0,0,0,96,6,10,-,-,-,102
,184,S,161,A,97,145,8,48,54,17,19,84,31,32,33,10,9,148
,184,S,162,B,54,0,0,0,0,0,0,-,-,-,-,-,-,4
,183,S,183,B,33,0,0,0,0,0,0,-,-,-,-,-,-,59
,183,L,7,AC,86,143,8,37,-,-,-,-,-,-,-,-,-,1000
A=<43,B=40,C=#20
Tuesday,17-April-2018,12:52,SS,10M+,PL,1.2,PV,1.2,CL,120,+0,RL,123,SA,15,DS,134
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,77,108,10,27,69,9,18,68,10,16,-,-,-,85
,354,S,31,B,36,53,6,7,78,8,11,21,2,3,-,-,-,68
,182,S,34,A,78,17,5,4,21,7,6,-,-,-,-,-,-,32
,2,L,14,AD,32,22,2,2,0,0,0,-,-,-,-,-,-,900
,2,L,15,AD,32,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Tuesday,17-April-2018,12:52,SS,58,-,PL,2.3,PV,2.3,CL,105,+0,RL,101,SA,201,DS,63
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,82,73,22,23,32,10,8,15,5,5,0,0,0,86
,288,S,270,B,21,0,0,0,41,2,3,-,-,-,-,-,-,44
A=<77,B=#24
Tuesday,17-April-2018,12:53,SS,85M+,PL,3.4#,PV,1.3,CL,120,+0,RL,128,SA,310,DS,112
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,100,-,-,-,134,12,39,56,13,16,-,-,-,136
,196,S,310,A,42,48,5,6,62,7,8,80,5,10,-,-,-,112
,196,S,311,ABE,67,28,4,7,63,10,14,59,11,15,32,8,8,63
,196,S,312,D,30,32,4,3,45,4,4,149,7,17,52,5,4,122
,197,L,71,ABF,28,76,7,8,69,8,9,-,-,-,-,-,-,580
,197,L,72,ABF,28,48,3,5,77,7,8,-,-,-,-,-,-,400
A=<15,B=20,C=#25,D=26,E=18
Tuesday,17-April-2018,12:54,SS,6M+,PL,2.3,PV,5.3,CL,120,+0,RL,116,SA,20,DS,77
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,85,77,10,20,44,10,12,53,14,18,19,6,6,103
,183,S,21,B,34,92,11,10,129,11,16,111,10,12,-,-,-,117
,184,S,161,A,61,117,15,24,83,16,18,91,18,22,32,5,6,134
,184,S,162,B,42,7,2,1,19,3,3,-,-,-,-,-,-,9
,183,S,183,B,34,92,11,10,129,11,16,-,-,-,-,-,-,86
,183,L,7,AC,85,77,10,20,-,-,-,-,-,-,-,-,-,800
A=<43,B=40,C=#20
Tuesday,17-April-2018,12:54,SS,10M+,PL,3.2,PV,3.2,CL,120,+0,RL,112,SA,20,DS,77
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,84,51,9,14,37,8,10,28,8,7,-,-,-,67
,354,S,31,B,36,52,5,7,73,8,10,31,3,4,-,-,-,74
,182,S,34,A,75,24,6,5,49,14,13,-,-,-,-,-,-,37
,2,L,14,AD,86,53,7,15,70,25,27,-,-,-,-,-,-,1760
,2,L,15,AD,86,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Tuesday,17-April-2018,12:54,SS,58,-,PL,2.3,PV,2.3,CL,105,+0,RL,105,SA,206,DS,101
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,87,101,30,33,45,12,12,24,8,8,0,0,0,90
,288,S,270,B,22,103,7,7,85,5,6,-,-,-,-,-,-,71
A=<77,B=#24
Tuesday,17-April-2018,12:55,SS,85M+,PL,1.4#,PV,1.4,CL,120,+0,RL,123,SA,110,DS,121
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,76,-,-,-,141,7,31,90,11,20,-,-,-,137
,196,S,310,A,42,0,0,0,48,6,6,52,5,6,-,-,-,88
,196,S,311,ABE,41,15,3,2,46,7,6,48,7,7,31,5,5,55
,196,S,312,D,52,60,8,9,17,3,3,127,12,25,78,9,11,133
,197,L,71,ABF,36,68,7,10,83,5,13,-,-,-,-,-,-,640
,197,L,72,ABF,36,50,6,6,59,8,8,-,-,-,-,-,-,400
A=<13,B=20,C=#25,D=28,E=18
Tuesday,17-April-2018,12:56,SS,6M+,PL,2.3,PV,6.3,CL,120,+0,RL,114,SA,20,DS,95
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,86,95,8,25,54,14,15,66,20,22,17,6,5,100
,183,S,21,B,33,31,3,3,137,6,16,49,6,5,-,-,-,125
,184,S,161,A,105,63,10,23,33,11,13,60,22,25,18,5,6,99
,184,S,162,B,12,29,2,1,0,0,0,-,-,-,-,-,-,19
,183,S,183,B,33,31,3,3,137,6,16,-,-,-,-,-,-,104
,183,L,7,AC,86,95,8,25,-,-,-,-,-,-,-,-,-,780
A=<43,B=40,C=#20
Tuesday,17-April-2018,12:56,SS,10M+,PL,3.2,PV,4.2,CL,120,+0,RL,108,SA,20,DS,95
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,84,38,12,10,0,0,0,19,6,5,-,-,-,58
,354,S,31,B,36,82,10,11,90,10,13,13,2,2,-,-,-,82
,182,S,34,A,73,15,4,3,41,12,10,-,-,-,-,-,-,39
,2,L,14,AD,70,56,6,13,61,19,19,-,-,-,-,-,-,2160
,2,L,15,AD,70,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Tuesday,17-April-2018,12:56,SS,58,-,PL,2.3,PV,2.3,CL,106,+0,RL,97,SA,201,DS,96
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,83,65,20,21,56,15,14,32,10,10,0,0,0,79
,288,S,270,B,21,0,0,0,36,2,2,-,-,-,-,-,-,59
A=<77,B=#24
Tuesday,17-April-2018,12:57,SS,85M+,PL,1.4#,PV,1.3,CL,120,+0,RL,112,SA,313,DS,136
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,78,-,-,-,138,13,31,65,8,14,-,-,-,138
,196,S,310,A,42,0,0,0,48,6,6,52,5,6,-,-,-,58
,196,S,311,ABE,41,15,3,2,46,7,6,48,7,7,31,5,5,51
,196,S,312,D,52,60,8,9,17,3,3,127,12,25,78,9,11,132
,197,L,71,ABF,32,75,9,9,64,7,9,-,-,-,-,-,-,580
,197,L,72,ABF,32,74,6,8,42,4,5,-,-,-,-,-,-,400
A=<13,B=20,C=#25,D=28,E=18
Tuesday,17-April-2018,12:58,SS,58,-,PL,2.3,PV,2.3,CL,105,+0,RL,94,SA,201,DS,77
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,72,21,23,50,14,13,39,12,12,0,0,0,76
,288,S,270,B,21,0,0,0,0,0,0,-,-,-,-,-,-,35
A=<77,B=#24
Tuesday,17-April-2018,12:58,SS,6M+,PL,2.3,PV,3.3,CL,120,+0,RL,120,SA,20,DS,151
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,86,151,3,39,42,11,12,60,18,20,28,8,9,116
,183,S,21,B,33,31,3,3,91,5,11,16,3,2,-,-,-,115
,184,S,161,A,80,152,3,41,92,8,27,96,23,30,57,12,13,115
,184,S,162,B,28,16,2,1,0,0,0,-,-,-,-,-,-,21
,183,S,183,B,33,31,3,3,91,5,11,-,-,-,-,-,-,115
,183,L,7,AC,86,151,3,39,-,-,-,-,-,-,-,-,-,900
A=<43,B=40,C=#20
Tuesday,17-April-2018,12:58,SS,10M+,PL,3.2,PV,3.2,CL,120,+0,RL,102,SA,20,DS,151
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,84,71,11,19,0,0,0,58,9,15,-,-,-,56
,354,S,31,B,46,70,11,12,68,10,12,22,3,4,-,-,-,77
,182,S,34,A,75,20,6,4,28,9,7,-,-,-,-,-,-,37
,2,L,14,AD,65,43,10,9,45,12,13,-,-,-,-,-,-,2260
,2,L,15,AD,65,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Tuesday,17-April-2018,12:59,SS,85M+,PL,1.4#,PV,1.3,CL,120,+0,RL,108,SA,110,DS,130
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,56,-,-,-,136,10,22,71,8,11,-,-,-,138
,196,S,310,A,37,59,6,7,132,10,15,135,7,14,-,-,-,89
,196,S,311,ABE,37,23,2,3,73,6,9,54,5,7,66,7,9,59
,196,S,312,D,55,30,4,5,37,5,7,133,12,28,36,6,6,130
,197,L,71,ABF,38,62,9,9,37,6,6,-,-,-,-,-,-,520
,197,L,72,ABF,38,42,5,5,57,7,8,-,-,-,-,-,-,380
A=<13,B=20,C=#25,D=28,E=18
Tuesday,17-April-2018,12:59,SS,58,-,PL,2.3,PV,2.3,CL,102,+0,RL,88,SA,201,DS,65
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,85,59,20,19,33,10,9,48,16,15,0,0,0,65
,288,S,270,B,21,53,3,4,51,3,3,-,-,-,-,-,-,32
A=<76,B=#24
Tuesday,17-April-2018,13:00,SS,6M+,PL,2.3,PV,2.3,CL,120,+0,RL,129,SA,20,DS,150
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,87,150,4,40,64,10,18,56,19,19,17,7,5,138
,183,S,21,B,33,118,3,13,145,3,17,70,9,8,-,-,-,125
,184,S,161,A,108,150,4,55,73,8,28,51,22,22,22,8,7,132
,184,S,162,B,38,9,2,1,0,0,0,-,-,-,-,-,-,16
,183,S,183,B,33,118,3,13,145,3,17,-,-,-,-,-,-,125
,183,L,7,AC,87,150,4,40,-,-,-,-,-,-,-,-,-,1080
A=<43,B=40,C=#20
Tuesday,17-April-2018,13:00,SS,10M+,PL,3.2,PV,3.2,CL,120,+0,RL,102,SA,20,DS,150
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,73,54,10,13,0,0,0,18,5,4,-,-,-,56
,354,S,31,B,40,36,6,5,52,8,8,18,2,3,-,-,-,66
,182,S,34,A,81,38,11,9,50,15,14,-,-,-,-,-,-,41
,2,L,14,AD,65,39,8,9,52,11,15,-,-,-,-,-,-,1900
,2,L,15,AD,65,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Tuesday,17-April-2018,13:01,SS,85M+,PL,2.4#,PV,2.3,CL,120,+0,RL,112,SA,313,DS,149
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,82,-,-,-,0,0,0,80,11,19,-,-,-,111
,196,S,310,A,39,62,5,7,88,8,10,91,6,10,-,-,-,97
,196,S,311,ABE,39,24,3,4,55,6,7,69,10,10,49,7,7,66
,196,S,312,D,42,31,5,4,25,4,3,54,9,9,50,9,6,96
,197,L,71,ABF,38,62,9,9,37,6,6,-,-,-,-,-,-,460
,197,L,72,ABF,38,42,5,5,57,7,8,-,-,-,-,-,-,380
A=<14,B=20,C=#25,D=27,E=18
Tuesday,17-April-2018,13:01,SS,58,-,PL,2.3,PV,2.3,CL,96,+0,RL,86,SA,200,DS,80
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,65,20,21,26,8,7,35,11,11,0,0,0,65
,288,S,270,B,21,0,0,0,0,0,0,-,-,-,-,-,-,17
A=<75,B=#24
Tuesday,17-April-2018,13:02,SS,6M+,PL,2.3,PV,1.3,CL,120,+0,RL,135,SA,20,DS,151
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,66,151,2,30,38,9,8,50,16,13,23,7,6,151
,183,S,21,B,33,39,4,4,0,0,0,64,7,7,-,-,-,97
,184,S,161,A,81,133,12,37,49,14,14,57,20,18,25,7,6,143
,184,S,162,B,40,23,4,3,17,3,2,-,-,-,-,-,-,17
,183,S,183,B,33,39,4,4,0,0,0,-,-,-,-,-,-,85
,183,L,7,AC,66,151,2,30,-,-,-,-,-,-,-,-,-,1060
A=<43,B=40,C=#20
Tuesday,17-April-2018,13:02,SS,10M+,PL,4.2,PV,4.2,CL,120,+0,RL,102,SA,20,DS,151
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,80,43,13,11,0,0,0,30,8,8,-,-,-,53
,354,S,31,B,47,62,10,11,90,15,17,17,3,3,-,-,-,73
,182,S,34,A,66,29,6,5,38,8,9,-,-,-,-,-,-,40
,2,L,14,AD,65,0,0,0,36,11,10,-,-,-,-,-,-,1300
,2,L,15,AD,65,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Tuesday,17-April-2018,13:03,SS,58,-,PL,2.3,PV,2.3,CL,89,+0,RL,82,SA,201,DS,42
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,81,62,20,19,32,9,8,60,17,18,0,0,0,62
,288,S,270,B,16,51,3,3,43,2,2,-,-,-,-,-,-,35
A=<75,B=#22
Tuesday,17-April-2018,13:03,SS,85M+,PL,2.4#,PV,2.4,CL,120,+0,RL,111,SA,313,DS,149
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,54,-,-,-,0,0,0,60,7,9,-,-,-,83
,196,S,310,A,54,13,3,2,54,3,9,53,2,8,-,-,-,84
,196,S,311,ABE,54,26,6,5,61,10,11,29,5,6,20,3,4,66
,196,S,312,D,49,29,3,4,44,6,7,73,14,14,40,7,6,80
,197,L,71,ABF,24,146,4,14,141,7,15,-,-,-,-,-,-,620
,197,L,72,ABF,24,135,6,11,46,4,4,-,-,-,-,-,-,400
A=<14,B=20,C=#25,D=27,E=18
Tuesday,17-April-2018,13:04,SS,6M+,PL,1.3,PV,1.3,CL,120,+0,RL,135,SA,20,DS,151
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,66,151,2,30,38,9,8,50,16,13,23,7,6,151
,183,S,21,B,33,39,4,4,0,0,0,64,7,7,-,-,-,82
,184,S,161,A,92,151,3,47,48,13,16,64,23,23,32,9,9,145
,184,S,162,B,13,33,2,1,0,0,0,-,-,-,-,-,-,24
,183,S,183,B,33,39,4,4,0,0,0,-,-,-,-,-,-,62
,183,L,7,AC,66,151,2,30,-,-,-,-,-,-,-,-,-,960
A=<45,B=38,C=#20
Tuesday,17-April-2018,13:04,SS,10M+,PL,4.2,PV,4.2,CL,120,+0,RL,101,SA,20,DS,151
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,73,39,8,9,0,0,0,61,5,14,-,-,-,54
,354,S,31,B,47,51,9,9,72,11,13,0,0,0,-,-,-,74
,182,S,34,A,61,40,7,7,34,7,7,-,-,-,-,-,-,42
,2,L,14,AD,71,17,4,4,35,11,11,-,-,-,-,-,-,1160
,2,L,15,AD,71,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Tuesday,17-April-2018,13:04,SS,58,-,PL,2.3,PV,2.3,CL,91,+0,RL,79,SA,200,DS,109
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,80,79,24,24,41,10,10,51,15,15,0,0,0,70
,288,S,270,B,21,0,0,0,24,2,2,-,-,-,-,-,-,28
A=<74,B=#24
Tuesday,17-April-2018,13:05,SS,85M+,PL,8.4#,PV,8.4,CL,120,+0,RL,122,SA,313,DS,138
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,75,-,-,-,0,0,0,78,10,17,-,-,-,73
,196,S,310,A,17,76,3,4,0,0,0,179,3,9,-,-,-,118
,196,S,311,ABE,42,42,2,7,142,5,19,51,6,8,9,2,1,99
,196,S,312,D,44,21,3,3,15,3,2,72,13,12,37,6,5,68
,197,L,71,ABF,66,37,7,10,57,8,17,-,-,-,-,-,-,740
,197,L,72,ABF,66,26,5,6,19,6,5,-,-,-,-,-,-,380
A=<22,B=20,C=#25,D=20,E=17
Tuesday,17-April-2018,13:06,SS,6M+,PL,1.3,PV,2.3,CL,120,+0,RL,122,SA,15,DS,133
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,67,77,11,16,44,11,10,43,13,11,5,2,1,118
,183,S,21,B,31,54,7,5,94,7,10,61,7,6,-,-,-,78
,184,S,161,A,108,60,15,22,77,26,30,68,30,29,23,8,7,114
,184,S,162,B,27,18,2,2,0,0,0,-,-,-,-,-,-,24
,183,S,183,B,31,54,7,5,94,7,10,-,-,-,-,-,-,64
,183,L,7,AC,67,77,11,16,-,-,-,-,-,-,-,-,-,720
A=<45,B=38,C=#20
Tuesday,17-April-2018,13:06,SS,10M+,PL,4.2,PV,4.2,CL,120,+0,RL,101,SA,15,DS,133
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,73,39,8,9,23,6,6,18,6,4,-,-,-,47
,354,S,31,B,53,140,9,27,92,13,19,41,4,8,-,-,-,107
,182,S,34,A,89,32,8,8,40,6,12,-,-,-,-,-,-,40
,2,L,14,AD,64,40,5,9,49,14,14,-,-,-,-,-,-,1300
,2,L,15,AD,64,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Tuesday,17-April-2018,13:06,SS,58,-,PL,2.3,PV,2.3,CL,97,+0,RL,88,SA,201,DS,127
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,68,95,24,25,38,8,8,60,13,15,0,0,0,82
,288,S,270,B,21,0,0,0,0,0,0,-,-,-,-,-,-,19
A=<75,B=#24
Tuesday,17-April-2018,13:07,SS,85M+,PL,8.4#,PV,7.4,CL,120,+0,RL,129,SA,310,DS,125
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,80,-,-,-,0,0,0,143,8,33,-,-,-,103
,196,S,310,A,36,115,8,12,120,9,13,101,9,10,-,-,-,125
,196,S,311,ABE,58,21,4,5,47,6,9,65,10,14,33,7,7,90
,196,S,312,D,42,36,2,4,48,6,7,138,8,22,38,5,5,102
,197,L,71,ABF,74,43,10,12,62,13,20,-,-,-,-,-,-,880
,197,L,72,ABF,74,14,3,4,27,7,8,-,-,-,-,-,-,360
A=<22,B=20,C=#25,D=20,E=17
Tuesday,17-April-2018,13:07,SS,58,-,PL,2.3,PV,2.3,CL,108,+0,RL,86,SA,200,DS,89
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,70,62,16,17,40,9,9,45,12,12,0,0,0,77
,288,S,270,B,21,43,2,3,0,0,0,-,-,-,-,-,-,25
A=<78,B=#24
Tuesday,17-April-2018,13:08,SS,6M+,PL,2.3,PV,2.3,CL,120,+0,RL,112,SA,170,DS,177
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,67,77,11,16,44,11,10,43,13,11,5,2,1,93
,183,S,21,B,31,54,7,5,94,7,10,61,7,6,-,-,-,87
,184,S,161,A,81,63,12,17,79,19,23,85,24,27,55,12,13,97
,184,S,162,B,38,10,2,1,11,2,1,-,-,-,-,-,-,18
,183,S,183,B,31,54,7,5,94,7,10,-,-,-,-,-,-,82
,183,L,7,AC,67,77,11,16,-,-,-,-,-,-,-,-,-,580
A=<43,B=40,C=#20
Tuesday,17-April-2018,13:08,SS,10M+,PL,4.2,PV,4.2,CL,120,+0,RL,101,SA,170,DS,177
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,67,57,10,12,47,10,10,52,8,11,-,-,-,52
,354,S,31,B,48,60,9,11,44,9,8,9,2,2,-,-,-,89
,182,S,34,A,83,33,8,8,41,10,12,-,-,-,-,-,-,40
,2,L,14,AD,72,25,6,6,45,14,14,-,-,-,-,-,-,1500
,2,L,15,AD,72,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Tuesday,17-April-2018,13:09,SS,85M+,PL,2.4#,PV,2.4,CL,120,+0,RL,131,SA,405,DS,151
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,71,-,-,-,0,0,0,63,5,13,-,-,-,93
,196,S,310,A,61,47,7,9,42,5,8,49,7,9,-,-,-,101
,196,S,311,ABE,61,0,0,0,37,8,7,33,7,7,0,0,0,69
,196,S,312,D,43,15,2,2,75,8,10,102,10,17,42,5,5,107
,197,L,71,ABF,35,69,9,9,69,10,11,-,-,-,-,-,-,920
,197,L,72,ABF,35,69,8,8,33,3,4,-,-,-,-,-,-,360
A=<14,B=20,C=#25,D=27,E=18
Tuesday,17-April-2018,13:09,SS,58,-,PL,2.3,PV,2.3,CL,106,+0,RL,100,SA,206,DS,94
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
