Strategic,Monitor,On,Tuesday,17-April-2018,filename:CCITY_20180417

Tuesday,17-April-2018,00:00,SS,85M+,PL,5.4,PV,6.4,CL,100,+0,RL,90,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,2,L,15,AD,70,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Tuesday,17-April-2018,00:56,SS,58M+,PL,1.3,PV,1.3,CL,99,+0,RL,76,SA,201,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,89,5,2,2,0,0,0,10,4,3,0,0,0,11
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<85,B=#15
Tuesday,17-April-2018,00:57,SS,85M+,PL,2.4,PV,2.3,CL,108,+0,RL,100,SA,151,DS,95
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,117,-,-,-,95,3,32,0,0,0,-,-,-,97
,196,S,310,A,57,20,3,3,36,7,6,24,5,4,-,-,-,31
,196,S,311,ABE,57,16,3,4,19,5,4,8,2,2,7,2,1,17
,196,S,312,D,31,27,2,2,11,2,1,19,3,2,9,2,1,30
,197,L,71,ABF,50,16,5,3,26,7,6,-,-,-,-,-,-,320
,197,L,72,ABF,50,18,4,3,23,2,4,-,-,-,-,-,-,220
A=<12,B=20,C=#25,D=27,E=18
Tuesday,17-April-2018,00:57,SS,6M+,PL,4.3,PV,7.3,CL,94,-2,RL,86,SA,20,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,87,27,5,7,11,4,3,5,2,2,0,0,0,19
,183,S,21,B,24,15,2,1,10,2,1,0,0,0,-,-,-,16
,184,S,161,A,47,12,2,2,12,2,2,0,0,0,0,0,0,10
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,24,15,2,1,10,2,1,-,-,-,-,-,-,16
,183,L,7,AC,87,27,5,7,-,-,-,-,-,-,-,-,-,140
A=<35,B=44,C=#20
Tuesday,17-April-2018,00:57,SS,10M+,PL,1.3,PV,1.3,CL,94,-3,RL,79,SA,20,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,105,8,4,3,6,3,2,6,3,2,-,-,-,9
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,10
,182,S,34,A,98,0,0,0,0,0,0,-,-,-,-,-,-,13
,2,L,14,AD,95,4,2,1,8,4,3,-,-,-,-,-,-,360
,2,L,15,AD,95,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Tuesday,17-April-2018,00:57,SS,58M+,PL,1.3,PV,1.3,CL,94,+0,RL,79,SA,201,DS,11
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,113,0,0,0,0,0,0,9,4,4,0,0,0,10
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<86,B=#13
Tuesday,17-April-2018,00:59,SS,85M+,PL,1.4,PV,1.3,CL,105,-2,RL,97,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,90,-,-,-,90,4,23,0,0,0,-,-,-,93
,196,S,310,A,51,20,3,3,9,2,1,9,2,1,-,-,-,26
,196,S,311,ABE,51,0,0,0,30,6,5,7,2,1,7,2,1,24
,196,S,312,D,21,0,0,0,19,2,1,9,2,1,0,0,0,25
,197,L,71,ABF,38,7,2,1,8,2,1,-,-,-,-,-,-,160
,197,L,72,ABF,38,31,4,4,0,0,0,-,-,-,-,-,-,180
A=<10,B=20,C=#25,D=28,E=18
Tuesday,17-April-2018,00:59,SS,6M+,PL,4.3,PV,4.3,CL,86,+0,RL,86,SA,20,DS,6
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,79,5,2,1,6,2,2,0,0,0,0,0,0,14
,183,S,21,B,30,28,4,3,33,4,4,0,0,0,-,-,-,24
,184,S,161,A,99,7,2,2,10,3,4,0,0,0,0,0,0,10
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,30,28,4,3,33,4,4,-,-,-,-,-,-,24
,183,L,7,AC,79,5,2,1,-,-,-,-,-,-,-,-,-,100
A=<33,B=44,C=#20
Tuesday,17-April-2018,00:59,SS,10M+,PL,1.3,PV,1.2,CL,86,+0,RL,79,SA,20,DS,6
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,105,8,4,3,6,3,2,6,3,2,-,-,-,8
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,4
,182,S,34,A,34,0,0,0,0,0,0,-,-,-,-,-,-,5
,2,L,14,AD,103,20,4,7,18,6,8,-,-,-,-,-,-,860
,2,L,15,AD,103,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Tuesday,17-April-2018,00:59,SS,58M+,PL,1.3,PV,1.3,CL,86,-2,RL,79,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,85,13,5,4,0,0,0,8,3,3,0,0,0,11
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<86,B=#12
Tuesday,17-April-2018,01:00,SS,6M+,PL,4.3,PV,3.3,CL,88,+0,RL,86,SA,23,DS,150
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,81,6,2,1,9,3,2,5,2,2,0,0,0,12
,183,S,21,B,22,0,0,0,0,0,0,10,2,1,-,-,-,19
,184,S,161,A,84,0,0,0,8,3,2,9,4,3,6,2,1,10
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,22,0,0,0,0,0,0,-,-,-,-,-,-,14
,183,L,7,AC,81,6,2,1,-,-,-,-,-,-,-,-,-,80
A=<33,B=44,C=#20
Tuesday,17-April-2018,01:00,SS,10M+,PL,4.3,PV,4.2,CL,88,+0,RL,74,SA,23,DS,150
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,63,0,0,0,0,0,0,0,0,0,-,-,-,4
,354,S,31,B,17,0,0,0,25,2,2,0,0,0,-,-,-,11
,182,S,34,A,85,0,0,0,11,4,3,-,-,-,-,-,-,5
,2,L,14,AD,68,13,4,3,10,3,3,-,-,-,-,-,-,800
,2,L,15,AD,68,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Tuesday,17-April-2018,01:00,SS,58M+,PL,1.3,PV,1.3,CL,88,+0,RL,74,SA,201,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,89,5,2,2,0,0,0,5,2,2,0,0,0,9
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<85,B=#13
Tuesday,17-April-2018,01:01,SS,85M+,PL,1.3,PV,5.3,CL,100,+0,RL,93,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,62,-,-,-,25,5,4,7,2,1,-,-,-,62
,196,S,310,A,88,4,2,1,16,3,4,14,5,4,-,-,-,22
,196,S,311,ABE,88,5,2,2,18,7,5,15,6,5,0,0,0,22
,196,S,312,D,30,0,0,0,19,3,2,25,2,3,0,0,0,23
,197,L,71,ABF,56,9,3,2,9,3,2,-,-,-,-,-,-,140
,197,L,72,ABF,56,29,7,6,13,4,3,-,-,-,-,-,-,220
A=<9,B=20,C=#25,D=28,E=18
Tuesday,17-April-2018,01:02,SS,6M+,PL,3.3,PV,3.3,CL,86,+0,RL,71,SA,24,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,38,0,0,0,0,0,0,8,2,1,0,0,0,8
,183,S,21,B,23,0,0,0,17,2,1,0,0,0,-,-,-,18
,184,S,161,A,81,0,0,0,0,0,0,5,2,2,0,0,0,7
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,23,0,0,0,17,2,1,-,-,-,-,-,-,15
,183,L,7,AC,38,0,0,0,-,-,-,-,-,-,-,-,-,20
A=<35,B=42,C=#20
Tuesday,17-April-2018,01:02,SS,10M+,PL,4.3,PV,3.2,CL,86,+0,RL,71,SA,24,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,70,18,7,4,15,6,3,5,2,1,-,-,-,10
,354,S,31,B,15,0,0,0,17,2,1,0,0,0,-,-,-,16
,182,S,34,A,25,12,2,1,22,3,2,-,-,-,-,-,-,14
,2,L,14,AD,29,0,0,0,0,0,0,-,-,-,-,-,-,500
,2,L,15,AD,29,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Tuesday,17-April-2018,01:02,SS,58M-,PL,1.3,PV,1.3,CL,86,+0,RL,71,SA,201,DS,86
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,76,18,6,5,6,2,1,9,3,3,0,0,0,13
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<85,B=#13
Tuesday,17-April-2018,01:02,SS,85M+,PL,2.3,PV,2.3,CL,100,+0,RL,90,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,95,-,-,-,54,6,15,0,0,0,-,-,-,52
,196,S,310,A,42,17,2,2,41,5,5,23,3,3,-,-,-,28
,196,S,311,ABE,42,0,0,0,29,5,4,17,3,3,13,2,2,26
,196,S,312,D,29,0,0,0,18,2,2,11,3,1,0,0,0,21
,197,L,71,ABF,85,13,6,4,11,6,4,-,-,-,-,-,-,180
,197,L,72,ABF,85,18,5,5,10,4,3,-,-,-,-,-,-,260
A=<10,B=20,C=#25,D=27,E=18
Tuesday,17-April-2018,01:03,SS,6M+,PL,3.3,PV,2.3,CL,86,+0,RL,86,SA,20,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,67,16,4,3,14,4,3,10,3,3,0,0,0,12
,183,S,21,B,29,11,2,1,20,3,2,22,3,2,-,-,-,18
,184,S,161,A,89,11,4,3,16,6,5,9,4,3,0,0,0,11
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,29,11,2,1,20,3,2,-,-,-,-,-,-,15
,183,L,7,AC,67,16,4,3,-,-,-,-,-,-,-,-,-,60
A=<35,B=42,C=#20
Tuesday,17-April-2018,01:03,SS,10M+,PL,3.3,PV,3.3,CL,86,+0,RL,70,SA,20,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,70,18,7,4,15,6,3,5,2,1,-,-,-,14
,354,S,31,B,17,15,2,1,21,3,1,0,0,0,-,-,-,21
,182,S,34,A,87,0,0,0,0,0,0,-,-,-,-,-,-,10
,2,L,14,AD,70,0,0,0,15,6,5,-,-,-,-,-,-,360
,2,L,15,AD,70,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Tuesday,17-April-2018,01:03,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,70,SA,200,DS,7
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,89,4,2,1,4,2,1,7,3,2,0,0,0,10
,288,S,270,B,12,0,0,0,49,2,2,-,-,-,-,-,-,22
A=<63,B=#32
Tuesday,17-April-2018,01:04,SS,85M+,PL,2.3,PV,7.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,76,-,-,-,0,0,0,0,0,0,-,-,-,23
,196,S,310,A,46,25,3,3,33,5,5,32,4,4,-,-,-,32
,196,S,311,ABE,46,0,0,0,14,3,2,19,4,3,0,0,0,22
,196,S,312,D,28,0,0,0,12,2,1,25,2,3,0,0,0,23
,197,L,71,ABF,45,21,5,4,17,5,3,-,-,-,-,-,-,220
,197,L,72,ABF,45,19,4,3,11,3,2,-,-,-,-,-,-,240
A=<10,B=20,C=#25,D=27,E=18
Tuesday,17-April-2018,01:05,SS,6M+,PL,3.3,PV,3.3,CL,86,+0,RL,86,SA,20,DS,7
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,58,7,2,1,7,2,1,7,2,2,0,0,0,10
,183,S,21,B,25,19,2,2,11,2,1,11,2,1,-,-,-,20
,184,S,161,A,83,8,3,2,9,3,3,5,2,2,0,0,0,10
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,25,19,2,2,11,2,1,-,-,-,-,-,-,19
,183,L,7,AC,58,7,2,1,-,-,-,-,-,-,-,-,-,60
A=<35,B=42,C=#20
Tuesday,17-April-2018,01:05,SS,10M+,PL,3.3,PV,1.3,CL,86,+0,RL,69,SA,20,DS,7
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,67,12,4,3,12,4,3,5,2,1,-,-,-,15
,354,S,31,B,17,8,2,1,13,2,1,0,0,0,-,-,-,17
,182,S,34,A,51,0,0,0,11,3,2,-,-,-,-,-,-,10
,2,L,14,AD,58,0,0,0,6,2,2,-,-,-,-,-,-,260
,2,L,15,AD,58,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Tuesday,17-April-2018,01:05,SS,58M+,PL,4.3,PV,3.3,CL,86,+0,RL,69,SA,200,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,72,8,3,2,6,2,1,8,3,2,0,0,0,10
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,16
A=<65,B=#30
Tuesday,17-April-2018,01:06,SS,85M+,PL,8.3,PV,8.3,CL,100,+0,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,103,-,-,-,0,0,0,0,0,0,-,-,-,12
,196,S,310,A,48,33,4,5,26,4,4,15,2,2,-,-,-,35
,196,S,311,ABE,48,0,0,0,53,9,8,22,4,4,0,0,0,37
,196,S,312,D,21,16,2,1,17,2,1,13,2,1,0,0,0,20
,197,L,71,ABF,52,13,4,3,9,3,2,-,-,-,-,-,-,220
,197,L,72,ABF,52,33,6,6,13,3,3,-,-,-,-,-,-,260
A=<18,B=20,C=#25,D=20,E=17
Tuesday,17-April-2018,01:06,SS,6M+,PL,3.3,PV,1.3,CL,86,+0,RL,86,SA,20,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,60,10,2,2,15,4,3,6,2,1,0,0,0,13
,183,S,21,B,22,0,0,0,14,2,1,0,0,0,-,-,-,17
,184,S,161,A,85,0,0,0,17,6,5,14,6,5,0,0,0,14
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,22,0,0,0,14,2,1,-,-,-,-,-,-,17
,183,L,7,AC,60,10,2,2,-,-,-,-,-,-,-,-,-,80
A=<35,B=42,C=#20
Tuesday,17-April-2018,01:06,SS,10M+,PL,3.3,PV,3.3,CL,86,+0,RL,69,SA,20,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,67,12,4,3,12,4,3,5,2,1,-,-,-,13
,354,S,31,B,16,20,3,1,0,0,0,0,0,0,-,-,-,18
,182,S,34,A,24,0,0,0,0,0,0,-,-,-,-,-,-,4
,2,L,14,AD,58,7,2,1,8,3,2,-,-,-,-,-,-,300
,2,L,15,AD,58,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Tuesday,17-April-2018,01:06,SS,58M+,PL,1.3,PV,1.3,CL,86,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,77,12,4,4,0,0,0,12,4,4,0,0,0,10
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,11
A=<76,B=#21
Tuesday,17-April-2018,01:07,SS,85M+,PL,8.3,PV,8.3,CL,100,+0,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,85,-,-,-,0,0,0,0,0,0,-,-,-,0
,196,S,310,A,79,10,3,2,30,8,7,9,3,2,-,-,-,32
,196,S,311,ABE,79,0,0,0,17,6,4,8,3,2,0,0,0,29
,196,S,312,D,23,0,0,0,0,0,0,30,4,3,0,0,0,25
,197,L,71,ABF,50,22,6,4,24,5,5,-,-,-,-,-,-,260
,197,L,72,ABF,50,24,5,4,10,2,2,-,-,-,-,-,-,240
A=<18,B=20,C=#25,D=20,E=17
Tuesday,17-April-2018,01:08,SS,6M+,PL,3.3,PV,3.3,CL,86,+0,RL,86,SA,20,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,65,15,4,3,10,3,2,12,4,3,0,0,0,13
,183,S,21,B,27,13,2,1,26,3,2,12,2,1,-,-,-,21
,184,S,161,A,85,10,4,3,19,7,6,12,5,4,0,0,0,16
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,27,13,2,1,26,3,2,-,-,-,-,-,-,21
,183,L,7,AC,65,15,4,3,-,-,-,-,-,-,-,-,-,80
A=<35,B=42,C=#20
Tuesday,17-April-2018,01:08,SS,10M+,PL,3.3,PV,3.2,CL,86,+0,RL,69,SA,20,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,70,5,2,1,5,2,1,0,0,0,-,-,-,9
,354,S,31,B,21,33,4,3,9,2,1,0,0,0,-,-,-,24
,182,S,34,A,15,7,2,0,0,0,0,-,-,-,-,-,-,6
,2,L,14,AD,67,10,3,2,19,5,6,-,-,-,-,-,-,500
,2,L,15,AD,67,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Tuesday,17-April-2018,01:08,SS,58M+,PL,1.3,PV,1.3,CL,86,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,5,2,2,0,0,0,0,0,0,0,0,0,8
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<78,B=#19
Tuesday,17-April-2018,01:09,SS,85M+,PL,2.3,PV,2.3,CL,100,+0,RL,87,SA,151,DS,100
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,102,-,-,-,100,2,30,0,0,0,-,-,-,45
,196,S,310,A,60,25,3,4,18,4,3,20,4,3,-,-,-,28
,196,S,311,ABE,60,0,0,0,11,3,2,14,3,3,13,3,3,24
,196,S,312,D,23,0,0,0,0,0,0,14,2,1,0,0,0,20
,197,L,71,ABF,60,12,4,3,10,4,3,-,-,-,-,-,-,240
,197,L,72,ABF,60,11,3,2,8,2,2,-,-,-,-,-,-,200
A=<10,B=20,C=#25,D=27,E=18
Tuesday,17-April-2018,01:09,SS,6M+,PL,3.3,PV,4.3,CL,86,+0,RL,86,SA,20,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,59,0,0,0,0,0,0,8,2,2,0,0,0,12
,183,S,21,B,29,34,4,3,33,3,3,0,0,0,-,-,-,27
,184,S,161,A,85,0,0,0,0,0,0,0,0,0,0,0,0,10
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,29,34,4,3,33,3,3,-,-,-,-,-,-,27
,183,L,7,AC,59,0,0,0,-,-,-,-,-,-,-,-,-,60
A=<35,B=42,C=#20
Tuesday,17-April-2018,01:09,SS,10M+,PL,4.3,PV,4.2,CL,86,+0,RL,69,SA,20,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,62,12,4,2,9,3,2,0,0,0,-,-,-,10
,354,S,31,B,25,30,4,3,47,4,5,0,0,0,-,-,-,36
,182,S,34,A,11,0,0,0,0,0,0,-,-,-,-,-,-,2
,2,L,14,AD,63,7,2,1,10,3,3,-,-,-,-,-,-,500
,2,L,15,AD,63,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Tuesday,17-April-2018,01:09,SS,58M+,PL,1.3,PV,1.3,CL,86,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,85,0,0,0,6,2,2,7,3,2,0,0,0,7
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<80,B=#17
Tuesday,17-April-2018,01:10,SS,6M+,PL,3.3,PV,3.3,CL,86,+0,RL,69,SA,26,DS,11
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,57,0,0,0,0,0,0,11,2,2,0,0,0,11
,183,S,21,B,22,0,0,0,13,2,1,0,0,0,-,-,-,23
,184,S,161,A,85,0,0,0,0,0,0,5,2,2,0,0,0,6
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,22,0,0,0,13,2,1,-,-,-,-,-,-,23
,183,L,7,AC,57,0,0,0,-,-,-,-,-,-,-,-,-,20
A=<35,B=42,C=#20
Tuesday,17-April-2018,01:10,SS,10M+,PL,4.3,PV,2.2,CL,86,+0,RL,69,SA,26,DS,11
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,62,12,4,2,9,3,2,0,0,0,-,-,-,10
,354,S,31,B,15,12,2,1,0,0,0,0,0,0,-,-,-,28
,182,S,34,A,87,8,2,2,11,4,3,-,-,-,-,-,-,6
,2,L,14,AD,62,6,2,1,5,2,1,-,-,-,-,-,-,400
,2,L,15,AD,62,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Tuesday,17-April-2018,01:10,SS,58M+,PL,1.3,PV,1.3,CL,86,+0,RL,69,SA,201,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,85,6,2,2,0,0,0,5,2,2,0,0,0,6
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<83,B=#15
Tuesday,17-April-2018,01:11,SS,85M+,PL,2.3,PV,2.3,CL,100,+0,RL,87,SA,151,DS,96
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,98,-,-,-,96,2,27,0,0,0,-,-,-,76
,196,S,310,A,51,32,5,5,16,3,2,51,5,7,-,-,-,38
,196,S,311,ABE,51,0,0,0,31,5,5,19,4,4,0,0,0,22
,196,S,312,D,24,34,2,2,0,0,0,32,3,3,0,0,0,27
,197,L,71,ABF,62,5,2,1,5,2,1,-,-,-,-,-,-,160
,197,L,72,ABF,62,24,5,5,5,2,1,-,-,-,-,-,-,180
A=<10,B=20,C=#25,D=27,E=18
Tuesday,17-April-2018,01:12,SS,6M+,PL,4.3,PV,4.3,CL,88,+0,RL,69,SA,24,DS,5
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,63,0,0,0,10,2,2,9,3,2,0,0,0,10
,183,S,21,B,26,28,3,2,21,2,2,0,0,0,-,-,-,24
,184,S,161,A,85,5,2,1,14,5,4,7,3,2,0,0,0,8
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,26,28,3,2,21,2,2,-,-,-,-,-,-,24
,183,L,7,AC,63,0,0,0,-,-,-,-,-,-,-,-,-,0
A=<33,B=44,C=#20
Tuesday,17-April-2018,01:12,SS,10M+,PL,2.3,PV,2.3,CL,88,+0,RL,69,SA,24,DS,5
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,7,3,2,7,3,2,5,2,1,-,-,-,10
,354,S,31,B,14,10,2,1,9,2,0,0,0,0,-,-,-,19
,182,S,34,A,85,0,0,0,0,0,0,-,-,-,-,-,-,4
,2,L,14,AD,55,17,4,3,0,0,0,-,-,-,-,-,-,300
,2,L,15,AD,55,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Tuesday,17-April-2018,01:12,SS,58M+,PL,1.3,PV,1.3,CL,88,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,0,0,0,0,0,0,9,4,3,0,0,0,8
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<85,B=#13
Tuesday,17-April-2018,01:12,SS,85M+,PL,8.3,PV,8.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,77,-,-,-,49,13,11,0,0,0,-,-,-,76
,196,S,310,A,69,44,9,9,18,4,4,105,3,21,-,-,-,70
,196,S,311,ABE,69,0,0,0,22,6,5,16,5,4,5,2,1,23
,196,S,312,D,28,10,2,1,9,2,1,12,3,1,0,0,0,20
,197,L,71,ABF,53,23,6,5,23,6,5,-,-,-,-,-,-,220
,197,L,72,ABF,53,22,5,4,9,2,2,-,-,-,-,-,-,180
A=<18,B=20,C=#25,D=20,E=17
Tuesday,17-April-2018,01:13,SS,6M+,PL,4.3,PV,5.3,CL,91,+0,RL,86,SA,20,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,60,0,0,0,15,3,3,0,0,0,0,0,0,12
,183,S,21,B,32,38,4,4,46,4,5,12,2,1,-,-,-,33
,184,S,161,A,85,9,3,3,9,3,3,0,0,0,0,0,0,10
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,32,38,4,4,46,4,5,-,-,-,-,-,-,33
,183,L,7,AC,60,0,0,0,-,-,-,-,-,-,-,-,-,0
A=<34,B=44,C=#20
