Strategic,Monitor,On,Tuesday,24-April-2018,filename:CCITY_20180424

Tuesday,24-April-2018,00:00,SS,3M+,PL,6.3,PV,6.3,CL,85,+0,RL,68,SA,201,DS,73
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,212,AC,81,19,6,6,-,-,-,-,-,-,-,-,-,15
,145,L,4,AB,69,14,6,5,7,2,2,-,-,-,-,-,-,240
A=<36,B=#23,C=37
Tuesday,24-April-2018,00:02,SS,28M+,PL,8.3,PV,8.2,CL,66,+1,RL,54,SA,50,DS,91
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,43,0,0,0,11,2,2,-,-,-,-,-,-,16
,48,S,90,A,43,-,-,-,-,-,-,29,6,5,-,-,-,54
,48,S,91,BC,17,19,3,1,19,3,1,-,-,-,-,-,-,25
,48,S,213,A,43,-,-,-,-,-,-,29,6,5,-,-,-,54
,48,L,23,A,43,0,0,0,11,2,2,-,-,-,-,-,-,120
,48,L,49,A,43,-,-,-,-,-,-,29,6,5,-,-,-,400
A=<39,B=28,C=#22
Tuesday,24-April-2018,00:02,SS,10M+,PL,3.2,PV,3.2,CL,86,+0,RL,71,SA,20,DS,33
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,70,5,2,1,0,0,0,9,3,2,-,-,-,14
,354,S,31,B,17,20,3,1,19,3,1,0,0,0,-,-,-,22
,182,S,34,A,18,10,3,1,10,3,1,-,-,-,-,-,-,9
,2,L,14,AD,72,26,7,7,28,7,9,-,-,-,-,-,-,1000
,2,L,15,AD,72,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Tuesday,24-April-2018,00:02,SS,23M+,PL,3.2,PV,7.2,CL,100,+2,RL,82,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,85,0,0,0,15,8,6,15,7,6,-,-,-,19
,152,S,131,A,85,10,4,3,4,2,1,-,-,-,-,-,-,13
,152,S,132,C,25,22,2,2,24,3,2,45,4,4,-,-,-,36
,193,L,57,ABCE,93,3,2,1,24,8,8,16,5,5,-,-,-,520
,193,L,58,AE,93,5,2,1,9,4,3,4,2,1,-,-,-,260
A=<68,B=1,C=32,D=1
Tuesday,24-April-2018,00:03,SS,28M+,PL,6.3,PV,6.2,CL,64,+0,RL,53,SA,47,DS,38
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,0,0,0,18,4,3,-,-,-,-,-,-,17
,48,S,90,A,46,-,-,-,-,-,-,36,7,7,-,-,-,49
,48,S,91,BC,35,0,0,0,14,2,2,-,-,-,-,-,-,20
,48,S,213,A,46,-,-,-,-,-,-,36,7,7,-,-,-,49
,48,L,23,A,46,0,0,0,18,4,3,-,-,-,-,-,-,140
,48,L,49,A,46,-,-,-,-,-,-,36,7,7,-,-,-,400
A=<34,B=32,C=#22
Tuesday,24-April-2018,00:04,SS,3M+,PL,5.3,PV,0.3,CL,86-17,RL,68,SA,200,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,74,7,2,2,-,-,-,-,-,-,-,-,-,10
,145,S,10,C,14,0,0,0,0,0,0,0,0,0,-,-,-,7
,145,S,133,AB,61,18,6,5,8,2,2,-,-,-,-,-,-,16
,145,S,204,AB,61,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,61,18,6,5,8,2,2,-,-,-,-,-,-,16
,145,S,212,AC,74,7,2,2,-,-,-,-,-,-,-,-,-,10
,145,L,4,AB,61,18,6,5,8,2,2,-,-,-,-,-,-,320
A=<44,B=#23,C=29
Tuesday,24-April-2018,00:04,SS,10M+,PL,1.2,PV,1.2,CL,86,+0,RL,69,SA,20,DS,33
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,15,4,3,12,4,3,5,2,1,-,-,-,16
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,12
,182,S,34,A,15,0,0,0,0,0,0,-,-,-,-,-,-,6
,2,L,14,AD,38,0,0,0,18,3,3,-,-,-,-,-,-,700
,2,L,15,AD,38,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Tuesday,24-April-2018,00:04,SS,23M+,PL,2.2,PV,2.2,CL,82,+3,RL,82,SA,131,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,76,16,8,6,15,7,5,13,6,4,-,-,-,18
,152,S,131,A,76,9,3,2,20,8,6,-,-,-,-,-,-,14
,152,S,132,C,18,24,2,1,23,3,2,15,3,1,-,-,-,31
,193,L,57,ABCE,74,0,0,0,23,7,6,14,4,4,-,-,-,440
,193,L,58,AE,52,0,0,0,15,3,3,0,0,0,-,-,-,200
A=<71,B=1,C=29,D=1
Tuesday,24-April-2018,00:04,SS,23M+,PL,2.2,PV,2.2,CL,74,+3,RL,74,SA,131,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,76,16,8,6,15,7,5,13,6,4,-,-,-,16
,152,S,131,A,76,9,3,2,20,8,6,-,-,-,-,-,-,18
,152,S,132,C,18,24,2,1,23,3,2,15,3,1,-,-,-,29
,193,L,57,ABCE,74,0,0,0,23,7,6,14,4,4,-,-,-,400
,193,L,58,AE,52,0,0,0,15,3,3,0,0,0,-,-,-,120
A=<71,B=1,C=29,D=1
Tuesday,24-April-2018,00:04,SS,28M+,PL,6.3,PV,7.3,CL,63,+0,RL,48,SA,47,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,35,0,0,0,11,2,1,-,-,-,-,-,-,13
,48,S,90,A,35,-,-,-,-,-,-,13,3,2,-,-,-,24
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,9
,48,S,213,A,35,-,-,-,-,-,-,13,3,2,-,-,-,24
,48,L,23,A,35,0,0,0,11,2,1,-,-,-,-,-,-,100
,48,L,49,A,35,-,-,-,-,-,-,13,3,2,-,-,-,240
A=<33,B=32,C=#22
Tuesday,24-April-2018,00:05,SS,3M+,PL,7.3,PV,7.3,CL,86-17,RL,68,SA,200,DS,3
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,90,0,0,0,-,-,-,-,-,-,-,-,-,4
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,78,6,3,2,9,3,2,-,-,-,-,-,-,14
,145,S,204,AB,78,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,78,6,3,2,9,3,2,-,-,-,-,-,-,14
,145,S,212,AC,90,0,0,0,-,-,-,-,-,-,-,-,-,4
,145,L,4,AB,78,6,3,2,9,3,2,-,-,-,-,-,-,240
A=<51,B=#23,C=22
Tuesday,24-April-2018,00:05,SS,10M+,PL,1.2,PV,3.2,CL,86,+0,RL,69,SA,15,DS,158
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,73,10,4,2,7,3,2,9,3,2,-,-,-,11
,354,S,31,B,15,0,0,0,0,0,0,22,2,1,-,-,-,14
,182,S,34,A,12,0,0,0,0,0,0,-,-,-,-,-,-,2
,2,L,14,AD,68,10,3,2,7,3,2,-,-,-,-,-,-,660
,2,L,15,AD,68,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Tuesday,24-April-2018,00:05,SS,23M+,PL,2.2,PV,2.3,CL,66,+0,RL,66,SA,131,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,76,16,8,6,15,7,5,13,6,4,-,-,-,16
,152,S,131,A,76,9,3,2,20,8,6,-,-,-,-,-,-,20
,152,S,132,C,18,24,2,1,23,3,2,15,3,1,-,-,-,24
,193,L,57,ABCE,74,0,0,0,23,7,6,14,4,4,-,-,-,360
,193,L,58,AE,52,0,0,0,15,3,3,0,0,0,-,-,-,100
A=<71,B=1,C=29,D=1
Tuesday,24-April-2018,00:05,SS,28M+,PL,8.3,PV,8.3,CL,60,-2,RL,48,SA,47,DS,43
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,47,19,4,3,0,0,0,-,-,-,-,-,-,16
,48,S,90,A,47,-,-,-,-,-,-,32,8,7,-,-,-,27
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,3
,48,S,213,A,47,-,-,-,-,-,-,32,8,7,-,-,-,27
,48,L,23,A,47,19,4,3,0,0,0,-,-,-,-,-,-,120
,48,L,49,A,47,-,-,-,-,-,-,32,8,7,-,-,-,300
A=<35,B=28,C=#22
Tuesday,24-April-2018,00:06,SS,28M+,PL,8.3,PV,8.3,CL,60,+1,RL,46,SA,47,DS,43
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,62,0,0,0,0,0,0,-,-,-,-,-,-,9
,48,S,90,A,62,-,-,-,-,-,-,15,6,4,-,-,-,20
,48,S,91,BC,16,20,3,1,15,2,1,-,-,-,-,-,-,9
,48,S,213,A,62,-,-,-,-,-,-,15,6,4,-,-,-,20
,48,L,23,A,62,0,0,0,0,0,0,-,-,-,-,-,-,60
,48,L,49,A,62,-,-,-,-,-,-,15,6,4,-,-,-,260
A=<35,B=28,C=#22
Tuesday,24-April-2018,00:06,SS,23M+,PL,7.2,PV,7.2,CL,60,+0,RL,60,SA,130,DS,25
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,34,20,4,3,16,3,2,25,4,4,-,-,-,20
,152,S,131,A,34,11,2,1,10,2,1,-,-,-,-,-,-,16
,152,S,132,C,17,29,2,1,61,2,4,26,2,2,-,-,-,41
,193,L,57,ABCE,73,13,4,4,25,6,6,80,5,20,-,-,-,680
,193,L,58,AE,51,9,2,1,50,9,9,14,3,3,-,-,-,260
A=<61,B=1,C=39,D=1
Tuesday,24-April-2018,00:07,SS,3M+,PL,7.3,PV,0.3,CL,86,+0,RL,69,SA,200,DS,7
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,47,10,2,2,-,-,-,-,-,-,-,-,-,6
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,49,19,4,4,21,3,4,-,-,-,-,-,-,16
,145,S,204,AB,49,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,49,19,4,4,21,3,4,-,-,-,-,-,-,16
,145,S,212,AC,47,10,2,2,-,-,-,-,-,-,-,-,-,6
,145,L,4,AB,49,19,4,4,21,3,4,-,-,-,-,-,-,260
A=<51,B=#23,C=22
Tuesday,24-April-2018,00:07,SS,10M+,PL,2.2,PV,2.2,CL,86,+0,RL,69,SA,20,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,71,10,4,2,10,4,2,14,5,3,-,-,-,13
,354,S,31,B,15,17,2,1,24,3,1,0,0,0,-,-,-,18
,182,S,34,A,25,0,0,0,0,0,0,-,-,-,-,-,-,0
,2,L,14,AD,62,7,2,2,13,4,4,-,-,-,-,-,-,460
,2,L,15,AD,62,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Tuesday,24-April-2018,00:07,SS,28M+,PL,8.3,PV,8.3,CL,60,+0,RL,45,SA,47,DS,60
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,41,19,4,3,26,5,4,-,-,-,-,-,-,16
,48,S,90,A,41,-,-,-,-,-,-,24,4,4,-,-,-,23
,48,S,91,BC,16,33,3,2,0,0,0,-,-,-,-,-,-,21
,48,S,213,A,41,-,-,-,-,-,-,24,4,4,-,-,-,23
,48,L,23,A,41,19,4,3,26,5,4,-,-,-,-,-,-,220
,48,L,49,A,41,-,-,-,-,-,-,24,4,4,-,-,-,280
A=<35,B=28,C=#22
Tuesday,24-April-2018,00:07,SS,23M+,PL,7.2,PV,7.2,CL,60,+0,RL,60,SA,130,DS,25
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,34,20,4,3,16,3,2,25,4,4,-,-,-,23
,152,S,131,A,34,11,2,1,10,2,1,-,-,-,-,-,-,13
,152,S,132,C,17,29,2,1,61,2,4,26,2,2,-,-,-,53
,193,L,57,ABCE,68,9,3,2,31,7,7,0,0,0,-,-,-,580
,193,L,58,AE,46,0,0,0,33,5,6,0,0,0,-,-,-,260
A=<61,B=1,C=39,D=1
Tuesday,24-April-2018,00:08,SS,3M+,PL,7.3,PV,0.3,CL,86,+0,RL,69,SA,200,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,72,11,3,3,-,-,-,-,-,-,-,-,-,8
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,72,5,2,2,7,2,2,-,-,-,-,-,-,12
,145,S,204,AB,72,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,72,5,2,2,7,2,2,-,-,-,-,-,-,12
,145,S,212,AC,72,11,3,3,-,-,-,-,-,-,-,-,-,8
,145,L,4,AB,72,5,2,2,7,2,2,-,-,-,-,-,-,220
A=<51,B=#23,C=22
Tuesday,24-April-2018,00:08,SS,10M+,PL,2.2,PV,1.2,CL,86,+0,RL,69,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,71,5,2,1,5,2,1,0,0,0,-,-,-,9
,354,S,31,B,14,12,2,1,0,0,0,0,0,0,-,-,-,18
,182,S,34,A,60,7,2,1,13,3,3,-,-,-,-,-,-,6
,2,L,14,AD,74,12,4,3,14,5,5,-,-,-,-,-,-,660
,2,L,15,AD,74,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Tuesday,24-April-2018,00:08,SS,28M+,PL,8.3,PV,8.3,CL,60,+0,RL,44,SA,47,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,8,2,1,14,3,2,-,-,-,-,-,-,15
,48,S,90,A,46,-,-,-,-,-,-,32,7,6,-,-,-,26
,48,S,91,BC,17,20,3,1,0,0,0,-,-,-,-,-,-,24
,48,S,213,A,46,-,-,-,-,-,-,32,7,6,-,-,-,26
,48,L,23,A,46,8,2,1,14,3,2,-,-,-,-,-,-,220
,48,L,49,A,46,-,-,-,-,-,-,32,7,6,-,-,-,300
A=<35,B=28,C=#22
Tuesday,24-April-2018,00:08,SS,23M+,PL,7.2,PV,7.2,CL,60,+0,RL,60,SA,131,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,34,16,3,3,19,3,3,20,4,3,-,-,-,23
,152,S,131,A,34,24,3,3,23,4,3,-,-,-,-,-,-,17
,152,S,132,C,20,39,3,2,0,0,0,0,0,0,-,-,-,51
,193,L,57,ABCE,68,9,3,2,31,7,7,0,0,0,-,-,-,480
,193,L,58,AE,46,0,0,0,33,5,6,0,0,0,-,-,-,260
A=<61,B=1,C=39,D=1
Tuesday,24-April-2018,00:09,SS,28M+,PL,6.3,PV,6.3,CL,60,+0,RL,44,SA,47,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,42,0,0,0,0,0,0,-,-,-,-,-,-,10
,48,S,90,A,42,-,-,-,-,-,-,27,6,5,-,-,-,28
,48,S,91,BC,20,9,2,1,28,3,2,-,-,-,-,-,-,26
,48,S,213,A,42,-,-,-,-,-,-,27,6,5,-,-,-,28
,48,L,23,A,42,0,0,0,0,0,0,-,-,-,-,-,-,160
,48,L,49,A,42,-,-,-,-,-,-,27,6,5,-,-,-,300
A=<31,B=32,C=#22
Tuesday,24-April-2018,00:09,SS,3M+,PL,1.3,PV,1.3,CL,86,+0,RL,69,SA,200,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,106,6,2,2,-,-,-,-,-,-,-,-,-,9
,145,S,10,C,17,41,2,3,0,0,0,0,0,0,-,-,-,18
,145,S,133,AB,88,3,2,1,13,5,4,-,-,-,-,-,-,13
,145,S,204,AB,88,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,88,3,2,1,13,5,4,-,-,-,-,-,-,13
,145,S,212,AC,106,6,2,2,-,-,-,-,-,-,-,-,-,9
,145,L,4,AB,88,3,2,1,13,5,4,-,-,-,-,-,-,220
A=<33,B=#23,C=40
Tuesday,24-April-2018,00:09,SS,10M+,PL,3.2,PV,3.2,CL,86,+0,RL,69,SA,20,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,72,16,6,4,15,6,3,0,0,0,-,-,-,12
,354,S,31,B,14,12,2,1,0,0,0,0,0,0,-,-,-,15
,182,S,34,A,79,0,0,0,12,4,3,-,-,-,-,-,-,10
,2,L,14,AD,65,13,4,3,13,5,4,-,-,-,-,-,-,700
,2,L,15,AD,65,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Tuesday,24-April-2018,00:09,SS,23,-,PL,1.2,PV,1.3,CL,60,+0,RL,60,SA,131,DS,75
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,40,23,5,4,18,3,3,7,2,1,-,-,-,22
,152,S,131,A,40,47,7,6,75,5,11,-,-,-,-,-,-,44
,152,S,132,C,17,0,0,0,25,2,2,0,0,0,-,-,-,38
,193,L,57,ABCE,70,5,2,1,14,4,3,0,0,0,-,-,-,240
,193,L,58,AE,48,10,2,1,0,0,0,18,3,3,-,-,-,180
A=<74,B=1,C=26,D=1
Tuesday,24-April-2018,00:10,SS,23,-,PL,1.2,PV,2.3,CL,60,+0,RL,60,SA,131,DS,75
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,40,23,5,4,18,3,3,7,2,1,-,-,-,22
,152,S,131,A,40,47,7,6,75,5,11,-,-,-,-,-,-,64
,152,S,132,C,17,0,0,0,25,2,2,0,0,0,-,-,-,28
,193,L,57,ABCE,70,5,2,1,14,4,3,0,0,0,-,-,-,180
,193,L,58,AE,48,10,2,1,0,0,0,18,3,3,-,-,-,160
A=<74,B=1,C=26,D=1
Tuesday,24-April-2018,00:10,SS,28M+,PL,6.3,PV,8.2,CL,60,+0,RL,60,SA,47,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,41,12,2,2,49,6,7,-,-,-,-,-,-,25
,48,S,90,A,41,-,-,-,-,-,-,53,3,9,-,-,-,40
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,14
,48,S,213,A,41,-,-,-,-,-,-,53,3,9,-,-,-,40
,48,L,23,A,41,12,2,2,49,6,7,-,-,-,-,-,-,280
,48,L,49,A,41,-,-,-,-,-,-,53,3,9,-,-,-,420
A=<31,B=32,C=#22
Tuesday,24-April-2018,00:11,SS,23,-,PL,1.2,PV,1.3,CL,60,+0,RL,60,SA,131,DS,52
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,43,25,7,5,27,7,5,0,0,0,-,-,-,25
,152,S,131,A,43,52,3,7,14,3,2,-,-,-,-,-,-,65
,152,S,132,C,17,0,0,0,0,0,0,35,2,2,-,-,-,30
,193,L,57,ABCE,72,0,0,0,33,9,8,0,0,0,-,-,-,200
,193,L,58,AE,50,13,2,2,35,7,6,21,4,4,-,-,-,260
A=<74,B=1,C=26,D=1
Tuesday,24-April-2018,00:11,SS,3M+,PL,1.3,PV,20.3,CL,86,+0,RL,69,SA,201,DS,41
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,85,15,5,5,-,-,-,-,-,-,-,-,-,11
,145,S,10,C,18,31,4,2,0,0,0,14,2,1,-,-,-,27
,145,S,133,AB,68,9,4,3,7,2,2,-,-,-,-,-,-,10
,145,S,204,AB,68,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,68,9,4,3,7,2,2,-,-,-,-,-,-,10
,145,S,212,AC,85,15,5,5,-,-,-,-,-,-,-,-,-,11
,145,L,4,AB,68,9,4,3,7,2,2,-,-,-,-,-,-,200
A=<31,B=#23,C=42
Tuesday,24-April-2018,00:11,SS,10M+,PL,3.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,72,16,6,4,15,6,3,0,0,0,-,-,-,14
,354,S,31,B,17,23,3,1,21,2,1,13,2,1,-,-,-,17
,182,S,34,A,29,7,2,1,14,4,1,-,-,-,-,-,-,13
,2,L,14,AD,48,0,0,0,11,2,2,-,-,-,-,-,-,500
,2,L,15,AD,48,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Tuesday,24-April-2018,00:11,SS,28M+,PL,3.3,PV,3.3,CL,60,+0,RL,44,SA,47,DS,50
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,56,0,0,0,10,3,2,-,-,-,-,-,-,21
,48,S,90,A,56,-,-,-,-,-,-,0,0,0,-,-,-,23
,48,S,91,BC,24,37,5,3,11,2,1,-,-,-,-,-,-,23
,48,S,213,A,56,-,-,-,-,-,-,0,0,0,-,-,-,23
,48,L,23,A,56,0,0,0,10,3,2,-,-,-,-,-,-,240
,48,L,49,A,56,-,-,-,-,-,-,0,0,0,-,-,-,240
A=<23,B=40,C=#22
Tuesday,24-April-2018,00:12,SS,3M+,PL,2.3,PV,2.3,CL,86,+0,RL,69,SA,201,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,65,8,2,2,-,-,-,-,-,-,-,-,-,10
,145,S,10,C,13,0,0,0,16,3,1,0,0,0,-,-,-,26
,145,S,133,AB,53,26,6,7,18,3,3,-,-,-,-,-,-,18
,145,S,204,AB,53,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,53,26,6,7,18,3,3,-,-,-,-,-,-,18
