Strategic,Monitor,On,Saturday,07-April-2018,filename:CCITY_20180407

Saturday,07-April-2018,00:00,SS,85M+,PL,8.3,PV,8.3,CL,120,+0,RL,140,SA,310,DS,165
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,182,S,34,A,17,0,0,0,0,0,0,-,-,-,-,-,-,19
,2,L,14,AD,52,0,0,0,19,4,4,-,-,-,-,-,-,460
,2,L,15,AD,52,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Saturday,07-April-2018,06:33,SS,58M+,PL,4.3,PV,4.3,CL,91,+0,RL,76,SA,200,DS,7
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,90,13,5,4,6,2,2,18,7,7,0,0,0,18
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,6
A=<67,B=#30
Saturday,07-April-2018,06:34,SS,85M+,PL,5.4,PV,5.4,CL,100,+0,RL,89,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,78,-,-,-,11,4,3,9,3,2,-,-,-,17
,196,S,310,A,74,28,6,6,15,5,3,35,7,7,-,-,-,45
,196,S,311,ABE,74,0,0,0,17,5,4,15,5,4,5,2,1,23
,196,S,312,D,26,0,0,0,11,2,1,14,3,1,42,5,3,41
,197,L,71,ABF,33,36,5,5,30,5,4,-,-,-,-,-,-,520
,197,L,72,ABF,33,39,4,4,28,2,4,-,-,-,-,-,-,280
A=<14,B=20,C=#25,D=24,E=17
Saturday,07-April-2018,06:34,SS,6M+,PL,6.3,PV,5.3,CL,95,+0,RL,86,SA,20,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,65,16,4,3,6,2,1,9,3,2,0,0,0,16
,183,S,21,B,37,18,2,2,55,8,7,28,4,3,-,-,-,34
,184,S,161,A,75,13,5,3,18,6,5,8,3,2,0,0,0,18
,184,S,162,B,11,24,2,1,0,0,0,-,-,-,-,-,-,27
,183,S,183,B,37,18,2,2,55,8,7,-,-,-,-,-,-,31
,183,L,7,AC,65,16,4,3,-,-,-,-,-,-,-,-,-,100
A=<31,B=48,C=#20
Saturday,07-April-2018,06:34,SS,10M+,PL,3.2,PV,3.2,CL,95,+0,RL,74,SA,20,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,7,3,1,8,3,2,9,3,2,-,-,-,14
,354,S,31,B,25,34,6,3,16,3,2,0,0,0,-,-,-,34
,182,S,34,A,72,7,2,1,15,4,4,-,-,-,-,-,-,16
,2,L,14,AD,52,33,5,6,12,3,3,-,-,-,-,-,-,660
,2,L,15,AD,52,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Saturday,07-April-2018,06:34,SS,58M+,PL,1.3,PV,1.3,CL,95,+2,RL,74,SA,200,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,80,0,0,0,0,0,0,0,0,0,0,0,0,11
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<78,B=#21
Saturday,07-April-2018,06:35,SS,85M+,PL,3.4,PV,3.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,113,-,-,-,25,9,9,19,7,6,-,-,-,21
,196,S,310,A,49,46,5,7,36,5,5,23,4,3,-,-,-,41
,196,S,311,ABE,49,19,2,4,20,4,3,21,5,4,7,2,1,22
,196,S,312,D,36,17,2,2,35,3,4,64,8,9,31,4,3,50
,197,L,71,ABF,41,51,7,8,38,7,7,-,-,-,-,-,-,440
,197,L,72,ABF,41,37,5,5,30,5,5,-,-,-,-,-,-,340
A=<11,B=20,C=#25,D=26,E=18
Saturday,07-April-2018,06:36,SS,6M+,PL,6.3,PV,6.3,CL,111,+6,RL,86,SA,20,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,77,14,4,3,11,4,3,16,5,5,0,0,0,16
,183,S,21,B,20,24,2,2,61,4,4,31,3,2,-,-,-,48
,184,S,161,A,82,8,3,2,17,6,5,13,5,4,0,0,0,18
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,14
,183,S,183,B,20,24,2,2,61,4,4,-,-,-,-,-,-,46
,183,L,7,AC,77,14,4,3,-,-,-,-,-,-,-,-,-,100
A=<34,B=48,C=#20
Saturday,07-April-2018,06:36,SS,10M+,PL,4.2,PV,4.2,CL,111,+4,RL,75,SA,20,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,66,20,6,4,0,0,0,8,3,2,-,-,-,16
,354,S,31,B,23,26,3,2,35,4,3,31,4,3,-,-,-,34
,182,S,34,A,77,5,2,1,14,5,4,-,-,-,-,-,-,11
,2,L,14,AD,65,5,2,1,17,6,5,-,-,-,-,-,-,600
,2,L,15,AD,65,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Saturday,07-April-2018,06:36,SS,58M+,PL,1.3,PV,1.3,CL,111,+4,RL,75,SA,201,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,26,10,8,17,6,4,17,6,6,0,0,0,16
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<83,B=#19
Saturday,07-April-2018,06:37,SS,85M+,PL,3.4,PV,4.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,82,-,-,-,18,7,4,4,2,1,-,-,-,19
,196,S,310,A,39,0,0,0,39,6,4,25,4,3,-,-,-,40
,196,S,311,ABE,39,19,3,3,59,5,7,39,5,6,19,4,3,37
,196,S,312,D,31,0,0,0,0,0,0,52,7,6,0,0,0,54
,197,L,71,ABF,23,72,6,6,25,3,2,-,-,-,-,-,-,380
,197,L,72,ABF,23,102,7,8,55,4,5,-,-,-,-,-,-,380
A=<11,B=20,C=#25,D=26,E=18
Saturday,07-April-2018,06:38,SS,6M+,PL,6.3,PV,6.3,CL,96,+0,RL,86,SA,20,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,54,30,5,5,7,2,1,17,5,4,0,0,0,22
,183,S,21,B,28,0,0,0,31,5,3,16,4,1,-,-,-,46
,184,S,161,A,113,15,6,6,19,8,8,12,6,5,0,0,0,18
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,5
,183,S,183,B,28,0,0,0,31,5,3,-,-,-,-,-,-,46
,183,L,7,AC,54,30,5,5,-,-,-,-,-,-,-,-,-,120
A=<31,B=48,C=#20
Saturday,07-April-2018,06:38,SS,10M+,PL,4.2,PV,3.2,CL,96,-2,RL,83,SA,20,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,70,14,5,3,10,4,2,11,4,2,-,-,-,15
,354,S,31,B,20,17,2,1,19,3,1,0,0,0,-,-,-,28
,182,S,34,A,32,0,0,0,27,4,3,-,-,-,-,-,-,20
,2,L,14,AD,65,13,4,3,18,5,5,-,-,-,-,-,-,660
,2,L,15,AD,65,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Saturday,07-April-2018,06:38,SS,58M+,PL,4.3,PV,4.3,CL,96,-3,RL,83,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,99,10,4,4,6,2,2,16,6,6,0,0,0,16
,288,S,270,B,12,38,2,1,0,0,0,-,-,-,-,-,-,17
A=<67,B=#32
Saturday,07-April-2018,06:39,SS,85M+,PL,6.4,PV,6.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,88,-,-,-,15,6,4,0,0,0,-,-,-,18
,196,S,310,A,41,43,4,5,69,7,8,59,4,7,-,-,-,54
,196,S,311,ABE,41,24,2,4,37,4,5,34,3,5,16,3,3,41
,196,S,312,D,26,48,2,4,24,2,2,43,5,4,0,0,0,53
,197,L,71,ABF,47,16,4,3,13,4,3,-,-,-,-,-,-,300
,197,L,72,ABF,47,19,4,3,28,6,5,-,-,-,-,-,-,360
A=<15,B=20,C=#25,D=23,E=17
Saturday,07-April-2018,06:39,SS,6M+,PL,6.3,PV,6.3,CL,86,-4,RL,86,SA,20,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,54,30,5,5,7,2,1,17,5,4,0,0,0,27
,183,S,21,B,28,0,0,0,31,5,3,16,4,1,-,-,-,38
,184,S,161,A,40,16,3,2,18,3,3,15,3,2,0,0,0,18
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,28,0,0,0,31,5,3,-,-,-,-,-,-,38
,183,L,7,AC,54,30,5,5,-,-,-,-,-,-,-,-,-,140
A=<29,B=48,C=#20
Saturday,07-April-2018,06:39,SS,10M+,PL,4.2,PV,4.2,CL,86,-3,RL,82,SA,20,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,92,15,8,4,13,7,4,10,5,3,-,-,-,16
,354,S,31,B,28,19,4,2,41,8,4,0,0,0,-,-,-,32
,182,S,34,A,78,7,3,2,14,6,4,-,-,-,-,-,-,18
,2,L,14,AD,65,13,4,3,18,5,5,-,-,-,-,-,-,600
,2,L,15,AD,65,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Saturday,07-April-2018,06:39,SS,58M+,PL,4.3,PV,4.3,CL,86,-2,RL,82,SA,200,DS,44
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,46,9,2,2,0,0,0,17,3,3,0,0,0,19
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,13
A=<67,B=#28
Saturday,07-April-2018,06:40,SS,85M+,PL,6.3,PV,3.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,110,-,-,-,23,10,8,18,6,6,-,-,-,19
,196,S,310,A,74,29,6,6,15,3,3,31,5,6,-,-,-,45
,196,S,311,ABE,74,7,3,2,23,7,6,21,7,6,5,2,1,36
,196,S,312,D,36,0,0,0,32,4,4,61,8,8,47,4,5,55
,197,L,71,ABF,29,31,3,3,0,0,0,-,-,-,-,-,-,180
,197,L,72,ABF,29,35,3,3,47,6,5,-,-,-,-,-,-,320
A=<15,B=20,C=#25,D=23,E=17
Saturday,07-April-2018,06:41,SS,6M+,PL,6.3,PV,6.3,CL,86,+0,RL,86,SA,20,DS,38
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,123,38,5,14,16,6,7,11,6,5,0,0,0,34
,183,S,21,B,38,8,2,1,61,6,8,31,6,4,-,-,-,45
,184,S,161,A,95,23,8,7,28,9,10,18,7,7,0,0,0,23
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,38,8,2,1,61,6,8,-,-,-,-,-,-,45
,183,L,7,AC,123,38,5,14,-,-,-,-,-,-,-,-,-,340
A=<29,B=48,C=#20
Saturday,07-April-2018,06:41,SS,10M+,PL,4.2,PV,4.3,CL,86,+0,RL,77,SA,20,DS,38
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,20,7,4,18,6,4,15,5,3,-,-,-,17
,354,S,31,B,32,32,6,4,19,4,2,8,2,1,-,-,-,32
,182,S,34,A,66,0,0,0,6,2,1,-,-,-,-,-,-,13
,2,L,14,AD,12,0,0,0,0,0,0,-,-,-,-,-,-,360
,2,L,15,AD,12,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Saturday,07-April-2018,06:41,SS,58M+,PL,3.3,PV,3.3,CL,86,+0,RL,77,SA,201,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,92,17,8,6,0,0,0,12,5,5,0,0,0,17
,288,S,270,B,10,27,2,1,34,3,1,-,-,-,-,-,-,24
A=<67,B=#28
Saturday,07-April-2018,06:42,SS,85M+,PL,7.3,PV,7.3,CL,100,+0,RL,89,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,82,-,-,-,28,9,7,12,4,3,-,-,-,23
,196,S,310,A,23,90,5,6,0,0,0,43,3,3,-,-,-,66
,196,S,311,ABE,50,0,0,0,29,6,5,21,5,4,6,2,1,29
,196,S,312,D,32,0,0,0,42,4,4,77,8,9,15,2,1,65
,197,L,71,ABF,78,18,4,5,24,6,8,-,-,-,-,-,-,280
,197,L,72,ABF,78,21,5,5,15,5,5,-,-,-,-,-,-,320
A=<16,B=20,C=#25,D=22,E=17
Saturday,07-April-2018,06:42,SS,6M+,PL,6.3,PV,7.3,CL,86,+0,RL,86,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,42,0,0,0,9,2,1,13,3,2,0,0,0,25
,183,S,21,B,20,0,0,0,90,5,6,31,3,2,-,-,-,67
,184,S,161,A,69,6,2,1,16,5,4,18,6,5,0,0,0,21
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,20,0,0,0,90,5,6,-,-,-,-,-,-,67
,183,L,7,AC,42,0,0,0,-,-,-,-,-,-,-,-,-,220
A=<29,B=48,C=#20
Saturday,07-April-2018,06:42,SS,10M+,PL,4.2,PV,4.3,CL,86,+0,RL,71,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,53,25,7,4,21,6,4,10,3,2,-,-,-,21
,354,S,31,B,17,19,3,1,8,2,1,0,0,0,-,-,-,28
,182,S,34,A,78,12,4,3,30,9,8,-,-,-,-,-,-,19
,2,L,14,AD,47,0,0,0,20,5,4,-,-,-,-,-,-,300
,2,L,15,AD,47,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Saturday,07-April-2018,06:42,SS,58M+,PL,3.3,PV,4.3,CL,86,+0,RL,71,SA,200,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,69,12,4,3,0,0,0,8,3,2,0,0,0,15
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,11
A=<70,B=#26
Saturday,07-April-2018,06:44,SS,6M+,PL,6.3,PV,6.3,CL,86,+0,RL,86,SA,20,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,44,10,2,1,10,2,1,15,3,3,0,0,0,19
,183,S,21,B,26,10,2,1,31,4,3,0,0,0,-,-,-,57
,184,S,161,A,89,7,3,2,18,7,6,12,5,4,0,0,0,20
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,26,10,2,1,31,4,3,-,-,-,-,-,-,57
,183,L,7,AC,44,10,2,1,-,-,-,-,-,-,-,-,-,140
A=<29,B=48,C=#20
Saturday,07-April-2018,06:44,SS,10M+,PL,3.2,PV,3.3,CL,86,+0,RL,69,SA,20,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,26,8,6,12,4,3,9,3,2,-,-,-,24
,354,S,31,B,21,28,4,2,25,3,2,0,0,0,-,-,-,26
,182,S,34,A,24,0,0,0,0,0,0,-,-,-,-,-,-,11
,2,L,14,AD,58,7,2,1,10,3,3,-,-,-,-,-,-,300
,2,L,15,AD,58,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Saturday,07-April-2018,06:44,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,69,SA,201,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,75,37,12,10,5,2,1,7,3,2,0,0,0,24
,288,S,270,B,13,30,2,1,18,2,1,-,-,-,-,-,-,21
A=<63,B=#32
Saturday,07-April-2018,06:44,SS,85M+,PL,7.3,PV,8.3,CL,100,+0,RL,90,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,76,-,-,-,27,8,6,8,3,2,-,-,-,26
,196,S,310,A,36,67,3,7,70,5,7,59,4,6,-,-,-,68
,196,S,311,ABE,36,0,0,0,64,5,8,48,4,6,9,2,1,43
,196,S,312,D,26,19,3,1,19,3,2,56,5,5,0,0,0,64
,197,L,71,ABF,27,39,5,4,46,6,5,-,-,-,-,-,-,320
,197,L,72,ABF,27,40,5,4,26,4,3,-,-,-,-,-,-,280
A=<16,B=20,C=#25,D=22,E=17
Saturday,07-April-2018,06:45,SS,6M+,PL,7.3,PV,7.3,CL,86,+0,RL,86,SA,20,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,83,23,6,6,15,5,4,16,7,5,6,2,2,18
,183,S,21,B,20,0,0,0,73,5,5,19,2,1,-,-,-,63
,184,S,161,A,84,14,5,4,25,9,8,19,8,6,6,2,2,21
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,20,0,0,0,73,5,5,-,-,-,-,-,-,63
,183,L,7,AC,83,23,6,6,-,-,-,-,-,-,-,-,-,120
A=<27,B=50,C=#20
Saturday,07-April-2018,06:45,SS,10M+,PL,3.3,PV,2.3,CL,86,+0,RL,69,SA,20,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,52,16,11,39,13,8,9,3,2,-,-,-,37
,354,S,31,B,22,26,4,2,27,4,2,13,2,1,-,-,-,26
,182,S,34,A,22,10,2,1,31,5,2,-,-,-,-,-,-,21
,2,L,14,AD,42,10,2,1,0,0,0,-,-,-,-,-,-,260
,2,L,15,AD,42,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Saturday,07-April-2018,06:45,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,69,SA,200,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,74,17,5,5,7,2,2,16,4,5,0,0,0,23
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,10
A=<65,B=#30
Saturday,07-April-2018,06:45,SS,85M+,PL,8.3,PV,8.3,CL,100,+0,RL,91,SA,108,DS,108
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,93,-,-,-,7,3,2,4,2,1,-,-,-,18
,196,S,310,A,50,26,3,4,46,8,7,97,3,14,-,-,-,87
,196,S,311,ABE,50,14,3,3,41,6,7,38,8,7,16,4,3,46
,196,S,312,D,32,0,0,0,38,5,4,47,6,6,0,0,0,57
,197,L,71,ABF,27,53,7,5,39,6,5,-,-,-,-,-,-,360
,197,L,72,ABF,27,36,3,3,58,6,6,-,-,-,-,-,-,300
A=<18,B=20,C=#25,D=20,E=17
Saturday,07-April-2018,06:47,SS,6M+,PL,7.3,PV,6.3,CL,86,+0,RL,86,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,43,11,2,1,10,2,1,13,3,2,11,2,2,17
,183,S,21,B,30,27,3,3,10,2,1,8,2,1,-,-,-,43
,184,S,161,A,85,12,5,3,21,8,7,14,6,5,8,3,2,22
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,30,27,3,3,10,2,1,-,-,-,-,-,-,43
,183,L,7,AC,43,11,2,1,-,-,-,-,-,-,-,-,-,100
A=<27,B=50,C=#20
Saturday,07-April-2018,06:47,SS,10M+,PL,4.3,PV,4.2,CL,86,+0,RL,69,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,11,4,2,8,3,2,16,5,3,-,-,-,30
,354,S,31,B,22,24,3,2,39,4,3,0,0,0,-,-,-,33
,182,S,34,A,26,0,0,0,14,3,1,-,-,-,-,-,-,17
,2,L,14,AD,54,37,6,6,17,4,4,-,-,-,-,-,-,560
,2,L,15,AD,54,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Saturday,07-April-2018,06:47,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,69,SA,201,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,20,8,6,0,0,0,16,7,5,0,0,0,23
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,7
A=<67,B=#28
Saturday,07-April-2018,06:47,SS,85M+,PL,8.3,PV,8.3,CL,100,+0,RL,96,SA,310,DS,93
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,83,-,-,-,16,6,4,0,0,0,-,-,-,15
,196,S,310,A,42,102,2,13,17,3,2,33,3,4,-,-,-,93
,196,S,311,ABE,42,7,2,1,16,3,2,18,3,3,8,2,1,36
,196,S,312,D,30,65,5,6,38,3,4,21,2,2,0,0,0,57
,197,L,71,ABF,23,23,3,2,25,3,2,-,-,-,-,-,-,260
,197,L,72,ABF,23,16,2,1,32,2,3,-,-,-,-,-,-,220
A=<18,B=20,C=#25,D=20,E=17
Saturday,07-April-2018,06:48,SS,6M+,PL,7.3,PV,5.3,CL,86,+0,RL,86,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,43,11,2,1,10,2,1,13,3,2,11,2,2,15
,183,S,21,B,30,27,3,3,10,2,1,8,2,1,-,-,-,37
,184,S,161,A,85,18,6,5,36,13,11,21,9,7,0,0,0,29
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,30,27,3,3,10,2,1,-,-,-,-,-,-,37
,183,L,7,AC,43,11,2,1,-,-,-,-,-,-,-,-,-,80
A=<27,B=50,C=#20
Saturday,07-April-2018,06:48,SS,10M+,PL,4.3,PV,3.2,CL,86,+0,RL,69,SA,20,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,64,27,9,5,21,7,4,15,5,3,-,-,-,29
,354,S,31,B,23,11,2,1,35,5,3,0,0,0,-,-,-,35
,182,S,34,A,35,11,2,1,26,4,3,-,-,-,-,-,-,23
,2,L,14,AD,40,10,2,1,26,4,5,-,-,-,-,-,-,600
,2,L,15,AD,40,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Saturday,07-April-2018,06:48,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,69,SA,201,DS,6
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,75,20,7,6,5,2,1,23,8,7,0,0,0,21
,288,S,270,B,18,24,2,1,38,2,2,-,-,-,-,-,-,17
A=<70,B=#26
Saturday,07-April-2018,06:49,SS,85M+,PL,8.3,PV,8.3,CL,102,+1,RL,102,SA,310,DS,96
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,109,-,-,-,27,10,9,8,2,3,-,-,-,19
,196,S,310,A,46,91,2,12,78,9,10,52,6,7,-,-,-,96
,196,S,311,ABE,46,15,3,3,41,7,6,22,4,4,10,2,2,33
,196,S,312,D,36,0,0,0,51,4,6,73,9,10,14,2,1,65
,197,L,71,ABF,23,52,6,5,53,6,5,-,-,-,-,-,-,280
,197,L,72,ABF,23,60,4,5,41,3,4,-,-,-,-,-,-,260
A=<18,B=20,C=#25,D=20,E=17
Saturday,07-April-2018,06:49,SS,6M+,PL,6.3,PV,6.3,CL,86,+0,RL,86,SA,20,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,38,11,2,1,21,2,3,0,0,0,0,0,0,17
,183,S,21,B,26,31,4,3,70,6,6,0,0,0,-,-,-,46
,184,S,161,A,85,12,4,3,12,4,4,14,6,5,0,0,0,23
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,26,31,4,3,70,6,6,-,-,-,-,-,-,46
,183,L,7,AC,38,11,2,1,-,-,-,-,-,-,-,-,-,40
A=<29,B=48,C=#20
Saturday,07-April-2018,06:49,SS,10M+,PL,4.3,PV,4.2,CL,86,+0,RL,69,SA,20,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,62,26,9,5,20,7,4,12,4,2,-,-,-,24
,354,S,31,B,33,11,2,1,53,9,7,9,2,1,-,-,-,44
,182,S,34,A,34,0,0,0,40,6,5,-,-,-,-,-,-,30
,2,L,14,AD,55,19,3,3,35,8,8,-,-,-,-,-,-,960
,2,L,15,AD,55,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Saturday,07-April-2018,06:49,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,68,13,4,3,6,2,1,8,3,2,0,0,0,18
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,13
A=<72,B=#24
Saturday,07-April-2018,06:50,SS,85M+,PL,8.3,PV,8.4,CL,101,+0,RL,100,SA,118,DS,121
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,82,-,-,-,23,6,6,0,0,0,-,-,-,23
,196,S,310,A,40,40,5,5,54,5,6,60,5,7,-,-,-,79
,196,S,311,ABE,40,0,0,0,45,5,6,37,5,5,8,2,1,38
,196,S,312,D,27,40,2,3,18,2,2,40,6,4,0,0,0,56
,197,L,71,ABF,23,95,4,8,121,7,12,-,-,-,-,-,-,460
