Strategic,Monitor,On,Friday,13-April-2018,filename:CCITY_20180413

Friday,13-April-2018,00:00,SS,3M+,PL,3.3,PV,3.3,CL,86,+0,RL,69,SA,201,DS,100
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,213,A,53,-,-,-,-,-,-,36,4,8,-,-,-,16
,48,L,23,A,53,8,2,1,7,2,1,-,-,-,-,-,-,100
,48,L,49,A,53,-,-,-,-,-,-,36,4,8,-,-,-,220
A=<27,B=36,C=#22
Friday,13-April-2018,04:44,SS,23M+,PL,6.2,PV,6.2,CL,100-20,RL,60,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,42,28,6,6,29,4,5,0,0,0,-,-,-,26
,152,S,131,A,42,17,3,2,19,4,3,-,-,-,-,-,-,18
,152,S,132,C,20,0,0,0,13,2,1,35,2,3,-,-,-,38
,193,L,57,ABCE,53,0,0,0,34,5,6,22,3,4,-,-,-,540
,193,L,58,AE,31,34,3,3,23,2,3,0,0,0,-,-,-,200
A=<63,B=1,C=37,D=1
Friday,13-April-2018,04:44,SS,3M+,PL,6.3,PV,0.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,97,0,0,0,-,-,-,-,-,-,-,-,-,3
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,83,0,0,0,6,2,2,-,-,-,-,-,-,9
,145,S,204,AB,83,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,83,0,0,0,6,2,2,-,-,-,-,-,-,9
,145,S,212,AC,97,0,0,0,-,-,-,-,-,-,-,-,-,3
,145,L,4,AB,83,0,0,0,6,2,2,-,-,-,-,-,-,120
A=<48,B=#23,C=25
Friday,13-April-2018,04:44,SS,10M+,PL,4.3,PV,1.3,CL,85,+0,RL,68,SA,26,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,66,14,5,3,14,5,3,0,0,0,-,-,-,11
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,12
,182,S,34,A,86,7,2,2,10,3,3,-,-,-,-,-,-,9
,2,L,14,AD,50,0,0,0,8,2,2,-,-,-,-,-,-,160
,2,L,15,AD,50,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Friday,13-April-2018,04:45,SS,28M+,PL,8.3,PV,8.3,CL,60,+0,RL,44,SA,47,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,40,0,0,0,0,0,0,-,-,-,-,-,-,5
,48,S,90,A,40,-,-,-,-,-,-,18,4,3,-,-,-,20
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,2
,48,S,213,A,40,-,-,-,-,-,-,18,4,3,-,-,-,20
,48,L,23,A,40,0,0,0,0,0,0,-,-,-,-,-,-,60
,48,L,49,A,40,-,-,-,-,-,-,18,4,3,-,-,-,240
A=<35,B=28,C=#22
Friday,13-April-2018,04:46,SS,3M+,PL,8.3,PV,8.2,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,90,0,0,0,-,-,-,-,-,-,-,-,-,1
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,78,43,3,14,10,3,3,-,-,-,-,-,-,25
,145,S,204,AB,78,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,78,43,3,14,10,3,3,-,-,-,-,-,-,25
,145,S,212,AC,90,0,0,0,-,-,-,-,-,-,-,-,-,1
,145,L,4,AB,78,43,3,14,10,3,3,-,-,-,-,-,-,400
A=<54,B=#23,C=19
Friday,13-April-2018,04:46,SS,10M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,24,DS,6
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,66,14,5,3,14,5,3,0,0,0,-,-,-,13
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,5
,182,S,34,A,29,0,0,0,0,0,0,-,-,-,-,-,-,5
,2,L,14,AD,70,9,3,2,6,2,2,-,-,-,-,-,-,260
,2,L,15,AD,70,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Friday,13-April-2018,04:46,SS,23M+,PL,6.2,PV,1.3,CL,100-13,RL,61,SA,130,DS,29
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,39,19,5,4,29,5,5,17,3,3,-,-,-,29
,152,S,131,A,39,15,3,2,29,4,4,-,-,-,-,-,-,24
,152,S,132,C,16,0,0,0,0,0,0,0,0,0,-,-,-,19
,193,L,57,ABCE,64,0,0,0,11,3,2,14,3,3,-,-,-,380
,193,L,58,AE,42,10,2,1,34,3,5,28,5,4,-,-,-,300
A=<63,B=1,C=37,D=1
Friday,13-April-2018,04:46,SS,28M+,PL,8.3,PV,4.3,CL,60,+0,RL,44,SA,47,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,39,0,0,0,12,2,2,-,-,-,-,-,-,7
,48,S,90,A,39,-,-,-,-,-,-,0,0,0,-,-,-,14
,48,S,91,BC,14,9,2,0,0,0,0,-,-,-,-,-,-,4
,48,S,213,A,39,-,-,-,-,-,-,0,0,0,-,-,-,14
,48,L,23,A,39,0,0,0,12,2,2,-,-,-,-,-,-,80
,48,L,49,A,39,-,-,-,-,-,-,0,0,0,-,-,-,160
A=<35,B=28,C=#22
Friday,13-April-2018,04:47,SS,3M+,PL,8.3,PV,0.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,66,7,2,2,-,-,-,-,-,-,-,-,-,3
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,68,6,2,2,0,0,0,-,-,-,-,-,-,18
,145,S,204,AB,68,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,68,6,2,2,0,0,0,-,-,-,-,-,-,18
,145,S,212,AC,66,7,2,2,-,-,-,-,-,-,-,-,-,3
,145,L,4,AB,68,6,2,2,0,0,0,-,-,-,-,-,-,300
A=<54,B=#23,C=19
Friday,13-April-2018,04:47,SS,10M+,PL,1.3,PV,4.3,CL,85,+0,RL,68,SA,26,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,72,10,4,2,6,2,1,7,3,1,-,-,-,12
,354,S,31,B,16,0,0,0,0,0,0,15,2,1,-,-,-,7
,182,S,34,A,13,0,0,0,10,2,0,-,-,-,-,-,-,7
,2,L,14,AD,52,0,0,0,0,0,0,-,-,-,-,-,-,200
,2,L,15,AD,52,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Friday,13-April-2018,04:47,SS,28M+,PL,6.3,PV,6.3,CL,60,+0,RL,44,SA,47,DS,29
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,52,0,0,0,27,3,5,-,-,-,-,-,-,16
,48,S,90,A,52,-,-,-,-,-,-,0,0,0,-,-,-,4
,48,S,91,BC,14,13,2,1,0,0,0,-,-,-,-,-,-,9
,48,S,213,A,52,-,-,-,-,-,-,0,0,0,-,-,-,4
,48,L,23,A,52,0,0,0,27,3,5,-,-,-,-,-,-,180
,48,L,49,A,52,-,-,-,-,-,-,0,0,0,-,-,-,40
A=<31,B=32,C=#22
Friday,13-April-2018,04:48,SS,23M-,PL,3.2,PV,3.3,CL,100-12,RL,74,SA,131,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,64,9,4,3,10,4,3,0,0,0,-,-,-,20
,152,S,131,A,64,20,6,4,12,4,3,-,-,-,-,-,-,23
,152,S,132,C,20,0,0,0,18,2,1,17,3,1,-,-,-,16
,193,L,57,ABCE,82,0,0,0,17,5,5,0,0,0,-,-,-,280
,193,L,58,AE,60,21,4,4,8,2,2,14,4,3,-,-,-,340
A=<68,B=1,C=32,D=1
Friday,13-April-2018,04:48,SS,28M+,PL,6.3,PV,7.3,CL,60,+0,RL,44,SA,47,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,0,0,0,13,3,2,-,-,-,-,-,-,17
,48,S,90,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,15,0,0,0,15,2,1,-,-,-,-,-,-,13
,48,S,213,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,46,0,0,0,13,3,2,-,-,-,-,-,-,180
,48,L,49,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<31,B=32,C=#22
Friday,13-April-2018,04:49,SS,3M+,PL,4.3,PV,4.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,104,8,3,3,-,-,-,-,-,-,-,-,-,6
,145,S,10,C,16,46,3,3,0,0,0,0,0,0,-,-,-,21
,145,S,133,AB,87,0,0,0,7,3,2,-,-,-,-,-,-,15
,145,S,204,AB,87,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,87,0,0,0,7,3,2,-,-,-,-,-,-,15
,145,S,212,AC,104,8,3,3,-,-,-,-,-,-,-,-,-,6
,145,L,4,AB,87,0,0,0,7,3,2,-,-,-,-,-,-,220
A=<41,B=#23,C=32
Friday,13-April-2018,04:49,SS,10M+,PL,4.3,PV,4.3,CL,85,+0,RL,68,SA,24,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,10,3,2,7,2,2,0,0,0,-,-,-,11
,354,S,31,B,17,0,0,0,24,2,2,21,2,1,-,-,-,16
,182,S,34,A,63,0,0,0,6,2,1,-,-,-,-,-,-,6
,2,L,14,AD,62,0,0,0,7,3,2,-,-,-,-,-,-,200
,2,L,15,AD,62,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Friday,13-April-2018,04:49,SS,28M+,PL,7.3,PV,7.3,CL,60,+0,RL,44,SA,47,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,42,0,0,0,0,0,0,-,-,-,-,-,-,10
,48,S,90,A,42,-,-,-,-,-,-,64,2,12,-,-,-,29
,48,S,91,BC,15,15,2,1,11,2,1,-,-,-,-,-,-,15
,48,S,213,A,42,-,-,-,-,-,-,64,2,12,-,-,-,29
,48,L,23,A,42,0,0,0,0,0,0,-,-,-,-,-,-,100
,48,L,49,A,42,-,-,-,-,-,-,64,2,12,-,-,-,320
A=<33,B=30,C=#22
Friday,13-April-2018,04:49,SS,23M+,PL,3.2,PV,5.3,CL,100,+2,RL,82,SA,130,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,68,14,6,5,13,5,4,0,0,0,-,-,-,16
,152,S,131,A,68,0,0,0,8,2,2,-,-,-,-,-,-,17
,152,S,132,C,16,0,0,0,16,2,1,0,0,0,-,-,-,13
,193,L,57,ABCE,72,0,0,0,10,3,2,6,2,2,-,-,-,160
,193,L,58,AE,50,0,0,0,21,5,4,17,4,3,-,-,-,300
A=<68,B=1,C=32,D=1
Friday,13-April-2018,04:50,SS,3M+,PL,6.3,PV,6.3,CL,85,+0,RL,68,SA,200,DS,11
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,79,6,2,2,-,-,-,-,-,-,-,-,-,7
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,15
,145,S,133,AB,67,0,0,0,7,2,2,-,-,-,-,-,-,7
,145,S,204,AB,67,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,67,0,0,0,7,2,2,-,-,-,-,-,-,7
,145,S,212,AC,79,6,2,2,-,-,-,-,-,-,-,-,-,7
,145,L,4,AB,67,0,0,0,7,2,2,-,-,-,-,-,-,80
A=<48,B=#23,C=25
Friday,13-April-2018,04:50,SS,10M+,PL,4.3,PV,3.3,CL,85,+0,RL,68,SA,26,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,7,3,2,5,2,1,5,2,1,-,-,-,9
,354,S,31,B,18,0,0,0,27,3,2,0,0,0,-,-,-,23
,182,S,34,A,61,6,2,1,14,3,3,-,-,-,-,-,-,10
,2,L,14,AD,59,0,0,0,0,0,0,-,-,-,-,-,-,60
,2,L,15,AD,59,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Friday,13-April-2018,04:50,SS,28M+,PL,7.3,PV,8.3,CL,60,+0,RL,44,SA,47,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,45,0,0,0,0,0,0,-,-,-,-,-,-,3
,48,S,90,A,45,-,-,-,-,-,-,15,4,3,-,-,-,28
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,8
,48,S,213,A,45,-,-,-,-,-,-,15,4,3,-,-,-,28
,48,L,23,A,45,0,0,0,0,0,0,-,-,-,-,-,-,20
,48,L,49,A,45,-,-,-,-,-,-,15,4,3,-,-,-,320
A=<33,B=30,C=#22
Friday,13-April-2018,04:51,SS,23M+,PL,8.3,PV,8.3,CL,90,-3,RL,82,SA,131,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,77,12,6,4,13,6,4,4,2,1,-,-,-,13
,152,S,131,A,77,20,4,5,31,11,9,-,-,-,-,-,-,21
,152,S,132,C,24,15,2,1,8,2,1,47,6,4,-,-,-,30
,193,L,57,ABCE,63,0,0,0,7,2,2,7,2,2,-,-,-,140
,193,L,58,AE,41,0,0,0,0,0,0,16,3,2,-,-,-,180
A=<58,B=1,C=42,D=1
Friday,13-April-2018,04:51,SS,28M+,PL,8.3,PV,8.2,CL,60,+0,RL,60,SA,47,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,48,0,0,0,12,3,2,-,-,-,-,-,-,5
,48,S,90,A,48,-,-,-,-,-,-,42,2,9,-,-,-,38
,48,S,91,BC,23,32,4,3,19,3,1,-,-,-,-,-,-,18
,48,S,213,A,48,-,-,-,-,-,-,42,2,9,-,-,-,38
,48,L,23,A,48,0,0,0,12,3,2,-,-,-,-,-,-,60
,48,L,49,A,48,-,-,-,-,-,-,42,2,9,-,-,-,460
A=<35,B=28,C=#22
Friday,13-April-2018,04:51,SS,3M+,PL,5.3,PV,5.3,CL,85,+0,RL,68,SA,200,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,73,7,2,2,-,-,-,-,-,-,-,-,-,7
,145,S,10,C,13,16,2,1,0,0,0,0,0,0,-,-,-,17
,145,S,133,AB,61,0,0,0,7,2,1,-,-,-,-,-,-,7
,145,S,204,AB,61,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,61,0,0,0,7,2,1,-,-,-,-,-,-,7
,145,S,212,AC,73,7,2,2,-,-,-,-,-,-,-,-,-,7
,145,L,4,AB,61,0,0,0,7,2,1,-,-,-,-,-,-,60
A=<44,B=#23,C=29
Friday,13-April-2018,04:51,SS,10M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,24,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,6,2,1,6,2,1,5,2,1,-,-,-,7
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,14
,182,S,34,A,72,0,0,0,5,2,1,-,-,-,-,-,-,8
,2,L,14,AD,64,0,0,0,5,2,1,-,-,-,-,-,-,100
,2,L,15,AD,64,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Friday,13-April-2018,04:52,SS,28M+,PL,8.3,PV,6.3,CL,60,+0,RL,44,SA,47,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,36,0,0,0,11,2,1,-,-,-,-,-,-,9
,48,S,90,A,36,-,-,-,-,-,-,29,2,5,-,-,-,30
,48,S,91,BC,14,12,2,1,0,0,0,-,-,-,-,-,-,16
,48,S,213,A,36,-,-,-,-,-,-,29,2,5,-,-,-,30
,48,L,23,A,36,0,0,0,11,2,1,-,-,-,-,-,-,60
,48,L,49,A,36,-,-,-,-,-,-,29,2,5,-,-,-,360
A=<35,B=28,C=#22
Friday,13-April-2018,04:52,SS,23M+,PL,8.3,PV,7.3,CL,78,+0,RL,78,SA,131,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,77,12,6,4,13,6,4,4,2,1,-,-,-,13
,152,S,131,A,77,20,4,5,31,11,9,-,-,-,-,-,-,26
,152,S,132,C,24,15,2,1,8,2,1,47,6,4,-,-,-,40
,193,L,57,ABCE,63,0,0,0,7,2,2,7,2,2,-,-,-,140
,193,L,58,AE,41,0,0,0,0,0,0,16,3,2,-,-,-,100
A=<58,B=1,C=42,D=1
Friday,13-April-2018,04:53,SS,3M+,PL,6.3,PV,6.3,CL,85,+0,RL,68,SA,201,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,90,0,0,0,-,-,-,-,-,-,-,-,-,4
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,5
,145,S,133,AB,78,9,4,3,12,4,3,-,-,-,-,-,-,9
,145,S,204,AB,78,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,78,9,4,3,12,4,3,-,-,-,-,-,-,9
,145,S,212,AC,90,0,0,0,-,-,-,-,-,-,-,-,-,4
,145,L,4,AB,78,9,4,3,12,4,3,-,-,-,-,-,-,140
A=<48,B=#23,C=25
Friday,13-April-2018,04:53,SS,10M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,24,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,6,2,1,6,2,1,5,2,1,-,-,-,6
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,6
,182,S,34,A,86,0,0,0,14,4,4,-,-,-,-,-,-,11
,2,L,14,AD,67,0,0,0,4,2,1,-,-,-,-,-,-,100
,2,L,15,AD,67,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Friday,13-April-2018,04:53,SS,28M+,PL,7.3,PV,7.2,CL,60,+0,RL,60,SA,47,DS,34
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,47,8,2,1,7,2,1,-,-,-,-,-,-,10
,48,S,90,A,47,-,-,-,-,-,-,51,2,11,-,-,-,42
,48,S,91,BC,17,0,0,0,20,2,1,-,-,-,-,-,-,20
,48,S,213,A,47,-,-,-,-,-,-,51,2,11,-,-,-,42
,48,L,23,A,47,8,2,1,7,2,1,-,-,-,-,-,-,100
,48,L,49,A,47,-,-,-,-,-,-,51,2,11,-,-,-,520
A=<33,B=30,C=#22
Friday,13-April-2018,04:54,SS,23M-,PL,8.3,PV,8.3,CL,70,+2,RL,70,SA,130,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,45,14,4,3,20,5,4,7,2,1,-,-,-,16
,152,S,131,A,45,9,2,1,14,3,2,-,-,-,-,-,-,23
,152,S,132,C,16,0,0,0,10,2,1,0,0,0,-,-,-,30
,193,L,57,ABCE,35,0,0,0,25,3,3,23,3,3,-,-,-,200
,193,L,58,AE,13,0,0,0,0,0,0,0,0,0,-,-,-,40
A=<58,B=1,C=42,D=1
Friday,13-April-2018,04:54,SS,3M+,PL,3.3,PV,3.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,80,6,2,2,-,-,-,-,-,-,-,-,-,4
,145,S,10,C,14,16,2,1,38,3,2,0,0,0,-,-,-,21
,145,S,133,AB,67,8,3,2,0,0,0,-,-,-,-,-,-,9
,145,S,204,AB,67,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,67,8,3,2,0,0,0,-,-,-,-,-,-,9
,145,S,212,AC,80,6,2,2,-,-,-,-,-,-,-,-,-,4
,145,L,4,AB,67,8,3,2,0,0,0,-,-,-,-,-,-,120
A=<39,B=#23,C=34
Friday,13-April-2018,04:54,SS,10M+,PL,3.3,PV,3.3,CL,85,+0,RL,68,SA,52,DS,90
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,19,3,4,19,3,4,0,0,0,-,-,-,12
,354,S,31,B,14,14,2,1,0,0,0,0,0,0,-,-,-,6
,182,S,34,A,66,0,0,0,13,4,3,-,-,-,-,-,-,12
,2,L,14,AD,75,5,2,1,8,3,3,-,-,-,-,-,-,260
,2,L,15,AD,75,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Friday,13-April-2018,04:54,SS,28M+,PL,7.3,PV,1.3,CL,60,+0,RL,44,SA,47,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,43,0,0,0,0,0,0,-,-,-,-,-,-,5
,48,S,90,A,43,-,-,-,-,-,-,0,0,0,-,-,-,23
,48,S,91,BC,16,32,3,2,0,0,0,-,-,-,-,-,-,24
,48,S,213,A,43,-,-,-,-,-,-,0,0,0,-,-,-,23
,48,L,23,A,43,0,0,0,0,0,0,-,-,-,-,-,-,60
,48,L,49,A,43,-,-,-,-,-,-,0,0,0,-,-,-,280
A=<33,B=30,C=#22
Friday,13-April-2018,04:55,SS,23M+,PL,6.3,PV,6.3,CL,60,+0,RL,60,SA,130,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,62,14,5,4,22,5,6,8,3,2,-,-,-,19
,152,S,131,A,62,20,5,4,21,6,5,-,-,-,-,-,-,21
,152,S,132,C,16,0,0,0,10,2,1,0,0,0,-,-,-,18
,193,L,57,ABCE,53,0,0,0,28,3,5,13,3,2,-,-,-,280
,193,L,58,AE,31,0,0,0,21,2,2,21,3,2,-,-,-,100
A=<63,B=1,C=37,D=1
Friday,13-April-2018,04:55,SS,28M+,PL,8.3,PV,8.2,CL,60,+0,RL,60,SA,90,DS,155
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,43,11,2,2,28,3,4,-,-,-,-,-,-,14
,48,S,90,A,43,-,-,-,-,-,-,155,2,29,-,-,-,81
,48,S,91,BC,34,31,4,4,0,0,0,-,-,-,-,-,-,29
,48,S,213,A,43,-,-,-,-,-,-,155,2,29,-,-,-,81
,48,L,23,A,43,11,2,2,28,3,4,-,-,-,-,-,-,180
,48,L,49,A,43,-,-,-,-,-,-,155,2,29,-,-,-,920
A=<35,B=28,C=#22
Friday,13-April-2018,04:56,SS,3M+,PL,3.3,PV,0.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,88,0,0,0,-,-,-,-,-,-,-,-,-,2
,145,S,10,C,14,0,0,0,0,0,0,26,2,1,-,-,-,24
,145,S,133,AB,75,0,0,0,0,0,0,-,-,-,-,-,-,5
,145,S,204,AB,75,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,75,0,0,0,0,0,0,-,-,-,-,-,-,5
,145,S,212,AC,88,0,0,0,-,-,-,-,-,-,-,-,-,2
,145,L,4,AB,75,0,0,0,0,0,0,-,-,-,-,-,-,80
A=<39,B=#23,C=34
Friday,13-April-2018,04:56,SS,10M+,PL,3.3,PV,2.3,CL,85,+0,RL,68,SA,26,DS,11
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,72,9,3,2,5,2,1,0,0,0,-,-,-,12
,354,S,31,B,14,14,2,1,0,0,0,0,0,0,-,-,-,11
,182,S,34,A,86,0,0,0,11,4,3,-,-,-,-,-,-,12
,2,L,14,AD,62,0,0,0,13,4,4,-,-,-,-,-,-,360
,2,L,15,AD,62,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Friday,13-April-2018,04:56,SS,23M+,PL,6.3,PV,7.2,CL,60,+0,RL,60,SA,130,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,62,14,5,4,22,5,6,8,3,2,-,-,-,22
,152,S,131,A,62,20,5,4,21,6,5,-,-,-,-,-,-,19
,152,S,132,C,16,0,0,0,10,2,1,0,0,0,-,-,-,10
,193,L,57,ABCE,38,0,0,0,31,3,4,41,5,5,-,-,-,420
,193,L,58,AE,16,0,0,0,50,3,3,41,2,2,-,-,-,200
A=<63,B=1,C=37,D=1
Friday,13-April-2018,04:56,SS,28M+,PL,8.3,PV,8.2,CL,60,+0,RL,71,SA,90,DS,160
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,27,0,0,0,0,0,0,-,-,-,-,-,-,9
,48,S,90,A,27,-,-,-,-,-,-,160,2,19,-,-,-,123
,48,S,91,BC,18,17,2,1,0,0,0,-,-,-,-,-,-,25
,48,S,213,A,27,-,-,-,-,-,-,160,2,19,-,-,-,123
,48,L,23,A,27,0,0,0,0,0,0,-,-,-,-,-,-,120
,48,L,49,A,27,-,-,-,-,-,-,160,2,19,-,-,-,1080
A=<35,B=28,C=#22
Friday,13-April-2018,04:57,SS,23M+,PL,1.3,PV,1.3,CL,60,+0,RL,60,SA,130,DS,40
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,33,39,7,6,40,4,6,14,3,2,-,-,-,30
,152,S,131,A,33,16,3,2,15,3,2,-,-,-,-,-,-,19
,152,S,132,C,16,0,0,0,0,0,0,0,0,0,-,-,-,6
,193,L,57,ABCE,41,0,0,0,0,0,0,16,3,2,-,-,-,320
