Strategic,Monitor,On,Thursday,03-May-2018,filename:CCITY_20180503

Thursday,03-May-2018,00:00,SS,3M+,PL,2.3,PV,2.3,CL,99,+0,RL,76,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,L,49,A,47,-,-,-,-,-,-,92,5,18,-,-,-,400
A=<41,B=28,C=#22
Thursday,03-May-2018,01:41,SS,3M+,PL,8.3,PV,0.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,82,11,4,3,-,-,-,-,-,-,-,-,-,8
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,70,5,2,2,0,0,0,-,-,-,-,-,-,7
,145,S,204,AB,70,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,70,5,2,2,0,0,0,-,-,-,-,-,-,7
,145,S,212,AC,82,11,4,3,-,-,-,-,-,-,-,-,-,8
,145,L,4,AB,70,5,2,2,0,0,0,-,-,-,-,-,-,160
A=<54,B=#23,C=19
Thursday,03-May-2018,01:41,SS,10M+,PL,1.3,PV,1.2,CL,85,+0,RL,68,SA,24,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,72,12,5,3,10,4,2,10,4,2,-,-,-,12
,354,S,31,B,15,0,0,0,17,2,1,0,0,0,-,-,-,12
,182,S,34,A,54,0,0,0,0,0,0,-,-,-,-,-,-,2
,2,L,14,AD,66,0,0,0,13,4,4,-,-,-,-,-,-,400
,2,L,15,AD,66,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,03-May-2018,01:41,SS,23M+,PL,1.2,PV,1.2,CL,66,+0,RL,66,SA,130,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,65,7,3,2,10,4,3,18,6,5,-,-,-,18
,152,S,131,A,65,11,3,2,0,0,0,-,-,-,-,-,-,11
,152,S,132,C,16,0,0,0,0,0,0,0,0,0,-,-,-,0
,193,L,57,ABCE,80,0,0,0,20,7,5,15,5,4,-,-,-,440
,193,L,58,AE,58,0,0,0,15,4,3,11,3,2,-,-,-,140
A=<74,B=1,C=26,D=1
Thursday,03-May-2018,01:41,SS,28M+,PL,8.3,PV,8.2,CL,73,+0,RL,75,SA,90,DS,173
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,13,0,0,0,0,0,0,-,-,-,-,-,-,22
,48,S,90,A,13,-,-,-,-,-,-,173,2,9,-,-,-,108
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,9
,48,S,213,A,13,-,-,-,-,-,-,173,2,9,-,-,-,108
,48,L,23,A,13,0,0,0,0,0,0,-,-,-,-,-,-,120
,48,L,49,A,13,-,-,-,-,-,-,173,2,9,-,-,-,500
A=<42,B=28,C=#22
Thursday,03-May-2018,01:42,SS,23M-,PL,8.2,PV,8.3,CL,60,+0,RL,60,SA,130,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,46,16,5,3,17,5,3,10,3,2,-,-,-,18
,152,S,131,A,46,0,0,0,0,0,0,-,-,-,-,-,-,6
,152,S,132,C,16,0,0,0,0,0,0,27,2,2,-,-,-,12
,193,L,57,ABCE,56,5,2,1,12,2,2,25,5,5,-,-,-,360
,193,L,58,AE,34,11,2,1,12,2,1,19,3,2,-,-,-,140
A=<58,B=1,C=42,D=1
Thursday,03-May-2018,01:42,SS,28M+,PL,4.3,PV,4.3,CL,70,+0,RL,70,SA,47,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,74,5,2,1,7,3,2,-,-,-,-,-,-,8
,48,S,90,A,74,-,-,-,-,-,-,0,0,0,-,-,-,77
,48,S,91,BC,43,30,5,5,8,2,1,-,-,-,-,-,-,20
,48,S,213,A,74,-,-,-,-,-,-,0,0,0,-,-,-,77
,48,L,23,A,74,5,2,1,7,3,2,-,-,-,-,-,-,100
,48,L,49,A,74,-,-,-,-,-,-,0,0,0,-,-,-,340
A=<33,B=36,C=#22
Thursday,03-May-2018,01:42,SS,3M+,PL,8.3,PV,19.3,CL,85,+0,RL,68,SA,200,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,76,0,0,0,-,-,-,-,-,-,-,-,-,4
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,78,13,4,5,10,3,3,-,-,-,-,-,-,10
,145,S,204,AB,78,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,78,13,4,5,10,3,3,-,-,-,-,-,-,10
,145,S,212,AC,76,0,0,0,-,-,-,-,-,-,-,-,-,4
,145,L,4,AB,78,13,4,5,10,3,3,-,-,-,-,-,-,240
A=<56,B=#23,C=17
Thursday,03-May-2018,01:42,SS,10M+,PL,1.2,PV,1.2,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,71,6,2,1,6,2,1,6,2,1,-,-,-,10
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,8
,182,S,34,A,5,0,0,0,0,0,0,-,-,-,-,-,-,1
,2,L,14,AD,70,0,0,0,11,4,3,-,-,-,-,-,-,400
,2,L,15,AD,70,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,03-May-2018,01:43,SS,23M+,PL,8.2,PV,6.3,CL,60,+0,RL,60,SA,130,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,46,16,5,3,17,5,3,10,3,2,-,-,-,17
,152,S,131,A,46,0,0,0,0,0,0,-,-,-,-,-,-,2
,152,S,132,C,16,0,0,0,0,0,0,27,2,2,-,-,-,21
,193,L,57,ABCE,70,0,0,0,22,6,5,16,4,4,-,-,-,300
,193,L,58,AE,48,0,0,0,13,3,2,0,0,0,-,-,-,120
A=<58,B=1,C=42,D=1
Thursday,03-May-2018,01:44,SS,28M+,PL,4.3,PV,6.3,CL,66,+0,RL,63,SA,47,DS,45
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,31,0,0,0,35,4,4,-,-,-,-,-,-,18
,48,S,90,A,31,-,-,-,-,-,-,0,0,0,-,-,-,38
,48,S,91,BC,19,18,3,1,0,0,0,-,-,-,-,-,-,18
,48,S,213,A,31,-,-,-,-,-,-,0,0,0,-,-,-,38
,48,L,23,A,31,0,0,0,35,4,4,-,-,-,-,-,-,140
,48,L,49,A,31,-,-,-,-,-,-,0,0,0,-,-,-,100
A=<31,B=36,C=#22
Thursday,03-May-2018,01:44,SS,3M+,PL,2.3,PV,2.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,97,5,2,2,-,-,-,-,-,-,-,-,-,5
,145,S,10,C,13,24,2,1,0,0,0,0,0,0,-,-,-,11
,145,S,133,AB,83,13,6,5,0,0,0,-,-,-,-,-,-,11
,145,S,204,AB,83,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,83,13,6,5,0,0,0,-,-,-,-,-,-,11
,145,S,212,AC,97,5,2,2,-,-,-,-,-,-,-,-,-,5
,145,L,4,AB,83,13,6,5,0,0,0,-,-,-,-,-,-,220
A=<36,B=#23,C=37
Thursday,03-May-2018,01:44,SS,10M+,PL,1.2,PV,1.3,CL,85,+0,RL,68,SA,53,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,84,9,4,2,6,3,2,5,2,1,-,-,-,9
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,4
,182,S,34,A,17,0,0,0,0,0,0,-,-,-,-,-,-,0
,2,L,14,AD,83,4,2,1,5,3,2,-,-,-,-,-,-,300
,2,L,15,AD,83,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,03-May-2018,01:44,SS,23M+,PL,1.2,PV,1.3,CL,60,+0,RL,60,SA,130,DS,53
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,21,33,4,3,46,4,4,53,5,5,-,-,-,33
,152,S,131,A,21,26,2,2,18,2,1,-,-,-,-,-,-,12
,152,S,132,C,16,0,0,0,0,0,0,0,0,0,-,-,-,15
,193,L,57,ABCE,70,0,0,0,22,6,5,16,4,4,-,-,-,320
,193,L,58,AE,48,0,0,0,13,3,2,0,0,0,-,-,-,80
A=<74,B=1,C=26,D=1
Thursday,03-May-2018,01:45,SS,28M+,PL,8.3,PV,8.3,CL,60,-2,RL,53,SA,47,DS,42
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,44,9,2,1,8,2,1,-,-,-,-,-,-,17
,48,S,90,A,44,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,15,11,2,1,10,2,1,-,-,-,-,-,-,17
,48,S,213,A,44,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,44,9,2,1,8,2,1,-,-,-,-,-,-,140
,48,L,49,A,44,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<35,B=28,C=#22
Thursday,03-May-2018,01:45,SS,3M+,PL,8.3,PV,8.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,84,0,0,0,-,-,-,-,-,-,-,-,-,2
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,8
,145,S,133,AB,72,7,3,2,6,2,1,-,-,-,-,-,-,10
,145,S,204,AB,72,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,72,7,3,2,6,2,1,-,-,-,-,-,-,10
,145,S,212,AC,84,0,0,0,-,-,-,-,-,-,-,-,-,2
,145,L,4,AB,72,7,3,2,6,2,1,-,-,-,-,-,-,200
A=<54,B=#23,C=19
Thursday,03-May-2018,01:45,SS,10M+,PL,1.2,PV,1.2,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,84,9,4,2,9,4,3,5,2,1,-,-,-,8
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,182,S,34,A,7,0,0,0,0,0,0,-,-,-,-,-,-,0
,2,L,14,AD,63,15,3,3,7,2,2,-,-,-,-,-,-,400
,2,L,15,AD,63,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,03-May-2018,01:45,SS,23M+,PL,1.3,PV,4.3,CL,60,-8,RL,60,SA,130,DS,12
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,44,12,3,2,12,3,2,6,2,1,-,-,-,27
,152,S,131,A,44,0,0,0,8,2,1,-,-,-,-,-,-,12
,152,S,132,C,16,0,0,0,0,0,0,24,2,1,-,-,-,17
,193,L,57,ABCE,70,0,0,0,9,3,2,22,4,5,-,-,-,280
,193,L,58,AE,48,0,0,0,8,2,1,9,2,2,-,-,-,80
A=<74,B=1,C=26,D=1
Thursday,03-May-2018,01:46,SS,28M+,PL,8.3,PV,8.2,CL,60,+0,RL,64,SA,90,DS,156
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,49,18,3,3,11,3,2,-,-,-,-,-,-,19
,48,S,90,A,49,-,-,-,-,-,-,156,3,31,-,-,-,70
,48,S,91,BC,16,20,3,1,0,0,0,-,-,-,-,-,-,17
,48,S,213,A,49,-,-,-,-,-,-,156,3,31,-,-,-,70
,48,L,23,A,49,18,3,3,11,3,2,-,-,-,-,-,-,220
,48,L,49,A,49,-,-,-,-,-,-,156,3,31,-,-,-,840
A=<35,B=28,C=#22
Thursday,03-May-2018,01:46,SS,23M+,PL,4.3,PV,4.3,CL,60,+0,RL,60,SA,130,DS,12
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,44,12,3,2,12,3,2,6,2,1,-,-,-,21
,152,S,131,A,44,0,0,0,8,2,1,-,-,-,-,-,-,12
,152,S,132,C,16,0,0,0,0,0,0,24,2,1,-,-,-,19
,193,L,57,ABCE,70,0,0,0,9,3,2,22,4,5,-,-,-,260
,193,L,58,AE,48,0,0,0,8,2,1,9,2,2,-,-,-,100
A=<66,B=1,C=34,D=1
Thursday,03-May-2018,01:47,SS,3M+,PL,8.3,PV,0.3,CL,85,+0,RL,68,SA,201,DS,4
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,67,8,2,2,-,-,-,-,-,-,-,-,-,5
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,5
,145,S,133,AB,55,9,3,2,0,0,0,-,-,-,-,-,-,9
,145,S,204,AB,55,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,55,9,3,2,0,0,0,-,-,-,-,-,-,9
,145,S,212,AC,67,8,2,2,-,-,-,-,-,-,-,-,-,5
,145,L,4,AB,55,9,3,2,0,0,0,-,-,-,-,-,-,120
A=<54,B=#23,C=19
Thursday,03-May-2018,01:47,SS,10M+,PL,4.2,PV,4.2,CL,85,+0,RL,68,SA,24,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,83,5,3,1,0,0,0,0,0,0,-,-,-,7
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,0
,182,S,34,A,86,0,0,0,5,2,1,-,-,-,-,-,-,2
,2,L,14,AD,68,9,3,2,15,6,4,-,-,-,-,-,-,500
,2,L,15,AD,68,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,03-May-2018,01:47,SS,28M+,PL,8.3,PV,8.2,CL,60,+0,RL,73,SA,90,DS,156
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,44,0,0,0,16,2,3,-,-,-,-,-,-,15
,48,S,90,A,44,-,-,-,-,-,-,156,3,28,-,-,-,122
,48,S,91,BC,14,11,2,1,10,2,0,-,-,-,-,-,-,14
,48,S,213,A,44,-,-,-,-,-,-,156,3,28,-,-,-,122
,48,L,23,A,44,0,0,0,16,2,3,-,-,-,-,-,-,200
,48,L,49,A,44,-,-,-,-,-,-,156,3,28,-,-,-,1360
A=<35,B=28,C=#22
Thursday,03-May-2018,01:47,SS,23M+,PL,4.3,PV,1.3,CL,60,+0,RL,60,SA,130,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,49,9,3,2,10,3,2,17,4,4,-,-,-,14
,152,S,131,A,49,0,0,0,0,0,0,-,-,-,-,-,-,4
,152,S,132,C,0,0,0,0,0,0,0,0,0,0,-,-,-,13
,193,L,57,ABCE,70,9,3,3,16,4,4,21,6,5,-,-,-,320
,193,L,58,AE,48,0,0,0,0,0,0,9,2,2,-,-,-,80
A=<66,B=1,C=34,D=1
Thursday,03-May-2018,01:48,SS,28M+,PL,8.3,PV,8.2,CL,76,+2,RL,79,SA,90,DS,156
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,0,0,0,11,2,2,-,-,-,-,-,-,14
,48,S,90,A,46,-,-,-,-,-,-,156,2,29,-,-,-,156
,48,S,91,BC,15,21,3,1,0,0,0,-,-,-,-,-,-,17
,48,S,213,A,46,-,-,-,-,-,-,156,2,29,-,-,-,156
,48,L,23,A,46,0,0,0,11,2,2,-,-,-,-,-,-,180
,48,L,49,A,46,-,-,-,-,-,-,156,2,29,-,-,-,1740
A=<43,B=28,C=#22
Thursday,03-May-2018,01:48,SS,3M+,PL,8.3,PV,8.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,88,0,0,0,-,-,-,-,-,-,-,-,-,3
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,90,0,0,0,0,0,0,-,-,-,-,-,-,5
,145,S,204,AB,90,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,90,0,0,0,0,0,0,-,-,-,-,-,-,5
,145,S,212,AC,88,0,0,0,-,-,-,-,-,-,-,-,-,3
,145,L,4,AB,90,0,0,0,0,0,0,-,-,-,-,-,-,60
A=<54,B=#23,C=19
Thursday,03-May-2018,01:48,SS,10M+,PL,4.2,PV,1.2,CL,85,+0,RL,68,SA,24,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,73,9,3,2,6,2,1,0,0,0,-,-,-,8
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,182,S,34,A,84,0,0,0,0,0,0,-,-,-,-,-,-,2
,2,L,14,AD,67,0,0,0,6,3,2,-,-,-,-,-,-,400
,2,L,15,AD,67,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,03-May-2018,01:48,SS,23M+,PL,6.3,PV,6.3,CL,60,+0,RL,60,SA,131,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,38,12,3,2,8,2,1,7,2,1,-,-,-,14
,152,S,131,A,38,23,4,3,8,2,1,-,-,-,-,-,-,12
,152,S,132,C,17,33,2,2,0,0,0,0,0,0,-,-,-,20
,193,L,57,ABCE,70,0,0,0,22,6,5,6,2,1,-,-,-,320
,193,L,58,AE,48,0,0,0,21,4,4,12,2,2,-,-,-,160
A=<63,B=1,C=37,D=1
Thursday,03-May-2018,01:49,SS,28M+,PL,8.2,PV,8.2,CL,86-21,RL,86,SA,90,DS,156
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,45,16,3,3,20,3,3,-,-,-,-,-,-,16
,48,S,90,A,45,-,-,-,-,-,-,156,2,29,-,-,-,156
,48,S,91,BC,18,21,3,1,14,2,1,-,-,-,-,-,-,19
,48,S,213,A,45,-,-,-,-,-,-,156,2,29,-,-,-,156
,48,L,23,A,45,16,3,3,20,3,3,-,-,-,-,-,-,200
,48,L,49,A,45,-,-,-,-,-,-,156,2,29,-,-,-,1560
A=<46,B=28,C=#22
Thursday,03-May-2018,01:49,SS,23M+,PL,6.3,PV,6.3,CL,60,+0,RL,60,SA,131,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,38,12,3,2,8,2,1,7,2,1,-,-,-,13
,152,S,131,A,38,23,4,3,8,2,1,-,-,-,-,-,-,18
,152,S,132,C,17,33,2,2,0,0,0,0,0,0,-,-,-,26
,193,L,57,ABCE,36,0,0,0,44,6,5,40,5,5,-,-,-,400
,193,L,58,AE,13,70,2,3,95,3,4,154,3,7,-,-,-,420
A=<63,B=1,C=37,D=1
Thursday,03-May-2018,01:49,SS,3M+,PL,2.3,PV,2.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,100,6,2,2,-,-,-,-,-,-,-,-,-,4
,145,S,10,C,16,54,3,3,0,0,0,0,0,0,-,-,-,24
,145,S,133,AB,83,4,2,2,5,2,1,-,-,-,-,-,-,4
,145,S,204,AB,83,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,83,4,2,2,5,2,1,-,-,-,-,-,-,4
,145,S,212,AC,100,6,2,2,-,-,-,-,-,-,-,-,-,4
,145,L,4,AB,83,4,2,2,5,2,1,-,-,-,-,-,-,80
A=<36,B=#23,C=37
Thursday,03-May-2018,01:49,SS,10M+,PL,1.2,PV,1.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,73,9,3,2,6,2,1,0,0,0,-,-,-,8
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,182,S,34,A,16,0,0,0,0,0,0,-,-,-,-,-,-,1
,2,L,14,AD,71,10,2,2,0,0,0,-,-,-,-,-,-,300
,2,L,15,AD,71,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,03-May-2018,01:50,SS,23M+,PL,3.3,PV,3.3,CL,60,+0,RL,60,SA,130,DS,38
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,35,34,6,6,38,6,6,20,4,3,-,-,-,24
,152,S,131,A,35,11,2,1,0,0,0,-,-,-,-,-,-,18
,152,S,132,C,17,0,0,0,25,2,2,16,2,1,-,-,-,29
,193,L,57,ABCE,51,0,0,0,0,0,0,16,3,3,-,-,-,280
,193,L,58,AE,30,27,2,2,0,0,0,0,0,0,-,-,-,320
A=<68,B=1,C=32,D=1
Thursday,03-May-2018,01:50,SS,28M+,PL,8.2,PV,8.2,CL,95-24,RL,95,SA,90,DS,153
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,25,0,0,0,17,2,2,-,-,-,-,-,-,17
,48,S,90,A,25,-,-,-,-,-,-,153,3,16,-,-,-,155
,48,S,91,BC,14,8,2,0,0,0,0,-,-,-,-,-,-,15
,48,S,213,A,25,-,-,-,-,-,-,153,3,16,-,-,-,155
,48,L,23,A,25,0,0,0,17,2,2,-,-,-,-,-,-,160
,48,L,49,A,25,-,-,-,-,-,-,153,3,16,-,-,-,1120
A=<49,B=28,C=#22
Thursday,03-May-2018,01:51,SS,3M+,PL,2.3,PV,0.3,CL,85,+0,RL,68,SA,200,DS,7
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,81,5,2,2,-,-,-,-,-,-,-,-,-,4
,145,S,10,C,15,10,2,1,0,0,0,0,0,0,-,-,-,22
,145,S,133,AB,67,10,4,3,0,0,0,-,-,-,-,-,-,6
,145,S,204,AB,67,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,67,10,4,3,0,0,0,-,-,-,-,-,-,6
,145,S,212,AC,81,5,2,2,-,-,-,-,-,-,-,-,-,4
,145,L,4,AB,67,10,4,3,0,0,0,-,-,-,-,-,-,100
A=<36,B=#23,C=37
Thursday,03-May-2018,01:51,SS,10M+,PL,1.2,PV,4.3,CL,85,+0,RL,68,SA,26,DS,11
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,63,0,0,0,0,0,0,0,0,0,-,-,-,5
,354,S,31,B,22,0,0,0,28,4,2,0,0,0,-,-,-,13
,182,S,34,A,86,0,0,0,11,4,3,-,-,-,-,-,-,5
,2,L,14,AD,82,0,0,0,0,0,0,-,-,-,-,-,-,100
,2,L,15,AD,82,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,03-May-2018,01:51,SS,23M+,PL,3.3,PV,8.3,CL,60,+0,RL,60,SA,130,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,43,17,5,3,20,5,4,10,3,2,-,-,-,24
,152,S,131,A,43,0,0,0,0,0,0,-,-,-,-,-,-,9
,152,S,132,C,16,0,0,0,0,0,0,23,2,1,-,-,-,26
,193,L,57,ABCE,51,0,0,0,0,0,0,16,3,3,-,-,-,220
,193,L,58,AE,30,27,2,2,0,0,0,0,0,0,-,-,-,220
A=<68,B=1,C=32,D=1
Thursday,03-May-2018,01:52,SS,28M+,PL,2.2,PV,2.2,CL,95,+0,RL,89,SA,51,DS,145
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,51,19,4,3,0,0,0,-,-,-,-,-,-,19
,48,S,90,A,51,-,-,-,-,-,-,0,0,0,-,-,-,85
,48,S,91,BC,33,57,7,7,10,2,1,-,-,-,-,-,-,33
,48,S,213,A,51,-,-,-,-,-,-,0,0,0,-,-,-,85
,48,L,23,A,51,19,4,3,0,0,0,-,-,-,-,-,-,140
,48,L,49,A,51,-,-,-,-,-,-,0,0,0,-,-,-,520
A=<33,B=44,C=#22
Thursday,03-May-2018,01:52,SS,23M+,PL,6.3,PV,6.3,CL,60,+0,RL,60,SA,130,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,47,11,3,2,17,3,4,0,0,0,-,-,-,23
,152,S,131,A,47,16,4,2,7,2,1,-,-,-,-,-,-,10
,152,S,132,C,19,43,2,2,0,0,0,0,0,0,-,-,-,32
,193,L,57,ABCE,86,0,0,0,13,5,4,7,3,2,-,-,-,200
,193,L,58,AE,66,6,2,1,7,2,2,9,2,2,-,-,-,160
A=<63,B=1,C=37,D=1
Thursday,03-May-2018,01:52,SS,3M+,PL,2.3,PV,0.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,69,0,0,0,-,-,-,-,-,-,-,-,-,3
,145,S,10,C,15,17,2,1,0,0,0,0,0,0,-,-,-,23
,145,S,133,AB,55,6,2,1,13,3,2,-,-,-,-,-,-,10
,145,S,204,AB,55,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,55,6,2,1,13,3,2,-,-,-,-,-,-,10
,145,S,212,AC,69,0,0,0,-,-,-,-,-,-,-,-,-,3
,145,L,4,AB,55,6,2,1,13,3,2,-,-,-,-,-,-,120
A=<36,B=#23,C=37
Thursday,03-May-2018,01:52,SS,10M+,PL,3.2,PV,3.3,CL,85,+0,RL,68,SA,26,DS,12
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,67,5,2,1,0,0,0,0,0,0,-,-,-,4
,354,S,31,B,18,14,2,1,32,2,2,15,2,1,-,-,-,24
,182,S,34,A,84,5,2,1,12,4,3,-,-,-,-,-,-,9
,2,L,14,AD,67,9,3,2,10,4,3,-,-,-,-,-,-,260
,2,L,15,AD,67,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
