Strategic,Monitor,On,Tuesday,15-May-2018,filename:CCITY_20180515

Tuesday,15-May-2018,00:00,SS,85M+,PL,5.3,PV,6.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,21,B,25,16,3,1,0,0,0,15,2,1,-,-,-,15
,184,S,161,A,85,4,2,1,26,8,8,17,6,6,0,0,0,21
,184,S,162,B,11,22,2,1,21,2,1,-,-,-,-,-,-,10
,183,S,183,B,25,16,3,1,0,0,0,-,-,-,-,-,-,15
,183,L,7,AC,91,0,0,0,-,-,-,-,-,-,-,-,-,20
A=<29,B=48,C=#20
Tuesday,15-May-2018,00:03,SS,10M+,PL,2.2,PV,2.2,CL,86,+0,RL,69,SA,20,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,7,3,2,0,0,0,5,2,1,-,-,-,10
,354,S,31,B,18,0,0,0,13,3,1,11,2,1,-,-,-,26
,182,S,34,A,16,0,0,0,6,2,0,-,-,-,-,-,-,11
,2,L,14,AD,90,11,4,4,6,3,2,-,-,-,-,-,-,660
,2,L,15,AD,90,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Tuesday,15-May-2018,00:03,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,69,SA,200,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,19,7,6,5,2,1,16,7,6,0,0,0,19
,288,S,270,B,12,0,0,0,39,2,2,-,-,-,-,-,-,18
A=<63,B=#32
Tuesday,15-May-2018,00:03,SS,85M+,PL,8.3,PV,8.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,63,-,-,-,0,0,0,0,0,0,-,-,-,5
,196,S,310,A,75,24,6,6,24,7,5,34,6,7,-,-,-,48
,196,S,311,ABE,75,7,3,2,17,4,4,9,3,2,5,2,1,30
,196,S,312,D,24,14,2,1,26,3,2,8,2,1,17,2,1,37
,197,L,71,ABF,46,22,4,4,15,4,3,-,-,-,-,-,-,240
,197,L,72,ABF,46,24,4,3,19,4,3,-,-,-,-,-,-,240
A=<18,B=20,C=#25,D=20,E=17
Tuesday,15-May-2018,00:04,SS,6M+,PL,6.3,PV,6.3,CL,86,+0,RL,86,SA,26,DS,154
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,60,18,4,3,17,4,3,24,7,6,0,0,0,21
,183,S,21,B,23,15,3,1,11,2,1,11,2,1,-,-,-,12
,184,S,161,A,75,20,6,5,36,10,10,27,9,8,6,2,1,28
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,7
,183,S,183,B,23,15,3,1,11,2,1,-,-,-,-,-,-,12
,183,L,7,AC,60,18,4,3,-,-,-,-,-,-,-,-,-,60
A=<29,B=48,C=#20
Tuesday,15-May-2018,00:04,SS,10M+,PL,2.2,PV,4.2,CL,86,+0,RL,69,SA,26,DS,154
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,7,3,2,0,0,0,5,2,1,-,-,-,9
,354,S,31,B,17,8,2,1,12,2,1,0,0,0,-,-,-,16
,182,S,34,A,19,7,2,0,154,6,10,-,-,-,-,-,-,75
,2,L,14,AD,63,0,0,0,0,0,0,-,-,-,-,-,-,460
,2,L,15,AD,63,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Tuesday,15-May-2018,00:04,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,69,SA,201,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,74,35,10,10,0,0,0,17,6,5,0,0,0,26
,288,S,270,B,11,0,0,0,17,2,1,-,-,-,-,-,-,21
A=<65,B=#30
Tuesday,15-May-2018,00:05,SS,85M+,PL,8.3,PV,8.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,69,-,-,-,10,3,2,9,3,2,-,-,-,7
,196,S,310,A,55,40,3,7,17,4,3,17,3,3,-,-,-,48
,196,S,311,ABE,55,0,0,0,15,3,2,17,3,3,0,0,0,17
,196,S,312,D,24,37,2,3,16,2,1,22,3,2,19,2,1,37
,197,L,71,ABF,50,22,5,4,22,6,4,-,-,-,-,-,-,260
,197,L,72,ABF,50,11,3,2,19,3,3,-,-,-,-,-,-,220
A=<18,B=20,C=#25,D=20,E=17
Tuesday,15-May-2018,00:06,SS,6M+,PL,6.3,PV,5.3,CL,88,+0,RL,86,SA,15,DS,158
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,70,31,6,7,22,6,5,18,6,5,5,2,1,26
,183,S,21,B,27,23,2,2,51,5,5,23,2,2,-,-,-,31
,184,S,161,A,85,17,6,5,24,8,7,20,8,7,8,3,2,28
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,5
,183,S,183,B,27,23,2,2,51,5,5,-,-,-,-,-,-,31
,183,L,7,AC,70,31,6,7,-,-,-,-,-,-,-,-,-,160
A=<29,B=48,C=#20
Tuesday,15-May-2018,00:06,SS,10M+,PL,4.2,PV,4.2,CL,88,+0,RL,69,SA,15,DS,158
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,10,4,2,11,4,3,0,0,0,-,-,-,9
,354,S,31,B,21,25,2,2,27,3,2,19,2,1,-,-,-,19
,182,S,34,A,14,9,2,0,13,2,1,-,-,-,-,-,-,58
,2,L,14,AD,73,8,3,2,22,8,7,-,-,-,-,-,-,560
,2,L,15,AD,73,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Tuesday,15-May-2018,00:06,SS,58M+,PL,4.3,PV,4.3,CL,88,-2,RL,69,SA,201,DS,29
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,75,8,2,2,0,0,0,17,6,5,0,0,0,23
,288,S,270,B,11,18,2,1,17,2,1,-,-,-,-,-,-,22
A=<68,B=#28
Tuesday,15-May-2018,00:06,SS,85M+,PL,6.3,PV,6.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,77,-,-,-,5,2,1,0,0,0,-,-,-,6
,196,S,310,A,51,35,2,5,12,3,2,18,3,3,-,-,-,36
,196,S,311,ABE,51,9,2,2,22,4,3,28,5,5,14,2,3,22
,196,S,312,D,24,41,3,3,24,2,2,35,4,3,26,3,2,36
,197,L,71,ABF,51,27,4,5,19,4,4,-,-,-,-,-,-,280
,197,L,72,ABF,51,21,3,3,19,4,3,-,-,-,-,-,-,200
A=<15,B=20,C=#25,D=23,E=17
Tuesday,15-May-2018,00:07,SS,6M+,PL,5.3,PV,5.3,CL,86,+0,RL,86,SA,20,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,52,17,2,3,15,3,3,0,0,0,0,0,0,23
,183,S,21,B,23,20,3,1,0,0,0,10,2,1,-,-,-,29
,184,S,161,A,85,7,3,2,11,4,3,6,3,2,0,0,0,21
,184,S,162,B,13,26,2,1,31,2,1,-,-,-,-,-,-,14
,183,S,183,B,23,20,3,1,0,0,0,-,-,-,-,-,-,29
,183,L,7,AC,52,17,2,3,-,-,-,-,-,-,-,-,-,180
A=<31,B=46,C=#20
Tuesday,15-May-2018,00:07,SS,10M+,PL,4.2,PV,3.2,CL,86,+0,RL,70,SA,20,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,61,14,4,3,14,4,3,7,2,1,-,-,-,11
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,12
,182,S,34,A,22,0,0,0,18,4,1,-,-,-,-,-,-,46
,2,L,14,AD,50,7,2,1,18,5,4,-,-,-,-,-,-,500
,2,L,15,AD,50,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Tuesday,15-May-2018,00:07,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,70,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,75,28,9,8,9,3,2,11,3,3,0,0,0,26
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,10
A=<70,B=#26
Tuesday,15-May-2018,00:08,SS,85M+,PL,6.3,PV,8.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,103,-,-,-,18,7,5,7,3,2,-,-,-,12
,196,S,310,A,51,66,6,10,13,3,2,18,2,3,-,-,-,50
,196,S,311,ABE,51,8,2,2,29,5,4,19,4,3,0,0,0,26
,196,S,312,D,24,0,0,0,0,0,0,26,3,2,19,2,1,33
,197,L,71,ABF,46,24,4,4,21,4,4,-,-,-,-,-,-,300
,197,L,72,ABF,46,26,4,4,26,4,4,-,-,-,-,-,-,240
A=<15,B=20,C=#25,D=23,E=17
Tuesday,15-May-2018,00:09,SS,6M+,PL,5.3,PV,2.3,CL,86,+0,RL,86,SA,20,DS,34
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,65,25,6,5,22,5,5,34,8,9,11,3,3,28
,183,S,21,B,27,23,3,2,21,3,2,10,2,1,-,-,-,28
,184,S,161,A,76,12,4,3,22,7,6,20,7,6,13,4,3,19
,184,S,162,B,11,0,0,0,0,0,0,-,-,-,-,-,-,10
,183,S,183,B,27,23,3,2,21,3,2,-,-,-,-,-,-,28
,183,L,7,AC,65,25,6,5,-,-,-,-,-,-,-,-,-,200
A=<31,B=46,C=#20
Tuesday,15-May-2018,00:09,SS,10M+,PL,1.2,PV,1.2,CL,86,+0,RL,70,SA,20,DS,34
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,61,14,4,3,14,4,3,7,2,1,-,-,-,13
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,6
,182,S,34,A,26,0,0,0,0,0,0,-,-,-,-,-,-,9
,2,L,14,AD,60,11,3,2,13,4,3,-,-,-,-,-,-,600
,2,L,15,AD,60,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Tuesday,15-May-2018,00:09,SS,58M+,PL,3.3,PV,3.3,CL,86,+0,RL,70,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,75,45,14,13,5,2,1,14,5,4,0,0,0,33
,288,S,270,B,11,0,0,0,37,3,1,-,-,-,-,-,-,21
A=<67,B=#28
Tuesday,15-May-2018,00:10,SS,85M+,PL,8.3,PV,8.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,95,-,-,-,17,8,5,0,0,0,-,-,-,15
,196,S,310,A,48,41,3,6,27,4,4,67,9,9,-,-,-,60
,196,S,311,ABE,48,0,0,0,27,5,4,14,3,2,13,3,2,28
,196,S,312,D,25,0,0,0,11,2,1,34,3,3,20,3,1,33
,197,L,71,ABF,42,33,5,5,35,7,6,-,-,-,-,-,-,340
,197,L,72,ABF,42,24,3,3,20,3,3,-,-,-,-,-,-,220
A=<18,B=20,C=#25,D=20,E=17
Tuesday,15-May-2018,00:10,SS,6M+,PL,5.3,PV,5.3,CL,86,+0,RL,86,SA,20,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,60,22,5,4,20,5,4,20,6,5,6,2,1,25
,183,S,21,B,22,0,0,0,0,0,0,0,0,0,-,-,-,12
,184,S,161,A,74,26,8,6,33,10,9,21,7,6,7,2,2,25
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,7
,183,S,183,B,22,0,0,0,0,0,0,-,-,-,-,-,-,12
,183,L,7,AC,60,22,5,4,-,-,-,-,-,-,-,-,-,160
A=<31,B=46,C=#20
Tuesday,15-May-2018,00:10,SS,10M+,PL,1.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,67,18,7,4,16,6,4,0,0,0,-,-,-,16
,354,S,31,B,17,20,3,1,19,3,1,13,2,1,-,-,-,9
,182,S,34,A,42,20,4,3,25,4,3,-,-,-,-,-,-,15
,2,L,14,AD,61,11,3,2,11,4,3,-,-,-,-,-,-,500
,2,L,15,AD,61,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Tuesday,15-May-2018,00:10,SS,58M+,PL,3.3,PV,3.3,CL,86,+0,RL,69,SA,201,DS,42
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,76,17,6,5,9,3,2,7,3,2,0,0,0,29
,288,S,270,B,10,0,0,0,0,0,0,-,-,-,-,-,-,12
A=<70,B=#26
Tuesday,15-May-2018,00:11,SS,6M+,PL,5.3,PV,8.3,CL,86,+0,RL,86,SA,20,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,79,8,2,2,17,6,4,15,6,5,8,3,2,22
,183,S,21,B,20,0,0,0,37,3,3,0,0,0,-,-,-,22
,184,S,161,A,85,5,2,1,17,6,5,17,7,6,9,3,3,23
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,20,0,0,0,37,3,3,-,-,-,-,-,-,22
,183,L,7,AC,79,8,2,2,-,-,-,-,-,-,-,-,-,140
A=<31,B=46,C=#20
Tuesday,15-May-2018,00:11,SS,10M+,PL,2.2,PV,2.2,CL,86,+0,RL,69,SA,20,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,70,23,9,5,18,7,4,0,0,0,-,-,-,19
,354,S,31,B,16,23,3,1,14,2,1,0,0,0,-,-,-,17
,182,S,34,A,26,0,0,0,0,0,0,-,-,-,-,-,-,8
,2,L,14,AD,53,31,6,6,34,8,8,-,-,-,-,-,-,960
,2,L,15,AD,53,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Tuesday,15-May-2018,00:11,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,69,SA,201,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,76,18,6,5,0,0,0,0,0,0,0,0,0,24
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,8
A=<63,B=#32
Tuesday,15-May-2018,00:12,SS,85M+,PL,8.3,PV,7.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,67,-,-,-,6,2,1,0,0,0,-,-,-,12
,196,S,310,A,50,33,5,5,19,3,3,0,0,0,-,-,-,51
,196,S,311,ABE,50,0,0,0,32,4,5,10,2,2,11,2,2,30
,196,S,312,D,23,0,0,0,0,0,0,0,0,0,0,0,0,17
,197,L,71,ABF,55,13,3,3,13,3,3,-,-,-,-,-,-,280
,197,L,72,ABF,55,13,3,2,0,0,0,-,-,-,-,-,-,160
A=<18,B=20,C=#25,D=20,E=17
Tuesday,15-May-2018,00:13,SS,6M+,PL,5.3,PV,4.3,CL,86,+0,RL,86,SA,20,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,50,12,3,2,18,4,3,15,4,3,0,0,0,19
,183,S,21,B,32,40,5,4,27,4,3,20,3,2,-,-,-,30
,184,S,161,A,84,4,2,1,23,8,7,14,6,5,0,0,0,23
,184,S,162,B,13,0,0,0,30,2,1,-,-,-,-,-,-,14
,183,S,183,B,32,40,5,4,27,4,3,-,-,-,-,-,-,30
,183,L,7,AC,50,12,3,2,-,-,-,-,-,-,-,-,-,100
A=<31,B=46,C=#20
Tuesday,15-May-2018,00:13,SS,10M+,PL,2.2,PV,3.2,CL,86,+0,RL,69,SA,20,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,70,21,7,5,21,7,5,10,3,2,-,-,-,21
,354,S,31,B,14,0,0,0,13,2,1,0,0,0,-,-,-,18
,182,S,34,A,24,0,0,0,0,0,0,-,-,-,-,-,-,6
,2,L,14,AD,83,13,4,4,24,8,9,-,-,-,-,-,-,1200
,2,L,15,AD,83,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Tuesday,15-May-2018,00:13,SS,58M+,PL,4.3,PV,1.3,CL,86,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,85,10,4,3,0,0,0,14,6,5,0,0,0,16
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<65,B=#30
Tuesday,15-May-2018,00:13,SS,85M+,PL,2.3,PV,2.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,99,-,-,-,10,4,3,0,0,0,-,-,-,10
,196,S,310,A,37,17,2,2,16,2,2,24,2,3,-,-,-,36
,196,S,311,ABE,58,0,0,0,21,5,4,12,3,2,0,0,0,26
,196,S,312,D,29,58,4,5,34,4,3,58,5,7,0,0,0,34
,197,L,71,ABF,79,7,3,2,17,3,5,-,-,-,-,-,-,260
,197,L,72,ABF,79,29,6,7,24,5,6,-,-,-,-,-,-,280
A=<10,B=20,C=#25,D=27,E=18
Tuesday,15-May-2018,00:14,SS,6M+,PL,5.3,PV,6.3,CL,86,+0,RL,86,SA,20,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,55,8,2,1,21,5,4,18,5,4,0,0,0,19
,183,S,21,B,29,38,4,4,47,5,5,32,4,3,-,-,-,42
,184,S,161,A,74,10,3,2,30,9,8,22,8,7,0,0,0,25
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,10
,183,S,183,B,29,38,4,4,47,5,5,-,-,-,-,-,-,42
,183,L,7,AC,55,8,2,1,-,-,-,-,-,-,-,-,-,60
A=<31,B=46,C=#20
Tuesday,15-May-2018,00:14,SS,10M+,PL,3.2,PV,3.2,CL,86,+0,RL,69,SA,20,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,70,21,7,5,21,7,5,10,3,2,-,-,-,21
,354,S,31,B,14,0,0,0,13,2,1,0,0,0,-,-,-,15
,182,S,34,A,16,0,0,0,18,3,1,-,-,-,-,-,-,8
,2,L,14,AD,39,15,3,2,21,5,4,-,-,-,-,-,-,1060
,2,L,15,AD,39,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Tuesday,15-May-2018,00:14,SS,58M+,PL,1.3,PV,1.3,CL,86,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,85,27,10,9,12,4,3,17,7,6,0,0,0,21
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<76,B=#21
Tuesday,15-May-2018,00:15,SS,85M+,PL,2.3,PV,8.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,99,-,-,-,13,5,4,5,2,1,-,-,-,10
,196,S,310,A,42,57,3,7,71,8,9,60,6,7,-,-,-,47
,196,S,311,ABE,42,11,2,2,41,5,5,71,9,10,28,5,5,46
,196,S,312,D,28,8,2,1,15,2,1,24,3,3,26,4,2,31
,197,L,71,ABF,37,50,7,6,44,7,6,-,-,-,-,-,-,320
,197,L,72,ABF,37,28,4,3,47,6,5,-,-,-,-,-,-,300
A=<10,B=20,C=#25,D=27,E=18
Tuesday,15-May-2018,00:16,SS,6M+,PL,5.3,PV,5.3,CL,86,+0,RL,86,SA,20,DS,37
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,56,23,4,4,37,7,7,31,7,7,7,2,1,28
,183,S,21,B,23,29,2,2,17,2,1,0,0,0,-,-,-,37
,184,S,161,A,85,8,3,2,24,8,7,27,10,9,12,4,3,27
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,7
,183,S,183,B,23,29,2,2,17,2,1,-,-,-,-,-,-,37
,183,L,7,AC,56,23,4,4,-,-,-,-,-,-,-,-,-,100
A=<31,B=46,C=#20
Tuesday,15-May-2018,00:16,SS,10M+,PL,3.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,37
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,18,7,4,19,7,4,0,0,0,-,-,-,20
,354,S,31,B,21,12,2,1,40,4,3,14,2,1,-,-,-,25
