Strategic,Monitor,On,Sunday,29-April-2018,filename:CCITY_20180429

Sunday,29-April-2018,00:00,SS,23M+,PL,4.4,PV,3.3,CL,120,+0,RL,101,SA,310,DS,167
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,131,A,39,0,0,0,13,3,2,-,-,-,-,-,-,14
,152,S,132,C,17,27,2,1,25,2,2,41,2,3,-,-,-,58
,193,L,57,ABCE,64,19,5,5,23,5,5,29,6,6,-,-,-,740
,193,L,58,AE,42,12,2,1,30,4,5,13,2,2,-,-,-,380
A=<65,B=1,C=35,D=1
Sunday,29-April-2018,06:28,SS,28M+,PL,8.2,PV,8.2,CL,60,+0,RL,60,SA,47,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,45,10,2,2,0,0,0,-,-,-,-,-,-,6
,48,S,90,A,45,-,-,-,-,-,-,0,0,0,-,-,-,33
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,2
,48,S,213,A,45,-,-,-,-,-,-,0,0,0,-,-,-,33
,48,L,23,A,45,10,2,2,0,0,0,-,-,-,-,-,-,60
,48,L,49,A,45,-,-,-,-,-,-,0,0,0,-,-,-,480
A=<35,B=28,C=#22
Sunday,29-April-2018,06:28,SS,3M+,PL,8.3,PV,19.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,82,0,0,0,-,-,-,-,-,-,-,-,-,5
,145,S,10,C,14,0,0,0,0,0,0,0,0,0,-,-,-,0
,145,S,133,AB,69,7,3,2,13,4,3,-,-,-,-,-,-,9
,145,S,204,AB,69,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,69,7,3,2,13,4,3,-,-,-,-,-,-,9
,145,S,212,AC,82,0,0,0,-,-,-,-,-,-,-,-,-,5
,145,L,4,AB,69,7,3,2,13,4,3,-,-,-,-,-,-,160
A=<56,B=#23,C=17
Sunday,29-April-2018,06:28,SS,10M+,PL,2.3,PV,2.2,CL,85,+0,RL,68,SA,26,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,71,6,2,1,6,2,1,0,0,0,-,-,-,9
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,4
,182,S,34,A,31,13,2,1,0,0,0,-,-,-,-,-,-,9
,2,L,14,AD,72,13,3,3,8,2,3,-,-,-,-,-,-,460
,2,L,15,AD,72,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Sunday,29-April-2018,06:28,SS,23M+,PL,8.3,PV,8.2,CL,100,+0,RL,61,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,43,30,6,6,26,6,5,18,5,4,-,-,-,38
,152,S,131,A,43,14,3,2,23,5,4,-,-,-,-,-,-,18
,152,S,132,C,18,0,0,0,12,2,1,41,2,3,-,-,-,55
,193,L,57,ABCE,34,9,2,1,42,4,5,41,4,5,-,-,-,700
,193,L,58,AE,13,0,0,0,0,0,0,0,0,0,-,-,-,260
A=<58,B=1,C=42,D=1
Sunday,29-April-2018,06:29,SS,28M+,PL,8.2,PV,8.2,CL,60,+0,RL,60,SA,90,DS,156
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,7,2,1,16,4,3,-,-,-,-,-,-,11
,48,S,90,A,46,-,-,-,-,-,-,156,2,30,-,-,-,70
,48,S,91,BC,16,0,0,0,20,3,1,-,-,-,-,-,-,9
,48,S,213,A,46,-,-,-,-,-,-,156,2,30,-,-,-,70
,48,L,23,A,46,7,2,1,16,4,3,-,-,-,-,-,-,140
,48,L,49,A,46,-,-,-,-,-,-,156,2,30,-,-,-,820
A=<35,B=28,C=#22
Sunday,29-April-2018,06:29,SS,3M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,94,5,2,2,-,-,-,-,-,-,-,-,-,4
,145,S,10,C,14,45,2,2,0,0,0,0,0,0,-,-,-,20
,145,S,133,AB,81,5,3,2,0,0,0,-,-,-,-,-,-,8
,145,S,204,AB,81,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,81,5,3,2,0,0,0,-,-,-,-,-,-,8
,145,S,212,AC,94,5,2,2,-,-,-,-,-,-,-,-,-,4
,145,L,4,AB,81,5,3,2,0,0,0,-,-,-,-,-,-,120
A=<33,B=#23,C=40
Sunday,29-April-2018,06:29,SS,10M+,PL,2.3,PV,3.3,CL,85,+0,RL,68,SA,15,DS,150
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,78,11,4,3,10,4,3,11,4,3,-,-,-,8
,354,S,31,B,13,0,0,0,0,0,0,12,2,1,-,-,-,5
,182,S,34,A,86,6,2,2,0,0,0,-,-,-,-,-,-,7
,2,L,14,AD,30,0,0,0,9,2,1,-,-,-,-,-,-,300
,2,L,15,AD,30,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Sunday,29-April-2018,06:30,SS,28M+,PL,8.2,PV,8.2,CL,60,+0,RL,67,SA,90,DS,96
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,56,0,0,0,24,4,5,-,-,-,-,-,-,18
,48,S,90,A,56,-,-,-,-,-,-,96,7,22,-,-,-,95
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,7
,48,S,213,A,56,-,-,-,-,-,-,96,7,22,-,-,-,95
,48,L,23,A,56,0,0,0,24,4,5,-,-,-,-,-,-,240
,48,L,49,A,56,-,-,-,-,-,-,96,7,22,-,-,-,1180
A=<35,B=28,C=#22
Sunday,29-April-2018,06:30,SS,23M+,PL,8.3,PV,2.2,CL,100,+0,RL,74,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,40,44,8,8,37,8,7,25,6,5,-,-,-,39
,152,S,131,A,40,0,0,0,16,3,2,-,-,-,-,-,-,18
,152,S,132,C,18,0,0,0,20,3,1,13,2,1,-,-,-,32
,193,L,57,ABCE,94,0,0,0,21,9,7,19,7,6,-,-,-,540
,193,L,58,AE,72,5,2,1,9,3,2,10,3,3,-,-,-,200
A=<58,B=1,C=42,D=1
Sunday,29-April-2018,06:31,SS,28M+,PL,8.2,PV,8.2,CL,60,+0,RL,60,SA,47,DS,28
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,58,17,5,3,17,5,3,-,-,-,-,-,-,19
,48,S,90,A,58,-,-,-,-,-,-,0,0,0,-,-,-,66
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,4
,48,S,213,A,58,-,-,-,-,-,-,0,0,0,-,-,-,66
,48,L,23,A,58,17,5,3,17,5,3,-,-,-,-,-,-,320
,48,L,49,A,58,-,-,-,-,-,-,0,0,0,-,-,-,840
A=<35,B=28,C=#22
Sunday,29-April-2018,06:31,SS,3M+,PL,8.3,PV,8.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,85,14,5,4,-,-,-,-,-,-,-,-,-,8
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,15
,145,S,133,AB,73,18,8,6,6,2,1,-,-,-,-,-,-,13
,145,S,204,AB,73,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,73,18,8,6,6,2,1,-,-,-,-,-,-,13
,145,S,212,AC,85,14,5,4,-,-,-,-,-,-,-,-,-,8
,145,L,4,AB,73,18,8,6,6,2,1,-,-,-,-,-,-,200
A=<54,B=#23,C=19
Sunday,29-April-2018,06:31,SS,10M+,PL,4.3,PV,4.3,CL,85,+0,RL,68,SA,26,DS,12
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,26,8,5,22,8,5,10,3,2,-,-,-,17
,354,S,31,B,27,36,4,4,11,2,1,0,0,0,-,-,-,20
,182,S,34,A,42,12,2,2,9,2,1,-,-,-,-,-,-,10
,2,L,14,AD,74,13,4,3,0,0,0,-,-,-,-,-,-,300
,2,L,15,AD,74,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,29-April-2018,06:32,SS,23M+,PL,4.3,PV,4.3,CL,100,+0,RL,82,SA,130,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,82,8,4,3,7,4,3,19,7,7,-,-,-,30
,152,S,131,A,82,19,6,5,14,5,4,-,-,-,-,-,-,19
,152,S,132,C,19,0,0,0,15,2,1,18,3,1,-,-,-,24
,193,L,57,ABCE,80,0,0,0,8,3,2,0,0,0,-,-,-,260
,193,L,58,AE,58,9,2,2,21,5,5,26,6,6,-,-,-,280
A=<66,B=1,C=34,D=1
Sunday,29-April-2018,06:32,SS,28M+,PL,7.2,PV,7.3,CL,60,+0,RL,50,SA,47,DS,67
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,0,0,0,7,2,1,-,-,-,-,-,-,14
,48,S,90,A,46,-,-,-,-,-,-,0,0,0,-,-,-,21
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,0
,48,S,213,A,46,-,-,-,-,-,-,0,0,0,-,-,-,21
,48,L,23,A,46,0,0,0,7,2,1,-,-,-,-,-,-,220
,48,L,49,A,46,-,-,-,-,-,-,0,0,0,-,-,-,300
A=<33,B=30,C=#22
Sunday,29-April-2018,06:32,SS,3M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,200,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,64,7,2,2,-,-,-,-,-,-,-,-,-,9
,145,S,10,C,13,23,2,1,0,0,0,0,0,0,-,-,-,20
,145,S,133,AB,52,0,0,0,8,2,1,-,-,-,-,-,-,11
,145,S,204,AB,52,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,52,0,0,0,8,2,1,-,-,-,-,-,-,11
,145,S,212,AC,64,7,2,2,-,-,-,-,-,-,-,-,-,9
,145,L,4,AB,52,0,0,0,8,2,1,-,-,-,-,-,-,120
A=<33,B=#23,C=40
Sunday,29-April-2018,06:32,SS,10M+,PL,4.3,PV,3.3,CL,85,+0,RL,68,SA,24,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,17,4,4,16,4,3,6,2,1,-,-,-,19
,354,S,31,B,15,0,0,0,19,2,1,0,0,0,-,-,-,23
,182,S,34,A,86,0,0,0,0,0,0,-,-,-,-,-,-,5
,2,L,14,AD,49,9,2,1,17,3,4,-,-,-,-,-,-,360
,2,L,15,AD,49,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,29-April-2018,06:33,SS,28M+,PL,7.2,PV,8.3,CL,60,+0,RL,44,SA,47,DS,35
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,0,0,0,24,5,4,-,-,-,-,-,-,17
,48,S,90,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,0
,48,S,213,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,46,0,0,0,24,5,4,-,-,-,-,-,-,200
,48,L,49,A,46,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<33,B=30,C=#22
Sunday,29-April-2018,06:33,SS,23M-,PL,4.3,PV,1.3,CL,100,+0,RL,82,SA,130,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,81,27,10,10,19,8,7,19,9,7,-,-,-,28
,152,S,131,A,81,5,2,1,22,9,6,-,-,-,-,-,-,20
,152,S,132,C,16,0,0,0,0,0,0,0,0,0,-,-,-,10
,193,L,57,ABCE,75,4,2,1,24,7,6,0,0,0,-,-,-,220
,193,L,58,AE,53,0,0,0,0,0,0,14,3,3,-,-,-,240
A=<66,B=1,C=34,D=1
Sunday,29-April-2018,06:34,SS,3M+,PL,1.3,PV,20.3,CL,85,+0,RL,68,SA,201,DS,5
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,104,8,3,3,-,-,-,-,-,-,-,-,-,9
,145,S,10,C,15,15,2,1,0,0,0,0,0,0,-,-,-,14
,145,S,133,AB,90,5,3,2,13,5,4,-,-,-,-,-,-,12
,145,S,204,AB,90,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,90,5,3,2,13,5,4,-,-,-,-,-,-,12
,145,S,212,AC,104,8,3,3,-,-,-,-,-,-,-,-,-,9
,145,L,4,AB,90,5,3,2,13,5,4,-,-,-,-,-,-,180
A=<31,B=#23,C=42
Sunday,29-April-2018,06:34,SS,10M+,PL,2.3,PV,2.3,CL,85,+0,RL,68,SA,24,DS,12
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,5,2,1,5,2,1,9,3,2,-,-,-,15
,354,S,31,B,15,0,0,0,12,2,1,0,0,0,-,-,-,20
,182,S,34,A,84,6,2,2,11,4,3,-,-,-,-,-,-,8
,2,L,14,AD,65,0,0,0,9,3,3,-,-,-,-,-,-,360
,2,L,15,AD,65,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Sunday,29-April-2018,06:34,SS,28M+,PL,8.2,PV,8.3,CL,60,+0,RL,44,SA,47,DS,32
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,45,0,0,0,20,4,3,-,-,-,-,-,-,18
,48,S,90,A,45,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,16,27,4,2,0,0,0,-,-,-,-,-,-,12
,48,S,213,A,45,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,45,0,0,0,20,4,3,-,-,-,-,-,-,180
,48,L,49,A,45,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<35,B=28,C=#22
Sunday,29-April-2018,06:35,SS,28M+,PL,8.3,PV,5.3,CL,60-11,RL,44,SA,50,DS,104
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,44,9,2,1,21,4,3,-,-,-,-,-,-,21
,48,S,90,A,44,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,15,0,0,0,18,3,1,-,-,-,-,-,-,17
,48,S,213,A,44,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,44,9,2,1,21,4,3,-,-,-,-,-,-,220
,48,L,49,A,44,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<35,B=28,C=#22
Sunday,29-April-2018,06:35,SS,3M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,53,0,0,0,-,-,-,-,-,-,-,-,-,4
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,10
,145,S,133,AB,55,0,0,0,0,0,0,-,-,-,-,-,-,6
,145,S,204,AB,55,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,55,0,0,0,0,0,0,-,-,-,-,-,-,6
,145,S,212,AC,53,0,0,0,-,-,-,-,-,-,-,-,-,4
,145,L,4,AB,55,0,0,0,0,0,0,-,-,-,-,-,-,80
A=<33,B=#23,C=40
Sunday,29-April-2018,06:35,SS,10M+,PL,2.3,PV,3.2,CL,85,+0,RL,68,SA,24,DS,7
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,5,2,1,5,2,1,9,3,2,-,-,-,11
,354,S,31,B,15,0,0,0,12,2,1,0,0,0,-,-,-,14
,182,S,34,A,69,6,2,1,6,2,1,-,-,-,-,-,-,6
,2,L,14,AD,54,23,4,4,0,0,0,-,-,-,-,-,-,400
,2,L,15,AD,54,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Sunday,29-April-2018,06:35,SS,23M-,PL,8.3,PV,8.3,CL,100,+0,RL,82,SA,130,DS,29
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,93,27,12,12,29,12,12,14,7,6,-,-,-,26
,152,S,131,A,93,6,3,2,10,5,3,-,-,-,-,-,-,16
,152,S,132,C,33,81,2,8,11,2,1,32,4,4,-,-,-,40
,193,L,57,ABCE,69,4,2,1,10,3,2,0,0,0,-,-,-,140
,193,L,58,AE,47,7,2,1,30,6,5,20,4,3,-,-,-,280
A=<58,B=1,C=42,D=1
Sunday,29-April-2018,06:36,SS,28M+,PL,8.3,PV,8.2,CL,60-11,RL,60,SA,47,DS,40
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,0,0,0,0,0,0,-,-,-,-,-,-,11
,48,S,90,A,46,-,-,-,-,-,-,88,3,17,-,-,-,40
,48,S,91,BC,35,0,0,0,0,0,0,-,-,-,-,-,-,12
,48,S,213,A,46,-,-,-,-,-,-,88,3,17,-,-,-,40
,48,L,23,A,46,0,0,0,0,0,0,-,-,-,-,-,-,120
,48,L,49,A,46,-,-,-,-,-,-,88,3,17,-,-,-,460
A=<35,B=28,C=#22
Sunday,29-April-2018,06:36,SS,3M+,PL,1.3,PV,17.3,CL,85,+0,RL,68,SA,201,DS,5
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,95,7,3,2,-,-,-,-,-,-,-,-,-,5
,145,S,10,C,14,11,2,1,9,2,1,0,0,0,-,-,-,8
,145,S,133,AB,80,9,5,3,12,4,3,-,-,-,-,-,-,8
,145,S,204,AB,80,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,80,9,5,3,12,4,3,-,-,-,-,-,-,8
,145,S,212,AC,95,7,3,2,-,-,-,-,-,-,-,-,-,5
,145,L,4,AB,80,9,5,3,12,4,3,-,-,-,-,-,-,160
A=<34,B=#23,C=39
Sunday,29-April-2018,06:36,SS,10M+,PL,4.3,PV,4.2,CL,85,+0,RL,68,SA,26,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,70,11,3,2,9,3,2,6,2,1,-,-,-,10
,354,S,31,B,20,36,4,3,14,2,1,0,0,0,-,-,-,23
,182,S,34,A,86,6,2,2,15,5,4,-,-,-,-,-,-,11
,2,L,14,AD,65,6,2,1,16,5,5,-,-,-,-,-,-,460
,2,L,15,AD,65,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,29-April-2018,06:37,SS,28M+,PL,8.3,PV,8.2,CL,60,+0,RL,63,SA,90,DS,162
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,20,0,0,0,48,3,3,-,-,-,-,-,-,26
,48,S,90,A,20,-,-,-,-,-,-,162,2,14,-,-,-,102
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,4
,48,S,213,A,20,-,-,-,-,-,-,162,2,14,-,-,-,102
,48,L,23,A,20,0,0,0,48,3,3,-,-,-,-,-,-,140
,48,L,49,A,20,-,-,-,-,-,-,162,2,14,-,-,-,720
A=<35,B=28,C=#22
Sunday,29-April-2018,06:37,SS,23M-,PL,8.3,PV,6.3,CL,97,+3,RL,82,SA,131,DS,26
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,67,23,7,7,21,5,6,16,5,5,-,-,-,26
,152,S,131,A,67,22,7,5,26,8,6,-,-,-,-,-,-,20
,152,S,132,C,25,27,4,2,19,4,2,22,4,2,-,-,-,39
,193,L,57,ABCE,60,0,0,0,25,5,5,0,0,0,-,-,-,160
,193,L,58,AE,38,23,3,3,34,4,5,31,4,4,-,-,-,320
A=<58,B=1,C=42,D=1
Sunday,29-April-2018,06:38,SS,28M+,PL,8.3,PV,8.2,CL,60,+0,RL,60,SA,47,DS,33
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,33,14,2,2,42,6,5,-,-,-,-,-,-,35
,48,S,90,A,33,-,-,-,-,-,-,0,0,0,-,-,-,73
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,48,S,213,A,33,-,-,-,-,-,-,0,0,0,-,-,-,73
,48,L,23,A,33,14,2,2,42,6,5,-,-,-,-,-,-,240
,48,L,49,A,33,-,-,-,-,-,-,0,0,0,-,-,-,500
A=<35,B=28,C=#22
Sunday,29-April-2018,06:38,SS,3M+,PL,5.3,PV,5.3,CL,85,+0,RL,68,SA,200,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,84,6,2,2,-,-,-,-,-,-,-,-,-,5
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,4
,145,S,133,AB,72,22,6,7,6,2,1,-,-,-,-,-,-,14
,145,S,204,AB,72,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,72,22,6,7,6,2,1,-,-,-,-,-,-,14
,145,S,212,AC,84,6,2,2,-,-,-,-,-,-,-,-,-,5
,145,L,4,AB,72,22,6,7,6,2,1,-,-,-,-,-,-,220
A=<44,B=#23,C=29
Sunday,29-April-2018,06:38,SS,10M+,PL,4.3,PV,4.2,CL,85,+0,RL,68,SA,24,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,16,5,3,11,3,2,12,4,2,-,-,-,13
,354,S,31,B,20,17,2,1,37,3,3,31,3,2,-,-,-,31
,182,S,34,A,84,6,2,2,14,5,4,-,-,-,-,-,-,13
,2,L,14,AD,62,7,2,1,9,3,2,-,-,-,-,-,-,400
,2,L,15,AD,62,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,29-April-2018,06:38,SS,23M+,PL,8.3,PV,8.4,CL,81,+7,RL,81,SA,130,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,66,23,8,7,18,7,5,7,3,2,-,-,-,24
,152,S,131,A,66,9,3,2,23,8,6,-,-,-,-,-,-,21
,152,S,132,C,21,0,0,0,16,3,1,10,2,1,-,-,-,34
,193,L,57,ABCE,60,9,3,2,28,6,6,0,0,0,-,-,-,200
,193,L,58,AE,60,26,5,5,24,5,5,40,7,9,-,-,-,520
A=<58,B=1,C=42,D=1
Sunday,29-April-2018,06:39,SS,28M+,PL,1.3,PV,1.3,CL,60,+0,RL,52,SA,51,DS,126
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,47,0,0,0,0,0,0,-,-,-,-,-,-,24
,48,S,90,A,47,-,-,-,-,-,-,0,0,0,-,-,-,36
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,26
,48,S,213,A,47,-,-,-,-,-,-,0,0,0,-,-,-,36
,48,L,23,A,47,0,0,0,0,0,0,-,-,-,-,-,-,180
,48,L,49,A,47,-,-,-,-,-,-,0,0,0,-,-,-,180
A=<15,B=48,C=#22
Sunday,29-April-2018,06:39,SS,3M+,PL,7.3,PV,7.3,CL,85,+0,RL,68,SA,200,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,74,6,2,2,-,-,-,-,-,-,-,-,-,6
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,2
,145,S,133,AB,76,7,3,2,0,0,0,-,-,-,-,-,-,13
,145,S,204,AB,76,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,76,7,3,2,0,0,0,-,-,-,-,-,-,13
,145,S,212,AC,74,6,2,2,-,-,-,-,-,-,-,-,-,6
,145,L,4,AB,76,7,3,2,0,0,0,-,-,-,-,-,-,200
A=<51,B=#23,C=22
Sunday,29-April-2018,06:39,SS,10M+,PL,4.2,PV,4.2,CL,85,+0,RL,68,SA,26,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,18,5,4,17,5,4,12,4,2,-,-,-,16
,354,S,31,B,18,15,3,1,14,3,1,0,0,0,-,-,-,27
,182,S,34,A,55,20,4,3,18,4,3,-,-,-,-,-,-,17
,2,L,14,AD,73,7,2,2,14,4,4,-,-,-,-,-,-,500
,2,L,15,AD,73,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,29-April-2018,06:40,SS,28M+,PL,1.3,PV,8.3,CL,60,+0,RL,44,SA,47,DS,36
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,42,0,0,0,15,2,2,-,-,-,-,-,-,16
,48,S,90,A,42,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,19
,48,S,213,A,42,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,42,0,0,0,15,2,2,-,-,-,-,-,-,140
,48,L,49,A,42,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<15,B=48,C=#22
Sunday,29-April-2018,06:40,SS,23M+,PL,1.3,PV,1.3,CL,83,+0,RL,73,SA,107,DS,100
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,80,20,8,8,22,8,8,7,3,3,-,-,-,23
,152,S,131,A,80,12,5,3,15,6,4,-,-,-,-,-,-,20
,152,S,132,C,16,14,2,1,7,2,0,0,0,0,-,-,-,18
,193,L,57,ABCE,73,4,2,1,22,7,6,100,2,24,-,-,-,740
,193,L,58,AE,73,13,3,3,15,5,4,27,6,7,-,-,-,600
A=<74,B=1,C=26,D=1
Sunday,29-April-2018,06:41,SS,3M+,PL,1.3,PV,1.3,CL,85,+0,RL,68,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
