Strategic,Monitor,On,Monday,28-May-2018,filename:CCITY_20180528

Monday,28-May-2018,00:00,SS,10,+,PL,4.2,PV,4.2,CL,83,+0,RL,60,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,47,0,0,0,0,0,0,0,0,0,-,-,-,10
,354,S,31,B,15,0,0,0,19,2,1,0,0,0,-,-,-,24
,182,S,34,A,50,0,0,0,41,5,7,-,-,-,-,-,-,31
A=<47,B=53
Monday,28-May-2018,00:00,SS,23M+,PL,7.2,PV,7.3,CL,69,-8,RL,69,SA,130,DS,26
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,81,23,12,9,26,11,9,18,8,7,-,-,-,28
,152,S,131,A,81,18,5,5,21,8,6,-,-,-,-,-,-,18
,152,S,132,C,32,75,7,7,26,4,3,59,8,7,-,-,-,63
,193,L,57,ABCE,69,8,3,2,19,5,4,19,5,4,-,-,-,420
,193,L,58,AE,69,7,2,1,24,6,6,24,6,6,-,-,-,360
A=<61,B=1,C=39,D=1
Monday,28-May-2018,00:00,SS,28M+,PL,8.2,PV,8.3,CL,70,+0,RL,72,SA,90,DS,104
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,39,76,2,12,60,9,8,-,-,-,-,-,-,56
,48,S,90,A,39,-,-,-,-,-,-,104,5,16,-,-,-,94
,48,S,91,BC,35,20,3,2,9,2,1,-,-,-,-,-,-,32
,48,S,213,A,39,-,-,-,-,-,-,104,5,16,-,-,-,94
,48,L,23,A,39,76,2,12,60,9,8,-,-,-,-,-,-,780
,48,L,49,A,39,-,-,-,-,-,-,104,5,16,-,-,-,780
A=<41,B=28,C=#22
Monday,28-May-2018,00:01,SS,3M+,PL,1.3,PV,1.3,CL,86,+0,RL,69,SA,201,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,83,6,2,2,-,-,-,-,-,-,-,-,-,5
,145,S,10,C,20,16,2,1,0,0,0,0,0,0,-,-,-,23
,145,S,133,AB,64,12,4,4,18,5,4,-,-,-,-,-,-,14
,145,S,204,AB,64,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,64,12,4,4,18,5,4,-,-,-,-,-,-,14
,145,S,212,AC,83,6,2,2,-,-,-,-,-,-,-,-,-,5
,145,L,4,AB,64,12,4,4,18,5,4,-,-,-,-,-,-,260
A=<33,B=#23,C=40
Monday,28-May-2018,00:01,SS,10,+,PL,3.2,PV,3.2,CL,81,+0,RL,62,SA,35,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,5,2,1,5,2,1,8,3,2,-,-,-,8
,354,S,31,B,22,32,4,3,0,0,0,0,0,0,-,-,-,21
,182,S,34,A,45,8,2,1,31,4,5,-,-,-,-,-,-,30
A=<53,B=47
Monday,28-May-2018,00:01,SS,23M+,PL,7.2,PV,2.3,CL,61,+0,RL,61,SA,131,DS,77
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,19,17,2,2,27,3,2,60,5,5,-,-,-,41
,152,S,131,A,19,66,4,4,77,5,5,-,-,-,-,-,-,46
,152,S,132,C,18,0,0,0,0,0,0,14,2,1,-,-,-,48
,193,L,57,ABCE,59,0,0,0,23,5,5,23,4,5,-,-,-,380
,193,L,58,AE,59,0,0,0,20,4,4,22,5,4,-,-,-,340
A=<61,B=1,C=39,D=1
Monday,28-May-2018,00:02,SS,28M+,PL,8.2,PV,8.3,CL,71,+0,RL,72,SA,90,DS,95
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,34,11,2,2,38,5,5,-,-,-,-,-,-,55
,48,S,90,A,34,-,-,-,-,-,-,95,10,13,-,-,-,93
,48,S,91,BC,16,15,2,1,0,0,0,-,-,-,-,-,-,25
,48,S,213,A,34,-,-,-,-,-,-,95,10,13,-,-,-,93
,48,L,23,A,34,11,2,2,38,5,5,-,-,-,-,-,-,700
,48,L,49,A,34,-,-,-,-,-,-,95,10,13,-,-,-,720
A=<41,B=28,C=#22
Monday,28-May-2018,00:02,SS,3M+,PL,1.3,PV,0.3,CL,86,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,77,10,3,3,-,-,-,-,-,-,-,-,-,6
,145,S,10,C,13,0,0,0,0,0,0,0,0,0,-,-,-,13
,145,S,133,AB,65,0,0,0,0,0,0,-,-,-,-,-,-,8
,145,S,204,AB,65,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,65,0,0,0,0,0,0,-,-,-,-,-,-,8
,145,S,212,AC,77,10,3,3,-,-,-,-,-,-,-,-,-,6
,145,L,4,AB,65,0,0,0,0,0,0,-,-,-,-,-,-,160
A=<33,B=#23,C=40
Monday,28-May-2018,00:02,SS,23M+,PL,8.2,PV,8.3,CL,60,+0,RL,60,SA,130,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,43,27,7,6,31,6,6,14,3,3,-,-,-,39
,152,S,131,A,43,15,3,2,13,3,2,-,-,-,-,-,-,37
,152,S,132,C,19,55,3,3,82,3,6,15,2,1,-,-,-,58
,193,L,57,ABCE,59,0,0,0,23,5,5,23,4,5,-,-,-,360
