Strategic,Monitor,On,Thursday,19-April-2018,filename:CCITY_20180419

Thursday,19-April-2018,00:00,SS,3M+,PL,1.3,PV,1.3,CL,86,+0,RL,69,SA,201,DS,40
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,L,4,AB,71,15,6,5,15,4,4,-,-,-,-,-,-,280
A=<33,B=#23,C=40
Thursday,19-April-2018,00:01,SS,10M+,PL,1.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,85,14,7,4,14,7,4,3,2,1,-,-,-,18
,354,S,31,B,26,35,4,3,39,5,4,16,2,2,-,-,-,18
,182,S,34,A,31,19,3,2,21,3,2,-,-,-,-,-,-,12
,2,L,14,AD,86,49,9,14,41,15,15,-,-,-,-,-,-,1960
,2,L,15,AD,86,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,19-April-2018,00:01,SS,28M+,PL,5.3,PV,5.3,CL,60,+0,RL,52,SA,47,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,42,0,0,0,8,2,1,-,-,-,-,-,-,38
,48,S,90,A,42,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,44,23,4,4,9,2,1,-,-,-,-,-,-,24
,48,S,213,A,42,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,42,0,0,0,8,2,1,-,-,-,-,-,-,260
,48,L,49,A,42,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<29,B=34,C=#22
Thursday,19-April-2018,00:02,SS,3M+,PL,5.3,PV,5.3,CL,86,+0,RL,69,SA,200,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,65,7,2,2,-,-,-,-,-,-,-,-,-,10
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,16
,145,S,133,AB,67,20,7,6,23,6,5,-,-,-,-,-,-,17
,145,S,204,AB,67,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,67,20,7,6,23,6,5,-,-,-,-,-,-,17
,145,S,212,AC,65,7,2,2,-,-,-,-,-,-,-,-,-,10
,145,L,4,AB,67,20,7,6,23,6,5,-,-,-,-,-,-,340
A=<44,B=#23,C=29
Thursday,19-April-2018,00:02,SS,10M+,PL,4.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,59,19,5,4,15,4,3,13,4,2,-,-,-,18
,354,S,31,B,24,15,2,1,35,4,3,0,0,0,-,-,-,29
,182,S,34,A,36,9,2,1,12,3,2,-,-,-,-,-,-,12
,2,L,14,AD,29,16,2,2,23,4,3,-,-,-,-,-,-,1460
,2,L,15,AD,29,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,19-April-2018,00:02,SS,28M+,PL,5.3,PV,7.3,CL,60,+0,RL,50,SA,47,DS,47
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,20,0,0,0,53,2,4,-,-,-,-,-,-,48
,48,S,90,A,20,-,-,-,-,-,-,74,4,6,-,-,-,33
,48,S,91,BC,16,14,3,1,0,0,0,-,-,-,-,-,-,14
,48,S,213,A,20,-,-,-,-,-,-,74,4,6,-,-,-,33
,48,L,23,A,20,0,0,0,53,2,4,-,-,-,-,-,-,260
,48,L,49,A,20,-,-,-,-,-,-,74,4,6,-,-,-,160
A=<29,B=34,C=#22
Thursday,19-April-2018,00:03,SS,23M+,PL,7.2,PV,2.2,CL,120,+0,RL,97,SA,310,DS,161
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,107,42,27,22,43,23,21,32,16,16,-,-,-,38
,152,S,131,A,107,13,5,5,18,9,7,-,-,-,-,-,-,19
,152,S,132,C,21,10,2,1,17,3,1,20,4,2,-,-,-,34
,193,L,57,ABCE,113,5,2,2,33,12,13,36,14,14,-,-,-,720
,193,L,58,AE,91,13,4,4,17,5,6,16,5,5,-,-,-,460
A=<61,B=1,C=39,D=1
Thursday,19-April-2018,00:03,SS,28M+,PL,8.3,PV,8.2,CL,60,+0,RL,60,SA,90,DS,141
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,50,8,2,1,17,3,3,-,-,-,-,-,-,27
,48,S,90,A,50,-,-,-,-,-,-,141,7,31,-,-,-,88
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,10
,48,S,213,A,50,-,-,-,-,-,-,141,7,31,-,-,-,88
,48,L,23,A,50,8,2,1,17,3,3,-,-,-,-,-,-,200
,48,L,49,A,50,-,-,-,-,-,-,141,7,31,-,-,-,960
A=<35,B=28,C=#22
Thursday,19-April-2018,00:04,SS,3M+,PL,1.3,PV,1.3,CL,88,+0,RL,69,SA,200,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,108,6,2,2,-,-,-,-,-,-,-,-,-,9
,145,S,10,C,23,52,4,5,25,2,3,16,2,1,-,-,-,28
,145,S,133,AB,84,12,6,5,0,0,0,-,-,-,-,-,-,16
,145,S,204,AB,84,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,84,12,6,5,0,0,0,-,-,-,-,-,-,16
,145,S,212,AC,108,6,2,2,-,-,-,-,-,-,-,-,-,9
,145,L,4,AB,84,12,6,5,0,0,0,-,-,-,-,-,-,320
A=<34,B=#23,C=40
Thursday,19-April-2018,00:04,SS,10M+,PL,4.2,PV,4.2,CL,88,+0,RL,69,SA,20,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,63,14,5,3,8,3,2,5,2,1,-,-,-,16
,354,S,31,B,22,16,2,1,49,4,4,0,0,0,-,-,-,42
,182,S,34,A,87,0,0,0,11,4,3,-,-,-,-,-,-,14
,2,L,14,AD,67,9,3,2,7,3,2,-,-,-,-,-,-,1000
,2,L,15,AD,67,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,19-April-2018,00:04,SS,28M+,PL,8.3,PV,8.2,CL,60,+0,RL,71,SA,90,DS,151
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,0,0,0,10,2,2,-,-,-,-,-,-,22
,48,S,90,A,46,-,-,-,-,-,-,151,6,30,-,-,-,131
,48,S,91,BC,20,0,0,0,0,0,0,-,-,-,-,-,-,3
,48,S,213,A,46,-,-,-,-,-,-,151,6,30,-,-,-,131
,48,L,23,A,46,0,0,0,10,2,2,-,-,-,-,-,-,180
,48,L,49,A,46,-,-,-,-,-,-,151,6,30,-,-,-,1500
A=<35,B=28,C=#22
Thursday,19-April-2018,00:05,SS,23M+,PL,4.2,PV,4.2,CL,120-11,RL,99,SA,310,DS,103
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,107,29,19,15,37,20,18,24,13,12,-,-,-,39
,152,S,131,A,107,23,9,8,14,7,5,-,-,-,-,-,-,19
,152,S,132,C,32,35,5,3,21,3,3,14,3,2,-,-,-,33
,193,L,57,ABCE,113,5,2,2,33,12,13,36,14,14,-,-,-,880
,193,L,58,AE,91,13,4,4,17,5,6,16,5,5,-,-,-,440
A=<66,B=1,C=34,D=1
Thursday,19-April-2018,00:05,SS,3M+,PL,7.3,PV,7.3,CL,86,+0,RL,70,SA,201,DS,6
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,71,25,7,6,-,-,-,-,-,-,-,-,-,15
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,17
,145,S,133,AB,73,17,5,6,11,3,3,-,-,-,-,-,-,17
,145,S,204,AB,73,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,73,17,5,6,11,3,3,-,-,-,-,-,-,17
,145,S,212,AC,71,25,7,6,-,-,-,-,-,-,-,-,-,15
,145,L,4,AB,73,17,5,6,11,3,3,-,-,-,-,-,-,320
A=<51,B=#23,C=22
Thursday,19-April-2018,00:05,SS,10M+,PL,2.2,PV,2.2,CL,86,+0,RL,70,SA,20,DS,44
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,67,8,3,2,8,3,2,5,2,1,-,-,-,12
,354,S,31,B,16,10,2,1,13,2,1,0,0,0,-,-,-,30
,182,S,34,A,77,0,0,0,7,2,2,-,-,-,-,-,-,9
,2,L,14,AD,57,35,7,6,26,6,7,-,-,-,-,-,-,860
,2,L,15,AD,57,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Thursday,19-April-2018,00:05,SS,28M+,PL,5.3,PV,5.2,CL,60,+0,RL,62,SA,51,DS,122
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,43,0,0,0,21,4,3,-,-,-,-,-,-,16
,48,S,90,A,43,-,-,-,-,-,-,0,0,0,-,-,-,81
,48,S,91,BC,18,22,3,1,21,3,1,-,-,-,-,-,-,10
,48,S,213,A,43,-,-,-,-,-,-,0,0,0,-,-,-,81
,48,L,23,A,43,0,0,0,21,4,3,-,-,-,-,-,-,180
,48,L,49,A,43,-,-,-,-,-,-,0,0,0,-,-,-,1000
A=<29,B=34,C=#22
Thursday,19-April-2018,00:06,SS,28M+,PL,5.2,PV,8.2,CL,60-13,RL,60,SA,47,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,42,27,3,4,25,3,4,-,-,-,-,-,-,21
,48,S,90,A,42,-,-,-,-,-,-,89,2,16,-,-,-,73
,48,S,91,BC,39,23,2,3,15,3,2,-,-,-,-,-,-,18
,48,S,213,A,42,-,-,-,-,-,-,89,2,16,-,-,-,73
,48,L,23,A,42,27,3,4,25,3,4,-,-,-,-,-,-,300
,48,L,49,A,42,-,-,-,-,-,-,89,2,16,-,-,-,820
A=<29,B=34,C=#22
Thursday,19-April-2018,00:07,SS,3M+,PL,2.3,PV,2.3,CL,86,+0,RL,70,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,95,12,4,4,-,-,-,-,-,-,-,-,-,15
,145,S,10,C,17,39,2,3,35,3,3,0,0,0,-,-,-,29
,145,S,133,AB,77,6,3,2,0,0,0,-,-,-,-,-,-,11
,145,S,204,AB,77,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,77,6,3,2,0,0,0,-,-,-,-,-,-,11
,145,S,212,AC,95,12,4,4,-,-,-,-,-,-,-,-,-,15
,145,L,4,AB,77,6,3,2,0,0,0,-,-,-,-,-,-,200
A=<36,B=#23,C=37
Thursday,19-April-2018,00:07,SS,10M+,PL,2.2,PV,2.2,CL,86,+0,RL,70,SA,20,DS,41
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,67,8,3,2,8,3,2,5,2,1,-,-,-,9
,354,S,31,B,16,10,2,1,13,2,1,0,0,0,-,-,-,21
,182,S,34,A,19,0,0,0,16,4,1,-,-,-,-,-,-,12
,2,L,14,AD,57,35,7,6,26,6,7,-,-,-,-,-,-,1100
,2,L,15,AD,57,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Thursday,19-April-2018,00:07,SS,23M+,PL,4.2,PV,5.2,CL,120,+0,RL,100,SA,313,DS,139
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,82,31,17,12,36,17,13,20,10,7,-,-,-,38
,152,S,131,A,82,14,5,4,6,3,2,-,-,-,-,-,-,18
,152,S,132,C,32,38,2,4,27,4,3,30,3,4,-,-,-,33
,193,L,57,ABCE,42,9,2,2,29,5,4,23,4,3,-,-,-,600
,193,L,58,AE,20,19,2,1,22,2,2,20,2,1,-,-,-,300
A=<66,B=1,C=34,D=1
Thursday,19-April-2018,00:07,SS,28M+,PL,8.2,PV,8.2,CL,60-13,RL,64,SA,90,DS,152
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,25,0,0,0,21,2,2,-,-,-,-,-,-,23
,48,S,90,A,25,-,-,-,-,-,-,152,3,17,-,-,-,98
,48,S,91,BC,0,0,0,0,0,0,0,-,-,-,-,-,-,12
,48,S,213,A,25,-,-,-,-,-,-,152,3,17,-,-,-,98
,48,L,23,A,25,0,0,0,21,2,2,-,-,-,-,-,-,260
,48,L,49,A,25,-,-,-,-,-,-,152,3,17,-,-,-,780
A=<35,B=28,C=#22
Thursday,19-April-2018,00:08,SS,3M+,PL,1.3,PV,20.3,CL,86,+0,RL,69,SA,200,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,103,0,0,0,-,-,-,-,-,-,-,-,-,9
,145,S,10,C,22,45,4,4,0,0,0,0,0,0,-,-,-,33
,145,S,133,AB,82,14,7,5,8,3,2,-,-,-,-,-,-,12
,145,S,204,AB,82,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,82,14,7,5,8,3,2,-,-,-,-,-,-,12
,145,S,212,AC,103,0,0,0,-,-,-,-,-,-,-,-,-,9
,145,L,4,AB,82,14,7,5,8,3,2,-,-,-,-,-,-,240
A=<34,B=#23,C=39
Thursday,19-April-2018,00:08,SS,10M+,PL,2.2,PV,2.2,CL,86,+0,RL,69,SA,20,DS,41
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,30,10,6,26,9,6,23,8,5,-,-,-,18
,354,S,31,B,15,0,0,0,14,2,1,15,2,1,-,-,-,14
,182,S,34,A,46,0,0,0,8,2,1,-,-,-,-,-,-,10
,2,L,14,AD,23,0,0,0,0,0,0,-,-,-,-,-,-,700
,2,L,15,AD,23,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Thursday,19-April-2018,00:08,SS,28M+,PL,8.2,PV,8.2,CL,69,-2,RL,74,SA,90,DS,154
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,46,0,0,0,18,4,3,-,-,-,-,-,-,21
,48,S,90,A,46,-,-,-,-,-,-,154,2,31,-,-,-,139
,48,S,91,BC,36,84,3,11,35,3,4,-,-,-,-,-,-,43
,48,S,213,A,46,-,-,-,-,-,-,154,2,31,-,-,-,139
,48,L,23,A,46,0,0,0,18,4,3,-,-,-,-,-,-,220
,48,L,49,A,46,-,-,-,-,-,-,154,2,31,-,-,-,1380
A=<40,B=28,C=#22
Thursday,19-April-2018,00:09,SS,23M+,PL,3.2,PV,3.2,CL,118,+8,RL,101,SA,130,DS,35
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,78,33,16,12,35,15,12,22,10,8,-,-,-,36
,152,S,131,A,78,14,5,4,10,4,3,-,-,-,-,-,-,16
,152,S,132,C,32,34,3,3,27,4,3,8,2,1,-,-,-,36
,193,L,57,ABCE,73,9,4,3,30,8,7,26,7,7,-,-,-,500
,193,L,58,AE,51,23,2,4,12,3,2,22,5,4,-,-,-,280
A=<68,B=1,C=32,D=1
Thursday,19-April-2018,00:10,SS,28M+,PL,8.2,PV,8.2,CL,67,+0,RL,67,SA,47,DS,28
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,28,0,0,0,35,4,3,-,-,-,-,-,-,26
,48,S,90,A,28,-,-,-,-,-,-,0,0,0,-,-,-,84
,48,S,91,BC,14,0,0,0,0,0,0,-,-,-,-,-,-,28
,48,S,213,A,28,-,-,-,-,-,-,0,0,0,-,-,-,84
,48,L,23,A,28,0,0,0,35,4,3,-,-,-,-,-,-,140
,48,L,49,A,28,-,-,-,-,-,-,0,0,0,-,-,-,840
A=<39,B=28,C=#22
Thursday,19-April-2018,00:10,SS,3M+,PL,3.3,PV,3.3,CL,86,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,63,11,3,2,-,-,-,-,-,-,-,-,-,8
,145,S,10,C,13,9,2,0,13,2,1,0,0,0,-,-,-,29
,145,S,133,AB,51,17,4,4,8,2,1,-,-,-,-,-,-,14
,145,S,204,AB,51,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,51,17,4,4,8,2,1,-,-,-,-,-,-,14
,145,S,212,AC,63,11,3,2,-,-,-,-,-,-,-,-,-,8
,145,L,4,AB,51,17,4,4,8,2,1,-,-,-,-,-,-,200
A=<39,B=#23,C=34
Thursday,19-April-2018,00:10,SS,10M+,PL,1.2,PV,1.2,CL,86,+0,RL,69,SA,20,DS,26
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,72,14,5,3,11,4,3,7,2,2,-,-,-,18
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,8
,182,S,34,A,66,0,0,0,0,0,0,-,-,-,-,-,-,6
,2,L,14,AD,55,25,5,4,22,6,5,-,-,-,-,-,-,700
,2,L,15,AD,55,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,19-April-2018,00:11,SS,28M+,PL,8.2,PV,8.2,CL,72,-2,RL,74,SA,90,DS,159
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,29,0,0,0,0,0,0,-,-,-,-,-,-,16
,48,S,90,A,29,-,-,-,-,-,-,159,2,20,-,-,-,105
,48,S,91,BC,25,34,5,3,42,6,4,-,-,-,-,-,-,37
,48,S,213,A,29,-,-,-,-,-,-,159,2,20,-,-,-,105
,48,L,23,A,29,0,0,0,0,0,0,-,-,-,-,-,-,80
,48,L,49,A,29,-,-,-,-,-,-,159,2,20,-,-,-,880
A=<41,B=28,C=#22
Thursday,19-April-2018,00:11,SS,23M+,PL,3.2,PV,4.2,CL,109,+9,RL,100,SA,130,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,92,24,14,11,26,14,11,30,15,13,-,-,-,33
,152,S,131,A,92,14,6,4,14,7,5,-,-,-,-,-,-,14
,152,S,132,C,20,27,3,2,16,3,1,23,2,2,-,-,-,32
,193,L,57,ABCE,73,9,4,3,30,8,7,26,7,7,-,-,-,440
,193,L,58,AE,51,23,2,4,12,3,2,22,5,4,-,-,-,260
A=<68,B=1,C=32,D=1
Thursday,19-April-2018,00:11,SS,3M+,PL,1.3,PV,1.3,CL,86,+0,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,87,6,2,2,-,-,-,-,-,-,-,-,-,6
,145,S,10,C,17,13,2,1,15,2,1,17,2,1,-,-,-,22
,145,S,133,AB,71,11,5,4,13,4,3,-,-,-,-,-,-,15
,145,S,204,AB,71,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,71,11,5,4,13,4,3,-,-,-,-,-,-,15
,145,S,212,AC,87,6,2,2,-,-,-,-,-,-,-,-,-,6
,145,L,4,AB,71,11,5,4,13,4,3,-,-,-,-,-,-,260
A=<33,B=#23,C=40
Thursday,19-April-2018,00:11,SS,10M+,PL,1.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,19
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,83,10,5,3,10,5,3,4,2,1,-,-,-,16
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,3
,182,S,34,A,16,0,0,0,6,2,0,-,-,-,-,-,-,4
,2,L,14,AD,49,37,6,6,30,7,6,-,-,-,-,-,-,860
,2,L,15,AD,49,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,19-April-2018,00:12,SS,28M+,PL,7.2,PV,7.3,CL,72,+0,RL,65,SA,47,DS,35
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,42,0,0,0,9,2,1,-,-,-,-,-,-,12
,48,S,90,A,42,-,-,-,-,-,-,0,0,0,-,-,-,52
,48,S,91,BC,21,0,0,0,0,0,0,-,-,-,-,-,-,14
,48,S,213,A,42,-,-,-,-,-,-,0,0,0,-,-,-,52
,48,L,23,A,42,0,0,0,9,2,1,-,-,-,-,-,-,40
,48,L,49,A,42,-,-,-,-,-,-,0,0,0,-,-,-,340
A=<39,B=30,C=#22
Thursday,19-April-2018,00:12,SS,3M+,PL,2.3,PV,2.3,CL,86,+0,RL,69,SA,200,DS,6
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,75,6,2,2,-,-,-,-,-,-,-,-,-,7
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,8
,145,S,133,AB,77,5,2,2,11,3,3,-,-,-,-,-,-,13
,145,S,204,AB,77,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,77,5,2,2,11,3,3,-,-,-,-,-,-,13
,145,S,212,AC,75,6,2,2,-,-,-,-,-,-,-,-,-,7
,145,L,4,AB,77,5,2,2,11,3,3,-,-,-,-,-,-,220
A=<36,B=#23,C=37
Thursday,19-April-2018,00:12,SS,10M+,PL,2.2,PV,2.2,CL,86,+0,RL,69,SA,20,DS,33
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,28,8,6,25,7,6,10,4,2,-,-,-,19
,354,S,31,B,17,23,2,1,23,2,2,0,0,0,-,-,-,10
,182,S,34,A,36,11,3,1,22,5,3,-,-,-,-,-,-,12
,2,L,14,AD,90,10,3,3,21,9,8,-,-,-,-,-,-,1160
,2,L,15,AD,90,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<60,B=40
Thursday,19-April-2018,00:13,SS,23M+,PL,6.2,PV,6.2,CL,101,+5,RL,95,SA,130,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,112,20,13,11,20,12,10,12,7,6,-,-,-,27
,152,S,131,A,112,10,4,4,14,7,6,-,-,-,-,-,-,14
,152,S,132,C,23,38,4,3,0,0,0,34,5,3,-,-,-,33
,193,L,57,ABCE,53,0,0,0,21,5,4,32,7,6,-,-,-,420
,193,L,58,AE,31,12,2,1,62,8,7,12,2,1,-,-,-,300
A=<63,B=1,C=37,D=1
Thursday,19-April-2018,00:13,SS,28M+,PL,7.2,PV,7.2,CL,67,+2,RL,63,SA,47,DS,35
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,52,0,0,0,31,7,6,-,-,-,-,-,-,17
,48,S,90,A,52,-,-,-,-,-,-,62,4,14,-,-,-,63
,48,S,91,BC,19,23,4,2,25,3,2,-,-,-,-,-,-,20
