Strategic,Monitor,On,Thursday,26-April-2018,filename:CCITY_20180426

Thursday,26-April-2018,00:00,SS,23M+,PL,2.3,PV,6.2,CL,100,+0,RL,82,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,59,19,7,5,22,7,6,31,8,8,-,-,-,31
,152,S,131,A,59,19,4,4,9,3,2,-,-,-,-,-,-,16
,152,S,132,C,17,42,3,2,15,2,1,16,2,1,-,-,-,42
,193,L,57,ABCE,91,0,0,0,0,0,0,0,0,0,-,-,-,240
,193,L,58,AE,69,17,3,3,39,8,10,15,4,4,-,-,-,440
A=<65,B=1,C=35,D=1
Thursday,26-April-2018,00:07,SS,3M+,PL,4.3,PV,4.3,CL,118,+0,RL,99,SA,201,DS,25
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,119,26,10,12,-,-,-,-,-,-,-,-,-,16
,145,S,10,C,25,25,5,2,0,0,0,0,0,0,-,-,-,22
,145,S,133,AB,119,9,5,5,20,9,8,-,-,-,-,-,-,16
,145,S,204,AB,119,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,119,9,5,5,20,9,8,-,-,-,-,-,-,16
,145,S,212,AC,119,26,10,12,-,-,-,-,-,-,-,-,-,16
,145,L,4,AB,119,9,5,5,20,9,8,-,-,-,-,-,-,340
A=<49,B=#23,C=32
Thursday,26-April-2018,00:07,SS,10M+,PL,4.2,PV,4.2,CL,118,+0,RL,99,SA,15,DS,155
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,108,15,6,5,11,5,4,9,4,3,-,-,-,17
,354,S,31,B,24,31,5,3,8,2,1,0,0,0,-,-,-,20
,182,S,34,A,106,0,0,0,6,2,2,-,-,-,-,-,-,12
,2,L,14,AD,77,0,0,0,10,3,3,-,-,-,-,-,-,600
,2,L,15,AD,77,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,26-April-2018,00:07,SS,28M+,PL,3.2,PV,7.3,CL,65,+0,RL,65,SA,47,DS,32
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,71,19,5,4,18,5,5,-,-,-,-,-,-,16
,48,S,90,A,71,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,21,12,3,1,21,4,1,-,-,-,-,-,-,17
,48,S,213,A,71,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,71,19,5,4,18,5,5,-,-,-,-,-,-,320
,48,L,49,A,71,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<26,B=40,C=#22
Thursday,26-April-2018,00:08,SS,23M+,PL,7.3,PV,7.3,CL,60,+0,RL,60,SA,130,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,35,29,6,5,24,5,4,30,6,5,-,-,-,31
,152,S,131,A,35,27,4,3,12,2,2,-,-,-,-,-,-,23
,152,S,132,C,18,43,3,2,21,2,2,18,2,1,-,-,-,42
,193,L,57,ABCE,23,0,0,0,4,2,0,0,0,0,-,-,-,120
,193,L,58,AE,23,0,0,0,0,0,0,0,0,0,-,-,-,260
A=<61,B=1,C=39,D=1
Thursday,26-April-2018,00:08,SS,28M+,PL,8.2,PV,8.2,CL,67,+0,RL,72,SA,90,DS,157
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,37,12,2,1,18,3,2,-,-,-,-,-,-,17
,48,S,90,A,37,-,-,-,-,-,-,157,2,25,-,-,-,71
,48,S,91,BC,35,0,0,0,14,2,2,-,-,-,-,-,-,15
,48,S,213,A,37,-,-,-,-,-,-,157,2,25,-,-,-,71
,48,L,23,A,37,12,2,1,18,3,2,-,-,-,-,-,-,260
,48,L,49,A,37,-,-,-,-,-,-,157,2,25,-,-,-,620
A=<39,B=28,C=#22
Thursday,26-April-2018,00:09,SS,23M+,PL,7.3,PV,2.3,CL,60,+5,RL,60,SA,130,DS,39
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,42,33,7,7,39,7,7,27,5,5,-,-,-,34
,152,S,131,A,42,24,4,3,20,4,3,-,-,-,-,-,-,24
,152,S,132,C,17,24,2,1,19,2,1,25,2,2,-,-,-,35
,193,L,57,ABCE,23,0,0,0,4,2,0,0,0,0,-,-,-,0
,193,L,58,AE,23,0,0,0,0,0,0,0,0,0,-,-,-,140
A=<61,B=1,C=39,D=1
Thursday,26-April-2018,00:09,SS,3M+,PL,8.3,PV,8.3,CL,99,-2,RL,98,SA,201,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,68,31,7,8,-,-,-,-,-,-,-,-,-,24
,145,S,10,C,23,23,3,2,16,3,2,0,0,0,-,-,-,26
,145,S,133,AB,70,4,2,1,6,2,1,-,-,-,-,-,-,12
,145,S,204,AB,70,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,70,4,2,1,6,2,1,-,-,-,-,-,-,12
,145,S,212,AC,68,31,7,8,-,-,-,-,-,-,-,-,-,24
,145,L,4,AB,70,4,2,1,6,2,1,-,-,-,-,-,-,220
A=<58,B=#23,C=19
Thursday,26-April-2018,00:09,SS,10M+,PL,4.2,PV,4.2,CL,120,+2,RL,98,SA,15,DS,154
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,100,13,5,4,11,5,4,9,4,3,-,-,-,15
,354,S,31,B,18,18,3,1,0,0,0,0,0,0,-,-,-,21
,182,S,34,A,101,0,0,0,6,2,2,-,-,-,-,-,-,9
,2,L,14,AD,88,8,3,2,23,10,9,-,-,-,-,-,-,600
,2,L,15,AD,88,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,26-April-2018,00:10,SS,28M+,PL,8.2,PV,2.2,CL,66,+0,RL,63,SA,47,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,21,0,0,0,18,2,1,-,-,-,-,-,-,18
,48,S,90,A,21,-,-,-,-,-,-,0,0,0,-,-,-,52
,48,S,91,BC,38,62,3,8,20,4,3,-,-,-,-,-,-,37
,48,S,213,A,21,-,-,-,-,-,-,0,0,0,-,-,-,52
,48,L,23,A,21,0,0,0,18,2,1,-,-,-,-,-,-,160
,48,L,49,A,21,-,-,-,-,-,-,0,0,0,-,-,-,460
A=<39,B=28,C=#22
Thursday,26-April-2018,00:10,SS,23M+,PL,7.3,PV,7.3,CL,60,+0,RL,60,SA,130,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,42,30,6,6,31,5,6,28,5,5,-,-,-,33
,152,S,131,A,42,29,5,4,24,4,4,-,-,-,-,-,-,27
,152,S,132,C,25,29,3,2,23,3,2,36,4,3,-,-,-,34
,193,L,57,ABCE,98,5,2,2,18,7,6,18,7,6,-,-,-,220
,193,L,58,AE,98,10,4,3,18,7,7,14,5,5,-,-,-,240
A=<61,B=1,C=39,D=1
Thursday,26-April-2018,00:11,SS,3M+,PL,1.3,PV,1.3,CL,91,-2,RL,90,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,96,13,5,5,-,-,-,-,-,-,-,-,-,22
,145,S,10,C,16,76,2,5,37,2,3,0,0,0,-,-,-,47
,145,S,133,AB,105,6,3,3,5,2,2,-,-,-,-,-,-,9
,145,S,204,AB,105,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,105,6,3,3,5,2,2,-,-,-,-,-,-,9
,145,S,212,AC,96,13,5,5,-,-,-,-,-,-,-,-,-,22
,145,L,4,AB,105,6,3,3,5,2,2,-,-,-,-,-,-,180
A=<35,B=#23,C=40
Thursday,26-April-2018,00:11,SS,28M+,PL,6.2,PV,6.3,CL,64,+2,RL,58,SA,47,DS,40
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,38,18,2,2,30,4,4,-,-,-,-,-,-,23
,48,S,90,A,38,-,-,-,-,-,-,0,0,0,-,-,-,35
,48,S,91,BC,14,0,0,0,13,2,1,-,-,-,-,-,-,29
,48,S,213,A,38,-,-,-,-,-,-,0,0,0,-,-,-,35
,48,L,23,A,38,18,2,2,30,4,4,-,-,-,-,-,-,200
,48,L,49,A,38,-,-,-,-,-,-,0,0,0,-,-,-,300
A=<34,B=32,C=#22
Thursday,26-April-2018,00:11,SS,23M+,PL,7.3,PV,7.3,CL,60,+0,RL,60,SA,130,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,42,30,6,6,31,5,6,28,5,5,-,-,-,33
,152,S,131,A,42,29,5,4,24,4,4,-,-,-,-,-,-,28
,152,S,132,C,25,29,3,2,23,3,2,36,4,3,-,-,-,34
,193,L,57,ABCE,98,5,2,2,18,7,6,18,7,6,-,-,-,400
,193,L,58,AE,98,10,4,3,18,7,7,14,5,5,-,-,-,420
A=<61,B=1,C=39,D=1
Thursday,26-April-2018,00:11,SS,10M+,PL,4.2,PV,4.2,CL,120,+0,RL,99,SA,20,DS,34
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,100,13,5,4,11,5,4,9,4,3,-,-,-,13
,354,S,31,B,14,0,0,0,8,2,0,0,0,0,-,-,-,16
,182,S,34,A,107,0,0,0,11,4,4,-,-,-,-,-,-,8
,2,L,14,AD,36,72,8,8,79,10,13,-,-,-,-,-,-,1000
,2,L,15,AD,36,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,26-April-2018,00:12,SS,28M+,PL,6.2,PV,3.3,CL,60,+0,RL,49,SA,47,DS,44
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,53,7,2,1,7,2,1,-,-,-,-,-,-,17
,48,S,90,A,53,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,23,0,0,0,35,6,3,-,-,-,-,-,-,34
,48,S,213,A,53,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,53,7,2,1,7,2,1,-,-,-,-,-,-,160
,48,L,49,A,53,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<31,B=32,C=#22
Thursday,26-April-2018,00:12,SS,23M+,PL,1.3,PV,1.3,CL,60,+0,RL,60,SA,130,DS,45
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,33,39,7,6,45,7,7,30,5,4,-,-,-,37
,152,S,131,A,33,26,4,3,0,0,0,-,-,-,-,-,-,28
,152,S,132,C,17,0,0,0,0,0,0,0,0,0,-,-,-,20
,193,L,57,ABCE,64,9,3,2,23,6,5,45,11,10,-,-,-,540
,193,L,58,AE,42,11,2,1,31,5,5,30,5,5,-,-,-,460
A=<74,B=1,C=26,D=1
Thursday,26-April-2018,00:12,SS,3M+,PL,1.3,PV,0.3,CL,85,+0,RL,82,SA,201,DS,28
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,77,14,3,4,-,-,-,-,-,-,-,-,-,17
,145,S,10,C,15,11,2,1,9,2,1,23,3,1,-,-,-,40
,145,S,133,AB,87,6,3,2,22,7,6,-,-,-,-,-,-,13
,145,S,204,AB,87,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,87,6,3,2,22,7,6,-,-,-,-,-,-,13
,145,S,212,AC,77,14,3,4,-,-,-,-,-,-,-,-,-,17
,145,L,4,AB,87,6,3,2,22,7,6,-,-,-,-,-,-,200
A=<33,B=#23,C=40
Thursday,26-April-2018,00:13,SS,28M+,PL,8.2,PV,8.2,CL,60,+0,RL,62,SA,90,DS,157
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,40,16,2,2,16,3,2,-,-,-,-,-,-,16
,48,S,90,A,40,-,-,-,-,-,-,157,2,27,-,-,-,71
,48,S,91,BC,19,19,3,1,22,3,1,-,-,-,-,-,-,24
,48,S,213,A,40,-,-,-,-,-,-,157,2,27,-,-,-,71
,48,L,23,A,40,16,2,2,16,3,2,-,-,-,-,-,-,220
,48,L,49,A,40,-,-,-,-,-,-,157,2,27,-,-,-,720
A=<35,B=28,C=#22
Thursday,26-April-2018,00:13,SS,23M+,PL,1.3,PV,7.2,CL,60,+0,RL,60,SA,130,DS,36
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,43,25,6,5,36,8,7,20,5,4,-,-,-,38
,152,S,131,A,43,26,5,4,14,3,2,-,-,-,-,-,-,27
,152,S,132,C,17,31,2,2,0,0,0,86,5,6,-,-,-,47
,193,L,57,ABCE,70,0,0,0,43,12,10,38,11,9,-,-,-,620
,193,L,58,AE,48,10,2,1,15,3,3,14,3,2,-,-,-,340
A=<74,B=1,C=26,D=1
Thursday,26-April-2018,00:13,SS,10M+,PL,4.2,PV,4.2,CL,118,+0,RL,101,SA,20,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,104,14,4,5,11,3,4,9,2,3,-,-,-,13
,354,S,31,B,17,10,2,1,15,2,1,0,0,0,-,-,-,13
,182,S,34,A,110,0,0,0,10,4,4,-,-,-,-,-,-,9
,2,L,14,AD,67,6,2,1,19,5,6,-,-,-,-,-,-,900
,2,L,15,AD,67,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,26-April-2018,00:14,SS,3M+,PL,7.3,PV,7.3,CL,80,-2,RL,73,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,24,0,0,0,-,-,-,-,-,-,-,-,-,7
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,24
,145,S,133,AB,50,8,2,2,20,3,3,-,-,-,-,-,-,18
,145,S,204,AB,50,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,50,8,2,2,20,3,3,-,-,-,-,-,-,18
,145,S,212,AC,24,0,0,0,-,-,-,-,-,-,-,-,-,7
,145,L,4,AB,50,8,2,2,20,3,3,-,-,-,-,-,-,220
A=<49,B=#23,C=22
Thursday,26-April-2018,00:14,SS,28M+,PL,8.2,PV,8.2,CL,60,+0,RL,72,SA,90,DS,158
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,36,15,2,2,29,5,4,-,-,-,-,-,-,20
,48,S,90,A,36,-,-,-,-,-,-,158,2,24,-,-,-,123
,48,S,91,BC,15,0,0,0,15,2,1,-,-,-,-,-,-,22
,48,S,213,A,36,-,-,-,-,-,-,158,2,24,-,-,-,123
,48,L,23,A,36,15,2,2,29,5,4,-,-,-,-,-,-,260
,48,L,49,A,36,-,-,-,-,-,-,158,2,24,-,-,-,1180
A=<35,B=28,C=#22
