Strategic,Monitor,On,Monday,23-April-2018,filename:CCITY_20180423

Monday,23-April-2018,00:00,SS,28M+,PL,7.2,PV,7.2,CL,76,+0,RL,76,SA,47,DS,51
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
Monday,23-April-2018,00:06,SS,3M+,PL,8.3,PV,8.3,CL,86,+0,RL,69,SA,200,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,62,0,0,0,-,-,-,-,-,-,-,-,-,7
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,18
,145,S,133,AB,64,9,3,3,21,5,5,-,-,-,-,-,-,17
,145,S,204,AB,64,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,64,9,3,3,21,5,5,-,-,-,-,-,-,17
,145,S,212,AC,62,0,0,0,-,-,-,-,-,-,-,-,-,7
,145,L,4,AB,64,9,3,3,21,5,5,-,-,-,-,-,-,280
A=<54,B=#23,C=19
Monday,23-April-2018,00:06,SS,10M+,PL,3.2,PV,3.2,CL,86,+0,RL,69,SA,20,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,71,22,8,5,18,7,4,8,3,2,-,-,-,19
,354,S,31,B,16,10,2,1,15,2,1,0,0,0,-,-,-,14
,182,S,34,A,13,0,0,0,0,0,0,-,-,-,-,-,-,2
,2,L,14,AD,82,30,8,8,19,7,7,-,-,-,-,-,-,1060
,2,L,15,AD,82,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Monday,23-April-2018,00:07,SS,28M+,PL,6.2,PV,6.2,CL,87,+0,RL,81,SA,47,DS,33
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,62,9,3,2,13,4,3,-,-,-,-,-,-,12
,48,S,90,A,62,-,-,-,-,-,-,0,0,0,-,-,-,51
,48,S,91,BC,22,28,5,2,10,2,1,-,-,-,-,-,-,24
,48,S,213,A,62,-,-,-,-,-,-,0,0,0,-,-,-,51
,48,L,23,A,62,9,3,2,13,4,3,-,-,-,-,-,-,160
,48,L,49,A,62,-,-,-,-,-,-,0,0,0,-,-,-,520
A=<43,B=32,C=#22
Monday,23-April-2018,00:07,SS,23M+,PL,6.3,PV,6.4,CL,60,-2,RL,60,SA,130,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,45,16,4,3,12,3,2,18,3,4,-,-,-,26
,152,S,131,A,45,9,2,1,16,4,3,-,-,-,-,-,-,18
,152,S,132,C,16,0,0,0,24,3,2,28,3,2,-,-,-,32
,193,L,57,ABCE,50,0,0,0,29,6,5,0,0,0,-,-,-,320
,193,L,58,AE,28,30,3,3,25,3,3,13,2,1,-,-,-,420
A=<63,B=1,C=37,D=1
Monday,23-April-2018,00:07,SS,3M+,PL,2.3,PV,2.3,CL,86,+0,RL,69,SA,200,DS,66
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,99,6,2,2,-,-,-,-,-,-,-,-,-,5
,145,S,10,C,14,29,2,2,27,2,2,0,0,0,-,-,-,17
,145,S,133,AB,84,11,6,4,5,2,1,-,-,-,-,-,-,16
,145,S,204,AB,84,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,84,11,6,4,5,2,1,-,-,-,-,-,-,16
,145,S,212,AC,99,6,2,2,-,-,-,-,-,-,-,-,-,5
,145,L,4,AB,84,11,6,4,5,2,1,-,-,-,-,-,-,260
A=<36,B=#23,C=37
Monday,23-April-2018,00:07,SS,10M+,PL,3.2,PV,3.2,CL,86,+0,RL,69,SA,20,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,18,6,4,18,6,4,10,4,2,-,-,-,19
,354,S,31,B,14,11,2,1,11,2,1,0,0,0,-,-,-,15
,182,S,34,A,14,0,0,0,0,0,0,-,-,-,-,-,-,0
,2,L,14,AD,25,16,2,1,86,9,9,-,-,-,-,-,-,960
,2,L,15,AD,25,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Monday,23-April-2018,00:08,SS,23M+,PL,7.3,PV,7.3,CL,60,+0,RL,60,SA,130,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,44,23,6,5,16,4,3,0,0,0,-,-,-,20
,152,S,131,A,44,0,0,0,16,4,3,-,-,-,-,-,-,16
,152,S,132,C,16,38,3,2,0,0,0,0,0,0,-,-,-,33
,193,L,57,ABCE,59,9,3,2,27,5,5,28,5,6,-,-,-,520
,193,L,58,AE,37,23,3,3,11,2,1,23,4,3,-,-,-,420
A=<61,B=1,C=39,D=1
Monday,23-April-2018,00:08,SS,28M+,PL,6.2,PV,8.3,CL,81,+0,RL,77,SA,47,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,69,7,3,2,20,7,5,-,-,-,-,-,-,15
,48,S,90,A,69,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,S,91,BC,20,25,4,2,20,3,1,-,-,-,-,-,-,27
,48,S,213,A,69,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,L,23,A,69,7,3,2,20,7,5,-,-,-,-,-,-,200
,48,L,49,A,69,-,-,-,-,-,-,0,0,0,-,-,-,340
A=<41,B=32,C=#22
Monday,23-April-2018,00:09,SS,3M+,PL,5.3,PV,5.3,CL,86,+0,RL,69,SA,200,DS,16
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,106,18,7,7,-,-,-,-,-,-,-,-,-,10
,145,S,10,C,15,0,0,0,14,2,1,14,2,1,-,-,-,16
,145,S,133,AB,92,8,4,3,11,4,3,-,-,-,-,-,-,13
,145,S,204,AB,92,-,-,-,-,-,-,-,-,-,-,-,-,0
