Strategic,Monitor,On,Thursday,24-May-2018,filename:CCITY_20180524

Thursday,24-May-2018,00:00,SS,10,+,PL,3.2,PV,3.2,CL,97,+7,RL,85,SA,30,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,93,8,4,2,7,4,2,14,6,4,-,-,-,16
,354,S,31,B,21,13,3,1,19,2,2,0,0,0,-,-,-,17
,182,S,34,A,50,0,0,0,34,5,6,-,-,-,-,-,-,27
A=<53,B=47
Thursday,24-May-2018,00:00,SS,6M+,PL,7.3,PV,7.3,CL,86,+0,RL,86,SA,20,DS,47
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,51,47,6,7,14,3,2,44,10,9,0,0,0,46
,183,S,21,B,34,15,2,2,44,5,5,30,3,3,-,-,-,74
,184,S,161,A,84,20,6,5,31,10,9,30,12,10,6,2,2,29
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,34,15,2,2,44,5,5,-,-,-,-,-,-,74
,183,L,7,AC,51,47,6,7,-,-,-,-,-,-,-,-,-,280
A=<27,B=50,C=#20
Thursday,24-May-2018,00:00,SS,58M+,PL,1.3,PV,1.3,CL,86,+0,RL,69,SA,201,DS,44
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,85,13,5,4,6,2,2,15,6,5,0,0,0,33
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<83,B=#15
Thursday,24-May-2018,00:00,SS,85M+,PL,8.4,PV,6.4,CL,107,+0,RL,111,SA,310,DS,103
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,69,-,-,-,58,13,11,30,8,6,-,-,-,58
,196,S,310,A,44,0,0,0,77,9,10,42,5,5,-,-,-,103
,196,S,311,ABE,44,15,2,3,41,3,5,21,3,3,0,0,0,54
,196,S,312,D,36,12,2,1,30,4,3,120,11,17,46,4,5,88
,197,L,71,ABF,36,48,7,6,44,7,6,-,-,-,-,-,-,440
,197,L,72,ABF,36,12,2,1,19,2,2,-,-,-,-,-,-,180
A=<20,B=20,C=#25,D=20,E=17
Thursday,24-May-2018,00:01,SS,6M+,PL,7.3,PV,7.3,CL,86,+0,RL,86,SA,20,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,52,14,3,2,8,2,1,10,3,2,0,0,0,26
,183,S,21,B,36,0,0,0,71,8,9,12,2,1,-,-,-,66
,184,S,161,A,86,15,5,4,30,10,9,15,6,5,0,0,0,29
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,36,0,0,0,71,8,9,-,-,-,-,-,-,66
,183,L,7,AC,52,14,3,2,-,-,-,-,-,-,-,-,-,140
A=<27,B=50,C=#20
Thursday,24-May-2018,00:01,SS,58M+,PL,3.3,PV,3.3,CL,86,+0,RL,69,SA,200,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,20,8,6,5,2,1,12,5,4,0,0,0,27
,288,S,270,B,11,0,0,0,42,2,1,-,-,-,-,-,-,19
A=<67,B=#28
Thursday,24-May-2018,00:02,SS,10,-,PL,3.2,PV,4.2,CL,99,+0,RL,80,SA,30,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,74,10,2,2,8,3,2,0,0,0,-,-,-,13
,354,S,31,B,19,14,3,1,23,3,2,0,0,0,-,-,-,20
,182,S,34,A,45,24,4,3,55,7,8,-,-,-,-,-,-,41
A=<53,B=47
Thursday,24-May-2018,00:02,SS,85M+,PL,6.4,PV,6.3,CL,108,+1,RL,108,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,78,-,-,-,40,7,8,0,0,0,-,-,-,47
,196,S,310,A,50,0,0,0,46,8,7,59,6,8,-,-,-,88
,196,S,311,ABE,50,10,3,2,35,5,5,26,5,4,8,2,2,46
,196,S,312,D,25,39,2,3,41,2,3,68,5,7,0,0,0,79
,197,L,71,ABF,41,31,3,4,30,5,5,-,-,-,-,-,-,380
,197,L,72,ABF,41,26,4,3,12,2,2,-,-,-,-,-,-,180
A=<17,B=20,C=#25,D=23,E=17
Thursday,24-May-2018,00:03,SS,6M+,PL,7.3,PV,7.3,CL,86,+0,RL,86,SA,20,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,52,14,3,2,8,2,1,10,3,2,0,0,0,21
,183,S,21,B,36,0,0,0,71,8,9,12,2,1,-,-,-,65
,184,S,161,A,84,23,7,6,26,8,7,12,5,4,5,2,1,28
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,36,0,0,0,71,8,9,-,-,-,-,-,-,65
,183,L,7,AC,52,14,3,2,-,-,-,-,-,-,-,-,-,120
A=<27,B=50,C=#20
Thursday,24-May-2018,00:03,SS,58M+,PL,3.3,PV,4.3,CL,86,+0,RL,69,SA,201,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,75,41,13,12,9,3,2,24,8,7,0,0,0,28
,288,S,270,B,13,28,2,1,28,2,1,-,-,-,-,-,-,26
A=<70,B=#26
Thursday,24-May-2018,00:03,SS,10,-,PL,4.2,PV,4.2,CL,112,-8,RL,79,SA,30,DS,14
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,84,13,5,3,14,5,4,11,4,3,-,-,-,13
,354,S,31,B,28,32,4,3,42,6,5,16,2,2,-,-,-,31
,182,S,34,A,49,0,0,0,24,4,4,-,-,-,-,-,-,36
A=<47,B=53
Thursday,24-May-2018,00:04,SS,85M+,PL,6.4,PV,6.3,CL,106,+0,RL,101,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,105,-,-,-,64,12,18,6,2,2,-,-,-,55
,196,S,310,A,50,0,0,0,46,8,7,59,6,8,-,-,-,63
,196,S,311,ABE,50,10,3,2,35,5,5,26,5,4,8,2,2,36
,196,S,312,D,25,39,2,3,41,2,3,68,5,7,0,0,0,79
,197,L,71,ABF,50,18,5,3,19,4,4,-,-,-,-,-,-,300
,197,L,72,ABF,50,13,2,2,10,2,2,-,-,-,-,-,-,120
A=<16,B=20,C=#25,D=23,E=17
Thursday,24-May-2018,00:04,SS,6M+,PL,7.3,PV,6.3,CL,86,+0,RL,86,SA,20,DS,74
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,71,74,8,15,33,4,8,29,4,8,0,0,0,41
,183,S,21,B,29,16,3,2,31,4,3,0,0,0,-,-,-,53
,184,S,161,A,86,25,9,7,30,10,9,27,11,9,0,0,0,29
,184,S,162,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,29,16,3,2,31,4,3,-,-,-,-,-,-,53
,183,L,7,AC,71,74,8,15,-,-,-,-,-,-,-,-,-,320
A=<27,B=50,C=#20
