,NODE,AVG,STDDEV,MSE,MAE,MAPE,RMSE,EV
0,0,919.3582,822.9138,130330.555,261.45465,9.4524766e+16,361.01324,0.562151009386236
1,1,958.9426,859.75183,109139.45,232.9692,7.84119e+16,330.3626,0.6341112201864069
2,2,963.3094,853.8125,101114.33,229.42891,7.9317266e+16,317.9848,0.644799367948012
3,3,1001.6078,859.1464,108494.78,235.38286,7.8100175e+16,329.38547,0.6380619352514093
4,4,1054.3069,863.6097,109147.65,237.48631,6.7195103e+16,330.375,0.624088704586029
5,5,972.9481,719.11456,92809.12,225.13861,5.762612e+16,304.64587,0.5120667490092191
