0,10,10,10,0.25,10,10,10,0.4
10,0,10,10,0.25,10,10,10,0.4
10,10,0,10,10,10,10,10,10
10,10,10,0,10,10,10,10,10
10,10,10,10,0,10,10,10,10
0.45,10,0.65,10,10,0,10,10,10
0.45,10,0.65,10,10,10,0,10,10
10,0.4,10,10,10,10,0.5,0,10
10,0.4,10,10,10,10,0.5,10,0
